N_content_mstruct,Cont_WSC_DM_shoot,N_content_total_DM_shoot,N_content_shoot,axis,shoot_roots_mstruct_ratio,Cont_WSC_DM_roots,C_N_ratio_shoot,N_content_mstruct_shoot,N_content_mstruct_roots,C_respired_shoot,sum_respi_shoot,sum_N_g,t,Tillers_Photosynthesis_An,mstruct_shoot,plant,sum_dry_mass_stem,sum_N_g_shoot,sum_dry_mass_roots,mstruct_laminae,N_content,NS_shoot,sum_C_g,sum_dry_mass,NS_stem,N_content_roots,NS_laminae,C_N_ratio,sum_dry_mass_shoot,sum_dry_mass_laminae,Tillers_Photosynthesis,sum_NSC_g,shoot_roots_ratio,C_respired_roots,NS,dry_mass_phloem,NS_roots,Total_Transpiration,senesced_mstruct,Total_Photosynthesis,Cont_WSC_DM,mstruct_stem,Cont_WSC_DM_stem,C_exudated,mstruct,NNI,sum_respi_roots,Cont_WSC_DM_laminae
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.9409100000,NA,484.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002600000,1.0155800000,NA,NA,NA,NA,10.4023400000,2.9613300000,NA,12.8465600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.6682300000,NA,485.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002600000,1.0155800000,NA,NA,NA,NA,8.3045800000,2.9615700000,NA,12.6012900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.9735200000,NA,486.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004500000,1.0192500000,NA,NA,NA,NA,9.7621400000,2.9587600000,NA,12.5831100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.2381500000,NA,487.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004500000,1.0192500000,NA,NA,NA,NA,8.1348400000,2.9590100000,NA,12.9824400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.6511500000,NA,488.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004900000,1.0230900000,NA,NA,NA,NA,9.7758300000,2.9560200000,NA,12.9045300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.5539500000,NA,489.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004900000,1.0230900000,NA,NA,NA,NA,8.1996100000,2.9562700000,NA,12.6978600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.8243100000,NA,490.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026800000,1.0269800000,NA,NA,NA,NA,9.9709200000,2.9532100000,NA,12.8613900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.6977000000,NA,491.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026800000,1.0269800000,NA,NA,NA,NA,9.4573400000,2.9534900000,NA,13.3574200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.6096700000,NA,492.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044900000,1.0312800000,NA,NA,NA,NA,12.7270500000,2.9500700000,NA,13.7626900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.1417200000,NA,493.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044900000,1.0312800000,NA,NA,NA,NA,13.9433600000,2.9504100000,NA,15.5448300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.0763200000,NA,494.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019800000,1.0367100000,NA,NA,NA,NA,17.6664400000,2.9459200000,NA,14.7610300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.0495100000,NA,495.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019800000,1.0367100000,NA,NA,NA,NA,16.6916800000,2.9462500000,NA,15.1521400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,28.0021000000,NA,496.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020300000,1.0425800000,NA,NA,NA,NA,18.6999300000,2.9413300000,NA,15.8649600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,60.4004300000,NA,497.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020300000,1.0425800000,NA,NA,NA,NA,12.2005400000,2.9413300000,NA,15.8060400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,54.2385900000,NA,498.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012700000,1.0479300000,NA,NA,NA,NA,9.3763100000,2.9365700000,NA,14.4709700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,49.3660500000,NA,499.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012700000,1.0479300000,NA,NA,NA,NA,5.2315100000,2.9365700000,NA,13.2122200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,47.3364900000,NA,500.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007600000,1.0526600000,NA,NA,NA,NA,4.6259500000,2.9323100000,NA,12.7700500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,46.4207000000,NA,501.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007600000,1.0526600000,NA,NA,NA,NA,2.3041800000,2.9323100000,NA,12.6349100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,43.5750700000,NA,502.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007400000,1.0571100000,NA,NA,NA,NA,2.1696700000,2.9282500000,NA,11.8199900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,42.6901700000,NA,503.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007400000,1.0571100000,NA,NA,NA,NA,0.6973100000,2.9282500000,NA,11.6485300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,40.8257400000,NA,504.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006600000,1.0613700000,NA,NA,NA,NA,0.7855800000,2.9243100000,NA,11.0886700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,39.7670100000,NA,505.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006600000,1.0613700000,NA,NA,NA,NA,0.0263100000,2.9243100000,NA,10.8394300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,38.2188200000,NA,506.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006000000,1.0654500000,NA,NA,NA,NA,0.0731500000,2.9204800000,NA,10.3650700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,37.2510700000,NA,507.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006000000,1.0654500000,NA,NA,NA,NA,0.0000000000,2.9204800000,NA,10.1263100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,34.4453900000,NA,508.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005500000,1.0691800000,NA,NA,NA,NA,0.0000000000,2.9169400000,NA,9.3445800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.4008300000,NA,509.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005500000,1.0691800000,NA,NA,NA,NA,0.0000000000,2.9169400000,NA,9.0667200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.8455200000,NA,510.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010400000,1.0729500000,NA,NA,NA,NA,0.0000000000,2.9133300000,NA,9.0955100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.2795000000,NA,511.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010400000,1.0729500000,NA,NA,NA,NA,0.0000000000,2.9133300000,NA,8.9409100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.9570200000,NA,512.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020400000,1.0767800000,NA,NA,NA,NA,0.0000000000,2.9096200000,NA,8.8544600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,35.3316800000,NA,513.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020400000,1.0767800000,NA,NA,NA,NA,0.0000000000,2.9096200000,NA,9.1516900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,37.4301400000,NA,514.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043300000,1.0810900000,NA,NA,NA,NA,0.0000000000,2.9054200000,NA,9.2895600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,37.8195800000,NA,515.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043300000,1.0810900000,NA,NA,NA,NA,0.0288300000,2.9054200000,NA,9.1874500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,34.7256200000,NA,516.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028700000,1.0850200000,NA,NA,NA,NA,0.7605800000,2.9015600000,NA,8.3120300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.6258700000,NA,517.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028700000,1.0850200000,NA,NA,NA,NA,1.4273900000,2.9015600000,NA,7.8880600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.9776400000,NA,518.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030700000,1.0888300000,NA,NA,NA,NA,2.1788900000,2.8978100000,NA,7.8907900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.3817800000,NA,519.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030700000,1.0888300000,NA,NA,NA,NA,2.7202700000,2.8978100000,NA,7.6334000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,30.9377200000,NA,520.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017800000,1.0922700000,NA,NA,NA,NA,3.2427600000,2.8944100000,NA,7.1630000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,30.0090000000,NA,521.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017800000,1.0922700000,NA,NA,NA,NA,3.3896300000,2.8944100000,NA,6.9176700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.4483400000,NA,522.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010600000,1.0952900000,NA,NA,NA,NA,3.3376800000,2.8914300000,NA,6.4268300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.7498900000,NA,523.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010600000,1.0952900000,NA,NA,NA,NA,3.0353700000,2.8914300000,NA,6.0256400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.5863300000,NA,524.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006800000,1.0979700000,NA,NA,NA,NA,2.7294200000,2.8887800000,NA,5.8485800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.4929800000,NA,525.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006800000,1.0979700000,NA,NA,NA,NA,2.3177600000,2.8887800000,NA,5.6135100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.0223400000,NA,526.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006400000,1.1005200000,NA,NA,NA,NA,1.9748300000,2.8862500000,NA,5.5698700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.3871100000,NA,527.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006400000,1.1005200000,NA,NA,NA,NA,1.5928600000,2.8862500000,NA,5.4509600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.7938200000,NA,528.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007700000,1.1029800000,NA,NA,NA,NA,1.2793600000,2.8838000000,NA,5.3442200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.9764700000,NA,529.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007700000,1.1029800000,NA,NA,NA,NA,0.9681700000,2.8838000000,NA,5.1642000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.7978200000,NA,530.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008100000,1.1054000000,NA,NA,NA,NA,0.7272700000,2.8814000000,NA,5.1587000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.8390200000,NA,531.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008100000,1.1054000000,NA,NA,NA,NA,0.4899900000,2.8814000000,NA,4.6506900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.5159300000,NA,532.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005600000,1.1072200000,NA,NA,NA,NA,0.3341800000,2.8795900000,NA,4.1539400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.8669200000,NA,533.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005600000,1.1072200000,NA,NA,NA,NA,0.2193800000,2.8795900000,NA,3.7115800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.3031800000,NA,534.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022900000,1.1094500000,NA,NA,NA,NA,0.1401100000,2.8773700000,NA,4.6833100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.5268000000,NA,535.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022900000,1.1094500000,NA,NA,NA,NA,0.0856500000,2.8773700000,NA,5.7884800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.7378400000,NA,536.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0079500000,1.1130300000,NA,NA,NA,NA,0.1927000000,2.8738000000,NA,6.3313700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,29.9659000000,NA,537.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0079500000,1.1130300000,NA,NA,NA,NA,0.6978600000,2.8738000000,NA,6.6614700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.1944400000,NA,538.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106800000,1.1171700000,NA,NA,NA,NA,1.6932500000,2.8696600000,NA,6.8213800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,35.1355100000,NA,539.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106800000,1.1171700000,NA,NA,NA,NA,3.2822300000,2.8696600000,NA,6.9119000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,39.1776200000,NA,540.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137000000,1.1219400000,NA,NA,NA,NA,5.5262600000,2.8649000000,NA,7.4496300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,42.3633000000,NA,541.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137000000,1.1219400000,NA,NA,NA,NA,8.2955400000,2.8649000000,NA,7.8301700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,44.7850800000,NA,542.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133100000,1.1271000000,NA,NA,NA,NA,11.1916200000,2.8597400000,NA,8.0767100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,44.7137600000,NA,543.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133100000,1.1271000000,NA,NA,NA,NA,13.5511900000,2.8597400000,NA,7.9633900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,41.9168100000,NA,544.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078300000,1.1316900000,NA,NA,NA,NA,15.1428000000,2.8551600000,NA,7.6958100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,39.5284500000,NA,545.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078300000,1.1316900000,NA,NA,NA,NA,15.2878700000,2.8551600000,NA,7.3364400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,33.9677700000,NA,546.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022800000,1.1352400000,NA,NA,NA,NA,14.4156500000,2.8516300000,NA,6.7199600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,27.3124500000,NA,547.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022800000,1.1352400000,NA,NA,NA,NA,12.1080200000,2.8516300000,NA,5.4173500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.1620000000,NA,548.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005700000,1.1376400000,NA,NA,NA,NA,10.5620600000,2.8492500000,NA,5.3333900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.9344700000,NA,549.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005700000,1.1376400000,NA,NA,NA,NA,8.7791100000,2.8492500000,NA,4.9548700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.3402400000,NA,550.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003200000,1.1398700000,NA,NA,NA,NA,7.5357400000,2.8470500000,NA,5.2127600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.1933500000,NA,551.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003200000,1.1398700000,NA,NA,NA,NA,6.1358400000,2.8470500000,NA,5.0479800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.2139200000,NA,552.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002900000,1.1419000000,NA,NA,NA,NA,5.0388400000,2.8450500000,NA,4.9340000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.0889400000,NA,553.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002900000,1.1419000000,NA,NA,NA,NA,4.0414500000,2.8450500000,NA,4.7278100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.7892300000,NA,554.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002700000,1.1438000000,NA,NA,NA,NA,3.3224000000,2.8431700000,NA,4.7418400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.2187300000,NA,555.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002700000,1.1438000000,NA,NA,NA,NA,2.6349500000,2.8431700000,NA,4.6535600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.4614400000,NA,556.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002200000,1.1456000000,NA,NA,NA,NA,2.1062800000,2.8414000000,NA,4.5199500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.5903100000,NA,557.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002200000,1.1456000000,NA,NA,NA,NA,1.6399300000,2.8414000000,NA,4.6017000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.6846800000,NA,558.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021700000,1.1483400000,NA,NA,NA,NA,1.3599800000,2.8386900000,NA,5.9942200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,32.0551300000,NA,559.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021700000,1.1483400000,NA,NA,NA,NA,1.0482200000,2.8386900000,NA,7.6640100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,37.6655600000,NA,560.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0088200000,1.1529300000,NA,NA,NA,NA,1.0439200000,2.8341500000,NA,8.5245300000,NA
