N_content_mstruct,Cont_WSC_DM_shoot,N_content_total_DM_shoot,N_content_shoot,axis,shoot_roots_mstruct_ratio,Cont_WSC_DM_roots,C_N_ratio_shoot,N_content_mstruct_shoot,N_content_mstruct_roots,C_respired_shoot,sum_respi_shoot,sum_N_g,t,Tillers_Photosynthesis_An,mstruct_shoot,plant,sum_dry_mass_stem,sum_N_g_shoot,sum_dry_mass_roots,mstruct_laminae,N_content,NS_shoot,sum_C_g,sum_dry_mass,NS_stem,N_content_roots,NS_laminae,C_N_ratio,sum_dry_mass_shoot,sum_dry_mass_laminae,Tillers_Photosynthesis,sum_NSC_g,shoot_roots_ratio,C_respired_roots,NS,dry_mass_phloem,NS_roots,Total_Transpiration,senesced_mstruct,Total_Photosynthesis,Cont_WSC_DM,mstruct_stem,Cont_WSC_DM_stem,C_exudated,mstruct,NNI,sum_respi_roots,Cont_WSC_DM_laminae
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.4426300000,NA,60.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193500000,0.0930100000,NA,NA,NA,NA,52.8869500000,3.4801700000,NA,27.9689400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.6290200000,NA,61.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193500000,0.0930100000,NA,NA,NA,NA,40.4346800000,3.4803300000,NA,28.4150000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.8637400000,NA,62.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0167800000,0.0991700000,NA,NA,NA,NA,59.5266400000,3.4776400000,NA,28.8717800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.1927300000,NA,63.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0167800000,0.0991700000,NA,NA,NA,NA,43.1630500000,3.4778200000,NA,31.3246700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.6216600000,NA,64.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125100000,0.1049200000,NA,NA,NA,NA,55.9275800000,3.4753700000,NA,27.3581800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.8438700000,NA,65.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125100000,0.1049200000,NA,NA,NA,NA,34.8195100000,3.4755000000,NA,23.9179300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.5114700000,NA,66.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028000000,0.1087800000,NA,NA,NA,NA,39.1634800000,3.4739000000,NA,20.0682200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.8433600000,NA,67.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028000000,0.1087800000,NA,NA,NA,NA,23.3131700000,3.4739900000,NA,17.8835200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.5269000000,NA,68.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009800000,0.1116500000,NA,NA,NA,NA,25.9239300000,3.4728100000,NA,16.2273100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.0091800000,NA,69.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009800000,0.1116500000,NA,NA,NA,NA,15.1015700000,3.4728700000,NA,14.1246100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.6870800000,NA,70.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005300000,0.1138900000,NA,NA,NA,NA,18.2167400000,3.4719500000,NA,13.6138800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.6752000000,NA,71.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005300000,0.1138900000,NA,NA,NA,NA,11.6453000000,3.4720100000,NA,14.1778800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.1951900000,NA,72.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004700000,0.1160500000,NA,NA,NA,NA,15.5642900000,3.4711300000,NA,13.1950200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,8.9251200000,NA,73.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004700000,0.1160500000,NA,NA,NA,NA,9.3594000000,3.4711800000,NA,11.9932300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.9685400000,NA,74.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003000000,0.1178000000,NA,NA,NA,NA,12.4099500000,3.4704500000,NA,11.3817800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.9148600000,NA,75.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003000000,0.1178000000,NA,NA,NA,NA,7.9019700000,3.4705000000,NA,11.3909700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.5137900000,NA,76.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002600000,0.1194200000,NA,NA,NA,NA,10.9699100000,3.4698200000,NA,10.8024100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,7.4996100000,NA,77.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002600000,0.1194200000,NA,NA,NA,NA,7.0761700000,3.4698700000,NA,10.9742000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,9.8512300000,NA,78.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010000000,0.1215800000,NA,NA,NA,NA,12.9527300000,3.4689600000,NA,13.0106700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.5198200000,NA,79.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010000000,0.1215800000,NA,NA,NA,NA,9.2514900000,3.4690400000,NA,16.6501100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.7991000000,NA,80.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106200000,0.1261800000,NA,NA,NA,NA,26.2191700000,3.4670900000,NA,22.1719300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.9258300000,NA,81.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106200000,0.1261800000,NA,NA,NA,NA,19.1302700000,3.4672300000,NA,24.9644600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.6822900000,NA,82.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193300000,0.1319200000,NA,NA,NA,NA,42.1149400000,3.4647400000,NA,26.1325400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.4221300000,NA,83.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193300000,0.1319200000,NA,NA,NA,NA,33.5782000000,3.4649100000,NA,27.5643400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.0901000000,NA,84.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151000000,0.1379900000,NA,NA,NA,NA,56.3738800000,3.4622800000,NA,27.2759500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.4003600000,NA,85.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151000000,0.1379900000,NA,NA,NA,NA,40.9272800000,3.4624600000,NA,29.1752800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.1154300000,NA,86.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194900000,0.1445700000,NA,NA,NA,NA,61.9164800000,3.4596500000,NA,29.2925000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.9820300000,NA,87.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194900000,0.1445700000,NA,NA,NA,NA,42.4310300000,3.4598300000,NA,27.8891700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.3262900000,NA,88.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083700000,0.1503500000,NA,NA,NA,NA,58.9626600000,3.4574100000,NA,26.2073800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.9468200000,NA,89.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083700000,0.1503500000,NA,NA,NA,NA,37.5314400000,3.4575600000,NA,25.4641400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.8813500000,NA,90.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025500000,0.1549400000,NA,NA,NA,NA,44.9185300000,3.4556800000,NA,21.8529700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.0137100000,NA,91.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025500000,0.1549400000,NA,NA,NA,NA,25.1836100000,3.4557900000,NA,19.1062800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.1215300000,NA,92.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008500000,0.1580000000,NA,NA,NA,NA,27.8016000000,3.4545500000,NA,16.2020800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.7216900000,NA,93.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008500000,0.1580000000,NA,NA,NA,NA,16.0997600000,3.4546200000,NA,14.9969700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.7941000000,NA,94.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005800000,0.1610100000,NA,NA,NA,NA,22.7793300000,3.4534000000,NA,15.9615400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.9517300000,NA,95.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005800000,0.1610100000,NA,NA,NA,NA,13.8719500000,3.4535000000,NA,17.4555000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.1275000000,NA,96.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005900000,0.1646000000,NA,NA,NA,NA,23.6692600000,3.4520300000,NA,18.0199600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.0842900000,NA,97.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005900000,0.1646000000,NA,NA,NA,NA,13.2556300000,3.4521300000,NA,18.4240200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.3325700000,NA,98.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010300000,0.1683700000,NA,NA,NA,NA,23.4857300000,3.4505600000,NA,18.4852200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.2241400000,NA,99.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010300000,0.1683700000,NA,NA,NA,NA,12.7247100000,3.4506700000,NA,18.4787800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.8552400000,NA,100.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006900000,0.1720700000,NA,NA,NA,NA,22.4330200000,3.4491000000,NA,18.0616900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.8329000000,NA,101.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006900000,0.1720700000,NA,NA,NA,NA,12.2662500000,3.4492100000,NA,18.3887800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.0342400000,NA,102.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014000000,0.1759300000,NA,NA,NA,NA,22.8097800000,3.4475500000,NA,18.4251000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,14.5863100000,NA,103.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014000000,0.1759300000,NA,NA,NA,NA,13.5159300000,3.4476800000,NA,21.0503700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,19.5918000000,NA,104.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113400000,0.1813000000,NA,NA,NA,NA,31.9488700000,3.4453100000,NA,23.4755500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.7310100000,NA,105.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113400000,0.1813000000,NA,NA,NA,NA,22.1461700000,3.4454800000,NA,25.3332000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.8834900000,NA,106.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183600000,0.1876100000,NA,NA,NA,NA,48.2045000000,3.4426400000,NA,26.5914800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.5459900000,NA,107.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183600000,0.1876100000,NA,NA,NA,NA,37.3572400000,3.4428300000,NA,27.3910900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.4181900000,NA,108.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0205600000,0.1942200000,NA,NA,NA,NA,63.8245800000,3.4398600000,NA,27.5891400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,25.8105500000,NA,109.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0205600000,0.1942200000,NA,NA,NA,NA,48.8118400000,3.4400600000,NA,28.4506500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.7330000000,NA,110.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183300000,0.2007500000,NA,NA,NA,NA,71.1528600000,3.4371900000,NA,27.4404100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,24.7360300000,NA,111.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183300000,0.2007500000,NA,NA,NA,NA,50.6179800000,3.4373800000,NA,27.5227900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.5991400000,NA,112.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100900000,0.2068800000,NA,NA,NA,NA,67.2076800000,3.4347700000,NA,26.0943700000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.8632100000,NA,113.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100900000,0.2068800000,NA,NA,NA,NA,41.8398200000,3.4349400000,NA,23.7865500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,16.4889600000,NA,114.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021300000,0.2113100000,NA,NA,NA,NA,47.5981600000,3.4331000000,NA,20.1945600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,15.6932300000,NA,115.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021300000,0.2113100000,NA,NA,NA,NA,27.2560300000,3.4332200000,NA,18.1534500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.8197000000,NA,116.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007100000,0.2145700000,NA,NA,NA,NA,30.6228400000,3.4318900000,NA,16.1385800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.4825300000,NA,117.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007100000,0.2145700000,NA,NA,NA,NA,17.7647600000,3.4319800000,NA,15.4730100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.4451600000,NA,118.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004900000,0.2174200000,NA,NA,NA,NA,23.0513100000,3.4308200000,NA,14.6573200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.4952400000,NA,119.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004900000,0.2174200000,NA,NA,NA,NA,13.9739000000,3.4309100000,NA,15.5102600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.9084200000,NA,120.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003000000,0.2201400000,NA,NA,NA,NA,19.9228600000,3.4297900000,NA,14.1450000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.6969500000,NA,121.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003000000,0.2201400000,NA,NA,NA,NA,11.5312100000,3.4298700000,NA,13.6112200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.1730800000,NA,122.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003200000,0.2226700000,NA,NA,NA,NA,17.4962300000,3.4288200000,NA,13.3473800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.0990800000,NA,123.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003200000,0.2226700000,NA,NA,NA,NA,10.3024700000,3.4289000000,NA,13.3603200000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,10.9816400000,NA,124.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004700000,0.2255400000,NA,NA,NA,NA,18.3522700000,3.4276900000,NA,14.5205500000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,11.0044000000,NA,125.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004700000,0.2255400000,NA,NA,NA,NA,10.6085200000,3.4277800000,NA,14.9667400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,12.8681300000,NA,126.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010000000,0.2289100000,NA,NA,NA,NA,20.6481500000,3.4263500000,NA,16.1650300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,13.5193700000,NA,127.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010000000,0.2289100000,NA,NA,NA,NA,12.6899100000,3.4264700000,NA,18.8791300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,17.7136600000,NA,128.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076600000,0.2337100000,NA,NA,NA,NA,29.7215900000,3.4243900000,NA,20.7917800000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,18.6255000000,NA,129.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076600000,0.2337100000,NA,NA,NA,NA,20.0354200000,3.4245500000,NA,22.5719900000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.6044900000,NA,130.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163700000,0.2394700000,NA,NA,NA,NA,43.5626400000,3.4220100000,NA,23.8070600000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.3042900000,NA,131.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163700000,0.2394700000,NA,NA,NA,NA,33.5096100000,3.4221900000,NA,24.6695000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,22.8361000000,NA,132.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152400000,0.2454400000,NA,NA,NA,NA,57.9560200000,3.4195400000,NA,24.4806100000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,23.0327200000,NA,133.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152400000,0.2454400000,NA,NA,NA,NA,43.3727800000,3.4197300000,NA,24.7097400000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.6441200000,NA,134.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109700000,0.2511700000,NA,NA,NA,NA,62.0317800000,3.4172200000,NA,23.7035300000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,21.3687600000,NA,135.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109700000,0.2511700000,NA,NA,NA,NA,42.2596200000,3.4174000000,NA,22.9358000000,NA
NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,20.0824600000,NA,136.0000000000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0059200000,0.2565900000,NA,NA,NA,NA,56.8414000000,3.4150900000,NA,22.7314200000,NA
