t,organ,Dry_Mass,proteins,amino_acids,mstruct,structure,starch,age_from_flowering,synthetized_mstruct,Export_Nitrates,S_grain_starch,axis,R_grain_growth_starch,Proteins_N_Mass,N_tot,R_Nnit_upt,Conc_Amino_Acids,cytokinins,HATS_LATS,Export_Amino_Acids,Uptake_Nitrates,plant,S_Proteins,N_exudation,nitrates,R_grain_growth_struct,Unloading_Amino_Acids,Total_Organic_Nitrogen,S_grain_structure,AA_consumption_mstruct,Export_cytokinins,C_exudation,Conc_cytokinins,R_Nnit_red,Unloading_Sucrose,RGR_Structure,regul_transpiration,sucrose_consumption_mstruct,Nstruct,WSC_g,Conc_Nitrates,R_residual,S_Amino_Acids,S_cytokinins,Respi_growth,Conc_Sucrose,senesced_mstruct,sucrose,sum_respi
531.0000000000,phloem,NA,NA,87.4729900000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012246219,NA,24.286246963281737,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026063211428571428,NA,NA,NA,NA,NA,26.382210036787672,NA,912.2124000000,NA
531.0000000000,roots,NA,NA,1010.2074500000,1.5144200000,NA,NA,NA,NA,0.0054100000,NA,MS,NA,NA,0.0475752062,0.1758200000,533.6471784577594,53.3328700000,17.4095000000,0.7395600000,0.4428600000,1,NA,0.0317700000,1847.3072800000,NA,0.0761700000,1551.0701800000,NA,0.0053000000,0.2608200000,0.1588600000,35.216696821225284,2.5109800000,0.7943000000,NA,0.0008100000,0.5314700000,0.0075700000,0.013409819714285714,1219.8117299031971,1.9382162167,0.8374000000,0.0261700000,0.1830200000,25.826371922364114,0.8678800000,469.3436900000,4.6242500000
532.0000000000,grains,0.23757178633613443,493.9410400000,NA,NA,5044.7901400000,1490.5818700000,1387627.5762100001,NA,NA,245.0015500000,MS,13.7682900000,0.006915174559999999,0.0069151746,NA,NA,NA,NA,NA,NA,1,3.2846000000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
532.0000000000,phloem,NA,NA,86.9853900000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012177955,NA,24.16604863886873,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025505650857142858,NA,NA,NA,NA,NA,25.83405334324215,NA,892.6977800000,NA
532.0000000000,roots,NA,NA,1010.8875000000,1.5130800000,NA,NA,NA,NA,0.0036900000,NA,MS,NA,NA,0.0475743162,0.1546900000,534.4793401538584,53.1423800000,15.5434300000,0.5057000000,0.3896500000,1,NA,0.0215700000,1846.5636600000,NA,0.0525600000,1551.2726000000,NA,0.0031000000,0.1775800000,0.1078700000,35.121989584159465,2.2319000000,0.5393600000,NA,0.0005600000,0.3111800000,0.0075700000,0.013194799714285716,1220.4005472281704,1.7456965201,0.7449900000,0.0224400000,0.1071600000,25.43476385914823,0.8692300000,461.8179900000,4.1315200000
533.0000000000,grains,0.23838245322689078,496.8872000000,NA,NA,5044.7901400000,1508.3403700000,1388719.6084700001,NA,NA,217.0224300000,MS,12.1959600000,0.0069564208,0.0069564208,NA,NA,NA,NA,NA,NA,1,2.9509600000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
533.0000000000,phloem,NA,NA,86.5720000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012120080,NA,24.05120173358013,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025027787428571428,NA,NA,NA,NA,NA,25.350037100189034,NA,875.9725600000,NA
533.0000000000,roots,NA,NA,1011.4253700000,1.5130800000,NA,NA,NA,NA,0.0036900000,NA,MS,NA,NA,0.0475725766,0.1370000000,534.7637243238956,52.9948100000,13.9547500000,0.5059700000,0.3450900000,1,NA,0.0140500000,1845.9015300000,NA,0.0347100000,1551.8104600000,NA,0.0031000000,0.1770900000,0.0702500000,35.02446004176911,1.9831100000,0.3512400000,NA,0.0005600000,0.3111800000,0.0075700000,0.013008478857142857,1219.9629431358553,1.5730931564,0.6619400000,0.0192600000,0.1071600000,25.07560516738485,0.8692300000,455.2967600000,3.6926600000
534.0000000000,grains,0.23942917276470588,500.7271000000,NA,NA,5044.7901400000,1531.1406200000,1390281.2536200001,NA,NA,278.2883200000,MS,15.6389000000,0.0070101794,0.0070101794,NA,NA,NA,NA,NA,NA,1,3.8401300000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
534.0000000000,phloem,NA,NA,85.7320000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012002480,NA,23.83621154039974,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024422786000000002,NA,NA,NA,NA,NA,24.75633159215997,NA,854.7975100000,NA
534.0000000000,roots,NA,NA,1010.6581500000,1.5114300000,NA,NA,NA,NA,0.0152100000,NA,MS,NA,NA,0.0475396845,0.1738400000,534.941426331355,52.2498700000,18.0325200000,2.0824000000,0.4378800000,1,NA,0.0082600000,1845.0336000000,NA,0.0207100000,1550.4559800000,NA,0.0029800000,0.7191500000,0.0413000000,34.569824603190355,2.5485400000,0.2065000000,NA,0.0022900000,0.2991400000,0.0075600000,0.012750098285714287,1220.7205097159642,1.9284647176,0.8516000000,0.0236700000,0.1030100000,24.604372459635357,0.8708800000,446.2534400000,4.6517900000
535.0000000000,grains,0.24074702137815127,505.5943600000,NA,NA,5044.7901400000,1559.7288700000,1392434.6106199999,NA,NA,348.7887000000,MS,19.6008000000,0.00707832104,0.0070783210,NA,NA,NA,NA,NA,NA,1,4.8457000000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
535.0000000000,phloem,NA,NA,84.1032600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011774456,NA,23.383370230453508,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023797015714285715,NA,NA,NA,NA,NA,24.12201506931677,NA,832.8955500000,NA
535.0000000000,roots,NA,NA,1010.2183400000,1.5114300000,NA,NA,NA,NA,0.0152000000,NA,MS,NA,NA,0.0475182676,0.2169200000,534.7086348689651,51.5792300000,23.0460100000,2.0814900000,0.5464000000,1,NA,0.0070500000,1843.9436300000,NA,0.0178100000,1550.0161800000,NA,0.0029800000,0.7099200000,0.0352700000,34.126112357171685,3.1985900000,0.1763600000,NA,0.0022900000,0.2991400000,0.0075600000,0.012436337142857143,1219.9993582236689,2.3223853760,1.0688200000,0.0279800000,0.1030100000,23.998895086110505,0.8708800000,435.2718000000,5.7385500000
536.0000000000,grains,0.2422104991890756,511.0117100000,NA,NA,5044.7901400000,1591.4322000000,1394933.2645700001,NA,NA,388.7052700000,MS,21.8439800000,0.0071541639399999996,0.0071541639,NA,NA,NA,NA,NA,NA,1,5.3896700000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
536.0000000000,phloem,NA,NA,82.9220000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011609080,NA,23.083582712784462,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023508874000000003,NA,NA,NA,NA,NA,23.859541083814694,NA,822.8105900000,NA
536.0000000000,roots,NA,NA,1004.8348800000,1.5088000000,NA,NA,NA,NA,0.0527600000,NA,MS,NA,NA,0.0474053875,0.2347600000,532.7862566277837,49.1297900000,25.5917100000,7.1921300000,0.5913300000,1,NA,0.0291100000,1842.6928000000,NA,0.0733500000,1543.6924900000,NA,0.0031300000,2.3490100000,0.1455600000,32.56216198303287,3.5285700000,0.7277800000,NA,0.0079500000,0.3143700000,0.0075400000,0.012086300000000001,1221.2969247083777,2.4995304992,1.1811400000,0.0289900000,0.1082600000,23.36406968009898,0.8735200000,423.0205000000,6.2715700000
537.0000000000,grains,0.24377911426890755,516.7671600000,NA,NA,5044.7901400000,1625.5971800000,1397678.8135500001,NA,NA,421.8454200000,MS,23.7063500000,0.007234740240000001,0.0072347402,NA,NA,NA,NA,NA,NA,1,5.6984100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
537.0000000000,phloem,NA,NA,81.8163400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011454288,NA,22.775792330711944,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023809139714285714,NA,NA,NA,NA,NA,24.164285672860558,NA,833.3198900000,NA
537.0000000000,roots,NA,NA,999.6908300000,1.5088000000,NA,NA,NA,NA,0.0527200000,NA,MS,NA,NA,0.0473147865,0.2477600000,530.0587645811241,46.8802000000,27.7227900000,7.1553100000,0.6240900000,1,NA,0.0869200000,1841.3653500000,NA,0.2133500000,1538.5484400000,NA,0.0031300000,2.2414500000,0.4346000000,31.071182396606577,3.7441600000,2.1729900000,NA,0.0079500000,0.3143700000,0.0075400000,0.011763221142857144,1220.4171195652175,2.5996304218,1.2533100000,0.0288200000,0.1082600000,22.739524787910923,0.8735200000,411.7127400000,6.6002400000
538.0000000000,grains,0.24542665580672265,522.6878600000,NA,NA,5044.7901400000,1661.9292000000,1400583.6287600000,NA,NA,452.2147800000,MS,25.4130100000,0.00731763004,0.0073176300,NA,NA,NA,NA,NA,NA,1,5.8628200000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
538.0000000000,phloem,NA,NA,81.7689100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011447647,NA,22.795428029801442,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024793074285714287,NA,NA,NA,NA,NA,25.199198975953017,NA,867.7576000000,NA
538.0000000000,roots,NA,NA,992.3611800000,1.5057400000,NA,NA,NA,NA,0.0707600000,NA,MS,NA,NA,0.0471826141,0.2510000000,527.2417176936257,43.9172400000,28.6690100000,9.5414600000,0.6322500000,1,NA,0.1896900000,1839.9684000000,NA,0.4468600000,1530.1258600000,NA,0.0018600000,2.8207000000,0.9484400000,29.166549337867092,3.8633400000,4.7421900000,NA,0.0106800000,0.1870000000,0.0075300000,0.011491247714285713,1221.9695299321263,2.6430250733,1.2958300000,0.0283000000,0.0644000000,22.258915328454226,0.8765900000,402.1936700000,6.7700200000
539.0000000000,grains,0.24714093670168066,528.6437500000,NA,NA,5044.7901400000,1700.4703100000,1403593.7050200000,NA,NA,482.1377400000,MS,27.0945800000,0.007401012499999998,0.0074010125,NA,NA,NA,NA,NA,NA,1,5.8713700000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
539.0000000000,phloem,NA,NA,81.7416100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011443825,NA,22.78781737209286,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026386324285714285,NA,NA,NA,NA,NA,26.818547319194604,NA,923.5213500000,NA
539.0000000000,roots,NA,NA,985.3573700000,1.5057400000,NA,NA,NA,NA,0.0707100000,NA,MS,NA,NA,0.0470646448,0.2564300000,523.52059186845,41.2266600000,29.6920200000,9.4741200000,0.6459300000,1,NA,0.3378700000,1838.5458300000,NA,0.7476400000,1523.1220400000,NA,0.0018600000,2.6478900000,1.6893700000,27.379667140409367,3.9453900000,8.4468600000,NA,0.0106800000,0.1870000000,0.0075300000,0.011329531142857143,1221.0247652317132,2.6673854865,1.3233500000,0.0279400000,0.0644000000,21.94566514360602,0.8765900000,396.5335900000,6.8814700000
540.0000000000,grains,0.24904370408823528,534.9896900000,NA,NA,5044.7901400000,1744.2031200000,1406933.9904600000,NA,NA,548.5716800000,MS,30.8279500000,0.00748985566,0.0074898557,NA,NA,NA,NA,NA,NA,1,6.2698200000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
540.0000000000,phloem,NA,NA,82.6957300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011577402,NA,23.092109323187543,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028442327142857143,NA,NA,NA,NA,NA,28.95625938078118,NA,995.4814500000,NA
540.0000000000,roots,NA,NA,976.1889500000,1.5022300000,NA,NA,NA,NA,0.0906000000,NA,MS,NA,NA,0.0468943538,0.2755700000,519.8612462805296,37.9221000000,31.9548000000,12.0369200000,0.6941400000,1,NA,0.5423900000,1836.9791800000,NA,1.1264200000,1512.6984300000,NA,0.0011800000,3.1235600000,2.7119400000,25.243870778775555,4.2916500000,13.5596900000,NA,0.0137000000,0.1179200000,0.0075100000,0.011286062285714287,1222.8348388728757,2.8618951741,1.4428600000,0.0303500000,0.0406100000,21.912544461678085,0.8801000000,395.0121800000,7.4464700000
541.0000000000,grains,0.25108353944537815,541.4896400000,NA,NA,5044.7901400000,1792.1784200000,1410475.4289700000,NA,NA,601.6562100000,MS,33.8111300000,0.007580854959999999,0.0075808550,NA,NA,NA,NA,NA,NA,1,6.4013300000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
541.0000000000,phloem,NA,NA,83.2960300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011661444,NA,23.259738210757796,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030775589999999995,NA,NA,NA,NA,NA,31.331682606722747,NA,1077.1456500000,NA
541.0000000000,roots,NA,NA,967.4884900000,1.5022300000,NA,NA,NA,NA,0.0905200000,NA,MS,NA,NA,0.0467495721,0.2952200000,515.2278892047157,34.9701700000,33.8596800000,11.9296400000,0.7436300000,1,NA,0.7773900000,1835.3380900000,NA,1.5029000000,1503.9979700000,NA,0.0011800000,2.8804200000,3.8869600000,23.278838792994417,4.5453300000,19.4347900000,NA,0.0137000000,0.1179200000,0.0075100000,0.01141520542857143,1221.7424029609315,3.0094204332,1.5281500000,0.0330400000,0.0406100000,22.163283363177854,0.8801000000,399.5321900000,7.8673900000
542.0000000000,grains,0.25321075085294115,547.9854300000,NA,NA,5044.7901400000,1843.2268700000,1414103.4826400001,NA,NA,638.4018300000,MS,35.8761200000,0.007671796019999998,0.0076717960,NA,NA,NA,NA,NA,NA,1,6.4355100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
542.0000000000,phloem,NA,NA,84.8741100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011882375,NA,23.743168260051615,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03309710114285714,NA,NA,NA,NA,NA,33.755939933933384,NA,1158.3985400000,NA
542.0000000000,roots,NA,NA,959.4852700000,1.4984200000,NA,NA,NA,NA,0.0878800000,NA,MS,NA,NA,0.0465938572,0.3055800000,512.2650631999038,32.2493000000,34.0765500000,11.4967400000,0.7697200000,1,NA,1.0048000000,1833.6473900000,NA,1.8405100000,1494.6348600000,NA,0.0015400000,2.5812700000,5.0240000000,21.522203387568236,4.7095900000,25.1200200000,NA,0.0133100000,0.1545000000,0.0074900000,0.011723429428571429,1223.7205790098903,3.1275966379,1.5874000000,0.0368100000,0.0532000000,22.81959386108923,0.8839200000,410.3200300000,8.1595200000
543.0000000000,grains,0.25529508916386556,554.1206900000,NA,NA,5044.7901400000,1894.0737300000,1417581.6210400001,NA,NA,634.2431600000,MS,35.6424100000,0.007757689659999999,0.0077576897,NA,NA,NA,NA,NA,NA,1,6.0709000000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
543.0000000000,phloem,NA,NA,85.8500500000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012019007,NA,24.016183289389943,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03525710885714286,NA,NA,NA,NA,NA,35.958945277076474,NA,1233.9988100000,NA
543.0000000000,roots,NA,NA,951.6268600000,1.4984200000,NA,NA,NA,NA,0.0878100000,NA,MS,NA,NA,0.0464607959,0.3081700000,508.06949186476413,29.8225100000,33.0556400000,11.4025800000,0.7762500000,1,NA,1.1785800000,1832.0014200000,NA,2.0498700000,1486.7764600000,NA,0.0015400000,2.3870300000,5.8929200000,19.902637444775163,4.6395800000,29.4645900000,NA,0.0133100000,0.1545000000,0.0074900000,0.012206907142857142,1222.6221086210808,3.1128323080,1.5638000000,0.0399700000,0.0532000000,23.760680694776273,0.8839200000,427.2417500000,8.0770400000
544.0000000000,grains,0.2572812958529412,559.8028100000,NA,NA,5044.7901400000,1943.1186200000,1420810.8091200001,NA,NA,608.2748400000,MS,34.1830800000,0.00783723934,0.0078372393,NA,NA,NA,NA,NA,NA,1,5.6572100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
544.0000000000,phloem,NA,NA,87.2370400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012213186,NA,24.443334874402833,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03687243485714286,NA,NA,NA,NA,NA,37.666751308741595,NA,1290.5352200000,NA
544.0000000000,roots,NA,NA,948.4472500000,1.4950400000,NA,NA,NA,NA,0.0516200000,NA,MS,NA,NA,0.0463846972,0.2992600000,507.5167219606165,28.4455200000,30.5992300000,6.6867800000,0.7538000000,1,NA,1.2547700000,1830.4596900000,NA,2.1204900000,1482.3917900000,NA,0.0036200000,1.3396600000,6.2738600000,19.026594606164384,4.4624100000,31.3692800000,NA,0.0078300000,0.3630000000,0.0074800000,0.012802179428571429,1224.3549938463184,3.0564661915,1.5074700000,0.0434500000,0.1250100000,24.975713024400687,0.8873000000,448.0762800000,7.8246700000
545.0000000000,grains,0.25912281674369747,564.9759700000,NA,NA,5044.7901400000,1988.9332600000,1423727.2120699999,NA,NA,566.1316400000,MS,31.8147700000,0.007909663579999998,0.0079096636,NA,NA,NA,NA,NA,NA,1,5.1469700000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
545.0000000000,phloem,NA,NA,87.6074300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012265040,NA,24.547116098572406,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03788005571428572,NA,NA,NA,NA,NA,38.6960786202291,NA,1325.8019500000,NA
545.0000000000,roots,NA,NA,945.1032000000,1.4950400000,NA,NA,NA,NA,0.0515800000,NA,MS,NA,NA,0.0463177333,0.2900200000,505.72731164383566,27.2006500000,28.2981500000,6.6632100000,0.7305300000,1,NA,1.2307900000,1829.0206100000,NA,2.0332200000,1479.0477500000,NA,0.0036200000,1.2810300000,6.1539300000,18.19392792166096,4.2095300000,30.7696300000,NA,0.0078300000,0.3630000000,0.0074800000,0.013443416285714287,1223.3924242829623,2.9464876592,1.4220500000,0.0461300000,0.1250100000,26.226699062678367,0.8873000000,470.5195700000,7.4526900000
546.0000000000,grains,0.260762225105042,569.5376300000,NA,NA,5044.7901400000,2029.8771600000,1426230.0590900001,NA,NA,503.5619200000,MS,28.2985500000,0.00797352682,0.0079735268,NA,NA,NA,NA,NA,NA,1,4.5619100000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
546.0000000000,phloem,NA,NA,88.0752000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012330528,NA,24.70873149742428,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038217621714285714,NA,NA,NA,NA,NA,39.08924486463298,NA,1337.6167600000,NA
546.0000000000,roots,NA,NA,946.1794100000,1.4924500000,NA,NA,NA,NA,0.0150000000,NA,MS,NA,NA,0.0462951057,0.2653300000,507.18183389728296,26.8481400000,24.8038000000,1.9419100000,0.6683300000,1,NA,1.1148300000,1827.7567100000,NA,1.8351400000,1479.1960900000,NA,0.0068300000,0.3680800000,5.5741400000,17.989306174411205,3.8082200000,27.8706800000,NA,0.0022800000,0.6850000000,0.0074600000,0.014034836285714286,1224.6686388153707,2.7462840561,1.2887200000,0.0466000000,0.2358900000,27.428013780472824,0.8899200000,491.2192700000,6.8178300000
547.0000000000,grains,0.262031426289916,573.0707300000,NA,NA,5044.7901400000,2061.5696500000,1428016.4830600000,NA,NA,388.9372800000,MS,21.8570200000,0.00802299022,0.0080229902,NA,NA,NA,NA,NA,NA,1,3.5373600000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
547.0000000000,phloem,NA,NA,88.1533100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012341463,NA,24.73064457871463,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03810153885714286,NA,NA,NA,NA,NA,38.970514524441576,NA,1333.5538600000,NA
547.0000000000,roots,NA,NA,946.6833300000,1.4924500000,NA,NA,NA,NA,0.0150000000,NA,MS,NA,NA,0.0462883043,0.2135800000,507.4519508191228,26.5391500000,19.2668600000,1.9429400000,0.5379900000,1,NA,0.9194200000,1826.7669800000,NA,1.5194300000,1479.7000000000,NA,0.0068300000,0.3638500000,4.5970900000,17.782270762839627,3.0022300000,22.9854600000,NA,0.0022800000,0.6850000000,0.0074600000,0.014569159142857143,1224.0054809206338,2.2663379741,1.0159700000,0.0402200000,0.2358900000,28.47223078383419,0.8899200000,509.9205700000,5.4813800000
548.0000000000,grains,0.26325167120168064,576.4877000000,NA,NA,5044.7901400000,2091.9670800000,1429713.2575000001,NA,NA,372.3330700000,MS,20.9239100000,0.0080708278,0.0080708278,NA,NA,NA,NA,NA,NA,1,3.4263300000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
548.0000000000,phloem,NA,NA,88.1130400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012335826,NA,24.739995437395805,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03763969028571429,NA,NA,NA,NA,NA,38.530290427305424,NA,1317.3891600000,NA
548.0000000000,roots,NA,NA,948.4948200000,1.4907000000,NA,NA,NA,NA,0.0037700000,NA,MS,NA,NA,0.0462903457,0.2098600000,509.0198269269471,26.4765000000,18.4244300000,0.4898000000,0.5286100000,1,NA,0.7892100000,1825.8155900000,NA,1.3196500000,1480.8868900000,NA,0.0079700000,0.0913300000,3.9460400000,17.761118937411958,2.9273900000,19.7301800000,NA,0.0005700000,0.7988700000,0.0074500000,0.014972265714285714,1224.8041792446502,2.2470455997,0.9918000000,0.0420700000,0.2751100000,29.29436394535006,0.8916900000,524.0293000000,5.3815400000
549.0000000000,grains,0.2643556858907563,579.6048600000,NA,NA,5044.7901400000,2119.3766500000,1431201.9649799999,NA,NA,335.4996100000,MS,18.8539900000,0.00811446804,0.0081144680,NA,NA,NA,NA,NA,NA,1,3.1235700000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
549.0000000000,phloem,NA,NA,87.7619800000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012286677,NA,24.641426340264978,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037055347142857145,NA,NA,NA,NA,NA,37.93212102600099,NA,1296.9371500000,NA
549.0000000000,roots,NA,NA,950.0733500000,1.4907000000,NA,NA,NA,NA,0.0037700000,NA,MS,NA,NA,0.0463003013,0.1952500000,509.86696183001277,26.4441200000,16.7861500000,0.4906100000,0.4918000000,1,NA,0.6510800000,1824.9481700000,NA,1.1014500000,1482.4654300000,NA,0.0079700000,0.0912200000,3.2554100000,17.739397598443688,2.6862800000,16.2770400000,NA,0.0005700000,0.7988700000,0.0074500000,0.015305663142857143,1224.2222915408868,2.1090550796,0.9101200000,0.0407300000,0.2751100000,29.94668108942108,0.8916900000,535.6982100000,4.9883400000
550.0000000000,grains,0.2655031128445378,582.8761300000,NA,NA,5044.7901400000,2147.7504000000,1432779.4327700001,NA,NA,346.8884500000,MS,19.4940100000,0.00816026582,0.0081602658,NA,NA,NA,NA,NA,NA,1,3.2798400000,NA,NA,0.0000000000,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
550.0000000000,phloem,NA,NA,87.2945700000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012221240,NA,24.529128747299836,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036293441142857145,NA,NA,NA,NA,NA,37.1808960151736,NA,1270.2704400000,NA
