t,organ,Dry_Mass,proteins,amino_acids,mstruct,structure,starch,age_from_flowering,synthetized_mstruct,Export_Nitrates,S_grain_starch,axis,R_grain_growth_starch,Proteins_N_Mass,N_tot,R_Nnit_upt,Conc_Amino_Acids,cytokinins,HATS_LATS,Export_Amino_Acids,Uptake_Nitrates,plant,S_Proteins,N_exudation,nitrates,R_grain_growth_struct,Unloading_Amino_Acids,Total_Organic_Nitrogen,S_grain_structure,AA_consumption_mstruct,Export_cytokinins,C_exudation,Conc_cytokinins,R_Nnit_red,Unloading_Sucrose,RGR_Structure,regul_transpiration,sucrose_consumption_mstruct,Nstruct,WSC_g,Conc_Nitrates,R_residual,S_Amino_Acids,S_cytokinins,Respi_growth,Conc_Sucrose,senesced_mstruct,sucrose,sum_respi
19.0000000000,roots,NA,NA,103.3789500000,1.9901900000,NA,NA,NA,NA,0.0065900000,NA,MS,NA,NA,0.0186208374,8.6906900000,41.55540928253082,20.8484400000,189.0905800000,0.3300500000,21.8909000000,1,NA,0.2938300000,515.9665800000,NA,0.5538300000,814.1624100000,NA,0.5944200000,0.4446200000,9.4665800000,10.475602831890424,6.9244700000,47.3329200000,NA,0.0035500000,59.6083900000,0.0099500000,0.09516273685714285,259.2549354584236,3.8089046651,1.7572200000,1.1848300000,20.5272900000,139.46305754726936,0.0201300000,3330.6957900000,19.4064400000
20.0000000000,grains,0.06370736728991597,50.7780300000,NA,NA,2046.8076000000,0.0000000000,31267.6294200000,NA,NA,0.0000000000,MS,0.0000000000,0.0007108924199999999,0.0007108924,NA,NA,NA,NA,NA,NA,1,0.0553300000,NA,NA,1.8692900000,NA,NA,4.5765300000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
20.0000000000,phloem,NA,NA,73.1680800000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0010243531,NA,16.689846857455684,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1729089282857143,NA,NA,NA,NA,NA,143.7953767831227,NA,6051.8124900000,NA
20.0000000000,roots,NA,NA,106.5028900000,1.9893400000,NA,NA,NA,NA,0.0053000000,NA,MS,NA,NA,0.0189039289,8.1253800000,42.829436898669904,22.6731700000,177.1864300000,0.2646600000,20.4669600000,1,NA,0.2949000000,533.0634600000,NA,0.5557400000,816.9820200000,NA,0.5655500000,0.3763700000,9.1931900000,11.397332783737319,6.5369500000,45.9659600000,NA,0.0027600000,56.7133700000,0.0099500000,0.09485895285714285,267.9599565685101,3.6339369128,1.6595900000,1.1225100000,19.5303300000,139.07725468413307,0.0225700000,3320.0633500000,18.2798600000
21.0000000000,grains,0.06377132383613444,50.8212500000,NA,NA,2048.8903600000,0.0000000000,32613.1097100000,NA,NA,0.0000000000,MS,0.0000000000,0.0007114974999999999,0.0007114975,NA,NA,NA,NA,NA,NA,1,0.0439100000,NA,NA,1.4388600000,NA,NA,3.5227300000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
21.0000000000,phloem,NA,NA,75.4343600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0010560810,NA,17.20649739824649,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17292826342857145,NA,NA,NA,NA,NA,143.80899612707015,NA,6052.4892200000,NA
21.0000000000,roots,NA,NA,109.3736200000,1.9893400000,NA,NA,NA,NA,0.0054400000,NA,MS,NA,NA,0.0191422026,6.7035400000,43.98388209154795,24.1354200000,145.0071200000,0.2717900000,16.8855000000,1,NA,0.1991200000,547.2122800000,NA,0.3804400000,819.8527500000,NA,0.5655500000,0.4006400000,6.1050100000,12.132375561744094,5.3939100000,30.5250400000,NA,0.0027600000,56.7133700000,0.0099500000,0.0958117982857143,275.0722752269597,3.1068548770,1.3694000000,0.9356300000,19.5303300000,140.47426700982905,0.0225700000,3353.4129400000,15.1934300000
22.0000000000,grains,0.06382471152521009,50.8583500000,NA,NA,2050.6252600000,0.0000000000,33733.0602100000,NA,NA,0.0000000000,MS,0.0000000000,0.0007120169,0.0007120169,NA,NA,NA,NA,NA,NA,1,0.0376500000,NA,NA,1.1982200000,NA,NA,2.9335700000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
22.0000000000,phloem,NA,NA,77.4523200000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0010843325,NA,17.670973813747356,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172428996,NA,NA,NA,NA,NA,143.42774254082514,NA,6035.0148600000,NA
22.0000000000,roots,NA,NA,111.7548200000,1.9888000000,NA,NA,NA,NA,0.0015300000,NA,MS,NA,NA,0.0193369354,5.8125600000,44.95366854384553,25.6220400000,126.0464000000,0.0764100000,14.6412200000,1,NA,0.1979900000,559.4548500000,NA,0.3799600000,822.0416600000,NA,0.3642400000,0.1170200000,5.9212900000,12.883165728077232,4.7129600000,29.6064600000,NA,0.0007600000,36.5263500000,0.0099400000,0.09549142657142858,281.3027202333065,2.7790465471,1.1968400000,0.8187500000,12.5785500000,140.04256880195763,0.0241300000,3342.1999300000,13.2952900000
23.0000000000,grains,0.0638727477184874,50.8926100000,NA,NA,2052.1830900000,0.0000000000,34738.1164500000,NA,NA,0.0000000000,MS,0.0000000000,0.00071249654,0.0007124965,NA,NA,NA,NA,NA,NA,1,0.0347400000,NA,NA,1.0760200000,NA,NA,2.6343800000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
23.0000000000,phloem,NA,NA,79.5423300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011135926,NA,18.147608699372018,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17232707771428574,NA,NA,NA,NA,NA,143.3413309529649,NA,6031.4477200000,NA
23.0000000000,roots,NA,NA,114.1956400000,1.9888000000,NA,NA,NA,NA,0.0015600000,NA,MS,NA,NA,0.0195304116,5.3936800000,45.93549477071601,27.0195000000,116.4161500000,0.0780700000,13.5861000000,1,NA,0.1440100000,570.8337600000,NA,0.2795500000,824.4824700000,NA,0.3642400000,0.1234000000,4.2394500000,13.585830651649237,4.3802200000,21.1972400000,NA,0.0007600000,36.5263500000,0.0099400000,0.09604819571428572,287.02421560740146,2.6278350300,1.1123400000,0.7658600000,12.5785500000,140.85909635626174,0.0241300000,3361.6868500000,12.3939600000
24.0000000000,grains,0.06392491812605042,50.9307800000,NA,NA,2053.8715300000,0.0000000000,35826.9273800000,NA,NA,0.0000000000,MS,0.0000000000,0.0007130309199999999,0.0007130309,NA,NA,NA,NA,NA,NA,1,0.0386900000,NA,NA,1.1660500000,NA,NA,2.8548000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
24.0000000000,phloem,NA,NA,81.4490600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011402868,NA,18.586870375335884,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17169472085714288,NA,NA,NA,NA,NA,142.8479285403224,NA,6009.3152300000,NA
24.0000000000,roots,NA,NA,116.5045800000,1.9882800000,NA,NA,NA,NA,0.0011700000,NA,MS,NA,NA,0.0197288043,5.6365400000,46.876528456756596,28.5043700000,122.2233500000,0.0583500000,14.1978500000,1,NA,0.1688000000,582.6957300000,NA,0.3280900000,826.6054100000,NA,0.3549000000,0.0953700000,4.8413100000,14.33619510330537,4.6198600000,24.2065700000,NA,0.0005600000,35.5897000000,0.0099400000,0.09547228628571429,293.06522723157707,2.7481374937,1.1735100000,0.8073700000,12.2559900000,140.0511170458889,0.0256400000,3341.5300200000,12.9956900000
25.0000000000,grains,0.06397598014285713,50.9690600000,NA,NA,2055.5207800000,0.0000000000,36889.9676300000,NA,NA,0.0000000000,MS,0.0000000000,0.00071356684,0.0007135668,NA,NA,NA,NA,NA,NA,1,0.0387900000,NA,NA,1.1391100000,NA,NA,2.7888500000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
25.0000000000,phloem,NA,NA,83.4588300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011684236,NA,19.045287389109166,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17144193285714282,NA,NA,NA,NA,NA,142.63598449192267,NA,6000.4676500000,NA
25.0000000000,roots,NA,NA,119.0149800000,1.9882800000,NA,NA,NA,NA,0.0011900000,NA,MS,NA,NA,0.0199270870,5.5307400000,47.88660752006759,29.9901000000,119.5741100000,0.0596100000,13.9313300000,1,NA,0.1262600000,594.3483800000,NA,0.2474400000,829.1158100000,NA,0.3549000000,0.1003400000,3.5580100000,15.083438952260245,4.5472200000,17.7900600000,NA,0.0005600000,35.5897000000,0.0099400000,0.09582394342857144,298.92589574908965,2.7235158451,1.1550500000,0.7986300000,12.2559900000,140.5669732968529,0.0256400000,3353.8380200000,12.7932200000
26.0000000000,grains,0.06403057760924369,51.0109900000,NA,NA,2057.2806200000,0.0000000000,38023.8772400000,NA,NA,0.0000000000,MS,0.0000000000,0.00071415386,0.0007141539,NA,NA,NA,NA,NA,NA,1,0.0424700000,NA,NA,1.2152900000,NA,NA,2.9753500000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
26.0000000000,phloem,NA,NA,85.2562200000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0011935871,NA,19.4601142413677,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17064385314285715,NA,NA,NA,NA,NA,142.00602544276614,NA,5972.5348600000,NA
26.0000000000,roots,NA,NA,121.3665700000,1.9877400000,NA,NA,NA,NA,0.0011800000,NA,MS,NA,NA,0.0201282267,5.7210400000,48.84605431293831,31.5165800000,124.4591800000,0.0590700000,14.4106800000,1,NA,0.1594700000,606.3639100000,NA,0.3120300000,831.2730400000,NA,0.3688100000,0.1024700000,4.3718400000,15.85548411764114,4.7537200000,21.8592200000,NA,0.0005400000,36.9841100000,0.0099400000,0.09506256571428572,305.05192328976625,2.8258358946,1.2078400000,0.8333200000,12.7361900000,139.48796958690104,0.0272200000,3327.1898000000,13.2913500000
27.0000000000,grains,0.06408892923529412,51.0568600000,NA,NA,2059.1576600000,0.0000000000,39232.8253000000,NA,NA,0.0000000000,MS,0.0000000000,0.00071479604,0.0007147960,NA,NA,NA,NA,NA,NA,1,0.0464600000,NA,NA,1.2964300000,NA,NA,3.1740200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
27.0000000000,phloem,NA,NA,87.2197900000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012210771,NA,19.908023886490668,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1702433594285714,NA,NA,NA,NA,NA,141.67072240561572,NA,5958.5175800000,NA
27.0000000000,roots,NA,NA,124.0900400000,1.9877400000,NA,NA,NA,NA,0.0012000000,NA,MS,NA,NA,0.0203421869,5.9735100000,49.94216144968657,33.1520300000,129.7073600000,0.0604000000,15.0466300000,1,NA,0.1215100000,618.9233100000,NA,0.2390100000,833.9965000000,NA,0.3688100000,0.1077900000,3.2656200000,16.67825268898347,4.9855200000,16.3281100000,NA,0.0005400000,36.9841100000,0.0099400000,0.09528457285714285,311.37035527785326,2.9521035501,1.2667400000,0.8775800000,12.7361900000,139.8137268958717,0.0272200000,3334.9600500000,13.9015000000
28.0000000000,grains,0.06414316410084034,51.1004800000,NA,NA,2060.8987200000,0.0000000000,40353.8495700000,NA,NA,0.0000000000,MS,0.0000000000,0.00071540672,0.0007154067,NA,NA,NA,NA,NA,NA,1,0.0441500000,NA,NA,1.2022600000,NA,NA,2.9434600000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
28.0000000000,phloem,NA,NA,88.9173400000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012448428,NA,20.30029907992968,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16935506800000003,NA,NA,NA,NA,NA,140.9648985373241,NA,5927.4273800000,NA
28.0000000000,roots,NA,NA,126.4109400000,1.9872000000,NA,NA,NA,NA,0.0012800000,NA,MS,NA,NA,0.0205383478,5.5817100000,50.89007246376811,34.6488800000,122.0293600000,0.0641200000,14.0597200000,1,NA,0.1529700000,630.6139000000,NA,0.3000600000,836.1235200000,NA,0.3627300000,0.1174000000,4.0005900000,17.436030595813204,4.7098400000,20.0029400000,NA,0.0005600000,36.3747900000,0.0099400000,0.09445706742857142,317.3379126409017,2.8140664243,1.1970200000,0.8268300000,12.5263500000,138.6371678743961,0.0287800000,3305.9973600000,13.0965900000
29.0000000000,grains,0.06419637646218487,51.1442200000,NA,NA,2062.6035600000,0.0000000000,41451.2507300000,NA,NA,0.0000000000,MS,0.0000000000,0.0007160190799999999,0.0007160191,NA,NA,NA,NA,NA,NA,1,0.0442600000,NA,NA,1.1774100000,NA,NA,2.8826400000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
29.0000000000,phloem,NA,NA,90.7639800000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012706957,NA,20.721660217115854,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16889673885714288,NA,NA,NA,NA,NA,140.5817975221549,NA,5911.3858600000,NA
29.0000000000,roots,NA,NA,128.9380200000,1.9872000000,NA,NA,NA,NA,0.0013000000,NA,MS,NA,NA,0.0207344215,5.4762100000,51.907415458937194,36.1505900000,119.5485000000,0.0654000000,13.7939800000,1,NA,0.1125200000,642.0920900000,NA,0.2218800000,838.6506000000,NA,0.3627300000,0.1224900000,2.8902000000,18.191722020933977,4.6407400000,14.4510100000,NA,0.0005600000,36.3747900000,0.0099400000,0.09462767114285714,323.1139744363929,2.7894501229,1.1794500000,0.8175000000,12.5263500000,138.8875675154321,0.0287800000,3311.9684900000,12.8979900000
30.0000000000,grains,0.06426244084033614,51.1997200000,NA,NA,2064.7158500000,0.0000000000,42810.6083500000,NA,NA,0.0000000000,MS,0.0000000000,0.00071679608,0.0007167961,NA,NA,NA,NA,NA,NA,1,0.0561600000,NA,NA,1.4586700000,NA,NA,3.5712300000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
30.0000000000,phloem,NA,NA,92.3926600000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0012934972,NA,21.09957380727411,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167862816,NA,NA,NA,NA,NA,139.7614919314552,NA,5875.1985600000,NA
30.0000000000,roots,NA,NA,131.4676300000,1.9865300000,NA,NA,NA,NA,0.0038000000,NA,MS,NA,NA,0.0209440568,6.3044300000,52.94362733006802,37.6389300000,138.8920100000,0.1907300000,15.8801700000,1,NA,0.1742100000,655.2507100000,NA,0.3410900000,840.9424700000,NA,0.4370400000,0.3647700000,4.3379600000,18.947073540293882,5.4154200000,21.6898200000,NA,0.0016100000,43.8263200000,0.0099300000,0.09353321057142858,329.84687369433135,3.1709262822,1.3768000000,0.9497100000,15.0924300000,137.32749945885539,0.0306700000,3273.6623700000,14.8795900000
31.0000000000,grains,0.06434996223949578,51.2748500000,NA,NA,2067.5084100000,0.0000000000,44606.6984000000,NA,NA,0.0000000000,MS,0.0000000000,0.0007178479,0.0007178479,NA,NA,NA,NA,NA,NA,1,0.0760300000,NA,NA,1.9291900000,NA,NA,4.7232000000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
31.0000000000,phloem,NA,NA,94.3398100000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0013207573,NA,21.54381105167305,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1674508762857143,NA,NA,NA,NA,NA,139.41572775782765,NA,5860.7806700000,NA
31.0000000000,roots,NA,NA,134.9512700000,1.9865300000,NA,NA,NA,NA,0.0039000000,NA,MS,NA,NA,0.0212180543,7.6959100000,54.34653189229461,39.5882800000,169.4193800000,0.1957900000,19.3851800000,1,NA,0.1534300000,671.3383200000,NA,0.2998300000,844.4261100000,NA,0.4370400000,0.3836600000,3.7253600000,19.92835748767952,6.6579300000,18.6268100000,NA,0.0016100000,43.8263200000,0.0099300000,0.09362072828571427,337.9452210638651,3.7970562937,1.6927000000,1.1717700000,15.0924300000,137.4559948754864,0.0306700000,3276.7254900000,18.1352400000
32.0000000000,grains,0.06445166270168066,51.3639900000,NA,NA,2070.7467600000,0.0000000000,46687.9867600000,NA,NA,0.0000000000,MS,0.0000000000,0.0007190958599999999,0.0007190959,NA,NA,NA,NA,NA,NA,1,0.0901200000,NA,NA,2.2370600000,NA,NA,5.4769500000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
32.0000000000,phloem,NA,NA,95.8388300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0013417436,NA,21.89600868174549,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16641199199999998,NA,NA,NA,NA,NA,138.61329392277815,NA,5824.4197200000,NA
32.0000000000,roots,NA,NA,137.5948100000,1.9854900000,NA,NA,NA,NA,0.0219800000,NA,MS,NA,NA,0.0214990985,8.4101000000,55.440142231892374,39.9700900000,187.6225800000,1.0978200000,21.1841300000,1,NA,0.2840300000,688.7693700000,NA,0.5471500000,846.6993400000,NA,0.6624700000,2.1303000000,6.6504200000,20.13109610222162,7.4153600000,33.2520900000,NA,0.0088700000,66.4322700000,0.0099300000,0.09204773114285715,346.90145505643443,4.1557991171,1.8862500000,1.2954300000,22.8772200000,135.21727592013391,0.0335600000,3221.6705900000,19.9650300000
33.0000000000,grains,0.06455181877731092,51.4532900000,NA,NA,2073.9304800000,0.0000000000,48731.2746400000,NA,NA,0.0000000000,MS,0.0000000000,0.00072034606,0.0007203461,NA,NA,NA,NA,NA,NA,1,0.0900500000,NA,NA,2.2007000000,NA,NA,5.3879100000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
33.0000000000,phloem,NA,NA,97.6725800000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0013674161,NA,22.314386481955857,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1669634034285714,NA,NA,NA,NA,NA,139.06901905460887,NA,5843.7191200000,NA
33.0000000000,roots,NA,NA,140.6707100000,1.9854900000,NA,NA,NA,NA,0.0225300000,NA,MS,NA,NA,0.0217820487,8.2619700000,56.679493726989314,40.3753700000,183.5222000000,1.1223600000,20.8110200000,1,NA,0.2657900000,705.9042000000,NA,0.5114300000,849.7752300000,NA,0.6624700000,2.1519000000,6.1198000000,20.33521699933014,7.3209300000,30.5989900000,NA,0.0088700000,66.4322700000,0.0099300000,0.09253987171428571,355.5314808938851,4.1317534051,1.8622300000,1.2872600000,22.8772200000,135.94022592240034,0.0335600000,3238.8955100000,19.6997000000
34.0000000000,grains,0.06466881993697479,51.5588900000,NA,NA,2077.6450500000,0.0000000000,51110.5294200000,NA,NA,0.0000000000,MS,0.0000000000,0.0007218244599999999,0.0007218245,NA,NA,NA,NA,NA,NA,1,0.1062300000,NA,NA,2.5679000000,NA,NA,6.2869200000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
34.0000000000,phloem,NA,NA,98.8857700000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0013844008,NA,22.603301265475572,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16720061228571428,NA,NA,NA,NA,NA,139.33901902070647,NA,5852.0214300000,NA
34.0000000000,roots,NA,NA,143.2017100000,1.9842900000,NA,NA,NA,NA,0.0367400000,NA,MS,NA,NA,0.0220692456,9.1017000000,57.73418603127566,39.7429900000,204.1915800000,1.8151400000,22.9262000000,1,NA,0.4603300000,724.6015500000,NA,0.8684500000,851.8752200000,NA,0.7490200000,3.3651000000,10.2789000000,20.02882139203443,8.2043600000,51.3945100000,NA,0.0140800000,75.1112700000,0.0099200000,0.09135996542857143,365.1691789002615,4.5568320193,2.0882200000,1.4357500000,25.8660000000,134.2881160683838,0.0368600000,3197.5987900000,21.8453500000
35.0000000000,grains,0.06479911016806723,51.6772400000,NA,NA,2081.7788000000,0.0000000000,53750.1859800000,NA,NA,0.0000000000,MS,0.0000000000,0.00072348136,0.0007234814,NA,NA,NA,NA,NA,NA,1,0.1187300000,NA,NA,2.8600300000,NA,NA,7.0021400000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
35.0000000000,phloem,NA,NA,100.4790300000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0014067064,NA,22.966766667238097,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1693138354285714,NA,NA,NA,NA,NA,141.09566911810924,NA,5925.9842400000,NA
35.0000000000,roots,NA,NA,146.6810800000,1.9842900000,NA,NA,NA,NA,0.0377700000,NA,MS,NA,NA,0.0224027847,9.8838000000,59.13695276396091,39.5021900000,219.3079300000,1.8592400000,24.8962300000,1,NA,0.4765100000,744.9464000000,NA,0.8927000000,855.3545900000,NA,0.7490200000,3.3447100000,10.5297800000,19.907468162415775,8.9223300000,52.6488800000,NA,0.0140800000,75.1112700000,0.0099200000,0.09260832342857142,375.42214091690226,4.9491336767,2.2709600000,1.5808600000,25.8660000000,136.123051570083,0.0368600000,3241.2913200000,23.7351400000
36.0000000000,grains,0.06493735787815126,51.8029900000,NA,NA,2086.1644000000,0.0000000000,56540.6648700000,NA,NA,0.0000000000,MS,0.0000000000,0.00072524186,0.0007252419,NA,NA,NA,NA,NA,NA,1,0.1259100000,NA,NA,3.0337900000,NA,NA,7.4275700000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
36.0000000000,phloem,NA,NA,101.2741900000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0014178387,NA,23.162680968826475,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17069906285714287,NA,NA,NA,NA,NA,142.33706134833687,NA,5974.4672000000,NA
36.0000000000,roots,NA,NA,149.2726600000,1.9828700000,NA,NA,NA,NA,0.0528500000,NA,MS,NA,NA,0.0227190446,10.1714500000,60.22489018442964,38.1809600000,226.7053600000,2.5756800000,25.6207700000,1,NA,0.6993200000,765.6591000000,NA,1.2790100000,857.4420800000,NA,0.8790500000,4.4008300000,15.0905300000,19.255402522606122,9.3125300000,75.4526500000,NA,0.0191700000,88.1513600000,0.0099100000,0.09203197485714286,386.1368117930071,5.1455421150,2.3719600000,1.6499900000,30.3566000000,135.3727643936987,0.0407300000,3221.1191200000,24.6086800000
37.0000000000,grains,0.06507082222268908,51.9240500000,NA,NA,2090.3994800000,0.0000000000,59224.1066600000,NA,NA,0.0000000000,MS,0.0000000000,0.0007269367,0.0007269367,NA,NA,NA,NA,NA,NA,1,0.1209900000,NA,NA,2.9313800000,NA,NA,7.1768300000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
37.0000000000,phloem,NA,NA,102.6025000000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0014364350,NA,23.465677137531593,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17389558800000002,NA,NA,NA,NA,NA,144.99750283022104,NA,6086.3455800000,NA
37.0000000000,roots,NA,NA,152.3281900000,1.9828700000,NA,NA,NA,NA,0.0542500000,NA,MS,NA,NA,0.0230463259,9.9429900000,61.4576608653114,37.0545500000,217.5374600000,2.6284000000,25.0453000000,1,NA,0.6548500000,785.9808000000,NA,1.1942500000,860.4976100000,NA,0.8790500000,4.2710000000,14.1685600000,18.687331998567732,9.0644000000,70.8427900000,NA,0.0191700000,88.1513600000,0.0099100000,0.09416576,396.38544130477544,5.0810353096,2.3087600000,1.6352300000,30.3566000000,138.51141695286796,0.0407300000,3295.8016000000,24.0703700000
38.0000000000,grains,0.06520821876050421,52.0480900000,NA,NA,2094.7614500000,0.0000000000,61976.3652200000,NA,NA,0.0000000000,MS,0.0000000000,0.00072867326,0.0007286733,NA,NA,NA,NA,NA,NA,1,0.1240100000,NA,NA,3.0176200000,NA,NA,7.3879800000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
38.0000000000,phloem,NA,NA,103.2187500000,NA,NA,NA,NA,NA,NA,NA,MS,NA,NA,0.0014450625,NA,23.62059446950562,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17569047028571427,NA,NA,NA,NA,NA,146.58085303980772,NA,6149.1664600000,NA
38.0000000000,roots,NA,NA,155.4998200000,1.9815200000,NA,NA,NA,NA,0.0440900000,NA,MS,NA,NA,0.0233761709,10.0490200000,62.780015341757846,36.8806200000,219.5128800000,2.1256000000,25.3123800000,1,NA,0.8167500000,806.3695300000,NA,1.4547100000,863.1866800000,NA,0.8806600000,3.3676400000,17.3326600000,18.612287536840405,9.2478100000,86.6632800000,NA,0.0151900000,88.3122100000,0.0099100000,0.09428434142857144,406.94493621058587,5.1940453964,2.3570800000,1.6760900000,30.4119900000,138.78032814876124,0.0445500000,3299.9519500000,24.4664800000
39.0000000000,grains,0.06534168753361344,52.1681300000,NA,NA,2099.0003600000,0.0000000000,64640.0436600000,NA,NA,0.0000000000,MS,0.0000000000,0.00073035382,0.0007303538,NA,NA,NA,NA,NA,NA,1,0.1200800000,NA,NA,2.9333900000,NA,NA,7.1817400000,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA
