Cont_WSC_DM_roots,plant,N_content_mstruct,Tillers_Photosynthesis_An,mstruct,mstruct_laminae,Cont_WSC_DM_stem,senesced_mstruct,C_N_ratio_shoot,dry_mass_phloem,sum_dry_mass,C_respired_shoot,C_N_ratio,NS_laminae,NS_roots,shoot_roots_mstruct_ratio,C_respired_roots,sum_respi_shoot,N_content_total_DM_shoot,Total_Photosynthesis,Cont_WSC_DM_shoot,sum_C_g,Tillers_Photosynthesis,sum_dry_mass_roots,mstruct_shoot,Cont_WSC_DM_laminae,sum_dry_mass_stem,N_content_roots,sum_respi_roots,Cont_WSC_DM,sum_dry_mass_shoot,NS,N_content_mstruct_shoot,N_content_mstruct_roots,N_content,sum_dry_mass_laminae,shoot_roots_ratio,N_content_shoot,C_exudated,sum_N_g_shoot,NS_stem,sum_NSC_g,Total_Transpiration,mstruct_stem,NNI,NS_shoot,t,axis,sum_N_g
NA,1,NA,NA,2.2844400000,NA,NA,0.3685800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.4805200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3055900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2901000000,NA,NA,NA,0.0183200000,NA,NA,NA,633.0000000000,MS,NA
NA,1,NA,NA,2.2840300000,NA,NA,0.3707500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.6790400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4386900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7432200000,NA,NA,NA,0.0168100000,NA,NA,NA,634.0000000000,MS,NA
NA,1,NA,NA,2.2840300000,NA,NA,0.3707500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.9943900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7405400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7576800000,NA,NA,NA,0.0168100000,NA,NA,NA,635.0000000000,MS,NA
NA,1,NA,NA,2.2835700000,NA,NA,0.3730500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.8088500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9144100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6305000000,NA,NA,NA,0.0190300000,NA,NA,NA,636.0000000000,MS,NA
NA,1,NA,NA,2.2835700000,NA,NA,0.3730500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.7547200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0784400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1444100000,NA,NA,NA,0.0190300000,NA,NA,NA,637.0000000000,MS,NA
NA,1,NA,NA,2.2832000000,NA,NA,0.3749200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.9001500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9801900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0727300000,NA,NA,NA,0.0090600000,NA,NA,NA,638.0000000000,MS,NA
NA,1,NA,NA,2.2832000000,NA,NA,0.3749200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.1916900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3217500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7271500000,NA,NA,NA,0.0090600000,NA,NA,NA,639.0000000000,MS,NA
NA,1,NA,NA,2.2828100000,NA,NA,0.3768000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.4259800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8241700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3674400000,NA,NA,NA,0.0109500000,NA,NA,NA,640.0000000000,MS,NA
NA,1,NA,NA,2.2828100000,NA,NA,0.3768000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.9500500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8605800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5910700000,NA,NA,NA,0.0109500000,NA,NA,NA,641.0000000000,MS,NA
NA,1,NA,NA,2.2824500000,NA,NA,0.3785200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.2114100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1812300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4060000000,NA,NA,NA,0.0086600000,NA,NA,NA,642.0000000000,MS,NA
NA,1,NA,NA,2.2824500000,NA,NA,0.3785200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9822900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7500500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1505900000,NA,NA,NA,0.0086600000,NA,NA,NA,643.0000000000,MS,NA
NA,1,NA,NA,2.2821200000,NA,NA,0.3800100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9288100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3759400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4111900000,NA,NA,NA,0.0042700000,NA,NA,NA,644.0000000000,MS,NA
NA,1,NA,NA,2.2821200000,NA,NA,0.3800100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8968900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5541600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2096500000,NA,NA,NA,0.0042700000,NA,NA,NA,645.0000000000,MS,NA
NA,1,NA,NA,2.2818000000,NA,NA,0.3814100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1264900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0416200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7467800000,NA,NA,NA,0.0034100000,NA,NA,NA,646.0000000000,MS,NA
NA,1,NA,NA,2.2818000000,NA,NA,0.3814100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4404000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8832300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0235200000,NA,NA,NA,0.0034100000,NA,NA,NA,647.0000000000,MS,NA
NA,1,NA,NA,2.2815400000,NA,NA,0.3825400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.1274800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2274200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6105300000,NA,NA,NA,0.0048200000,NA,NA,NA,648.0000000000,MS,NA
NA,1,NA,NA,2.2815400000,NA,NA,0.3825400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3241400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2602100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0048200000,NA,NA,NA,649.0000000000,MS,NA
NA,1,NA,NA,2.2813500000,NA,NA,0.3833000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9765100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1781000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7962400000,NA,NA,NA,0.0019000000,NA,NA,NA,650.0000000000,MS,NA
NA,1,NA,NA,2.2813500000,NA,NA,0.3833000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2926400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3082700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0019000000,NA,NA,NA,651.0000000000,MS,NA
NA,1,NA,NA,2.2811500000,NA,NA,0.3840900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8908300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2230400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8355000000,NA,NA,NA,0.0024800000,NA,NA,NA,652.0000000000,MS,NA
NA,1,NA,NA,2.2811500000,NA,NA,0.3840900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4536700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8690000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0024800000,NA,NA,NA,653.0000000000,MS,NA
NA,1,NA,NA,2.2807900000,NA,NA,0.3855200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1541700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7691000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0849200000,NA,NA,NA,0.0137500000,NA,NA,NA,654.0000000000,MS,NA
NA,1,NA,NA,2.2807900000,NA,NA,0.3855200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.2940700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3444000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4957300000,NA,NA,NA,0.0137500000,NA,NA,NA,655.0000000000,MS,NA
NA,1,NA,NA,2.2802900000,NA,NA,0.3873900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.9622600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8715200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4591400000,NA,NA,NA,0.0266100000,NA,NA,NA,656.0000000000,MS,NA
NA,1,NA,NA,2.2802900000,NA,NA,0.3873900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.9063200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1272100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9945500000,NA,NA,NA,0.0266100000,NA,NA,NA,657.0000000000,MS,NA
NA,1,NA,NA,2.2797800000,NA,NA,0.3892800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.7716500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8690900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3004400000,NA,NA,NA,0.0176200000,NA,NA,NA,658.0000000000,MS,NA
NA,1,NA,NA,2.2797800000,NA,NA,0.3892800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.1132300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9956600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5765600000,NA,NA,NA,0.0176200000,NA,NA,NA,659.0000000000,MS,NA
NA,1,NA,NA,2.2793000000,NA,NA,0.3910600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0779400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4943000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2023800000,NA,NA,NA,0.0114700000,NA,NA,NA,660.0000000000,MS,NA
NA,1,NA,NA,2.2793000000,NA,NA,0.3910600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.3662200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2991700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6851200000,NA,NA,NA,0.0114700000,NA,NA,NA,661.0000000000,MS,NA
NA,1,NA,NA,2.2787400000,NA,NA,0.3930700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.5661300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0691600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3819300000,NA,NA,NA,0.0194000000,NA,NA,NA,662.0000000000,MS,NA
NA,1,NA,NA,2.2787400000,NA,NA,0.3930700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.9358800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1767700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3686800000,NA,NA,NA,0.0194000000,NA,NA,NA,663.0000000000,MS,NA
NA,1,NA,NA,2.2781900000,NA,NA,0.3949900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.2275800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6740700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9453800000,NA,NA,NA,0.0117400000,NA,NA,NA,664.0000000000,MS,NA
NA,1,NA,NA,2.2781900000,NA,NA,0.3949900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.5602000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7267600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7671100000,NA,NA,NA,0.0117400000,NA,NA,NA,665.0000000000,MS,NA
NA,1,NA,NA,2.2776700000,NA,NA,0.3967200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.4207200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0741300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4887000000,NA,NA,NA,0.0100100000,NA,NA,NA,666.0000000000,MS,NA
NA,1,NA,NA,2.2776700000,NA,NA,0.3967200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5736300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7976500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7797700000,NA,NA,NA,0.0100100000,NA,NA,NA,667.0000000000,MS,NA
NA,1,NA,NA,2.2772400000,NA,NA,0.3980800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7584100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1136400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4511500000,NA,NA,NA,0.0043800000,NA,NA,NA,668.0000000000,MS,NA
NA,1,NA,NA,2.2772400000,NA,NA,0.3980800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4408700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9089700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1003700000,NA,NA,NA,0.0043800000,NA,NA,NA,669.0000000000,MS,NA
NA,1,NA,NA,2.2769000000,NA,NA,0.3991500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6656500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4050100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9818800000,NA,NA,NA,0.0028000000,NA,NA,NA,670.0000000000,MS,NA
NA,1,NA,NA,2.2769000000,NA,NA,0.3991500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9182600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3719900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0028000000,NA,NA,NA,671.0000000000,MS,NA
NA,1,NA,NA,2.2766200000,NA,NA,0.3999700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0174500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7823700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3051900000,NA,NA,NA,0.0020200000,NA,NA,NA,672.0000000000,MS,NA
NA,1,NA,NA,2.2766200000,NA,NA,0.3999700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0987900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6397200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0020200000,NA,NA,NA,673.0000000000,MS,NA
NA,1,NA,NA,2.2763600000,NA,NA,0.4007200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5111400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6034300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2133000000,NA,NA,NA,0.0024900000,NA,NA,NA,674.0000000000,MS,NA
NA,1,NA,NA,2.2763600000,NA,NA,0.4007200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2976600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3503100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0024900000,NA,NA,NA,675.0000000000,MS,NA
NA,1,NA,NA,2.2761000000,NA,NA,0.4014500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6687700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4901600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1948200000,NA,NA,NA,0.0031000000,NA,NA,NA,676.0000000000,MS,NA
NA,1,NA,NA,2.2761000000,NA,NA,0.4014500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1012000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7431400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0031000000,NA,NA,NA,677.0000000000,MS,NA
NA,1,NA,NA,2.2757900000,NA,NA,0.4022800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6161300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6836200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7722900000,NA,NA,NA,0.0053000000,NA,NA,NA,678.0000000000,MS,NA
NA,1,NA,NA,2.2757900000,NA,NA,0.4022800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9033300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7977600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3286300000,NA,NA,NA,0.0053000000,NA,NA,NA,679.0000000000,MS,NA
NA,1,NA,NA,2.2754400000,NA,NA,0.4032000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5643600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8180800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9180200000,NA,NA,NA,0.0069500000,NA,NA,NA,680.0000000000,MS,NA
NA,1,NA,NA,2.2754400000,NA,NA,0.4032000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9557100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7039800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1601900000,NA,NA,NA,0.0069500000,NA,NA,NA,681.0000000000,MS,NA
NA,1,NA,NA,2.2750700000,NA,NA,0.4041300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7749300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8257000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8412100000,NA,NA,NA,0.0078900000,NA,NA,NA,682.0000000000,MS,NA
NA,1,NA,NA,2.2750700000,NA,NA,0.4041300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3417900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0003500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3052400000,NA,NA,NA,0.0078900000,NA,NA,NA,683.0000000000,MS,NA
NA,1,NA,NA,2.2746100000,NA,NA,0.4052800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9881000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2238400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8130500000,NA,NA,NA,0.0147300000,NA,NA,NA,684.0000000000,MS,NA
NA,1,NA,NA,2.2746100000,NA,NA,0.4052800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1371500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2959100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4680600000,NA,NA,NA,0.0147300000,NA,NA,NA,685.0000000000,MS,NA
NA,1,NA,NA,2.2741300000,NA,NA,0.4064900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.7238900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3333100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5652900000,NA,NA,NA,0.0135300000,NA,NA,NA,686.0000000000,MS,NA
NA,1,NA,NA,2.2741300000,NA,NA,0.4064900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6948600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2735400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0581100000,NA,NA,NA,0.0135300000,NA,NA,NA,687.0000000000,MS,NA
NA,1,NA,NA,2.2736600000,NA,NA,0.4076900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5683600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3121600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2194300000,NA,NA,NA,0.0102500000,NA,NA,NA,688.0000000000,MS,NA
NA,1,NA,NA,2.2736600000,NA,NA,0.4076900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1446600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5087100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9406600000,NA,NA,NA,0.0102500000,NA,NA,NA,689.0000000000,MS,NA
NA,1,NA,NA,2.2732200000,NA,NA,0.4088000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2504900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1427100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5728400000,NA,NA,NA,0.0091100000,NA,NA,NA,690.0000000000,MS,NA
NA,1,NA,NA,2.2732200000,NA,NA,0.4088000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9236300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9239000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7945100000,NA,NA,NA,0.0091100000,NA,NA,NA,691.0000000000,MS,NA
NA,1,NA,NA,2.2729300000,NA,NA,0.4095100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3936600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3294000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5808100000,NA,NA,NA,0.0023100000,NA,NA,NA,692.0000000000,MS,NA
NA,1,NA,NA,2.2729300000,NA,NA,0.4095100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5101800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0251200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9604700000,NA,NA,NA,0.0023100000,NA,NA,NA,693.0000000000,MS,NA
NA,1,NA,NA,2.2727200000,NA,NA,0.4100300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8401300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8980500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8997300000,NA,NA,NA,0.0012600000,NA,NA,NA,694.0000000000,MS,NA
NA,1,NA,NA,2.2727200000,NA,NA,0.4100300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8841300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5911800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0783300000,NA,NA,NA,0.0012600000,NA,NA,NA,695.0000000000,MS,NA
NA,1,NA,NA,2.2723600000,NA,NA,0.4108900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1544300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5685300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4965200000,NA,NA,NA,0.0008700000,NA,NA,NA,696.0000000000,MS,NA
NA,1,NA,NA,2.2723600000,NA,NA,0.4108900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1562400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4384800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0008700000,NA,NA,NA,697.0000000000,MS,NA
NA,1,NA,NA,2.2720500000,NA,NA,0.4116200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2297500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2701100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0997900000,NA,NA,NA,0.0007900000,NA,NA,NA,698.0000000000,MS,NA
NA,1,NA,NA,2.2720500000,NA,NA,0.4116200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0321300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2628900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0007900000,NA,NA,NA,699.0000000000,MS,NA
NA,1,NA,NA,2.2717100000,NA,NA,0.4124100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4776000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3393400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0737900000,NA,NA,NA,0.0012000000,NA,NA,NA,700.0000000000,MS,NA
NA,1,NA,NA,2.2717100000,NA,NA,0.4124100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0508700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8217600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000000,NA,NA,NA,0.0012000000,NA,NA,NA,701.0000000000,MS,NA
NA,1,NA,NA,2.2710900000,NA,NA,0.4137500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3680500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2829400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6355100000,NA,NA,NA,0.0100400000,NA,NA,NA,702.0000000000,MS,NA
NA,1,NA,NA,2.2710900000,NA,NA,0.4137500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8816600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9465400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6176300000,NA,NA,NA,0.0100400000,NA,NA,NA,703.0000000000,MS,NA
NA,1,NA,NA,2.2701500000,NA,NA,0.4157500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.9033800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4720500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6958100000,NA,NA,NA,0.0239900000,NA,NA,NA,704.0000000000,MS,NA
NA,1,NA,NA,2.2701500000,NA,NA,0.4157500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.7179100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8859300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2151400000,NA,NA,NA,0.0239900000,NA,NA,NA,705.0000000000,MS,NA
NA,1,NA,NA,2.2690500000,NA,NA,0.4180200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.0038000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1119300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3975800000,NA,NA,NA,0.0316900000,NA,NA,NA,706.0000000000,MS,NA
NA,1,NA,NA,2.2690500000,NA,NA,0.4180200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.3587900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5154500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9620400000,NA,NA,NA,0.0316900000,NA,NA,NA,707.0000000000,MS,NA
NA,1,NA,NA,2.2678800000,NA,NA,0.4204400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.2563500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7095000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5244600000,NA,NA,NA,0.0326600000,NA,NA,NA,708.0000000000,MS,NA
NA,1,NA,NA,2.2678800000,NA,NA,0.4204400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.0987100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0502400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5986400000,NA,NA,NA,0.0326600000,NA,NA,NA,709.0000000000,MS,NA
