axis,sum_N_g_shoot,Cont_WSC_DM_stem,sum_N_g,N_content_shoot,senesced_mstruct,C_N_ratio,Tillers_Photosynthesis_An,plant,N_content,NNI,NS_roots,mstruct_stem,Cont_WSC_DM_laminae,N_content_mstruct,N_content_total_DM_shoot,sum_dry_mass_roots,C_N_ratio_shoot,mstruct_shoot,sum_C_g,sum_NSC_g,NS_laminae,Tillers_Photosynthesis,NS_stem,C_exudated,sum_dry_mass,Cont_WSC_DM_roots,NS,Cont_WSC_DM,sum_respi_shoot,sum_dry_mass_laminae,shoot_roots_ratio,N_content_roots,dry_mass_phloem,shoot_roots_mstruct_ratio,N_content_mstruct_roots,t,C_respired_shoot,Total_Transpiration,sum_respi_roots,Total_Photosynthesis,NS_shoot,sum_dry_mass_shoot,mstruct,sum_dry_mass_stem,N_content_mstruct_shoot,mstruct_laminae,Cont_WSC_DM_shoot,C_respired_roots
MS,0.01286561,18.09633004630924,0.01488348,4.15282309,0.00000000,16.40154965,181.69652148,1,2.59553035,0.94382343,14.93370183,0.06964064,13.782785219821708,3.75049806,3.89367730,0.26362345,10.10543936,0.17258548,0.24411219,0.06950251,42.72634687,181.01165723,46.45579318,11.03171836,0.57342745,13.053602252959017,30.79504873,14.425932561052669,7.84066736,0.17974205,1.17517619,0.76543700,0.03940713,0.76959578,0.89981228,1850.00000000,11.90600398,0.00478300,1.18322646,78.97953568,44.29204348,0.30980400,0.39684019,0.13006195,7.45463189,0.10294484,15.593698141769085,4.76915682
MS,0.01286214,18.304698329940884,0.01489967,4.14807785,0.00000000,16.44394014,99.51312620,1,2.58884295,0.94274497,15.40931828,0.06987141,13.57345909223949,3.74853679,3.88955970,0.26545925,10.11766717,0.17292577,0.24500924,0.07011823,42.50115242,99.86067233,46.60028444,11.13254552,0.57553385,13.489073954640714,30.93724051,14.610171463230678,4.76100817,0.17922857,1.16806857,0.76754967,0.04055871,0.77008620,0.90736906,1851.00000000,8.82346345,0.00160693,1.21103540,43.69303143,44.23091407,0.31007460,0.39747956,0.13084603,7.43795201,0.10305436,15.569958876267625,4.89965975
MS,0.01287317,18.480599374797492,0.01491616,4.14029204,0.00000000,16.49589772,112.52841176,1,2.58071850,0.94097546,15.80314321,0.07009806,13.609680698478813,3.74668378,3.88310761,0.26706077,10.13701578,0.17325964,0.24605550,0.07088428,42.47926569,112.74499524,46.72482932,11.13822776,0.57798489,13.877431949753102,31.11992756,14.842253491602216,5.20380965,0.17934677,1.16424482,0.76499309,0.04142508,0.77053332,0.90857678,1852.00000000,9.18953253,0.00199001,1.23287853,49.28169810,44.27590994,0.31092412,0.39811641,0.13157736,7.42998590,0.10316158,15.670963677880106,4.96974973
MS,0.01288351,18.601077346753907,0.01493302,4.13702901,0.00000000,16.53094380,90.84080840,1,2.57524163,0.94023387,16.12530842,0.07031940,13.524378201113635,3.74498464,3.88050621,0.26844917,10.14533266,0.17358621,0.24685689,0.07140816,42.37916681,91.35446416,46.80897715,10.59118295,0.57986863,14.194587344237073,31.23492135,14.99206406552103,4.83658077,0.17921783,1.16006863,0.76346110,0.04200958,0.77094289,0.91024012,1853.00000000,8.73519687,0.00161529,1.24746908,39.96157599,44.25967919,0.31141946,0.39874712,0.13220163,7.42196843,0.10326681,15.679503328666353,4.99850560
MS,0.01287941,18.56032561924842,0.01495012,4.15072834,0.00000000,16.50521255,10.85013169,1,2.57919573,0.94334735,16.29318797,0.07053515,12.841679380304166,3.74342898,3.89214053,0.26934995,10.11245796,0.17390546,0.24675494,0.07103226,41.85106181,13.61638037,46.77582393,9.37657032,0.57964278,14.326287631051738,31.10071687,14.839014142683782,3.71129456,0.17776819,1.15200624,0.76878036,0.04180271,0.77132163,0.91842031,1854.00000000,7.52258213,0.00049347,1.25541271,5.97046959,43.95440501,0.31029283,0.39936972,0.13252464,7.40598496,0.10337032,15.284086830090542,4.99667027
MS,0.01287507,18.456606587106364,0.01496736,4.16334617,0.00000000,16.47015127,0.00000000,1,2.58456038,0.94621504,16.33930374,0.07074429,12.24954744271232,3.74200701,3.90282561,0.26985853,10.08216844,0.17421668,0.24651472,0.07052255,41.38510579,0.00000000,46.69618068,7.81953386,0.57910670,14.335846961759907,30.93117222,14.644270809155921,3.24273901,0.17652917,1.14596399,0.77532871,0.04119771,0.77167086,0.92675384,1855.00000000,6.97384595,0.00020231,1.25958760,0.00000000,43.66444184,0.30924816,0.39998221,0.13271899,7.39026346,0.10347239,14.913410022605037,4.97523980
MS,0.01287428,18.32317720556732,0.01498469,4.17342952,0.00000000,16.43634234,0.00000000,1,2.58974510,0.94850671,16.31426112,0.07094996,11.801342512034928,3.74068189,3.91141969,0.27013411,10.05810247,0.17452327,0.24629342,0.07003514,41.02611066,0.00000000,46.59650658,6.42971841,0.57861623,14.282308675795463,30.76810104,14.457094316301042,3.21619749,0.17562571,1.14195911,0.78124226,0.04049246,0.77200917,0.93354288,1856.00000000,6.87633651,0.00018138,1.25950006,0.00000000,43.42515660,0.30848211,0.40058700,0.13285640,7.37682911,0.10357331,14.610152020978443,4.93730274
MS,0.01287578,18.183579275690853,0.01500205,4.18163104,0.00000000,16.40364862,0.00000000,1,2.59477113,0.95037069,16.24157405,0.07115170,11.446372250161216,3.73944310,3.91844681,0.27025199,10.03863710,0.17482538,0.24608843,0.06956739,40.73743264,0.00000000,46.49173547,5.22558563,0.57816485,14.186250715954513,30.61076034,14.276579255722385,3.15732747,0.17493957,1.13935463,0.78677495,0.03977278,0.77233741,0.93933827,1857.00000000,6.76390360,0.00015786,1.25718254,0.00000000,43.22244932,0.30791286,0.40118419,0.13297329,7.36493736,0.10367368,14.35585969846227,4.89655376
MS,0.01288033,18.044635269007927,0.01501941,4.18886718,0.00000000,16.37192496,0.00000000,1,2.59966133,0.95201527,16.13460671,0.07135017,11.152886598917567,3.73826806,3.92470523,0.27025539,10.02142515,0.17512384,0.24589667,0.06911585,40.49894704,0.00000000,46.38674394,4.28672991,0.57774491,14.062726944997358,30.45813491,14.101549796479937,3.08289197,0.17440644,1.13777389,0.79150442,0.03907382,0.77265947,0.94377954,1858.00000000,6.64598029,0.00020046,1.25264711,0.00000000,43.04721641,0.30748952,0.40177458,0.13308308,7.35498234,0.10377367,14.135671559969056,4.85312062
MS,0.01288605,17.914206824037464,0.01503666,4.19510789,0.00000000,16.34112955,0.00000000,1,2.60442192,0.95343361,16.00565999,0.07154495,10.901276725116666,3.73715784,3.93013546,0.27018269,10.00661278,0.17541743,0.24571607,0.06867961,40.29361874,0.00000000,46.28614259,3.56663007,0.57735130,13.919882327343666,30.31009033,13.931792745696711,2.99810099,0.17397216,1.13689227,0.79598333,0.03839794,0.77297458,0.94766306,1859.00000000,6.50303058,0.00019660,1.24368472,0.00000000,42.89213587,0.30716861,0.40235560,0.13319645,7.34593730,0.10387248,13.942269040284588,4.78858879
MS,0.01289299,17.793129385833673,0.01505376,4.20063330,0.00000000,16.31129564,0.00000000,1,2.60904689,0.95468939,15.86084705,0.07173606,10.681584942834608,3.73610159,3.93497770,0.27005333,9.99347547,0.17570636,0.24554633,0.06825847,40.11610943,0.00000000,46.18852484,2.98401197,0.57698311,13.763813640242367,30.16659665,13.767300634917646,2.80781565,0.17361982,1.13655250,0.80012538,0.03775685,0.77328541,0.95095488,1860.00000000,6.25706194,0.00021996,1.23252698,0.00000000,42.75356436,0.30692978,0.40292694,0.13330996,7.33780760,0.10397030,13.770368680329048,4.71564875
MS,0.01289930,17.670436311076994,0.01507066,4.20546167,0.00000000,16.28220479,0.00000000,1,2.61357091,0.95578674,15.71130847,0.07192395,10.485756561324825,3.73507890,3.93921326,0.26990364,9.98208900,0.17599151,0.24538358,0.06784809,39.95520863,0.00000000,46.08837473,2.58955794,0.57663102,13.601827238499567,30.02635335,13.606561495745398,2.73714422,0.17331655,1.13643296,0.80449379,0.03715038,0.77359504,0.95445044,1861.00000000,6.14128712,0.00017649,1.22092812,0.00000000,42.62282442,0.30672739,0.40348975,0.13341084,7.32950277,0.10406756,13.61072738798931,4.64539848
MS,0.01290589,17.555142075713796,0.01508739,4.20987041,0.00000000,16.25359006,0.00000000,1,2.61803686,0.95678873,15.55313404,0.07211026,10.301739180381247,3.73404810,3.94309602,0.26972379,9.97173307,0.17627593,0.24522429,0.06744263,39.80289634,0.00000000,45.99359295,2.32018795,0.57628647,13.43209560610723,29.88743622,13.447428376329093,2.76897028,0.17304100,1.13658008,0.80879054,0.03654456,0.77390961,0.95775081,1862.00000000,6.16443071,0.00016044,1.21297936,0.00000000,42.49921997,0.30656268,0.40404922,0.13352168,7.32141444,0.10416567,13.460918644626133,4.60515533
MS,0.01291287,17.441731132001603,0.01510398,4.21399033,0.00000000,16.22541681,0.00000000,1,2.62244986,0.95772508,15.38785841,0.07229617,10.129733031738668,3.73298791,3.94673975,0.26952072,9.96207146,0.17656118,0.24506844,0.06704072,39.66048514,0.00000000,45.89883043,2.07777673,0.57594939,13.256286397607479,29.74930739,13.289357402283864,2.73313631,0.17279723,1.13693920,0.81296512,0.03595191,0.77423069,0.96081378,1863.00000000,6.13846060,0.00015956,1.20751198,0.00000000,42.38098465,0.30642867,0.40460843,0.13363144,7.31354104,0.10426501,13.318445153674244,4.58645523
MS,0.01292018,17.32939352268913,0.01512041,4.21794507,0.00000000,16.19764487,0.00000000,1,2.62681615,0.95862388,15.21811845,0.07248167,9.9655102450943,3.73189850,3.95024851,0.26930274,9.95280761,0.17684666,0.24491496,0.06664166,39.52465397,0.00000000,45.80405814,1.91620431,0.57561721,13.076944453681516,29.61180080,13.132135172418538,2.71630312,0.17257443,1.13743539,0.81700980,0.03536954,0.77455637,0.96366085,1864.00000000,6.12432239,0.00015979,1.20113265,0.00000000,42.26630626,0.30631447,0.40516659,0.13374004,7.30586387,0.10436498,13.180657241677965,4.56416061
MS,0.01292824,17.218037079184796,0.01513666,4.22186651,0.00000000,16.17025594,0.00000000,1,2.63113834,0.95951512,15.04334099,0.07266709,9.807799839451427,3.73077167,3.95374308,0.26906852,9.94359239,0.17713300,0.24476366,0.06624482,39.39558971,0.00000000,45.70900604,1.77770391,0.57528938,12.89443779171126,29.47468861,12.97552414205095,2.68193821,0.17237345,1.13807764,0.82076618,0.03479702,0.77488843,0.96609988,1865.00000000,6.10038180,0.00017877,1.19514343,0.00000000,42.15514831,0.30622086,0.40572463,0.13384741,7.29860374,0.10446592,13.046772664737105,4.54602067
MS,0.01293569,17.100645053587133,0.01515267,4.22528847,0.00000000,16.14307316,0.00000000,1,2.63545425,0.96029283,14.86055884,0.07285059,9.649521789669505,3.72929234,3.95680044,0.26880551,9.93567387,0.17745541,0.24461068,0.06583212,39.26360089,0.00000000,45.60211912,1.61484943,0.57495483,12.702637652530651,29.33098261,12.812486489022918,2.60125373,0.17222757,1.13892497,0.82475237,0.03420231,0.77539016,0.96870775,1866.00000000,6.45022560,0.00015477,1.18362562,0.00000000,42.03631798,0.30614931,0.40631493,0.13392175,7.28954462,0.10460482,12.908936070002738,4.48760261
MS,0.01294092,16.991301299544016,0.01516846,4.22727540,0.00000000,16.12092306,4.35299679,1,2.63934512,0.96074441,14.68905025,0.07303325,9.500071622878368,3.72814299,3.95859272,0.26857633,9.93388248,0.17773874,0.24452962,0.06550957,39.15761691,7.10943009,45.51229351,1.53593705,0.57470554,12.515889889875734,29.20483120,12.656598300028103,4.25405814,0.17209301,1.13982201,0.82938724,0.03369793,0.77572822,0.97219318,1867.00000000,7.63641340,0.00019830,1.17474808,3.10479161,41.93996071,0.30612921,0.40686375,0.13403620,7.28086899,0.10470549,12.780046003729526,4.44927442
MS,0.01295713,16.939695250380293,0.01518397,4.21842738,0.00000000,16.13020338,44.42664716,1,2.63779507,0.95873350,14.55983188,0.07321376,9.83775127685228,3.72699545,3.95135478,0.26847562,9.95514428,0.17801896,0.24492045,0.06566225,39.38791410,45.49453286,45.46215417,1.61559162,0.57563097,12.398170362401281,29.22462341,12.688194012395831,3.37879593,0.17291140,1.14407164,0.82943846,0.03352692,0.77606717,0.97078281,1868.00000000,6.72412881,0.00053596,1.16215874,19.83696677,42.04269444,0.30715535,0.40740499,0.13424395,7.27850845,0.10480520,12.941695314308019,4.38126619
MS,0.01304022,17.12166394817084,0.01519924,4.19181246,0.00000000,16.23182537,167.07296803,1,2.62159781,0.95268465,14.53007254,0.07339218,11.182848550194453,3.72585695,3.93017444,0.26868237,10.01691213,0.17829686,0.24671144,0.06721806,40.45551295,165.91605348,45.59880294,2.34681962,0.57977016,12.526409162402299,29.63772258,13.187421213046182,6.39999888,0.17617867,1.15782732,0.80356038,0.03457599,0.77641013,0.94016738,1869.00000000,9.71757281,0.00337822,1.15095308,71.93822760,42.68599821,0.31108779,0.40793949,0.13490912,7.31376684,0.10490468,13.758328495818237,4.31571731
MS,0.01314458,17.51018233780902,0.01521459,4.16277111,0.00000000,16.37760700,229.66106017,1,2.59908048,0.94608434,14.73278088,0.07356919,12.585552850938564,3.72477316,3.90720778,0.26961826,10.08492029,0.17857415,0.24917852,0.06945165,41.59062127,227.38189563,45.90143401,4.03433731,0.58538343,12.90783991086042,30.22177815,13.878038842792822,9.80241850,0.17977414,1.17115646,0.76775409,0.03678742,0.77676062,0.90040944,1870.00000000,13.11277830,0.00680478,1.13841103,98.54056072,43.44716498,0.31576517,0.40847015,0.13599102,7.36085310,0.10500496,14.706449872693788,4.26326207
MS,0.01319704,17.93636035929569,0.01523020,4.13798315,0.00000000,16.49816248,198.14623914,1,2.58057777,0.94045071,15.15651791,0.07374488,13.391914544232932,3.72378179,3.88687866,0.27126123,10.14466056,0.17885070,0.25127030,0.07131111,42.18230065,196.56687365,46.22504228,6.24315309,0.59018564,13.396538004522471,30.70008079,14.449991308352352,8.14800875,0.18178831,1.17570952,0.74952145,0.03920415,0.77711346,0.88341666,1871.00000000,11.44940092,0.00534115,1.13431562,85.24212155,43.92066177,0.31892441,0.40899817,0.13713609,7.37880167,0.10510582,15.346006258113299,4.23588690
MS,0.01324005,18.369420458843354,0.01524611,4.11640317,0.00000000,16.61401258,194.67531590,1,2.56300790,0.93554618,15.67045753,0.07391806,14.002574497701186,3.72291005,3.86909178,0.27321098,10.19736982,0.17912379,0.25329909,0.07310970,42.61722937,193.17593348,46.55278819,8.32455151,0.59485232,13.954352408818629,31.15579307,14.995702773351507,7.98732929,0.18334027,1.17726359,0.73425221,0.04160172,0.77745521,0.87069394,1872.00000000,11.24755031,0.00540576,1.14091926,83.75354836,44.30946207,0.32164134,0.40952136,0.13830107,7.39156655,0.10520573,15.880254353390901,4.22545727
MS,0.01325322,18.692766561358933,0.01526230,4.10219006,0.00000000,16.69025911,142.65760195,1,2.55137156,0.93231592,16.16614615,0.07408759,14.213832572205366,3.72216860,3.85709967,0.27512311,10.23287465,0.17939151,0.25473173,0.07431508,42.72321170,141.97941478,46.78598481,9.41450655,0.59819978,14.442429751934199,31.45470193,15.361400973543777,5.52404598,0.18385095,1.17429852,0.73024769,0.04337616,0.77777751,0.87106540,1873.00000000,8.72013313,0.00283198,1.15068662,61.61346328,44.47401131,0.32307667,0.41003782,0.13922572,7.38787396,0.10530392,16.143971336751658,4.21847448
MS,0.01326318,18.949198295968717,0.01527866,4.09261400,0.00000000,16.75051952,122.66362960,1,2.54218012,0.93013955,16.62441196,0.07425202,14.288941989311832,3.72156991,3.84903205,0.27693016,10.25704091,0.17965123,0.25592548,0.07528639,42.73188388,122.52064172,46.97451029,10.31455757,0.60100616,14.891644920923227,31.69065255,15.652465498353187,5.21526909,0.18404520,1.17024450,0.72779340,0.04471421,0.77807425,0.87290946,1874.00000000,8.31585081,0.00212785,1.16075830,53.23196227,44.56509079,0.32407600,0.41054338,0.14003080,7.38273781,0.10539922,16.30260363209805,4.19278339
MS,0.01326612,19.102445780566114,0.01529516,4.09003542,0.00000000,16.78090867,82.76964636,1,2.53749083,0.92955350,16.98254642,0.07440995,14.142973662411023,3.72114432,3.84686300,0.27841508,10.26385633,0.17990071,0.25666671,0.07581183,42.58524056,83.13209265,47.08344275,9.85276461,0.60276717,15.229086890034043,31.80885729,15.80162231550813,4.20164839,0.18373457,1.16499471,0.72878460,0.04548768,0.77834247,0.87786913,1875.00000000,7.17994602,0.00124418,1.16630158,36.15868810,44.53536217,0.32435209,0.41103382,0.14061752,7.37413166,0.10549076,16.29307126407091,4.13812204
MS,0.01327018,19.208763192751256,0.01531182,4.08802161,0.00000000,16.80416529,72.89412560,1,2.53386872,0.92909582,17.27185494,0.07456240,14.025813230804513,3.72086354,3.84519836,0.27967489,10.26921957,0.18014261,0.25730230,0.07623682,42.46349972,73.44786119,47.16007237,9.27420310,0.60428612,15.501611426530548,31.90105747,15.919137483643416,4.04494420,0.18350127,1.16067350,0.73000465,0.04597972,0.77859156,0.88241390,1876.00000000,6.93273454,0.00100773,1.17284406,31.94806410,44.50512097,0.32461123,0.41151246,0.14110996,7.36648440,0.10558021,16.278864879942308,4.09262989
MS,0.01327318,19.26132375854823,0.01532863,4.09021609,0.00000000,16.81099424,50.78199697,1,2.53271675,0.92959457,17.49479381,0.07471073,13.790043854692938,3.72069438,3.84713692,0.28071406,10.26402879,0.18037922,0.25768944,0.07641695,42.25962129,51.89735833,47.20252084,8.63355796,0.60522464,15.706480543357152,31.92892264,15.958132513125378,3.94167192,0.18300622,1.15601828,0.73221903,0.04618542,0.77882699,0.88748222,1877.00000000,6.76636006,0.00070798,1.17913531,22.59083314,44.41499579,0.32451058,0.41198293,0.14150436,7.35848841,0.10566849,16.175821085867863,4.06348344
MS,0.01327361,19.218739736554824,0.01534554,4.10206645,0.00000000,16.78407671,3.94929513,1,2.53667295,0.93228783,17.60418040,0.07485375,13.254963169298097,3.72067589,3.85733763,0.28136399,10.23472229,0.18060732,0.25756066,0.07608729,41.85109769,7.12594228,47.18065729,7.43121916,0.60494737,15.791746466918358,31.82225415,15.831923446039706,3.54640754,0.18186683,1.15005258,0.73638811,0.04590670,0.77904339,0.89372023,1878.00000000,6.26942620,0.00037609,1.17972567,3.10477049,44.18523125,0.32358338,0.41243948,0.14171656,7.34942837,0.10575356,15.866858352221474,3.99729630
MS,0.01327647,19.140477088616155,0.01536254,4.11266233,0.00000000,16.75309307,0.00000000,1,2.54120825,0.93469598,17.62831523,0.07499207,12.821453432190143,3.72078736,3.86649648,0.28171745,10.20827388,0.18082867,0.25737004,0.07570105,41.51615270,0.00000000,47.13362015,5.98196208,0.60453679,15.796585687567275,31.70240575,15.690614608589936,3.18113167,0.18096723,1.14589756,0.74048286,0.04541426,0.77924783,0.89895315,1879.00000000,5.82372416,0.00032097,1.17852841,0.00000000,43.98455992,0.32281934,0.41288408,0.14185211,7.34201556,0.10583660,15.598135941740452,3.93189997
MS,0.01328095,19.048308033340938,0.01537957,4.12112046,0.00000000,16.72327937,0.00000000,1,2.54557792,0.93661829,17.60499781,0.07512633,12.494212617030707,3.72100218,3.87384237,0.28190269,10.18722538,0.18104429,0.25719689,0.07533696,41.25924710,0.00000000,47.07596341,4.77245286,0.60416820,15.757212775083513,31.58891618,15.556622315777268,3.07224483,0.18031426,1.14317995,0.74444927,0.04488410,0.77944365,0.90351266,1880.00000000,5.64623214,0.00029166,1.17456768,0.00000000,43.82138956,0.32226551,0.41331802,0.14195125,7.33574651,0.10591795,15.38115522640675,3.86719371
MS,0.01328648,18.95693519215386,0.01539658,4.12805645,0.00000000,16.69445651,0.00000000,1,2.54980919,0.93819465,17.55032212,0.07525696,12.233915966916411,3.72129987,3.87989649,0.28197476,10.17000549,0.18125473,0.25703755,0.07499107,41.05204506,0.00000000,47.01783110,3.83107084,0.60383267,15.68862677535543,31.48068457,15.42866321454873,2.99126530,0.17981585,1.14144226,0.74833108,0.04435320,0.77963288,0.90762159,1881.00000000,5.50356236,0.00026548,1.16878151,0.00000000,43.68486072,0.32185791,0.41374201,0.14204206,7.33027832,0.10599776,15.200913139705538,3.80255964
MS,0.01329432,18.864785939248375,0.01541349,4.13441536,0.00000000,16.66645291,0.00000000,1,2.55392816,0.93963985,17.47463248,0.07538378,12.017712720266003,3.72167498,3.88549357,0.28196826,10.15414169,0.18145935,0.25688823,0.07466017,40.88018163,0.00000000,46.96063094,3.15029192,0.60352094,15.604079981483846,31.37691573,15.305754896714236,2.98689740,0.17942472,1.14038612,0.75156249,0.04384292,0.77981512,0.91070481,1882.00000000,5.42962415,0.00030879,1.16024058,0.00000000,43.56777197,0.32155269,0.41415469,0.14212797,7.32633728,0.10607557,15.044154830176753,3.72630379
MS,0.01330185,18.776088261437486,0.01543027,4.13976431,0.00000000,16.63934016,0.00000000,1,2.55792313,0.94085553,17.38732960,0.07550689,11.837196752665372,3.72211733,3.89021700,0.28191540,10.14083614,0.18165844,0.25674953,0.07434477,40.73501622,0.00000000,46.90298164,2.57423063,0.60323436,15.507191864050387,31.27774049,15.18809469419599,2.82510515,0.17911345,1.13977088,0.75498661,0.04336422,0.77999197,0.91388719,1883.00000000,5.20196623,0.00027271,1.15030577,0.00000000,43.46476082,0.32131896,0.41455628,0.14220552,7.32244946,0.10615156,14.908128627722936,3.64779754
MS,0.01330874,18.69127049237798,0.01544688,4.14428726,0.00000000,16.61305769,0.00000000,1,2.56180285,0.94188347,17.29385242,0.07562622,11.682813698883098,3.72262162,3.89421975,0.28183445,10.12963021,0.18185176,0.25661984,0.07404353,40.60941463,0.00000000,46.84514826,2.14945620,0.60296896,15.402823008240215,31.18282994,15.075288447576272,2.65662219,0.17885922,1.13944375,0.75865088,0.04291508,0.78016349,0.91728475,1884.00000000,4.96438741,0.00023450,1.13903198,0.00000000,43.37209119,0.32113451,0.41494617,0.14227528,7.31845366,0.10622554,14.787837170195454,3.56351083
MS,0.01331455,18.617659688343206,0.01546330,4.14801165,0.00000000,16.58739819,0.00000000,1,2.56559913,0.94272992,17.19534961,0.07574251,11.542363410536305,3.72316308,3.89751799,0.28173076,10.12048416,0.18204087,0.25649597,0.07375207,40.49288409,0.00000000,46.79319599,1.86205634,0.60271704,15.29129311604492,31.09087430,14.965847475197549,2.58174979,0.17863134,1.13933702,0.76269796,0.04246939,0.78033291,0.92108107,1885.00000000,4.83947956,0.00017549,1.12903467,0.00000000,43.28702381,0.32098628,0.41532704,0.14235494,7.31404332,0.10629836,14.680202723883747,3.49396000
MS,0.01332069,18.54558832737483,0.01547963,4.15149225,0.00000000,16.56203265,0.00000000,1,2.56936321,0.94352097,17.09046676,0.07585810,11.411975967285857,3.72368574,3.90061240,0.28160431,10.11195416,0.18223031,0.25637409,0.07346295,40.38354871,0.00000000,46.74287859,1.65584306,0.60246940,15.174323754288288,30.99946141,14.85710887256397,2.63570972,0.17842760,1.13941821,0.76665657,0.04202551,0.78050706,0.92469049,1886.00000000,4.89718192,0.00016266,1.12484621,0.00000000,43.20656367,0.32086509,0.41570713,0.14243748,7.30980994,0.10637221,14.578708125680118,3.47623878
MS,0.01332659,18.474275831600217,0.01549587,4.15464978,0.00000000,16.53695852,0.00000000,1,2.57309523,0.94423859,16.98112698,0.07597392,11.290538861414829,3.72417408,3.90342521,0.28146354,10.10425410,0.18242094,0.25625458,0.07317551,40.28082360,0.00000000,46.69147062,1.48256593,0.60222689,15.052483760642236,30.90829869,14.748799839637543,2.59402990,0.17824596,1.13962662,0.77071357,0.04158982,0.78068477,0.92835947,1887.00000000,4.86984463,0.00014268,1.12263305,0.00000000,43.12911865,0.32076335,0.41608881,0.14251739,7.30540775,0.10644702,14.482323156455527,3.47878982
MS,0.01333285,18.403918779243142,0.01551202,4.15770329,0.00000000,16.51211886,0.00000000,1,2.57680394,0.94493257,16.86737646,0.07608997,11.174622035321178,3.72462923,3.90615472,0.28130859,10.09680685,0.18261234,0.25613634,0.07288885,40.18286256,0.00000000,46.64032101,1.35966088,0.60198686,14.927135778305397,30.81716928,14.640643610869544,2.60101433,0.17808002,1.13995191,0.77465470,0.04115791,0.78086441,0.93182997,1888.00000000,4.88591291,0.00014384,1.12005466,0.00000000,43.05434587,0.32067827,0.41647155,0.14259825,7.30117751,0.10652237,14.38932409018654,3.48006486
MS,0.01333879,18.33384827717535,0.01552810,4.16052678,0.00000000,16.48745281,0.00000000,1,2.58049897,0.94557427,16.75023568,0.07620718,11.06297899582787,3.72502680,3.90868116,0.28114478,10.08996226,0.18280648,0.25601888,0.07260099,40.08783473,0.00000000,46.58775669,1.26238055,0.60174811,14.797795310676614,30.72535836,14.531893268137805,2.57696035,0.17792596,1.14034955,0.77871496,0.04072841,0.78104947,0.93539599,1889.00000000,4.89460805,0.00012509,1.11958399,0.00000000,42.98048017,0.32060333,0.41685885,0.14267737,7.29667102,0.10659929,14.298717360002055,3.50180648
MS,0.01334489,18.264679828249275,0.01554414,4.16325841,0.00000000,16.46287439,0.00000000,1,2.58419397,0.94619509,16.62819353,0.07632638,10.95319308949056,3.72534863,3.91113161,0.28096864,10.08334914,0.18300469,0.25590123,0.07230978,39.99476310,0.00000000,46.53442111,1.19515037,0.60150828,14.663958967066065,30.63215749,14.421777039803432,2.56871054,0.17778165,1.14083780,0.78273757,0.04029542,0.78124123,0.93885163,1890.00000000,4.93494943,0.00012521,1.12102369,0.00000000,42.90731522,0.32053964,0.41725331,0.14275799,7.29210481,0.10667830,14.209492763122983,3.54154737
MS,0.01334833,18.192130651296623,0.01556008,4.16450092,0.00000000,16.44264944,4.72690377,1,2.58761235,0.94647748,16.50871465,0.07644652,10.837877237284314,3.72562271,3.91225766,0.28080320,10.08330495,0.18320437,0.25584902,0.07208277,39.91540737,7.26615769,46.48377477,1.13188142,0.60132983,14.525319725148131,30.54550743,14.306824506025004,4.34604004,0.17767925,1.14146354,0.78765154,0.03990970,0.78143459,0.94339372,1891.00000000,6.72993244,0.00016299,1.11943343,3.15891239,42.84269632,0.32052662,0.41765058,0.14284737,7.28603459,0.10675785,14.115407775533756,3.55623136
MS,0.01336535,18.201816347884716,0.01557591,4.15120902,0.00000000,16.46569398,62.11891553,1,2.58393403,0.94345660,16.44764900,0.07656733,11.350429226791519,3.72584703,3.90113539,0.28083534,10.11600309,0.18340552,0.25646809,0.07252607,40.27272138,62.62661614,46.48861517,1.31149976,0.60279811,14.475663470223331,30.64841339,14.432745031187604,3.59583070,0.17887672,1.14644676,0.78713669,0.03999500,0.78163136,0.94208802,1892.00000000,5.99716011,0.00066016,1.11706800,27.16759558,43.03517646,0.32196277,0.41805005,0.14308605,7.28732007,0.10683820,14.395308980467938,3.56308249
MS,0.01343924,18.422141523765927,0.01559171,4.12471754,0.00000000,16.56733539,170.34264599,1,2.56832932,0.93743581,16.50034861,0.07669018,12.620586951270496,3.72599864,3.87960402,0.28125370,10.17966471,0.18361124,0.25831302,0.07419190,41.26923198,168.78449251,46.65743873,2.28292369,0.60707580,14.655231523362804,31.07004127,14.937161375281788,6.45457744,0.18205288,1.15846333,0.76531064,0.04125081,0.78183724,0.91654352,1893.00000000,8.91042169,0.00343788,1.11926457,72.90697798,43.64678177,0.32582210,0.41845710,0.14376922,7.31940015,0.10692106,15.180526741422101,3.60231339
MS,0.01349502,18.734672376399793,0.01560762,4.10106048,0.00000000,16.66809812,171.55243979,1,2.55305667,0.93205920,16.72857622,0.07681453,13.550158083614667,3.72613145,3.86014786,0.28226897,10.23752427,0.18381993,0.26014936,0.07584686,41.97924323,170.08180238,46.89104849,3.97042643,0.61133079,14.96544541502437,31.48237776,15.43024954796105,6.71535000,0.18442607,1.16577400,0.74843407,0.04300373,0.78204813,0.89878860,1894.00000000,9.20676991,0.00362876,1.11754126,73.47668941,44.13817685,0.32906182,0.41886932,0.14463575,7.34143688,0.10700540,15.82895815934413,3.62771063
