t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,current_nb_leaves,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
1752,1,MS,6.49937750,False,0.00000000,13.50000000,0.00102895,1,11,4234.39528210,4234.39528210,0.80133825,10,0.01463614,reproductive,770.30720804,3.89315456,6.61461042,1162851.89787432
1753,1,MS,5.49329993,False,0.00000000,12.80000000,0.00093776,1,11,3927.48007030,3927.48007030,0.80194577,10,0.01482606,reproductive,770.85269138,3.62969033,6.25769925,1166779.37794462
1754,1,MS,4.66063811,False,0.00000000,12.30000000,0.00101186,1,11,3719.95062133,3719.95062133,0.80250506,10,0.01500222,reproductive,771.36935119,3.43582702,5.99959756,1170499.32856595
1755,1,MS,3.95699735,False,0.00000000,11.80000000,0.00103652,1,11,3521.90189730,3521.90189730,0.80301604,10,0.01516906,reproductive,771.85850423,3.24821075,5.76010011,1174021.23046325
1756,1,MS,3.37127900,False,0.00000000,11.40000000,0.00099078,1,11,3370.11355870,3370.11355870,0.80348975,10,0.01532702,reproductive,772.32657556,3.09316071,5.53921615,1177391.34402195
1757,1,MS,2.89185758,False,0.00000000,11.20000000,0.00111499,1,11,3296.38754883,3296.38754883,0.80394046,10,0.01547818,reproductive,772.78440716,2.99131912,7.09649258,1180687.73157078
1758,1,MS,2.44088262,False,0.00000000,11.10000000,0.00236777,1,11,3260.05856690,3260.05856690,0.80436094,10,0.01562602,reproductive,773.23719307,2.91300753,17.99599768,1183947.79013767
1759,1,MS,2.47340883,False,0.00000000,11.50000000,0.00500756,1,11,3407.51520168,3407.51520168,0.80480385,10,0.01577224,reproductive,773.71045907,2.93448321,13.72884260,1187355.30533935
1760,1,MS,3.48322090,False,0.00000000,12.60000000,0.00791089,1,11,3843.31477390,3843.31477390,0.80529966,10,0.01592507,reproductive,774.24425279,3.12031489,17.52492419,1191198.62011325
1761,1,MS,6.88766213,False,0.00000000,16.30000000,0.01500111,1,11,5660.46795286,5660.46795286,0.80606848,10,0.01609745,reproductive,775.03042890,4.10414072,26.15194821,1196859.08806611
1762,1,MS,14.78873608,False,0.00000000,21.00000000,0.02012397,1,11,8678.01056386,8678.01056386,0.80725756,10,0.01635133,reproductive,776.23570814,5.88962824,30.55497699,1205537.09862997
1763,1,MS,27.51976241,False,0.00000000,23.30000000,0.02149014,1,11,10219.65600122,10219.65600122,0.80862657,10,0.01674055,reproductive,777.65510481,7.30875864,31.55779447,1215756.75463119
1764,1,MS,39.26436343,False,0.00000000,24.10000000,0.01924320,1,11,10709.51777427,10709.51777427,0.81021257,10,0.01719891,reproductive,779.14253783,8.39219639,30.27359765,1226466.27240547
1765,1,MS,44.17620549,False,0.00000000,24.40000000,0.01404601,1,11,10882.47583789,10882.47583789,0.81214435,10,0.01767925,reproductive,780.65399281,9.28612625,25.62323842,1237348.74824336
1766,1,MS,42.33501355,False,0.00000000,23.60000000,0.00898594,1,11,10407.71716138,10407.71716138,0.81424047,10,0.01816734,reproductive,782.09950908,9.30700061,20.83656679,1247756.46540474
1767,1,MS,39.16417584,False,0.00000000,22.40000000,0.00578699,1,11,9631.70668521,9631.70668521,0.81635895,10,0.01863414,reproductive,783.43724612,8.88216183,18.52344970,1257388.17208995
1768,1,MS,35.39335139,False,0.00000000,21.40000000,0.00397859,1,11,8952.71255726,8952.71255726,0.81845764,10,0.01906614,reproductive,784.68067842,8.47261097,16.31008384,1266340.88464721
1769,1,MS,31.22299890,False,0.00000000,20.20000000,0.00250338,1,11,8129.56564901,8129.56564901,0.82041681,10,0.01946768,reproductive,785.80978476,7.90419364,14.30954945,1274470.45029622
1770,1,MS,26.30702288,False,0.00000000,18.90000000,0.00149783,1,11,7257.37293500,7257.37293500,0.82217601,10,0.01983230,reproductive,786.81775323,7.25475881,12.15042698,1281727.82323122
1771,1,MS,21.65255337,False,0.00000000,17.90000000,0.00132371,1,11,6615.55944074,6615.55944074,0.82375601,10,0.02015780,reproductive,787.73658093,6.74257022,10.65476896,1288343.38267196
1772,1,MS,17.82166315,False,0.00000000,17.10000000,0.00143283,1,11,6126.03476668,6126.03476668,0.82529472,10,0.00000000,reproductive,788.58741909,6.29364917,10.10475868,1294469.41743865
1773,1,MS,14.50669849,False,0.00000000,16.00000000,0.00095340,1,11,5492.38272868,5492.38272868,0.82643795,10,0.00036342,reproductive,789.35025002,5.70316044,9.19187974,1299961.80016733
1774,1,MS,12.29501358,False,0.00000000,15.10000000,0.00085022,1,11,5010.03601651,5010.03601651,0.82743925,10,0.00068926,reproductive,790.04608836,5.24990800,8.57929611,1304971.83618384
1775,1,MS,10.51184613,False,0.00000000,14.30000000,0.00085901,1,11,4609.16116712,4609.16116712,0.82832040,10,0.00098648,reproductive,790.68624963,4.86169297,8.18087073,1309580.99735096
1776,1,MS,8.82619801,False,0.00000000,13.60000000,0.00068810,1,11,4279.82829199,4279.82829199,0.82910317,10,0.00125991,reproductive,791.28067023,4.52803754,7.45181275,1313860.82564296
1777,1,MS,7.75008342,False,0.00000000,12.90000000,0.00084111,1,11,3970.14505763,3970.14505763,0.82954032,10,0.00176762,reproductive,791.83207926,4.21989121,7.17553784,1317830.97070058
1778,1,MS,6.77385326,False,0.00000000,12.40000000,0.00074653,1,11,3760.69005646,3760.69005646,0.82993420,10,0.00223859,reproductive,792.35439733,3.98632294,6.90325934,1321591.66075705
1779,1,MS,5.82849192,False,0.00000000,11.80000000,0.00057916,1,11,3521.90189730,3521.90189730,0.83027104,10,0.00268471,reproductive,792.84355037,3.73881155,6.45959199,1325113.56265435
1780,1,MS,5.14868266,False,0.00000000,11.30000000,0.00044591,1,11,3333.07177341,3333.07177341,0.83057005,10,0.00310250,reproductive,793.30647700,3.53794799,6.07103950,1328446.63442775
1781,1,MS,4.65468439,False,0.00000000,10.80000000,0.00061267,1,11,3153.17961129,3153.17961129,0.83083121,10,0.00349790,reproductive,793.74441862,3.35226129,7.69429002,1331599.81403904
1782,1,MS,4.25526303,False,0.00000000,10.80000000,0.00202598,1,11,3153.17961129,3153.17961129,0.83109401,10,0.00387195,reproductive,794.18236023,3.29802570,18.42215552,1334752.99365033
1783,1,MS,4.75926982,False,0.00000000,11.60000000,0.00537637,1,11,3445.27897670,3445.27897670,0.83139522,10,0.00424601,reproductive,794.66087120,3.42135452,18.21310494,1338198.27262703
1784,1,MS,6.84725759,False,0.00000000,13.40000000,0.01225555,1,11,4189.36223857,4189.36223857,0.83180177,10,0.00465471,reproductive,795.24272706,3.81791350,32.93090882,1342387.63486560
1785,1,MS,12.69249063,False,0.00000000,18.20000000,0.01518335,1,11,6804.84949162,6804.84949162,0.83259255,10,0.00515169,reproductive,796.18784505,5.44483668,31.01551145,1349192.48435721
1786,1,MS,23.87950011,False,0.00000000,22.70000000,0.01801687,1,11,9830.99931212,9830.99931212,0.83390594,10,0.00234908,reproductive,797.55326162,7.68118954,33.41775048,1359023.48366933
1787,1,MS,37.57026258,False,0.00000000,23.80000000,0.01885960,1,11,10530.31127753,10530.31127753,0.83540849,10,0.00293209,reproductive,799.01580485,8.75068290,33.80032543,1369553.79494687
1788,1,MS,49.98522065,False,0.00000000,24.20000000,0.01992935,1,11,10767.89976043,10767.89976043,0.83716757,10,0.00355657,reproductive,800.51134649,9.72171078,33.65858723,1380321.69470730
1789,1,MS,58.37614624,False,0.00000000,24.50000000,0.01834286,1,11,10938.61716800,10938.61716800,0.83931877,10,0.00419514,reproductive,802.03059887,10.72168180,31.45701261,1391260.31187530
1790,1,MS,60.19545737,False,0.00000000,24.40000000,0.01204812,1,11,10882.47583789,10882.47583789,0.84182649,10,0.00484383,reproductive,803.54205385,11.36901844,26.60710383,1402142.78771319
1791,1,MS,53.91238632,False,0.00000000,23.30000000,0.00643393,1,11,10219.65600122,10219.65600122,0.84441605,10,0.00548919,reproductive,804.96145052,10.99002618,21.24721756,1412362.44371441
1792,1,MS,45.51173012,False,0.00000000,22.00000000,0.00387177,1,11,9362.22500698,9362.22500698,0.84693232,10,0.00609525,reproductive,806.26175954,10.21267685,18.74830220,1421724.66872140
1793,1,MS,37.86409746,False,0.00000000,20.70000000,0.00159490,1,11,8471.91162317,8471.91162317,0.84924403,10,0.00665046,reproductive,807.43841394,9.38815425,15.40336175,1430196.58034457
1794,1,MS,31.71069388,False,0.00000000,19.40000000,0.00094222,1,11,7588.72385221,7588.72385221,0.85128127,10,0.00715287,reproductive,808.49240336,8.57497432,13.59059636,1437785.30419678
1795,1,MS,26.78620709,False,0.00000000,18.40000000,0.00063791,1,11,6932.65116381,6932.65116381,0.85309186,10,0.00760290,reproductive,809.45527158,7.92778466,11.66342518,1444717.95536059
1796,1,MS,22.93293297,False,0.00000000,17.60000000,0.00058673,1,11,6429.31050448,6429.31050448,0.85470253,10,0.00801403,reproductive,810.34823137,7.38892060,11.02116050,1451147.26586507
1797,1,MS,19.96867928,False,0.00000000,17.00000000,0.00059831,1,11,6066.49030333,6066.49030333,0.85614864,10,0.00839531,reproductive,811.19079947,6.95092376,10.49207167,1457213.75616840
1798,1,MS,17.49086993,False,0.00000000,16.40000000,0.00066875,1,11,5717.29539213,5717.29539213,0.85743106,10,0.00875507,reproductive,811.98486827,6.51636620,10.17796149,1462931.05156054
1799,1,MS,15.04717224,False,0.00000000,16.00000000,0.00064028,1,11,5492.38272868,5492.38272868,0.85859375,10,0.00909412,reproductive,812.74769921,6.18009276,9.77192144,1468423.43428922
1800,1,MS,12.94660518,False,0.00000000,15.60000000,0.00048197,1,11,5273.92343002,5273.92343002,0.85963654,10,0.00941983,reproductive,813.48018857,5.85297722,9.27764787,1473697.35771923
1801,1,MS,11.37583347,False,0.00000000,15.20000000,0.00053501,1,11,5061.99324418,5061.99324418,0.86056818,10,0.00973259,reproductive,814.18324319,5.55031913,9.05774208,1478759.35096341
1802,1,MS,10.04678235,False,0.00000000,15.00000000,0.00048104,1,11,4958.48958901,4958.48958901,0.86142324,10,0.01003279,reproductive,814.87192230,5.33579744,8.75712222,1483717.84055242
1803,1,MS,8.85817391,False,0.00000000,14.80000000,0.00047744,1,11,4856.62944701,4856.62944701,0.86238220,10,0.00000000,reproductive,815.54645417,5.13073796,8.48663407,1488574.46999943
1804,1,MS,7.75309256,False,0.00000000,14.50000000,0.00035776,1,11,4706.91904654,4706.91904654,0.86336392,10,0.00000000,reproductive,816.20019292,4.89483763,8.06909178,1493281.38904597
1805,1,MS,6.85351093,False,0.00000000,14.20000000,0.00036629,1,11,4560.89524370,4560.89524370,0.86427666,10,0.00000000,reproductive,816.83365060,4.67498042,9.53920291,1497842.28428967
1806,1,MS,6.56386849,False,0.00000000,13.90000000,0.00213427,1,11,4418.54011834,4418.54011834,0.86510237,10,0.00000000,reproductive,817.44733672,4.47233238,19.44770689,1502260.82440801
1807,1,MS,7.58648121,False,0.00000000,14.50000000,0.00673909,1,11,4706.91904654,4706.91904654,0.86594010,10,0.00000000,reproductive,818.10107548,4.51484681,24.83762863,1506967.74345455
1808,1,MS,10.33435740,False,0.00000000,16.40000000,0.01443727,1,11,5717.29539213,5717.29539213,0.86692263,10,0.00000000,reproductive,818.89514428,5.00192036,43.31263501,1512685.03884668
1809,1,MS,16.25625700,False,0.00000000,20.50000000,0.01444078,1,11,8334.72431428,8334.72431428,0.86834091,10,0.00000000,reproductive,820.05274488,6.72753198,35.99801136,1521019.76316096
1810,1,MS,26.70411255,False,0.00000000,23.40000000,0.01969114,1,11,10282.86515588,10282.86515588,0.87009588,10,0.00000000,reproductive,821.48092060,8.44623985,40.13132728,1531302.62831684
1811,1,MS,40.94513308,False,0.00000000,25.40000000,0.02307654,1,11,11404.74780081,11404.74780081,0.87215343,10,0.00000000,reproductive,823.06491335,10.23999725,42.12359079,1542707.37611765
1812,1,MS,54.04830971,False,0.00000000,25.90000000,0.02365412,1,11,11628.73835009,11628.73835009,0.87457873,10,0.00000000,reproductive,824.68001590,11.44679750,44.03697924,1554336.11446774
1813,1,MS,62.99908102,False,0.00000000,26.40000000,0.02017067,1,11,11823.83637168,11823.83637168,0.87732931,10,0.00000000,reproductive,826.32221539,12.78273726,36.05058505,1566159.95083941
1814,1,MS,65.09652292,False,0.00000000,26.00000000,0.01265152,1,11,11670.16336203,11670.16336203,0.88050851,10,0.00000000,reproductive,827.94307142,13.22468443,29.57778529,1577830.11420144
1815,1,MS,58.94738603,False,0.00000000,24.90000000,0.00935605,1,11,11154.92171060,11154.92171060,0.88385158,10,0.00000000,reproductive,829.49236610,12.77658979,26.89928425,1588985.03591205
1816,1,MS,51.33160628,False,0.00000000,23.40000000,0.00704198,1,11,10282.86515588,10282.86515588,0.88641788,10,0.00065505,reproductive,830.92054181,11.74333623,25.12957148,1599267.90106792
1817,1,MS,44.14156896,False,0.00000000,22.30000000,0.00317040,1,11,9564.69477036,9564.69477036,0.88886068,10,0.00125890,reproductive,832.24897164,10.92862194,20.31899490,1608832.59583828
1818,1,MS,36.82018880,False,0.00000000,21.00000000,0.00100724,1,11,8678.01056386,8678.01056386,0.89101798,10,0.00182057,reproductive,833.45425089,9.97783154,15.81679394,1617510.60640214
1819,1,MS,31.24726005,False,0.00000000,19.70000000,0.00078600,1,11,7790.22168152,7790.22168152,0.89279077,10,0.00233017,reproductive,834.53622612,9.06681098,13.51034172,1625300.82808367
1820,1,MS,27.76044583,False,0.00000000,18.70000000,0.00055881,1,11,7126.62814826,7126.62814826,0.89409312,10,0.00278764,reproductive,835.52603559,8.35560504,12.56378334,1632427.45623192
1821,1,MS,24.67427665,False,0.00000000,17.70000000,0.00074199,1,11,6491.04625388,6491.04625388,0.89520389,10,0.00320614,reproductive,836.42756979,7.68369758,12.69163932,1638918.50248580
1822,1,MS,22.06512514,False,0.00000000,17.10000000,0.00083559,1,11,6126.03476668,6126.03476668,0.89619920,10,0.00358731,reproductive,837.27840795,7.23983631,12.05835409,1645044.53725248
1823,1,MS,19.82343763,False,0.00000000,16.70000000,0.00098881,1,11,5890.14494415,5890.14494415,0.89709765,10,0.00394705,reproductive,838.09648364,6.90173720,11.67677238,1650934.68219663
1824,1,MS,17.87849586,False,0.00000000,16.50000000,0.00054920,1,11,5774.51895053,5774.51895053,0.89792017,10,0.00429294,reproductive,838.89850016,6.65209290,10.94101103,1656709.20114716
1825,1,MS,16.61765416,False,0.00000000,16.30000000,0.00080048,1,11,5660.46795286,5660.46795286,0.89865909,10,0.00463204,reproductive,839.68467626,6.43549063,10.77871435,1662369.66910001
1826,1,MS,15.13765676,False,0.00000000,16.10000000,0.00084250,1,11,5548.00976664,5548.00976664,0.89931865,10,0.00496444,reproductive,840.45523318,6.20259225,10.42411562,1667917.67886665
1827,1,MS,13.90490729,False,0.00000000,15.90000000,0.00096298,1,11,5437.15923835,5437.15923835,0.89990342,10,0.00529024,reproductive,841.21039418,5.97640948,10.05965692,1673354.83810500
1828,1,MS,12.67874271,False,0.00000000,15.50000000,0.00080715,1,11,5220.32670310,5220.32670310,0.90040248,10,0.00560953,reproductive,841.93543956,5.67053146,9.65641910,1678575.16480810
1829,1,MS,11.72018218,False,0.00000000,15.20000000,0.00096401,1,11,5061.99324418,5061.99324418,0.90084026,10,0.00591608,reproductive,842.63849417,5.43712502,10.16138734,1683637.15805228
1830,1,MS,10.75484795,False,0.00000000,15.40000000,0.00187015,1,11,5167.13902344,5167.13902344,0.90125700,10,0.00621334,reproductive,843.35615237,5.40419961,23.68327857,1688804.29707573
1831,1,MS,9.76106522,False,0.00000000,16.00000000,0.00318054,1,11,5492.38272868,5492.38272868,0.90166287,10,0.00651677,reproductive,844.11898331,5.48714679,18.07992982,1694296.67980441
1832,1,MS,9.31693326,False,0.00000000,17.00000000,0.00491749,1,11,6066.49030333,6066.49030333,0.90206721,10,0.00683930,reproductive,844.96155140,5.70703961,21.89862353,1700363.17010774
1833,1,MS,9.88358748,False,0.00000000,18.10000000,0.00541359,1,11,6741.42469815,6741.42469815,0.90245743,10,0.00719555,reproductive,845.89786039,5.99240706,23.08637788,1707104.59480589
1834,1,MS,11.83924580,False,0.00000000,19.20000000,0.00804202,1,11,7455.46060646,7455.46060646,0.90282955,10,0.00759143,reproductive,846.93334103,6.38029364,28.68542084,1714560.05541235
1835,1,MS,15.24749134,False,0.00000000,21.20000000,0.00982311,1,11,8815.43250411,8815.43250411,0.90325685,10,0.00802924,reproductive,848.15770666,7.32994327,31.62270553,1723375.48791646
1836,1,MS,20.95032838,False,0.00000000,23.80000000,0.01646685,1,11,10530.31127753,10530.31127753,0.90374372,10,0.00854691,reproductive,849.62024989,8.84379118,41.09983872,1733905.79919400
1837,1,MS,28.52864032,False,0.00000000,25.50000000,0.01466867,1,11,11451.71343621,11451.71343621,0.90422335,10,0.00916528,reproductive,851.21076564,10.16202295,36.59147734,1745357.51263020
1838,1,MS,33.49531064,False,0.00000000,25.90000000,0.00793382,1,11,11628.73835009,11628.73835009,0.90474612,10,0.00983777,reproductive,852.82586819,10.76561582,27.64402497,1756986.25098029
1839,1,MS,34.36485883,False,0.00000000,25.10000000,0.00547450,1,11,11257.74911409,11257.74911409,0.90533357,10,0.01052065,reproductive,854.38944446,10.46225957,24.23807785,1768244.00009438
1840,1,MS,32.94260038,False,0.00000000,24.40000000,0.00351122,1,11,10882.47583789,10882.47583789,0.90599745,10,0.01118174,reproductive,855.90089944,10.13874729,20.85834143,1779126.47593227
1841,1,MS,30.80942093,False,0.00000000,23.00000000,0.00117126,1,11,10027.19579028,10027.19579028,0.90661842,10,0.01182079,reproductive,857.29356552,9.30271748,16.28418172,1789153.67172255
1842,1,MS,26.80365529,False,0.00000000,21.40000000,0.00061649,1,11,8952.71255726,8952.71255726,0.90715155,10,0.01240962,reproductive,858.53699782,8.42098288,13.29924650,1798106.38427980
1843,1,MS,22.48848897,False,0.00000000,20.30000000,0.00043473,1,11,8197.84954976,8197.84954976,0.90763515,10,0.01293536,reproductive,859.67558803,7.84898895,11.93433702,1806304.23382956
1844,1,MS,19.10005150,False,0.00000000,19.30000000,0.00031080,1,11,7521.97831842,7521.97831842,0.90804848,10,0.01341676,reproductive,860.72030724,7.32242926,10.99862975,1813826.21214798
1845,1,MS,16.40088555,False,0.00000000,18.40000000,0.00026395,1,11,6932.65116381,6932.65116381,0.90839678,10,0.01385848,reproductive,861.68317546,6.85563798,10.25556848,1820758.86331179
1846,1,MS,14.31655641,False,0.00000000,18.00000000,0.00026058,1,11,6678.32596214,6678.32596214,0.90871559,10,0.01426559,reproductive,862.61072073,6.63196460,9.58613518,1827437.18927393
1847,1,MS,12.68826347,False,0.00000000,17.60000000,0.00032036,1,11,6429.31050448,6429.31050448,0.90898386,10,0.01465776,reproductive,863.50368052,6.39337610,9.11636591,1833866.49977841
1848,1,MS,11.39034364,False,0.00000000,17.30000000,0.00030986,1,11,6246.24653593,6246.24653593,0.90921000,10,0.01503531,reproductive,864.37121477,6.18765258,8.73686889,1840112.74631434
1849,1,MS,10.25515249,False,0.00000000,17.00000000,0.00025740,1,11,6066.49030333,6066.49030333,0.90939301,10,0.01540211,reproductive,865.21378286,5.98033702,8.35071015,1846179.23661767
1850,1,MS,9.31790568,False,0.00000000,16.70000000,0.00026351,1,11,5890.14494415,5890.14494415,0.90953629,10,0.01575835,reproductive,866.03185855,5.78028454,8.00014521,1852069.38156182
1851,1,MS,8.39818044,False,0.00000000,16.30000000,0.00030163,1,11,5660.46795286,5660.46795286,0.90963936,10,0.01610424,reproductive,866.81803465,5.54168350,7.53410304,1857729.84951467
