t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,current_nb_leaves,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
325,1,MS,0.97544713,False,0.00009116,5.80000000,0.00019311,1,4,1659.41442307,1659.41442307,0.08426646,10,0.00000000,vegetative,92.52399456,0.33176884,0.74885050,118252.76083069
326,1,MS,1.03428752,False,0.00009116,6.10000000,0.00011883,1,4,1745.24620357,1745.24620357,0.08435889,10,0.00000000,vegetative,92.76638987,0.33914130,0.68408545,119998.00703427
327,1,MS,1.06962828,False,0.00009116,6.20000000,0.00010088,1,4,1773.85679708,1773.85679708,0.08445268,10,0.00000000,vegetative,93.01275887,0.34129739,0.66564889,121771.86383134
328,1,MS,1.06986131,False,0.00009116,6.00000000,0.00005803,1,4,1716.63561007,1716.63561007,0.08454331,10,0.00000000,vegetative,93.25118048,0.33538165,0.59898741,123488.49944142
329,1,MS,1.04562057,False,0.00009116,5.80000000,0.00002810,1,4,1659.41442307,1659.41442307,0.08463084,10,0.00000000,vegetative,93.48165470,0.32984557,0.55604565,125147.91386449
330,1,MS,1.00581534,False,0.00009116,5.60000000,0.00002712,1,4,1602.19323607,1602.19323607,0.08471528,10,0.00000000,vegetative,93.70418154,0.32437503,0.52306723,126750.10710056
331,1,MS,0.95335524,False,0.00009116,5.40000000,0.00004399,1,4,1544.97204907,1544.97204907,0.08479661,10,0.00000000,vegetative,93.91876099,0.31899204,0.51555980,128295.07914962
332,1,MS,0.90100934,False,0.00009116,5.20000000,0.00005657,1,4,1487.75086206,1487.75086206,0.08487484,10,0.00000000,vegetative,94.12539306,0.31357409,0.51171116,129782.83001169
333,1,MS,0.82783124,False,0.00009116,4.90000000,0.00005392,1,4,1401.91908156,1401.91908156,0.08494843,10,0.00000000,vegetative,94.32010404,0.30566270,0.48542451,131184.74909325
334,1,MS,0.76031171,False,0.00009116,4.30000000,0.00003953,1,4,1230.25552055,1230.25552055,0.08501289,10,0.00000000,vegetative,94.49097286,0.29089129,0.46410761,132415.00461380
335,1,MS,0.72445603,False,0.00009116,4.00000000,0.00004743,1,4,1144.42374005,1144.42374005,0.08507277,10,0.00000000,vegetative,94.64992060,0.28368156,0.47282932,133559.42835385
336,1,MS,0.67938403,False,0.00009116,3.70000000,0.00004768,1,4,1058.59195955,1058.59195955,0.08512810,10,0.00000000,vegetative,94.79694727,0.27663747,0.47271765,134618.02031339
337,1,MS,0.66374214,False,0.00009116,3.80000000,0.00007220,1,4,1087.20255305,1087.20255305,0.08518486,10,0.00000000,vegetative,94.94794762,0.27845450,0.50602270,135705.22286644
338,1,MS,0.62914705,False,0.00009116,4.10000000,0.00007082,1,4,1173.03433355,1173.03433355,0.08524844,10,0.00000000,vegetative,95.11086906,0.28456121,0.51338474,136878.25719999
339,1,MS,0.59674155,False,0.00009116,4.40000000,0.00007359,1,4,1258.86611405,1258.86611405,0.08531384,10,0.00000000,vegetative,95.28571157,0.29046143,0.50827143,138137.12331404
340,1,MS,0.56457131,False,0.00009116,4.40000000,0.00007312,1,4,1258.86611405,1258.86611405,0.08537897,10,0.00000000,vegetative,95.46055409,0.28922600,0.49494498,139395.98942810
341,1,MS,0.52153556,False,0.00009116,4.10000000,0.00005237,1,4,1173.03433355,1173.03433355,0.08543937,10,0.00000000,vegetative,95.62347552,0.28110897,0.45992756,140569.02376165
342,1,MS,0.50482933,False,0.00009116,3.80000000,0.00006161,1,4,1087.20255305,1087.20255305,0.08549509,10,0.00000000,vegetative,95.77447588,0.27334917,0.46544119,141656.22631469
343,1,MS,0.49145221,False,0.00009116,3.60000000,0.00017211,1,4,1029.98136604,1029.98136604,0.08554766,10,0.00000000,vegetative,95.91752884,0.26809856,1.06688126,142686.20768074
344,1,MS,0.58737806,False,0.00009116,3.70000000,0.00092312,1,4,1058.59195955,1058.59195955,0.08560149,10,0.00000000,vegetative,96.06455551,0.26982506,1.45611085,143744.79964028
345,1,MS,0.84379217,False,0.00009116,4.90000000,0.00145704,1,4,1401.91908156,1401.91908156,0.08567260,10,0.00000000,vegetative,96.25926649,0.29541242,1.90238105,145146.71872184
346,1,MS,1.23186177,False,0.00009116,8.70000000,0.00158820,1,4,2489.12163461,2489.12163461,0.08579870,10,0.00000000,vegetative,96.60497783,0.39600024,2.07655622,147635.84035645
347,1,MS,1.69726244,False,0.00009116,10.10000000,0.00152991,1,4,2915.78491080,2915.78491080,0.08594565,10,0.00000000,vegetative,97.00994795,0.43972479,2.04286280,150551.62526725
348,1,MS,2.10977596,False,0.00009116,10.60000000,0.00172734,1,4,3083.65987412,3083.65987412,0.08610093,10,0.00000000,vegetative,97.43823405,0.45888199,2.17823349,153635.28514137
349,1,MS,2.51296287,False,0.00009116,10.90000000,0.00180493,1,4,3188.45696226,3188.45696226,0.08626238,10,0.00000000,vegetative,97.88107529,0.47497178,2.22782151,156823.74210363
350,1,MS,2.83817892,False,0.00009116,10.80000000,0.00162772,1,4,3153.17961129,3153.17961129,0.08642394,10,0.00000000,vegetative,98.31901690,0.47872636,2.08712991,159976.92171492
351,1,MS,3.10011925,False,0.00009116,10.40000000,0.00085891,1,4,3015.50401474,3015.50401474,0.08658112,10,0.00000000,vegetative,98.73783691,0.47357757,1.48561312,162992.42572965
352,1,MS,3.14411427,False,0.00009116,10.10000000,0.00054643,1,4,2915.78491080,2915.78491080,0.08673629,10,0.00000000,vegetative,99.14280703,0.47351641,1.17655143,165908.21064045
353,1,MS,2.90332374,False,0.00009116,9.50000000,0.00024459,1,4,2725.15609428,2725.15609428,0.08688422,10,0.00000000,vegetative,99.52130094,0.46058108,0.86311364,168633.36673473
354,1,MS,2.52975802,False,0.00009116,8.50000000,0.00016627,1,4,2431.90044760,2431.90044760,0.08701833,10,0.00000000,vegetative,99.85906489,0.43300061,0.67166211,171065.26718234
355,1,MS,2.19062725,False,0.00009116,7.60000000,0.00014917,1,4,2174.40510609,2174.40510609,0.08713967,10,0.00000000,vegetative,100.16106560,0.40860324,0.63261736,173239.67228843
356,1,MS,1.91022655,False,0.00009116,6.70000000,0.00011584,1,4,1916.90976458,1916.90976458,0.08724757,10,0.00000000,vegetative,100.42730306,0.38406765,0.59562256,175156.58205301
357,1,MS,1.63244920,False,0.00009116,6.00000000,0.00009313,1,4,1716.63561007,1716.63561007,0.08734487,10,0.00000000,vegetative,100.66572468,0.36595185,0.54569877,176873.21766309
358,1,MS,1.42252640,False,0.00009116,5.30000000,0.00007837,1,4,1516.36145556,1516.36145556,0.08743123,10,0.00000000,vegetative,100.87633043,0.34797896,0.51765849,178389.57911865
359,1,MS,1.24659437,False,0.00009116,4.60000000,0.00006999,1,4,1316.08730106,1316.08730106,0.08750646,10,0.00000000,vegetative,101.05912034,0.33042613,0.48866075,179705.66641971
360,1,MS,1.11264860,False,0.00009116,3.90000000,0.00004439,1,4,1115.81314655,1115.81314655,0.08757044,10,0.00000000,vegetative,101.21409438,0.31348670,0.47075096,180821.47956626
361,1,MS,1.03904174,False,0.00009116,3.40000000,0.00005603,1,4,972.76017904,972.76017904,0.08762638,10,0.00000000,vegetative,101.34919996,0.30217833,0.49753107,181794.23974530
362,1,MS,0.93516309,False,0.00009116,3.10000000,0.00005161,1,4,886.92839854,886.92839854,0.08767755,10,0.00000000,vegetative,101.47238446,0.29586834,0.48924734,182681.16814383
363,1,MS,0.82481178,False,0.00009116,2.70000000,0.00004167,1,4,772.48602453,772.48602453,0.08772222,10,0.00000000,vegetative,101.57967419,0.28718117,0.46660663,183453.65416837
364,1,MS,0.71977336,False,0.00009116,2.20000000,0.00001631,1,4,629.43305703,629.43305703,0.08775870,10,0.00000000,vegetative,101.66709545,0.27633490,0.43190745,184083.08722539
365,1,MS,0.64330004,False,0.00009116,1.70000000,0.00001442,1,4,486.38008952,486.38008952,0.08778694,10,0.00000000,vegetative,101.73464824,0.26589752,0.41777973,184569.46731492
366,1,MS,0.58290508,False,0.00009116,1.30000000,0.00000492,1,4,371.93771552,371.93771552,0.08780859,10,0.00000000,vegetative,101.78630625,0.25795713,0.41790609,184941.40503043
367,1,MS,0.56055234,False,0.00009116,1.20000000,0.00025568,1,4,343.32712201,343.32712201,0.08782861,10,0.00000000,vegetative,101.83399058,0.25655517,1.35709094,185284.73215245
368,1,MS,0.69023993,False,0.00009116,1.40000000,0.00102996,1,4,400.54830902,400.54830902,0.08785202,10,0.00000000,vegetative,101.88962229,0.26158137,1.68602462,185685.28046146
369,1,MS,1.06567466,False,0.00009116,2.80000000,0.00199555,1,4,801.09661803,801.09661803,0.08789898,10,0.00000000,vegetative,102.00088571,0.29327533,2.61487787,186486.37707950
370,1,MS,1.68117499,False,0.00009116,8.50000000,0.00300793,1,4,2431.90044760,2431.90044760,0.08804218,10,0.00000000,vegetative,102.33864966,0.46225356,3.87664755,188918.27752710
371,1,MS,2.39900144,False,0.00009116,9.80000000,0.00293603,1,4,2819.02451043,2819.02451043,0.08820665,10,0.00000000,vegetative,102.73018084,0.51305585,3.34271694,191737.30203753
372,1,MS,3.11521021,False,0.00009116,10.00000000,0.00287281,1,4,2883.20598615,2883.20598615,0.08837732,10,0.00000000,vegetative,103.13062611,0.52901062,3.14882130,194620.50802368
373,1,MS,3.75877300,False,0.00009116,10.90000000,0.00239679,1,4,3188.45696226,3188.45696226,0.08856832,10,0.00000000,vegetative,103.57346736,0.58074115,2.80288415,197808.96498594
374,1,MS,3.94834932,False,0.00009116,11.70000000,0.00103747,1,4,3483.40713384,3483.40713384,0.08878014,10,0.00000000,vegetative,104.05727391,0.63233787,1.65427029,201292.37211979
375,1,MS,3.96128973,False,0.00009116,11.40000000,0.00089712,1,4,3370.11355870,3370.11355870,0.08898783,10,0.00000000,vegetative,104.52534523,0.63206351,1.56368099,204662.48567848
376,1,MS,3.83803038,False,0.00009116,11.10000000,0.00036973,1,4,3260.05856690,3260.05856690,0.08919130,10,0.00000000,vegetative,104.97813115,0.62838443,1.08853003,207922.54424538
377,1,MS,3.35340498,False,0.00009116,10.40000000,0.00014488,1,4,3015.50401474,3015.50401474,0.08938159,10,0.00000000,vegetative,105.39695115,0.60416881,0.84141378,210938.04826011
378,1,MS,2.93137281,False,0.00009116,9.60000000,0.00014370,1,4,2756.12836632,2756.12836632,0.08955689,10,0.00000000,vegetative,105.77974675,0.57417506,0.75485024,213694.17662644
379,1,MS,2.52211207,False,0.00009116,9.00000000,0.00014622,1,4,2574.95341511,2574.95341511,0.08972164,10,0.00000000,vegetative,106.13737917,0.55204801,0.72812004,216269.13004155
380,1,MS,2.15228938,False,0.00009116,8.20000000,0.00012298,1,4,2346.06866710,2346.06866710,0.08987233,10,0.00000000,vegetative,106.46322204,0.52059019,0.68145375,218615.19870865
381,1,MS,1.88431549,False,0.00009116,7.30000000,0.00009255,1,4,2088.57332559,2088.57332559,0.09000680,10,0.00000000,vegetative,106.75330167,0.48608242,0.65159745,220703.77203424
382,1,MS,1.67773009,False,0.00009116,6.80000000,0.00011186,1,4,1945.52035808,1945.52035808,0.09013230,10,0.00000000,vegetative,107.02351283,0.46801847,0.65193430,222649.29239232
383,1,MS,1.46876421,False,0.00009116,6.10000000,0.00009279,1,4,1745.24620357,1745.24620357,0.09024501,10,0.00000000,vegetative,107.26590814,0.44291900,0.62340934,224394.53859590
384,1,MS,1.30088548,False,0.00009116,5.40000000,0.00007850,1,4,1544.97204907,1544.97204907,0.09034486,10,0.00000000,vegetative,107.48048759,0.41884255,0.60076458,225939.51064496
385,1,MS,1.16834631,False,0.00009116,4.80000000,0.00004981,1,4,1373.30848806,1373.30848806,0.09043367,10,0.00000000,vegetative,107.67122488,0.39909032,0.58210279,227312.81913302
386,1,MS,1.05528624,False,0.00009116,4.30000000,0.00007001,1,4,1230.25552055,1230.25552055,0.09051326,10,0.00000000,vegetative,107.84209370,0.38330797,0.58406412,228543.07465357
387,1,MS,0.93139706,False,0.00009116,3.90000000,0.00005316,1,4,1115.81314655,1115.81314655,0.09058548,10,0.00000000,vegetative,107.99706775,0.37090318,0.55145368,229658.88780012
388,1,MS,0.84178766,False,0.00009116,3.30000000,0.00005252,1,4,944.14958554,944.14958554,0.09064659,10,0.00000000,vegetative,108.12819964,0.35313622,0.54641877,230603.03738566
389,1,MS,0.75492152,False,0.00009116,2.80000000,0.00004265,1,4,801.09661803,801.09661803,0.09069846,10,0.00000000,vegetative,108.23946306,0.33894470,0.53095039,231404.13400369
390,1,MS,0.67135029,False,0.00009116,2.30000000,0.00003918,1,4,658.04365053,658.04365053,0.09074108,10,0.00000000,vegetative,108.33085801,0.32533916,0.51599993,232062.17765422
391,1,MS,0.63646486,False,0.00009116,1.90000000,0.00034355,1,4,543.60127652,543.60127652,0.09077631,10,0.00000000,vegetative,108.40635818,0.31512013,1.70913062,232605.77893075
392,1,MS,0.81707902,False,0.00009116,2.10000000,0.00122435,1,4,600.82246353,600.82246353,0.09081527,10,0.00000000,vegetative,108.48980575,0.32054167,2.08282524,233206.60139427
393,1,MS,1.22681276,False,0.00009116,3.40000000,0.00213862,1,4,972.76017904,972.76017904,0.09087846,10,0.00000000,vegetative,108.62491133,0.35525037,2.81240462,234179.36157331
394,1,MS,1.90963321,False,0.00009116,8.70000000,0.00270015,1,4,2489.12163461,2489.12163461,0.09104058,10,0.00000000,vegetative,108.97062267,0.54073194,4.24472192,236668.48320792
395,1,MS,2.65367596,False,0.00009116,10.60000000,0.00209323,1,4,3083.65987412,3083.65987412,0.09124156,10,0.00000000,vegetative,109.39890876,0.62682546,3.50191417,239752.14308204
396,1,MS,3.16512175,False,0.00009116,11.30000000,0.00145894,1,4,3333.07177341,3333.07177341,0.09145943,10,0.00000000,vegetative,109.86183540,0.66628856,2.06645600,243085.21485545
397,1,MS,3.46990559,False,0.00009116,11.70000000,0.00132602,1,4,3483.40713384,3483.40713384,0.09169036,10,0.00000000,vegetative,110.34564194,0.69497781,1.92426353,246568.62198929
398,1,MS,3.64404689,False,0.00009116,11.50000000,0.00091475,1,4,3407.51520168,3407.51520168,0.09191542,10,0.00000000,vegetative,110.81890794,0.69126603,1.56302834,249976.13719097
399,1,MS,3.55153453,False,0.00009116,11.10000000,0.00064444,1,4,3260.05856690,3260.05856690,0.09213220,10,0.00000000,vegetative,111.27169386,0.67730858,1.32503681,253236.19575787
400,1,MS,3.29078386,False,0.00009116,10.40000000,0.00037309,1,4,3015.50401474,3015.50401474,0.09233399,10,0.00000000,vegetative,111.69051386,0.64791722,1.07235476,256251.69977260
401,1,MS,2.91574362,False,0.00009116,9.60000000,0.00023173,1,4,2756.12836632,2756.12836632,0.09251944,10,0.00000000,vegetative,112.07330946,0.61349297,0.89371064,259007.82813893
402,1,MS,2.53321106,False,0.00009116,8.90000000,0.00017968,1,4,2546.34282161,2546.34282161,0.09269152,10,0.00000000,vegetative,112.42696819,0.58417259,0.75065597,261554.17096054
403,1,MS,2.19378911,False,0.00009116,8.20000000,0.00018335,1,4,2346.06866710,2346.06866710,0.09285053,10,0.00000000,vegetative,112.75281106,0.55482464,0.72473966,263900.23962764
404,1,MS,1.93002875,False,0.00009116,7.60000000,0.00017130,1,4,2174.40510609,2174.40510609,0.09299819,10,0.00000000,vegetative,113.05481177,0.53002881,0.70941737,266074.64473373
405,1,MS,1.71111381,False,0.00009116,7.20000000,0.00015936,1,4,2059.96273209,2059.96273209,0.09313825,10,0.00000000,vegetative,113.34091770,0.51370391,0.69720537,268134.60746582
406,1,MS,1.52101041,False,0.00009116,6.70000000,0.00013281,1,4,1916.90976458,1916.90976458,0.09326865,10,0.00000000,vegetative,113.60715517,0.49332360,0.67533369,270051.51723040
407,1,MS,1.36835396,False,0.00009116,6.30000000,0.00015403,1,4,1802.46739058,1802.46739058,0.09339128,10,0.00000000,vegetative,113.85749786,0.47724271,0.67387327,271853.98462098
408,1,MS,1.21171935,False,0.00009116,5.80000000,0.00011767,1,4,1659.41442307,1659.41442307,0.09350414,10,0.00000000,vegetative,114.08797209,0.45755316,0.63101596,273513.39904405
409,1,MS,1.09358099,False,0.00009116,5.20000000,0.00011529,1,4,1487.75086206,1487.75086206,0.09360527,10,0.00000000,vegetative,114.29460415,0.43512146,0.61841797,275001.14990611
410,1,MS,0.96720810,False,0.00009116,4.60000000,0.00007656,1,4,1316.08730106,1316.08730106,0.09369468,10,0.00000000,vegetative,114.47739406,0.41368174,0.56847889,276317.23720717
411,1,MS,0.88741386,False,0.00009116,4.20000000,0.00006736,1,4,1201.64492705,1201.64492705,0.09377627,10,0.00000000,vegetative,114.64428919,0.39971408,0.55361342,277518.88213422
412,1,MS,0.83762305,False,0.00009116,4.00000000,0.00009886,1,4,1144.42374005,1144.42374005,0.09385393,10,0.00000000,vegetative,114.80323693,0.39253406,0.57568604,278663.30587427
413,1,MS,0.77906418,False,0.00009116,4.00000000,0.00009811,1,4,1144.42374005,1144.42374005,0.09393153,10,0.00000000,vegetative,114.96218467,0.39153638,0.57603233,279807.72961432
414,1,MS,0.69958195,False,0.00009116,3.70000000,0.00008096,1,4,1058.59195955,1058.59195955,0.09400325,10,0.00000000,vegetative,115.10921133,0.38100503,0.53299283,280866.32157386
415,1,MS,0.66851983,False,0.00009116,3.10000000,0.00028734,1,4,886.92839854,886.92839854,0.09406327,10,0.00000000,vegetative,115.23239583,0.36222579,1.66114127,281753.24997240
416,1,MS,0.87345906,False,0.00009116,3.00000000,0.00123955,1,4,858.31780504,858.31780504,0.09412133,10,0.00000000,vegetative,115.35160664,0.35930417,2.34203208,282611.56777744
417,1,MS,1.38170445,False,0.00009116,4.30000000,0.00228758,1,4,1230.25552055,1230.25552055,0.09420459,10,0.00000000,vegetative,115.52247546,0.39826008,3.26485603,283841.82329799
418,1,MS,2.20122748,False,0.00009116,10.70000000,0.00299198,1,4,3118.24804921,3118.24804921,0.09441609,10,0.00000000,vegetative,115.95556546,0.65962231,3.88419702,286960.07134720
419,1,MS,3.14313916,False,0.00009116,12.70000000,0.00357288,1,4,3885.20391343,3885.20391343,0.09467942,10,0.00000000,vegetative,116.49517712,0.77105967,4.67969762,290845.27526063
420,1,MS,3.93202836,False,0.00009116,12.80000000,0.00391227,1,4,3927.48007030,3927.48007030,0.09494608,10,0.00000000,vegetative,117.04066046,0.78675562,5.72676882,294772.75533093
421,1,MS,4.51596112,False,0.00009116,13.50000000,0.00273385,1,4,4234.39528210,4234.39528210,0.09523537,10,0.00000000,vegetative,117.62877092,0.84476697,3.81474348,299007.15061302
422,1,MS,4.89716569,False,0.00009116,13.90000000,0.00184404,1,4,4418.54011834,4418.54011834,0.09553773,10,0.00000000,vegetative,118.24245705,0.88807566,2.66371026,303425.69073136
423,1,MS,5.09519875,False,0.00009116,13.80000000,0.00134824,1,4,4371.89948377,4371.89948377,0.09584136,10,0.00000000,vegetative,118.84966531,0.89777746,2.21006965,307797.59021513
424,1,MS,5.09340447,False,0.00009116,13.90000000,0.00093883,1,4,4418.54011834,4418.54011834,0.09615102,10,0.00000000,vegetative,119.46335144,0.91919616,1.80913836,312216.13033347
425,1,MS,4.54443710,False,0.00009116,13.20000000,0.00027079,1,4,4100.49036192,4100.49036192,0.09644071,10,0.00000000,vegetative,120.03286399,0.88240567,1.14803648,316316.62069539
426,1,MS,3.88259676,False,0.00009116,11.80000000,0.00018145,1,4,3521.90189730,3521.90189730,0.09669104,10,0.00000000,vegetative,120.52201703,0.80013706,0.91206012,319838.52259269
427,1,MS,3.24691130,False,0.00009116,10.70000000,0.00019845,1,4,3118.24804921,3118.24804921,0.09691373,10,0.00000000,vegetative,120.95510703,0.73991328,0.84375382,322956.77064190
428,1,MS,2.74868272,False,0.00009116,9.70000000,0.00017369,1,4,2787.41701118,2787.41701118,0.09711340,10,0.00000000,vegetative,121.34224829,0.68680142,0.79348864,325744.18765307
429,1,MS,2.33454337,False,0.00009116,8.70000000,0.00011622,1,4,2489.12163461,2489.12163461,0.09729207,10,0.00000000,vegetative,121.68795962,0.63588721,0.72997465,328233.30928768
430,1,MS,2.04403580,False,0.00009116,7.70000000,0.00005467,1,4,2203.01569959,2203.01569959,0.09745038,10,0.00000000,vegetative,121.99393403,0.58786466,0.68338380,330436.32498727
431,1,MS,1.76632673,False,0.00009116,6.70000000,0.00010164,1,4,1916.90976458,1916.90976458,0.09758826,10,0.00000000,vegetative,122.26017149,0.54333044,0.68021928,332353.23475185
432,1,MS,1.56164255,False,0.00009116,5.80000000,0.00009119,1,4,1659.41442307,1659.41442307,0.09770768,10,0.00000000,vegetative,122.49064572,0.50554508,0.66624792,334012.64917492
433,1,MS,1.36534417,False,0.00009116,5.00000000,0.00009248,1,4,1430.52967506,1430.52967506,0.09781068,10,0.00000000,vegetative,122.68933040,0.47399962,0.64158666,335443.17884999
434,1,MS,1.18656857,False,0.00009116,4.20000000,0.00005463,1,4,1201.64492705,1201.64492705,0.09789725,10,0.00000000,vegetative,122.85622552,0.44418018,0.60178659,336644.82377704
435,1,MS,1.05210750,False,0.00009116,3.60000000,0.00005643,1,4,1029.98136604,1029.98136604,0.09797148,10,0.00000000,vegetative,122.99927849,0.42302770,0.59504155,337674.80514308
436,1,MS,0.93772054,False,0.00009116,3.00000000,0.00006889,1,4,858.31780504,858.31780504,0.09803336,10,0.00000000,vegetative,123.11848930,0.40284334,0.59835626,338533.12294812
437,1,MS,0.82719046,False,0.00009116,2.60000000,0.00006854,1,4,743.87543103,743.87543103,0.09808702,10,0.00000000,vegetative,123.22180533,0.38976142,0.58720285,339276.99837915
438,1,MS,0.73131512,False,0.00009116,2.20000000,0.00006168,1,4,629.43305703,629.43305703,0.09813245,10,0.00000000,vegetative,123.30922659,0.37698465,0.76111451,339906.43143618
439,1,MS,0.68677318,False,0.00009116,2.10000000,0.00019085,1,4,600.82246353,600.82246353,0.09817582,10,0.00000000,vegetative,123.39267415,0.37371835,1.42319406,340507.25389970
440,1,MS,0.77634241,False,0.00009116,2.60000000,0.00055395,1,4,743.87543103,743.87543103,0.09822954,10,0.00000000,vegetative,123.49599018,0.38868280,1.51676178,341251.12933073
441,1,MS,1.13078950,False,0.00009116,3.80000000,0.00146441,1,4,1087.20255305,1087.20255305,0.09830807,10,0.00000000,vegetative,123.64699054,0.42727976,2.32668278,342338.33188378
442,1,MS,1.75718676,False,0.00009116,6.60000000,0.00155267,1,4,1888.29917108,1888.29917108,0.09844456,10,0.00000000,vegetative,123.90925431,0.53031957,2.90661862,344226.63105486
443,1,MS,2.53514884,False,0.00009116,8.80000000,0.00248843,1,4,2517.73222811,2517.73222811,0.09862668,10,0.00000000,vegetative,124.25893934,0.63058011,3.19621067,346744.36328297
444,1,MS,3.40306472,False,0.00009116,9.90000000,0.00295111,1,4,2850.95334338,2850.95334338,0.09883336,10,0.00000000,vegetative,124.65490509,0.68965517,3.60503408,349595.31662635
445,1,MS,4.22852541,False,0.00009116,10.80000000,0.00264911,1,4,3153.17961129,3153.17961129,0.09906306,10,0.00000000,vegetative,125.09284670,0.74852333,3.31004363,352748.49623764
446,1,MS,4.78953602,False,0.00009116,11.40000000,0.00236112,1,4,3370.11355870,3370.11355870,0.09931240,10,0.00000000,vegetative,125.56091803,0.79797748,3.03123760,356118.60979633
447,1,MS,5.12885969,False,0.00009116,11.90000000,0.00164618,1,4,3560.76546363,3560.76546363,0.09957592,10,0.00000000,vegetative,126.05546879,0.84477892,2.42846159,359679.37525996
448,1,MS,4.99665070,False,0.00009116,12.10000000,0.00076961,1,4,3639.60764236,3639.60764236,0.09984761,10,0.00000000,vegetative,126.56096985,0.87174033,1.98247121,363318.98290232
449,1,MS,4.43890213,False,0.00009116,11.60000000,0.00022066,1,4,3445.27897670,3445.27897670,0.10010668,10,0.00000000,vegetative,127.03948082,0.84931927,1.17460673,366764.26187902
450,1,MS,3.72302740,False,0.00009116,10.90000000,0.00017701,1,4,3188.45696226,3188.45696226,0.10034778,10,0.00000000,vegetative,127.48232206,0.81210317,0.98004212,369952.71884127
451,1,MS,3.01698971,False,0.00009116,10.20000000,0.00009136,1,4,2948.69258431,2948.69258431,0.10057157,10,0.00000000,vegetative,127.89186270,0.77250849,0.85987800,372901.41142558
452,1,MS,2.59795374,False,0.00009116,9.30000000,0.00009675,1,4,2664.15073593,2664.15073593,0.10077417,10,0.00000000,vegetative,128.26188363,0.72122271,0.83937299,375565.56216151
453,1,MS,2.26874387,False,0.00009116,8.50000000,0.00014005,1,4,2431.90044760,2431.90044760,0.10095934,10,0.00000000,vegetative,128.59964758,0.67746844,0.82120304,377997.46260912
454,1,MS,1.97189847,False,0.00009116,7.70000000,0.00015835,1,4,2203.01569959,2203.01569959,0.10112721,10,0.00000000,vegetative,128.90562199,0.63542303,0.79424145,380200.47830871
455,1,MS,1.75749642,False,0.00009116,6.90000000,0.00013429,1,4,1974.13095158,1974.13095158,0.10127771,10,0.00000000,vegetative,129.17980684,0.59533447,0.79334956,382174.60926029
456,1,MS,1.57133202,False,0.00009116,6.50000000,0.00012679,1,4,1859.68857758,1859.68857758,0.10141951,10,0.00000000,vegetative,129.43809692,0.57554647,0.78857297,384034.29783787
457,1,MS,1.40400325,False,0.00009116,6.10000000,0.00013572,1,4,1745.24620357,1745.24620357,0.10155258,10,0.00000000,vegetative,129.68049223,0.55606063,0.77720068,385779.54404145
458,1,MS,1.26360319,False,0.00009116,5.70000000,0.00008076,1,4,1630.80382957,1630.80382957,0.10167688,10,0.00000000,vegetative,129.90699276,0.53680185,0.73698483,387410.34787102
459,1,MS,1.15021752,False,0.00009116,5.30000000,0.00006313,1,4,1516.36145556,1516.36145556,0.10179239,10,0.00000000,vegetative,130.11759852,0.51828945,0.72257380,388926.70932658
460,1,MS,1.04818097,False,0.00009116,5.00000000,0.00012639,1,4,1430.52967506,1430.52967506,0.10190129,10,0.00000000,vegetative,130.31628319,0.50449742,0.73647882,390357.23900164
461,1,MS,0.96010915,False,0.00009116,4.60000000,0.00009064,1,4,1316.08730106,1316.08730106,0.10200141,10,0.00000000,vegetative,130.49907310,0.48667329,0.71608389,391673.32630270
462,1,MS,0.85020948,False,0.00009116,4.20000000,0.00007171,1,4,1201.64492705,1201.64492705,0.10209275,10,0.00000000,vegetative,130.66596823,0.46956635,0.65375272,392874.97122975
463,1,MS,0.83841121,False,0.00009116,3.70000000,0.00033338,1,4,1058.59195955,1058.59195955,0.10217314,10,0.00000000,vegetative,130.81299489,0.44991290,1.88540412,393933.56318930
464,1,MS,1.09381093,False,0.00009116,4.00000000,0.00118094,1,4,1144.42374005,1144.42374005,0.10226000,10,0.00000000,vegetative,130.97194263,0.46009890,2.24235347,395077.98692935
465,1,MS,1.67829225,False,0.00009116,5.20000000,0.00214717,1,4,1487.75086206,1487.75086206,0.10237293,10,0.00000000,vegetative,131.17857469,0.50441491,3.09513054,396565.73779141
466,1,MS,2.57377169,False,0.00009116,10.20000000,0.00241503,1,4,2948.69258431,2948.69258431,0.10259707,10,0.00000000,vegetative,131.58811533,0.74514739,3.29820900,399514.43037571
467,1,MS,3.47876768,False,0.00009116,11.50000000,0.00225390,1,4,3407.51520168,3407.51520168,0.10285620,10,0.00000000,vegetative,132.06138133,0.82392721,3.11703923,402921.94557739
468,1,MS,4.15623111,False,0.00009116,11.20000000,0.00236348,1,4,3296.38754883,3296.38754883,0.10310754,10,0.00000000,vegetative,132.51921293,0.81128416,3.21940311,406218.33312622
469,1,MS,4.74438878,False,0.00009116,11.10000000,0.00217474,1,4,3260.05856690,3260.05856690,0.10335744,10,0.00000000,vegetative,132.97199885,0.81736012,3.02586523,409478.39169312
470,1,MS,5.18486272,False,0.00009116,11.50000000,0.00211055,1,4,3407.51520168,3407.51520168,0.10362059,10,0.00000000,vegetative,133.44526485,0.85766248,2.93852504,412885.90689480
