t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
123,1,MS,1,sheath,StemElement,1.51694546,0.55882718,1.92994059,0.78714835,0.12360746,17.07581032,12.29402933,0.99417817,-0.28804727,0.04477946,0.45265348,0.00000000,0.00000855,477.72779651,NA,2.19535198,0.44829087,0.00000000,0.07549994,0.01486129,0.01500000,264.80646909,19.42847147,7.53485272,26.13346139,378.53942091,5.43889609,2.18529312,0.00087850,21.70594638,NA,289.65521421,1.76557197,NA,0.67385954,0.03590643,0.78714835,0.00040201,0.24753610,0.01425000,False,False,0.02850000,0.00171000,1783.58189003,0.00171000,1.00000000,0.00156860,3.06260983,0.00000000,0.00000000,0.03509843,14.11435412,0.52379081,0.00005380,0.00448990
123,1,MS,2,blade,LeafElement1,23.58521709,0.82210387,23.35402114,0.00020370,0.96983058,337.85106344,6.39009657,1.41700715,15.99278770,0.09415109,0.66590923,0.00000000,0.00002420,1103.81343673,NA,20.46842147,0.65926036,0.00046420,0.50964551,0.23119596,0.00000000,137.65372021,0.00000003,7.45232043,371.49429804,3402.56614765,32.59362473,5.36103435,0.00129238,23.05245097,0.00330000,209.65521421,4.72633943,NA,0.99087818,0.05282280,0.00020370,0.00024107,0.62143550,0.05473010,False,False,0.09200000,0.00483764,5396.73554113,0.00483764,1.00000000,0.00035370,26.13871387,0.00000000,0.00000000,1.96457857,49.19754567,1.16937008,0.00220954,0.00255729
123,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.74992658,8.08778409,0.00000000,0.04890730,-0.07717900,-0.49732939,0.03581372,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.03577548,0.00000000,0.01500000,0.00000000,19.39793226,7.10801404,0.00000000,0.00000000,5.91865060,0.00000000,0.00000000,10.00000000,NA,209.65521421,1.79968798,NA,0.00357427,0.00000000,8.64076162,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.30467690,0.00000000,0.00000000,0.00000000,18.74092733,0.03577548,0.00000000,0.00448990
123,1,MS,2,sheath,StemElement,1.36783558,0.00262950,1.73905055,0.00197887,1.49023867,39.76050386,3.77631507,0.00338942,0.01641998,0.04628371,0.00212991,0.00000000,0.00000020,91.11109615,NA,0.03472908,0.00210873,0.00000000,0.00105245,0.01458481,0.00000001,53.25078428,0.00001319,7.17160750,46.04983106,645.38406291,0.13368807,0.58611068,0.00000413,13.70821428,NA,209.65521421,0.03278198,NA,0.00484180,0.00016895,0.00197887,0.00000705,0.18696096,0.02875000,False,False,0.00050000,0.00004000,2159.86217644,0.00004000,1.00000000,0.00000364,0.08662038,0.00000000,0.00000000,0.00191171,0.33562094,0.00316118,0.00000222,0.00448990
123,1,MS,3,blade,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400000,49.25476893,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,False,True,0.00099000,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00099000,0.00000000,0.00000000,0.00000000,NA,NA,NA
123,1,MS,3,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002090,927.25425000,NA,NA,NA,NA,NA,0.27972459,NA,NA,NA,NA,NA,NA,26.17348287,0.11292530,NA,6.69832166,0.00400000,129.65521421,2.24000000,NA,0.46295991,NA,0.00000000,0.00000000,0.05000000,0.05104960,False,True,0.00001000,0.00417081,0.00000000,0.00000000,1.00000000,0.00000000,22.44062573,0.00001000,0.00417081,0.00000000,24.53417647,NA,0.00000000,0.00041484
123,1,MS,3,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.75059241,16.08606024,0.00000000,0.00000000,-0.05147058,-0.47108046,0.06868076,0.00000000,0.00000000,0.00001010,NA,NA,0.00000000,0.00000000,0.00000000,0.06072003,0.00000000,0.01500000,0.00000000,19.39510714,7.11898894,0.00000000,0.00000000,9.95947512,0.00000000,0.00000000,10.00000000,NA,49.25476893,1.60316688,NA,0.00000000,0.00000000,10.63969677,0.00040835,0.00000000,NA,False,False,0.02895000,0.00201801,4934.92763799,0.00201801,1.00000000,0.00000000,7.63487967,0.00000000,0.00000000,0.00000000,16.58108576,0.06072003,0.00000000,0.00448990
123,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.03402402,13.91363430,0.00000000,1.54326506,-0.00128992,-0.01561317,0.18004917,0.00000000,0.00000000,0.00000027,NA,NA,0.00000000,0.00000000,0.00000000,0.00418908,0.00000000,0.01500000,0.00000000,19.46067774,7.13927155,0.00000000,0.00000000,0.68343850,0.00000000,0.00000000,10.00000000,0.00320463,22.82538072,0.04263246,NA,0.00262313,0.00000000,0.03402402,0.00000254,0.00000000,NA,False,False,0.00100000,0.00005303,11783.17953555,0.00005303,1.00000000,0.00000000,0.62186769,0.00000000,0.00000000,0.00000000,0.43961706,0.00418908,0.00000000,0.00248338
123,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.25476893,0.00000000,NA,0.00000000,NA,0.00000000,0.00000014,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
123,1,MS,4,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.74986966,26.12707284,0.00000000,0.00000000,-0.01624508,-0.30945114,0.15783179,0.00000000,0.00000000,0.00000562,NA,NA,0.00000000,0.00000000,0.00000000,0.07765868,0.00000000,0.01500000,0.00000000,19.39817379,7.13412714,0.00000000,0.00000000,12.68178769,0.00000000,0.00000000,10.00000000,NA,21.22359962,0.90014769,NA,0.00000000,0.00000000,9.06309169,0.00040821,0.00000000,NA,False,False,0.02893993,0.00112303,10971.48748204,0.00112303,1.00000000,0.00000000,11.38024988,0.00000000,0.00000000,0.00000000,9.23129007,0.07765868,0.00000000,0.00448990
123,1,MS,4,sheath,StemElement,6.90990752,0.00493217,8.76849210,0.00066299,1.25116997,376.90443907,6.62895483,0.00799062,0.10553532,0.17782325,0.00399509,0.00000000,0.00000015,282.82384615,NA,0.13333231,0.00395520,0.00000002,0.00372491,0.09036370,0.00000000,134.92941936,0.00000002,7.21439770,416.20991101,3638.89378323,0.37704623,1.44657711,0.00000775,16.76325435,NA,21.22359962,0.02489798,NA,0.00629145,0.00031691,0.00066299,0.00000536,0.33250173,0.02919000,False,False,0.00037999,0.00002961,11530.15129035,0.00002961,1.00000000,0.00000205,0.34157354,0.00000000,0.00000000,0.01341430,0.25923023,0.00768013,0.00001519,0.00448990
123,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.25476893,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
124,1,MS,1,blade,LeafElement1,20.30863477,0.50418714,20.11552735,0.00016229,1.22285692,268.08223012,5.44421966,0.86105086,11.31784911,0.08274437,0.43969982,0.00000000,0.00002050,929.75540816,NA,14.28099747,0.43530979,0.00027888,0.35120948,0.19310742,0.00000000,107.06883255,0.00000005,7.40776520,280.08223761,2841.87762787,24.34627676,4.48451613,0.00087597,21.94827669,0.00300000,290.05565948,3.89723470,NA,0.71666276,0.03549242,0.00016229,0.00019533,0.57060833,0.03889830,False,False,0.08200000,0.00410677,4616.64415008,0.00410677,1.00000000,0.00025640,18.98475634,0.00000000,0.00000000,1.32336149,40.93321312,0.78679814,0.00140627,0.00232481
124,1,MS,1,sheath,StemElement,1.52282264,0.50579727,1.93741681,0.81914995,0.11864714,22.85571837,12.55853991,0.91806802,-0.14332922,0.04454182,0.44110401,0.00000000,0.00000855,477.72779651,NA,2.20385754,0.43679381,0.00000000,0.07542696,0.01491991,0.01500000,258.01512729,19.59992287,7.54185622,27.98914142,404.15597025,5.46002876,2.18596865,0.00087877,21.70261173,NA,290.05565948,1.77402306,NA,0.68835788,0.03560577,0.81914995,0.00040201,0.24785253,0.01425000,False,False,0.02850000,0.00171000,1790.99990010,0.00171000,1.00000000,0.00140563,3.07529141,0.00000000,0.00000000,0.04697873,14.44940745,0.51222076,0.00005763,0.00448990
124,1,MS,2,blade,LeafElement1,23.60674117,0.74389518,23.37527849,0.00020272,0.93000063,357.71463823,6.52764669,1.30558134,16.31515846,0.09432604,0.64874836,0.00000000,0.00002420,1103.81343673,NA,20.48710114,0.64227020,0.00047356,0.51170252,0.23146269,0.00000000,134.10617043,0.00000003,7.46541797,373.89201184,3415.80782328,32.66616483,5.36128524,0.00129244,23.05178079,0.00330000,210.05565948,4.76738989,NA,1.01220735,0.05236675,0.00020272,0.00024107,0.62159592,0.05473010,False,False,0.09200000,0.00483764,5403.19198213,0.00483764,1.00000000,0.00034366,26.17020351,0.00000000,0.00000000,2.08008377,49.98253310,1.15444628,0.00222413,0.00255729
124,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.71632465,8.08388885,0.00000000,0.04740579,-0.05690222,-0.47041206,0.03634259,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.03642330,0.00000000,0.01500000,0.00000000,19.54154791,7.16779456,0.00000000,0.00000000,5.98113594,0.00000000,0.00000000,10.00000000,NA,210.05565948,1.86432975,NA,0.00346454,0.00000000,8.68120451,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.30252048,0.00000000,0.00000000,0.00000000,19.11229789,0.03642330,0.00000000,0.00448990
124,1,MS,2,sheath,StemElement,1.37063455,0.00237967,1.74260128,0.00197879,1.48370041,43.47870800,3.78949346,0.00331232,0.01753976,0.04679210,0.00207530,0.00000000,0.00000020,91.11109615,NA,0.03480014,0.00205466,0.00000000,0.00106724,0.01462249,0.00000001,51.88533580,0.00001089,7.21679759,46.50202785,651.24182865,0.13481876,0.58621808,0.00000413,13.70775888,NA,210.05565948,0.03368435,NA,0.00485870,0.00016752,0.00197879,0.00000705,0.18704550,0.02875000,False,False,0.00050000,0.00004000,2165.50953219,0.00004000,1.00000000,0.00000352,0.08684869,0.00000000,0.00000000,0.00209048,0.34191646,0.00312190,0.00000224,0.00448990
124,1,MS,3,blade,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400000,49.65521421,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,False,True,0.00099000,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00099000,0.00000000,0.00000000,0.00000000,NA,NA,NA
124,1,MS,3,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002090,927.25425000,NA,NA,NA,NA,NA,0.27972459,NA,NA,NA,NA,NA,NA,26.17348287,0.11292530,NA,6.69832166,0.00400000,130.05565948,2.24000000,NA,0.46295991,NA,0.00000000,0.00000000,0.05000000,0.05104960,False,True,0.00001000,0.00417081,0.00000000,0.00000000,1.00000000,0.00000000,22.44062573,0.00001000,0.00417081,0.00000000,24.53417647,NA,0.00000000,0.00041484
124,1,MS,3,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.71694489,16.06276957,0.00000000,0.00000000,-0.03369295,-0.44609441,0.06909403,0.00000000,0.00000000,0.00001010,NA,NA,0.00000000,0.00000000,0.00000000,0.06128676,0.00000000,0.01500000,0.00000000,19.53887837,7.17743945,0.00000000,0.00000000,9.99793037,0.00000000,0.00000000,10.00000000,NA,49.65521421,1.65963053,NA,0.00000000,0.00000000,10.67548555,0.00040835,0.00000000,NA,False,False,0.02895000,0.00201801,4934.92763799,0.00201801,1.00000000,0.00000000,7.61687127,0.00000000,0.00000000,0.00000000,16.90998539,0.06128676,0.00000000,0.00448990
124,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.03505768,14.36084352,0.00000000,1.49588507,-0.00089935,-0.01474020,0.18043769,0.00000000,0.00000000,0.00000027,NA,NA,0.00000000,0.00000000,0.00000000,0.00421131,0.00000000,0.01500000,0.00000000,19.59849834,7.18940970,0.00000000,0.00000000,0.68435981,0.00000000,0.00000000,10.00000000,0.00320463,23.22582600,0.04392387,NA,0.00254260,0.00000000,0.03505768,0.00000254,0.00000000,NA,False,False,0.00100000,0.00005303,11783.17953555,0.00005303,1.00000000,0.00000000,0.62149759,0.00000000,0.00000000,0.00000000,0.44799096,0.00421131,0.00000000,0.00248338
124,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65521421,0.00000000,NA,0.00000000,NA,0.00000000,0.00000014,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
124,1,MS,4,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.71633760,26.10887725,0.00000000,0.00000000,-0.00667622,-0.29356893,0.15809446,0.00000000,0.00000000,0.00000562,NA,NA,0.00000000,0.00000000,0.00000000,0.07804346,0.00000000,0.01500000,0.00000000,19.54149216,7.18956532,0.00000000,0.00000000,12.69067495,0.00000000,0.00000000,10.00000000,NA,21.62404490,0.93032097,NA,0.00000000,0.00000000,9.08301175,0.00040821,0.00000000,NA,False,False,0.02893993,0.00112303,10971.48748204,0.00112303,1.00000000,0.00000000,11.35896387,0.00000000,0.00000000,0.00000000,9.41383568,0.07804346,0.00000000,0.00448990
124,1,MS,4,sheath,StemElement,6.91201254,0.00446278,8.77114470,0.00066297,1.20587320,399.78753786,6.75255361,0.00754438,0.10716532,0.17827829,0.00389198,0.00000000,0.00000015,282.82384615,NA,0.13337293,0.00385311,0.00000002,0.00374479,0.09040984,0.00000000,131.44668749,0.00000002,7.25403684,418.35354758,3649.68483961,0.37783226,1.44658539,0.00000775,16.76321937,NA,21.62404490,0.02550615,NA,0.00640875,0.00031416,0.00066297,0.00000536,0.33250922,0.02919000,False,False,0.00037999,0.00002961,11536.06500522,0.00002961,1.00000000,0.00000199,0.34175139,0.00000000,0.00000000,0.01422873,0.26378415,0.00759792,0.00001527,0.00448990
124,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65521421,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
125,1,MS,1,blade,LeafElement1,20.32914209,0.48846871,20.13578561,0.00016163,1.18213323,275.44859371,5.54123122,0.83123119,11.46358377,0.08299750,0.42906947,0.00000000,0.00002050,929.75540816,NA,14.29541818,0.42478509,0.00028247,0.35296811,0.19335648,0.00000000,104.48017773,0.00000004,7.42861219,281.63777242,2852.42798747,24.42497435,4.48475639,0.00087602,21.94760504,0.00300000,290.45610476,3.95040249,NA,0.72943311,0.03518938,0.00016163,0.00019533,0.57076552,0.03889830,False,False,0.08200000,0.00410677,4622.79737701,0.00410677,1.00000000,0.00024954,19.01028614,0.00000000,0.00000000,1.35972482,41.50724767,0.77803567,0.00141422,0.00232481
125,1,MS,1,sheath,StemElement,1.52869586,0.49015308,1.94488800,0.85136046,0.11423606,26.38574851,12.80956563,0.88639974,-0.05474700,0.04471350,0.43054901,0.00000000,0.00000855,477.72779651,NA,2.21235738,0.42633643,0.00000000,0.07594414,0.01497850,0.01500000,251.83793089,19.74136048,7.55532766,29.72241184,427.93901887,5.48917709,2.18664085,0.00087904,21.69929349,NA,290.45610476,1.79046350,NA,0.70211709,0.03531072,0.85136046,0.00040201,0.24816797,0.01425000,False,False,0.02850000,0.00171000,1798.41602806,0.00171000,1.00000000,0.00127792,3.08799931,0.00000000,0.00000000,0.05423452,14.73335626,0.50228057,0.00006120,0.00448990
125,1,MS,2,blade,LeafElement1,23.62843008,0.72069899,23.39669849,0.00020174,0.89443294,367.69537474,6.65809907,1.25674775,16.51691069,0.09453594,0.63305986,0.00000000,0.00002420,1103.81343673,NA,20.50592385,0.62673772,0.00047942,0.51376908,0.23173160,0.00000000,130.86298496,0.00000002,7.48232188,376.14875327,3428.20950860,32.75173750,5.36153766,0.00129250,23.05110651,0.00330000,210.45610476,4.82121716,NA,1.03243590,0.05191929,0.00020174,0.00024107,0.62175739,0.05473010,False,False,0.09200000,0.00483764,5409.70127589,0.00483764,1.00000000,0.00033452,26.20194891,0.00000000,0.00000000,2.13812100,50.65690959,1.14098622,0.00223787,0.00255729
125,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.68662101,8.08021381,0.00000000,0.04595043,-0.04549058,-0.44268381,0.03672627,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.03691521,0.00000000,0.01500000,0.00000000,19.67022765,7.21094970,0.00000000,0.00000000,6.02800365,0.00000000,0.00000000,10.00000000,NA,210.45610476,1.91323008,NA,0.00335818,0.00000000,8.72202950,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.30048786,0.00000000,0.00000000,0.00000000,19.45290629,0.03691521,0.00000000,0.00448990
125,1,MS,2,sheath,StemElement,1.37345942,0.00230578,1.74618483,0.00197872,1.47828678,45.34893328,3.80117415,0.00331014,0.01834587,0.04718780,0.00202539,0.00000000,0.00000020,91.11109615,NA,0.03487186,0.00200524,0.00000000,0.00107914,0.01466058,0.00000001,50.63733366,0.00000958,7.25215264,46.92802309,656.75229579,0.13578187,0.58632605,0.00000414,13.70730106,NA,210.45610476,0.03441732,NA,0.00487368,0.00016611,0.00197872,0.00000705,0.18713053,0.02875000,False,False,0.00050000,0.00004000,2171.21727978,0.00004000,1.00000000,0.00000341,0.08707883,0.00000000,0.00000000,0.00218041,0.34764175,0.00308438,0.00000226,0.00448990
125,1,MS,3,blade,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400000,50.05565948,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,False,True,0.00099000,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00099000,0.00000000,0.00000000,0.00000000,NA,NA,NA
125,1,MS,3,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002090,927.25425000,NA,NA,NA,NA,NA,0.27972459,NA,NA,NA,NA,NA,NA,26.17348287,0.11292530,NA,6.69832166,0.00400000,130.45610476,2.24000000,NA,0.46295991,NA,0.00000000,0.00000000,0.05000000,0.05104960,False,True,0.00001000,0.00417081,0.00000000,0.00000000,1.00000000,0.00000000,22.44062573,0.00001000,0.00417081,0.00000000,24.53417647,NA,0.00000000,0.00041484
125,1,MS,3,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.68725278,16.03962647,0.00000000,0.00000000,-0.02385396,-0.42143366,0.06936081,0.00000000,0.00000000,0.00001010,NA,NA,0.00000000,0.00000000,0.00000000,0.06170280,0.00000000,0.01500000,0.00000000,19.66747368,7.21968979,0.00000000,0.00000000,10.02280367,0.00000000,0.00000000,10.00000000,NA,50.05565948,1.70236562,NA,0.00000000,0.00000000,10.71161254,0.00040835,0.00000000,NA,False,False,0.02895000,0.00201801,4934.92763799,0.00201801,1.00000000,0.00000000,7.59900948,0.00000000,0.00000000,0.00000000,17.21111691,0.06170280,0.00000000,0.00448990
125,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.03609816,14.80638534,0.00000000,1.44996152,-0.00068379,-0.01414309,0.18068092,0.00000000,0.00000000,0.00000027,NA,NA,0.00000000,0.00000000,0.00000000,0.00422867,0.00000000,0.01500000,0.00000000,19.72117802,7.22742088,0.00000000,0.00000000,0.68498785,0.00000000,0.00000000,10.00000000,0.00320463,23.62627128,0.04494341,NA,0.00246454,0.00000000,0.03609816,0.00000254,0.00000000,NA,False,False,0.00100000,0.00005303,11783.17953555,0.00005303,1.00000000,0.00000000,0.62110608,0.00000000,0.00000000,0.00000000,0.45561411,0.00422867,0.00000000,0.00248338
125,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.05565948,0.00000000,NA,0.00000000,NA,0.00000000,0.00000014,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
125,1,MS,4,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.68689054,26.09070163,0.00000000,0.00000000,-0.00164082,-0.27995225,0.15820525,0.00000000,0.00000000,0.00000562,NA,NA,0.00000000,0.00000000,0.00000000,0.07832401,0.00000000,0.01500000,0.00000000,19.66905265,7.22995624,0.00000000,0.00000000,12.69243505,0.00000000,0.00000000,10.00000000,NA,22.02449017,0.95329384,NA,0.00000000,0.00000000,9.10311881,0.00040821,0.00000000,NA,False,False,0.02893993,0.00112303,10971.48748204,0.00112303,1.00000000,0.00000000,11.33775109,0.00000000,0.00000000,0.00000000,9.58012794,0.07832401,0.00000000,0.00448990
125,1,MS,4,sheath,StemElement,6.91414968,0.00432344,8.77383776,0.00066295,1.16518480,410.93918637,6.86952702,0.00738027,0.10822791,0.17864992,0.00379770,0.00000000,0.00000015,282.82384615,NA,0.13341417,0.00375977,0.00000002,0.00376172,0.09045670,0.00000000,128.26253025,0.00000002,7.28633570,420.34331071,3659.65939972,0.37852519,1.44659378,0.00000775,16.76318395,NA,22.02449017,0.02601891,NA,0.00651977,0.00031146,0.00066295,0.00000536,0.33251680,0.02919000,False,False,0.00037999,0.00002961,11542.07170111,0.00002961,1.00000000,0.00000194,0.34193157,0.00000000,0.00000000,0.01462562,0.26790268,0.00752151,0.00001535,0.00448990
125,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.05565948,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00008158,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,NA,NA,NA
126,1,MS,1,blade,LeafElement1,20.34984774,0.49012042,20.15623963,0.00016097,1.14545302,279.51908539,5.63301871,0.82195270,11.56624575,0.08326575,0.41938020,0.00000000,0.00002050,929.75540816,NA,14.30997836,0.41519212,0.00028500,0.35471863,0.19360810,0.00000000,102.12069023,0.00000004,7.44970242,283.10444790,2862.34033076,24.50571858,4.48499855,0.00087607,21.94692807,0.00300000,290.85655003,4.00537188,NA,0.74151577,0.03489208,0.00016097,0.00019533,0.57092401,0.03889830,False,False,0.08200000,0.00410677,4629.01389691,0.00410677,1.00000000,0.00024332,19.03606099,0.00000000,0.00000000,1.37981840,42.03049379,0.77019575,0.00142171,0.00232481
126,1,MS,1,sheath,StemElement,1.53457881,0.49193472,1.95237153,0.85036021,0.11030072,28.86823408,13.04763184,0.87614701,0.04471452,0.04495109,0.42093264,0.00000000,0.00000855,477.72779651,NA,2.22087129,0.41680171,0.00000046,0.07655788,0.01503720,0.00003904,246.20574631,0.05172524,7.57148100,31.33991218,450.00940711,5.52195792,2.18731132,0.00087931,21.69598383,NA,290.85655003,1.81050356,NA,0.71516596,0.03502124,0.85036021,0.00040201,0.24848317,0.01425000,False,False,0.02850000,0.00171000,1805.84754743,0.00171000,1.00000000,0.00117545,3.10074008,0.00000000,0.00000000,0.05933714,15.00598528,0.49336004,0.00006454,0.00448990
126,1,MS,2,blade,LeafElement1,23.65028361,0.72313118,23.41828092,0.00020077,0.86256771,373.28979436,6.78173132,1.24041301,16.65819738,0.09478356,0.61875997,0.00000000,0.00002420,1103.81343673,NA,20.52488942,0.61258003,0.00048352,0.51593678,0.23200269,0.00000000,127.90685664,0.00000002,7.50089769,378.27163170,3439.82155949,32.84401270,5.36179161,0.00129256,23.05042813,0.00330000,210.85655003,4.88149761,NA,1.05160689,0.05148031,0.00020077,0.00024107,0.62191991,0.05473010,False,False,0.09200000,0.00483764,5416.26343771,0.00483764,1.00000000,0.00032622,26.23394366,0.00000000,0.00000000,2.17065213,51.26812698,1.12900033,0.00225079,0.00255729
126,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,1.66000649,8.07670438,0.00000000,0.04453978,-0.03954356,-0.42374046,0.03701406,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.03730194,0.00000000,0.01500000,0.00000000,19.78692705,7.24527278,0.00000000,0.00000000,6.06638419,0.00000000,0.00000000,10.00000000,NA,210.85655003,1.95354795,NA,0.00325508,0.00000000,8.76319724,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.29855053,0.00000000,0.00000000,0.00000000,19.76844599,0.03730194,0.00000000,0.00448990
126,1,MS,2,sheath,StemElement,1.37630280,0.00231388,1.74979180,0.00197864,1.47392643,46.39894051,3.81142499,0.00333462,0.01890529,0.04752485,0.00197991,0.00000000,0.00000020,91.11109615,NA,0.03494406,0.00196020,0.00000000,0.00108947,0.01469897,0.00000001,49.50010475,0.00000880,7.28216641,47.32897162,661.93179872,0.13665531,0.58643430,0.00000414,13.70684207,NA,210.85655003,0.03505914,NA,0.00488682,0.00016473,0.00197864,0.00000705,0.18721583,0.02875000,False,False,0.00050000,0.00004000,2176.97069626,0.00004000,1.00000000,0.00000331,0.08731045,0.00000000,0.00000000,0.00223089,0.35298693,0.00304968,0.00000228,0.00448990
