t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
315,1,MS,2911782.57980164,10,0.00333894,2911782.57980164,1
316,1,MS,2911326.25181984,10,0.00333894,2911326.25181984,1
317,1,MS,2910854.98590338,10,0.00333894,2910854.98590338,1
318,1,MS,2910369.69060126,10,0.00333894,2910369.69060126,1
319,1,MS,2909871.06616450,10,0.00333894,2909871.06616450,1
320,1,MS,2909359.92440374,10,0.00333894,2909359.92440374,1
321,1,MS,2908836.95219567,10,0.00333894,2908836.95219567,1
322,1,MS,2908302.82849238,10,0.00333894,2908302.82849238,1
323,1,MS,2907758.16815089,10,0.00333894,2907758.16815089,1
324,1,MS,2907203.57725535,10,0.00333894,2907203.57725535,1
325,1,MS,2906649.35943507,10,0.00333894,2906649.35943507,1
326,1,MS,2906106.10977683,10,0.00333894,2906106.10977683,1
327,1,MS,2905574.38965714,10,0.00333894,2905574.38965714,1
328,1,MS,2905054.24940544,10,0.00333894,2905054.24940544,1
329,1,MS,2904545.49494340,10,0.00333894,2904545.49494340,1
330,1,MS,2904047.83062683,10,0.00333894,2904047.83062683,1
331,1,MS,2903560.98175957,10,0.00333894,2903560.98175957,1
332,1,MS,2903084.60152124,10,0.00333894,2903084.60152124,1
333,1,MS,2902618.35202062,10,0.00333894,2902618.35202062,1
334,1,MS,2902161.90045324,10,0.00333894,2902161.90045324,1
335,1,MS,2901714.91886554,10,0.00333894,2901714.91886554,1
336,1,MS,2901277.09439646,10,0.00333894,2901277.09439646,1
337,1,MS,2900834.41443095,10,0.00333894,2900834.41443095,1
338,1,MS,2900373.19246958,10,0.00333894,2900373.19246958,1
339,1,MS,2899893.84447308,10,0.00333894,2899893.84447308,1
340,1,MS,2899397.09841721,10,0.00333894,2899397.09841721,1
341,1,MS,2898883.88457914,10,0.00333894,2898883.88457914,1
342,1,MS,2898355.16717940,10,0.00333894,2898355.16717940,1
343,1,MS,2897811.89554305,10,0.00333894,2897811.89554305,1
344,1,MS,2897255.03728748,10,0.00333894,2897255.03728748,1
345,1,MS,2896685.40365048,10,0.00333894,2896685.40365048,1
346,1,MS,2896103.75170493,10,0.00333894,2896103.75170493,1
347,1,MS,2895510.78643262,10,0.00333894,2895510.78643262,1
348,1,MS,2894907.12670287,10,0.00333894,2894907.12670287,1
349,1,MS,2894304.03315543,10,0.00333894,2894304.03315543,1
350,1,MS,2893713.03870914,10,0.00333894,2893713.03870914,1
351,1,MS,2893134.74600985,10,0.00333894,2893134.74600985,1
352,1,MS,2892569.18636611,10,0.00333894,2892569.18636611,1
353,1,MS,2892016.12535582,10,0.00333894,2892016.12535582,1
354,1,MS,2891475.26256870,10,0.00333894,2891475.26256870,1
355,1,MS,2890946.26559508,10,0.00333894,2890946.26559508,1
356,1,MS,2890428.86367136,10,0.00333894,2890428.86367136,1
357,1,MS,2889922.40666207,10,0.00333894,2889922.40666207,1
358,1,MS,2889426.66412845,10,0.00333894,2889426.66412845,1
359,1,MS,2888941.31426055,10,0.00333894,2888941.31426055,1
360,1,MS,2888465.98325762,10,0.00333894,2888465.98325762,1
361,1,MS,2887985.23500233,10,0.00333894,2887985.23500233,1
362,1,MS,2887483.97874671,10,0.00333894,2887483.97874671,1
363,1,MS,2886962.80826654,10,0.00333894,2886962.80826654,1
364,1,MS,2886422.73060015,10,0.00333894,2886422.73060015,1
365,1,MS,2885864.94955001,10,0.00333894,2885864.94955001,1
366,1,MS,2885290.39949504,10,0.00333894,2885290.39949504,1
367,1,MS,2884700.17413801,10,0.00333894,2884700.17413801,1
368,1,MS,2884095.46365826,10,0.00333894,2884095.46365826,1
369,1,MS,2883477.12507069,10,0.00333894,2883477.12507069,1
370,1,MS,2882845.96344191,10,0.00333894,2882845.96344191,1
371,1,MS,2882202.75229301,10,0.00333894,2882202.75229301,1
372,1,MS,2881548.16967095,10,0.00333894,2881548.16967095,1
373,1,MS,2880894.37061227,10,0.00333894,2880894.37061227,1
374,1,MS,2880253.92830593,10,0.00333894,2880253.92830593,1
375,1,MS,2879627.42446787,10,0.00333894,2879627.42446787,1
376,1,MS,2879014.83505053,10,0.00333894,2879014.83505053,1
377,1,MS,2878415.89144350,10,0.00333894,2878415.89144350,1
378,1,MS,2877830.29585909,10,0.00333894,2877830.29585909,1
379,1,MS,2877257.48180645,10,0.00333894,2877257.48180645,1
380,1,MS,2876697.10997319,10,0.00333894,2876697.10997319,1
381,1,MS,2876148.82255844,10,0.00333894,2876148.82255844,1
382,1,MS,2875612.17733930,10,0.00333894,2875612.17733930,1
383,1,MS,2875086.78553447,10,0.00333894,2875086.78553447,1
384,1,MS,2874572.21506200,10,0.00333894,2874572.21506200,1
385,1,MS,2874051.67805195,10,0.00333894,2874051.67805195,1
386,1,MS,2873508.50346167,10,0.00333894,2873508.50346167,1
387,1,MS,2872944.01726363,10,0.00333894,2872944.01726363,1
388,1,MS,2872359.04540960,10,0.00333894,2872359.04540960,1
389,1,MS,2871754.90438520,10,0.00333894,2871754.90438520,1
390,1,MS,2871132.84743524,10,0.00333894,2871132.84743524,1
391,1,MS,2870493.92058911,10,0.00333894,2870493.92058911,1
392,1,MS,2869840.19302073,10,0.00333894,2869840.19302073,1
393,1,MS,2869173.20984453,10,0.00333894,2869173.20984453,1
394,1,MS,2868493.72622622,10,0.00333894,2868493.72622622,1
395,1,MS,2867802.48438070,10,0.00333894,2867802.48438070,1
396,1,MS,2867100.16199297,10,0.00333894,2867100.16199297,1
397,1,MS,2866399.30708118,10,0.00333894,2866399.30708118,1
398,1,MS,2865712.91200916,10,0.00333894,2865712.91200916,1
399,1,MS,2865041.50473472,10,0.00333894,2865041.50473472,1
400,1,MS,2864384.99510539,10,0.00333894,2864384.99510539,1
401,1,MS,2863743.00819870,10,0.00333894,2863743.00819870,1
402,1,MS,2863115.11548347,10,0.00333894,2863115.11548347,1
403,1,MS,2862500.89685892,10,0.00333894,2862500.89685892,1
404,1,MS,2861899.92828746,10,0.00333894,2861899.92828746,1
405,1,MS,2861311.77288923,10,0.00333894,2861311.77288923,1
406,1,MS,2860736.02793714,10,0.00333894,2860736.02793714,1
407,1,MS,2860172.28444431,10,0.00333894,2860172.28444431,1
408,1,MS,2859620.15568976,10,0.00333894,2859620.15568976,1
409,1,MS,2859062.95560162,10,0.00333894,2859062.95560162,1
410,1,MS,2858484.26559520,10,0.00333894,2858484.26559520,1
