t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
7,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.03267,NA,NA,NA,NA,0.02110,NA,0.00000,2.52826,NA,NA,NA,NA,4299.40726,NA,NA,NA,NA,NA,50.05935,NA,NA,0.00000,0.00000,2006.00998,NA,NA,NA
7,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.16157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4931.34282,NA,NA
7,1,MS,roots,0.09721,14.60126,0.09699,0.00176,0.05491,132.81184,0.36862,0.00999,NA,4.16701,4.87831,NA,NA,NA,2.14532,3.35703,1.05348,NA,0.50134,NA,NA,777.83363,0.60938,73.00631,12.28794,NA,64.36348,5.45514,0.00027,1.99772,291.23963,NA,0.00000,0.00167,0.00281,NA,NA,2549.50925,9.74834,11.19064
8,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.37175,NA,NA,NA,NA,0.02980,NA,0.00000,3.35841,NA,NA,NA,NA,5649.91918,NA,NA,NA,NA,NA,50.08824,NA,NA,0.00000,0.00000,2007.99322,NA,NA,NA
8,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.32452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4996.10837,NA,NA
8,1,MS,roots,0.32513,14.19254,0.62199,0.01135,0.39464,161.62513,0.36181,0.00998,NA,5.12707,6.06001,NA,NA,NA,2.58064,11.22772,1.29683,NA,0.64051,NA,NA,779.68615,0.62957,70.96268,15.26451,NA,66.56480,6.32244,0.00091,1.99674,303.70421,NA,0.00000,0.01038,0.00470,NA,NA,2611.10408,32.60374,13.76772
9,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.73910,NA,NA,NA,NA,0.03969,NA,0.00000,4.25779,NA,NA,NA,NA,7354.40111,NA,NA,NA,NA,NA,50.12694,NA,NA,0.00000,0.00000,2010.50627,NA,NA,NA
9,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.45491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5091.03406,NA,NA
9,1,MS,roots,0.32513,13.18840,0.65007,0.01192,0.46524,190.79299,0.34035,0.00998,NA,6.13525,7.34820,NA,NA,NA,3.05018,11.22772,1.55184,NA,0.80168,NA,NA,782.69091,0.61466,65.94201,18.50932,NA,69.56956,7.45353,0.00091,1.99674,318.93558,NA,0.00000,0.01038,0.00470,NA,NA,2695.81683,32.60374,16.53363
10,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.04344,NA,NA,NA,NA,0.04858,NA,0.00000,5.00291,NA,NA,NA,NA,9347.89510,NA,NA,NA,NA,NA,50.17449,NA,NA,0.00000,0.00000,2013.45862,NA,NA,NA
10,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.33612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5183.99816,NA,NA
10,1,MS,roots,0.51473,15.33515,1.18238,0.02205,0.91765,212.92720,0.40504,0.00998,NA,6.91939,8.29006,NA,NA,NA,3.40756,17.77520,1.75135,NA,0.92730,NA,NA,784.72420,0.74451,76.67573,20.88176,NA,72.08243,8.37477,0.00144,1.99540,336.06996,NA,0.00000,0.01823,0.00748,NA,NA,2729.10341,51.61671,18.61701
11,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.33308,NA,NA,NA,NA,0.05704,NA,0.00000,5.71202,NA,NA,NA,NA,11610.09477,NA,NA,NA,NA,NA,50.23061,NA,NA,0.00000,0.00000,2016.82714,NA,NA,NA
11,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.16346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5323.41173,NA,NA
11,1,MS,roots,0.51473,15.39136,1.23741,0.02332,1.03951,232.62444,0.41181,0.00998,NA,7.67582,9.30653,NA,NA,NA,3.78634,17.77520,1.94281,NA,1.07418,NA,NA,788.07903,0.76855,76.95682,23.44214,NA,75.43726,9.48686,0.00144,1.99540,355.40491,NA,0.00000,0.01823,0.00748,NA,NA,2819.49051,51.61671,20.76868
12,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.60461,NA,NA,NA,NA,0.06516,NA,0.00000,6.37680,NA,NA,NA,NA,14121.34301,NA,NA,NA,NA,NA,50.29490,NA,NA,0.00000,0.00000,2020.58848,NA,NA,NA
12,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.63084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5444.45765,NA,NA
12,1,MS,roots,0.68366,18.84597,1.45395,0.02789,1.30524,249.87839,0.51809,0.00997,NA,8.34557,10.10658,NA,NA,NA,4.10506,23.60918,2.11401,NA,1.19684,NA,NA,790.54644,0.96283,94.22983,25.45739,NA,78.47272,10.54587,0.00191,1.99381,376.29484,NA,0.00000,0.02059,0.01098,NA,NA,2854.50920,68.55776,22.55721
13,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.66810,NA,NA,NA,NA,0.06775,NA,0.00000,6.53226,NA,NA,NA,NA,16677.02624,NA,NA,NA,NA,NA,50.36196,NA,NA,0.00000,0.00000,2024.43991,NA,NA,NA
13,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.12601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5604.65650,NA,NA
13,1,MS,roots,0.68366,17.99339,1.52206,0.02950,1.44269,251.09040,0.49880,0.00997,NA,8.52993,10.47510,NA,NA,NA,4.25905,23.60918,2.16071,NA,1.27778,NA,NA,794.22258,0.93305,89.96694,26.38564,NA,82.14886,11.65639,0.00191,1.99381,398.08053,NA,0.00000,0.02059,0.01098,NA,NA,2963.37917,68.55776,23.26407
14,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.61556,NA,NA,NA,NA,0.06743,NA,0.00000,6.40362,NA,NA,NA,NA,19169.40001,NA,NA,NA,NA,NA,50.42872,NA,NA,0.00000,0.00000,2028.21802,NA,NA,NA
14,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.24712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5721.48072,NA,NA
14,1,MS,roots,0.71708,19.99709,1.30173,0.02556,1.31085,243.83393,0.56791,0.00996,NA,8.38940,10.30641,NA,NA,NA,4.23409,24.76304,2.12668,NA,1.28666,NA,NA,796.99312,1.05285,99.98543,25.96072,NA,85.44362,12.88055,0.00201,1.99234,419.43412,NA,0.00000,0.01693,0.01446,NA,NA,3008.63334,71.90843,22.92990
15,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.51288,NA,NA,NA,NA,0.06561,NA,0.00000,6.15223,NA,NA,NA,NA,21550.67718,NA,NA,NA,NA,NA,50.49375,NA,NA,0.00000,0.00000,2031.84724,NA,NA,NA
15,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.52365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5863.19878,NA,NA
15,1,MS,roots,0.71708,17.59280,1.35778,0.02685,1.42910,233.26555,0.50251,0.00996,NA,8.15740,10.15836,NA,NA,NA,4.20373,24.76304,2.06787,NA,1.29827,NA,NA,800.67245,0.93803,87.96399,25.58781,NA,89.12296,14.04258,0.00201,1.99234,440.63712,NA,0.00000,0.01693,0.01446,NA,NA,3120.15661,71.90843,22.51949
16,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.32089,NA,NA,NA,NA,0.06166,NA,0.00000,5.68218,NA,NA,NA,NA,23741.74919,NA,NA,NA,NA,NA,50.55474,NA,NA,0.00000,0.00000,2035.20224,NA,NA,NA
16,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.49307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5942.81119,NA,NA
16,1,MS,roots,0.66509,17.71890,0.76663,0.01525,0.86417,216.81916,0.51880,0.00996,NA,7.67075,9.55015,NA,NA,NA,4.01627,22.96764,1.94567,NA,1.24346,NA,NA,803.70658,0.96145,88.59450,24.05578,NA,92.58245,15.62306,0.00186,1.99115,460.53717,NA,0.00000,0.00920,0.01751,NA,NA,3162.05052,66.69483,21.23716
17,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.13430,NA,NA,NA,NA,0.05783,NA,0.00000,5.22535,NA,NA,NA,NA,25749.36841,NA,NA,NA,NA,NA,50.61190,NA,NA,0.00000,0.00000,2038.28770,NA,NA,NA
17,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.70675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6027.48668,NA,NA
17,1,MS,roots,0.66509,13.96422,0.79673,0.01588,0.94448,201.24884,0.41302,0.00996,NA,7.21783,9.07128,NA,NA,NA,3.86587,22.96764,1.83079,NA,1.20137,NA,NA,807.34163,0.77272,69.82112,22.84958,NA,96.21749,17.07490,0.00186,1.99115,479.57976,NA,0.00000,0.00920,0.01751,NA,NA,3253.10647,66.69483,20.15499
18,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.00272,NA,NA,NA,NA,0.05569,NA,0.00000,4.90322,NA,NA,NA,NA,27629.40848,NA,NA,NA,NA,NA,50.66679,NA,NA,0.00000,0.00000,2041.18531,NA,NA,NA
18,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.70844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6049.67914,NA,NA
18,1,MS,roots,0.59442,13.20226,0.31802,0.00635,0.40386,189.95707,0.40185,0.00995,NA,6.87732,8.60730,NA,NA,NA,3.72870,20.52729,1.74525,NA,1.15700,NA,NA,810.39716,0.74971,66.01129,21.68086,NA,99.61370,18.93711,0.00166,1.99019,497.63044,NA,0.00000,0.00355,0.02013,NA,NA,3272.64866,59.60839,19.21333
19,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.01563,NA,NA,NA,NA,0.05774,NA,0.00000,4.93482,NA,NA,NA,NA,29517.85238,NA,NA,NA,NA,NA,50.72361,NA,NA,0.00000,0.00000,2044.10166,NA,NA,NA
19,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.04393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6071.79373,NA,NA
19,1,MS,roots,0.59442,9.46658,0.33005,0.00659,0.44462,189.09058,0.29383,0.00995,NA,6.92447,8.69069,NA,NA,NA,3.79129,20.52729,1.75722,NA,1.18483,NA,NA,814.16241,0.55383,47.33292,21.89090,NA,103.37895,20.84844,0.00166,1.99019,515.96658,NA,0.00000,0.00355,0.02013,NA,NA,3330.69579,59.60839,19.40644
20,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.86929,NA,NA,NA,NA,0.05533,NA,0.00000,4.57653,NA,NA,NA,NA,31267.62942,NA,NA,NA,NA,NA,50.77803,NA,NA,0.00000,0.00000,2046.80760,NA,NA,NA
20,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.16808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6051.81249,NA,NA
20,1,MS,roots,0.56555,9.19319,0.26466,0.00530,0.37637,177.18643,0.29490,0.00995,NA,6.53695,8.12538,NA,NA,NA,3.61752,19.53033,1.65959,NA,1.12251,NA,NA,816.98202,0.55574,45.96596,20.46696,NA,106.50289,22.67317,0.00158,1.98934,533.06346,NA,0.00000,0.00276,0.02257,NA,NA,3320.06335,56.71337,18.27986
21,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.43886,NA,NA,NA,NA,0.04391,NA,0.00000,3.52273,NA,NA,NA,NA,32613.10971,NA,NA,NA,NA,NA,50.82125,NA,NA,0.00000,0.00000,2048.89036,NA,NA,NA
21,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.43436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6052.48922,NA,NA
21,1,MS,roots,0.56555,6.10501,0.27179,0.00544,0.40064,145.00712,0.19912,0.00995,NA,5.39391,6.70354,NA,NA,NA,3.09597,19.53033,1.36940,NA,0.93563,NA,NA,819.85275,0.38044,30.52504,16.88550,NA,109.37362,24.13542,0.00158,1.98934,547.21228,NA,0.00000,0.00276,0.02257,NA,NA,3353.41294,56.71337,15.19343
22,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.19822,NA,NA,NA,NA,0.03765,NA,0.00000,2.93357,NA,NA,NA,NA,33733.06021,NA,NA,NA,NA,NA,50.85835,NA,NA,0.00000,0.00000,2050.62526,NA,NA,NA
22,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.45232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6035.01486,NA,NA
22,1,MS,roots,0.36424,5.92129,0.07641,0.00153,0.11702,126.04640,0.19799,0.00994,NA,4.71296,5.81256,NA,NA,NA,2.76976,12.57855,1.19684,NA,0.81875,NA,NA,822.04166,0.37996,29.60646,14.64122,NA,111.75482,25.62204,0.00102,1.98880,559.45485,NA,0.00000,0.00076,0.02413,NA,NA,3342.19993,36.52635,13.29529
23,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.07602,NA,NA,NA,NA,0.03474,NA,0.00000,2.63438,NA,NA,NA,NA,34738.11645,NA,NA,NA,NA,NA,50.89261,NA,NA,0.00000,0.00000,2052.18309,NA,NA,NA
23,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.54233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6031.44772,NA,NA
23,1,MS,roots,0.36424,4.23945,0.07807,0.00156,0.12340,116.41615,0.14401,0.00994,NA,4.38022,5.39368,NA,NA,NA,2.62005,12.57855,1.11234,NA,0.76586,NA,NA,824.48247,0.27955,21.19724,13.58610,NA,114.19564,27.01950,0.00102,1.98880,570.83376,NA,0.00000,0.00076,0.02413,NA,NA,3361.68685,36.52635,12.39396
24,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.16605,NA,NA,NA,NA,0.03869,NA,0.00000,2.85480,NA,NA,NA,NA,35826.92738,NA,NA,NA,NA,NA,50.93078,NA,NA,0.00000,0.00000,2053.87153,NA,NA,NA
24,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.44906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6009.31523,NA,NA
24,1,MS,roots,0.35490,4.84131,0.05835,0.00117,0.09537,122.22335,0.16880,0.00994,NA,4.61986,5.63654,NA,NA,NA,2.73928,12.25599,1.17351,NA,0.80737,NA,NA,826.60541,0.32809,24.20657,14.19785,NA,116.50458,28.50437,0.00099,1.98828,582.69573,NA,0.00000,0.00056,0.02564,NA,NA,3341.53002,35.58970,12.99569
25,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.13911,NA,NA,NA,NA,0.03879,NA,0.00000,2.78885,NA,NA,NA,NA,36889.96763,NA,NA,NA,NA,NA,50.96906,NA,NA,0.00000,0.00000,2055.52078,NA,NA,NA
25,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.45883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000.46765,NA,NA
25,1,MS,roots,0.35490,3.55801,0.05961,0.00119,0.10034,119.57411,0.12626,0.00994,NA,4.54722,5.53074,NA,NA,NA,2.71527,12.25599,1.15505,NA,0.79863,NA,NA,829.11581,0.24744,17.79006,13.93133,NA,119.01498,29.99010,0.00099,1.98828,594.34838,NA,0.00000,0.00056,0.02564,NA,NA,3353.83802,35.58970,12.79322
26,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.21529,NA,NA,NA,NA,0.04247,NA,0.00000,2.97535,NA,NA,NA,NA,38023.87724,NA,NA,NA,NA,NA,51.01099,NA,NA,0.00000,0.00000,2057.28062,NA,NA,NA
26,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.25622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5972.53486,NA,NA
26,1,MS,roots,0.36881,4.37184,0.05907,0.00118,0.10247,124.45918,0.15947,0.00994,NA,4.75372,5.72104,NA,NA,NA,2.81659,12.73619,1.20784,NA,0.83332,NA,NA,831.27304,0.31203,21.85922,14.41068,NA,121.36657,31.51658,0.00103,1.98774,606.36391,NA,0.00000,0.00054,0.02722,NA,NA,3327.18980,36.98411,13.29135
27,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,1.29643,NA,NA,NA,NA,0.04646,NA,0.00000,3.17402,NA,NA,NA,NA,39232.82530,NA,NA,NA,NA,NA,51.05686,NA,NA,0.00000,0.00000,2059.15766,NA,NA,NA
27,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.21979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5958.51758,NA,NA
