N_exudation,organ,Conc_Nitrates,S_Amino_Acids,RGR_Structure,Conc_Amino_Acids,sum_respi,synthetized_mstruct,Unloading_Amino_Acids,Nstruct,HATS_LATS,amino_acids,plant,WSC_g,Conc_Sucrose,nitrates,structure,Export_Nitrates,AA_consumption_mstruct,proteins,Conc_cytokinins,sucrose,S_grain_starch,S_grain_structure,Uptake_Nitrates,age_from_flowering,S_cytokinins,mstruct,S_Proteins,cytokinins,R_residual,R_grain_growth_starch,axis,R_Nnit_upt,N_tot,R_Nnit_red,sucrose_consumption_mstruct,t,starch,Export_Amino_Acids,Dry_Mass,Proteins_N_Mass,Export_cytokinins,Unloading_Sucrose,Total_Organic_Nitrogen,senesced_mstruct,C_exudation,regul_transpiration,R_grain_growth_struct,Respi_growth
NA,phloem,NA,NA,NA,47.38787868,NA,NA,NA,NA,NA,134.36833,1,0.169671773,218.16082,NA,NA,NA,NA,NA,NA,5938.51205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001881157,NA,NA,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.82924,roots,1186.350362,4.26348,NA,70.87441571,11.42887,NA,2.59194,0.00649,18.55325,45.4872,1,0.035906713,203.9730332,609.11973,NA,1.86515,0.50976,NA,25.22107744,1256.73497,NA,NA,2.88405,NA,3.77433,0.51344,NA,12.94951,5.93730587,NA,MS,1.14497,0.015654497,4.33427,51.11902,613,NA,4.17851,NA,NA,2.64875,114.55284,509.30622,0.32585,22.91057,0.03402,NA,17.60381
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1154.02575,NA,NA,1462.95669,0,NA,1852473.494,NA,NA,6.40439,NA,NA,117.73349,MS,NA,0.016156361,NA,NA,614,21944.14678,NA,0.952183133,0.016156361,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,46.80721822,NA,NA,NA,NA,NA,132.70724,1,0.170651195,219.4443276,NA,NA,NA,NA,NA,NA,5972.79182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001857901,NA,NA,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05979,roots,1184.873884,4.19472,NA,69.67619938,11.19318,NA,3.26467,0.00648,18.41193,44.69554,1,0.035410147,201.2541344,608.05358,NA,1.69529,0.52049,NA,24.23325149,1239.35516,NA,NA,2.8337,NA,3.70352,0.51318,NA,12.43602,5.80286297,NA,MS,1.12498,0.015618488,4.26224,52.19456,614,NA,3.73841,NA,NA,2.31611,146.93393,507.48772,0.32757,29.38679,0.03098,NA,17.97419
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1160.47935,NA,NA,1485.72725,0,NA,1857296.733,NA,NA,6.4121,NA,NA,119.56599,MS,NA,0.016246711,NA,NA,615,22117.23406,NA,0.957792825,0.016246711,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,46.45471596,NA,NA,NA,NA,NA,131.70783,1,0.171795162,220.9153811,NA,NA,NA,NA,NA,NA,6012.83066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00184391,NA,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.79556,roots,1182.999883,4.27095,NA,68.84944854,11.46562,NA,2.51339,0.00648,18.85665,44.1652,1,0.036399806,206.8788745,607.09188,NA,1.69261,0.52049,NA,23.56009587,1273.99321,NA,NA,2.96202,NA,3.79049,0.51318,NA,12.09057,5.943783644,NA,MS,1.17592,0.015597599,4.3397,52.19456,615,NA,3.69406,NA,NA,2.25178,114.74341,506.95738,0.32757,22.94868,0.03098,NA,17.97419
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1166.63234,NA,NA,1432.28841,0,NA,1861984.051,NA,NA,6.13119,NA,NA,115.26542,MS,NA,0.016332853,NA,NA,616,22284.18818,NA,0.963196338,0.016332853,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,46.02536079,NA,NA,NA,NA,NA,130.47672,1,0.171585244,220.6687931,NA,NA,NA,NA,NA,NA,6005.48355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001826674,NA,NA,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.9535,roots,1182.437498,4.11049,NA,69.05532811,10.98946,NA,2.936,0.00647,18.22052,44.27655,1,0.035858063,203.8952233,606.51949,NA,1.25406,0.51502,NA,23.84124849,1255.03219,NA,NA,2.83151,NA,3.63817,0.51294,NA,12.22913,5.697696844,NA,MS,1.12411,0.015581145,4.17471,51.6461,616,NA,2.74643,NA,NA,1.68906,135.13601,506.06652,0.32925,27.0272,0.02297,NA,17.78532
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1172.44571,NA,NA,1360.24047,0,NA,1866470.712,NA,NA,5.80607,NA,NA,109.46726,MS,NA,0.01641424,NA,NA,617,22442.74097,NA,0.968324853,0.01641424,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.83750854,NA,NA,NA,NA,NA,129.94418,1,0.171376407,220.4002154,NA,NA,NA,NA,NA,NA,5998.17423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001819219,NA,NA,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.64759,roots,1181.38872,3.91526,NA,69.20578625,10.54499,NA,2.02923,0.00647,17.39473,44.37302,1,0.036675607,208.5439233,605.98153,NA,1.25295,0.51502,NA,24.00588763,1283.64624,NA,NA,2.74858,NA,3.4796,0.51294,NA,12.31358,5.478416729,NA,MS,1.09119,0.015574964,3.97643,51.6461,617,NA,2.75242,NA,NA,1.70073,93.66843,506.16299,0.32925,18.73369,0.02297,NA,17.78532
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1177.56463,NA,NA,1197.13586,0,NA,1870440.913,NA,NA,5.12923,NA,NA,96.34119,MS,NA,0.016485905,NA,NA,618,22582.35632,NA,0.972840811,0.016485905,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.63573649,NA,NA,NA,NA,NA,129.36077,1,0.16996304,218.6018204,NA,NA,NA,NA,NA,NA,5948.70641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001811051,NA,NA,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.72188,roots,1181.90543,3.44264,NA,70.82689862,9.26776,NA,2.18308,0.00645,15.27781,45.39473,1,0.036073965,205.202892,606.01019,NA,0.5715,0.43792,NA,25.43047158,1262.58877,NA,NA,2.38546,NA,3.05069,0.51274,NA,13.03922,4.839618827,NA,MS,0.94703,0.015569669,3.49507,43.91421,618,NA,1.2843,NA,NA,0.82142,100.38983,506.34028,0.33067,20.07797,0.01048,NA,15.1227
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1181.85461,NA,NA,996.35442,0,NA,1873679.909,NA,NA,4.30827,NA,NA,80.18302,MS,NA,0.016545965,NA,NA,619,22698.54901,NA,0.976602218,0.016545965,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.68580639,NA,NA,NA,NA,NA,129.5027,1,0.168597431,216.8454116,NA,NA,NA,NA,NA,NA,5900.9101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001813038,NA,NA,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.43337,roots,1181.819928,2.87351,NA,71.99622421,7.8372,NA,1.32033,0.00645,12.73275,46.14418,1,0.036605213,208.2248427,605.96635,NA,0.57146,0.43792,NA,26.34738854,1281.18247,NA,NA,2.00966,NA,2.55311,0.51274,NA,13.50936,4.128201773,NA,MS,0.79783,0.015579547,2.91727,43.91421,619,NA,1.3055,NA,NA,0.85104,60.16199,507.08973,0.33067,12.0324,0.01048,NA,15.1227
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1185.53372,NA,NA,845.27435,0,NA,1876332.65,NA,NA,3.69949,NA,NA,68.02464,MS,NA,0.016597472,NA,NA,620,22797.14507,NA,0.97979798,0.016597472,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.72795315,NA,NA,NA,NA,NA,129.61474,1,0.166713476,214.434612,NA,NA,NA,NA,NA,NA,5834.97165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001814606,NA,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44507,roots,1182.586118,2.43722,NA,73.74440608,6.68466,NA,1.3213,0.00645,10.77231,47.25265,1,0.036086281,205.3250067,606.20547,NA,0.18827,0.29239,NA,27.89779755,1263.01982,NA,NA,1.68273,NA,2.16002,0.51261,NA,14.30069,3.552723766,NA,MS,0.66804,0.015598414,2.47369,29.32097,620,NA,0.44027,NA,NA,0.29669,59.48211,507.63536,0.33163,11.89642,0.00345,NA,10.09724
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1188.76341,NA,NA,732.3619,0,NA,1878542.772,NA,NA,3.24999,NA,NA,58.93785,MS,NA,0.016642688,NA,NA,621,22882.5674,NA,0.982571086,0.016642688,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.86764039,NA,NA,NA,NA,NA,130.01068,1,0.164924026,212.1329387,NA,NA,NA,NA,NA,NA,5772.34091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00182015,NA,NA,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.25175,roots,1182.956946,2.11654,NA,75.26924563,5.87442,NA,0.74757,0.00645,9.32857,48.22971,1,0.036336045,206.7461228,606.39556,NA,0.18833,0.29239,NA,29.1822048,1271.76156,NA,NA,1.46465,NA,1.87823,0.51261,NA,14.95909,3.150785043,NA,MS,0.58146,0.015614754,2.14822,29.32097,621,NA,0.44937,NA,NA,0.31035,33.19131,508.61242,0.33163,6.63826,0.00345,NA,10.09724
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1191.95684,NA,NA,713.74465,0,NA,1880684.915,NA,NA,3.21361,NA,NA,57.4396,MS,NA,0.016687396,NA,NA,622,22965.83508,NA,0.985278898,0.016687396,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.89522243,NA,NA,NA,NA,NA,130.08255,1,0.162641009,209.2065654,NA,NA,NA,NA,NA,NA,5692.43533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001821156,NA,NA,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27593,roots,1183.69202,2.06245,NA,76.76436293,5.71294,NA,0.8019,0.00644,9.07217,49.17717,1,0.035737729,203.3854472,606.64216,NA,0.10211,0.23523,NA,30.63118049,1250.8205,NA,NA,1.40722,NA,1.82466,0.5125,NA,15.69848,3.068534613,NA,MS,0.55867,0.015621471,2.09287,23.58912,622,NA,0.24832,NA,NA,0.17651,35.0913,509.10533,0.33239,7.01826,0.00187,NA,8.12336
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1194.96627,NA,NA,663.08288,0,NA,1882633.061,NA,NA,3.02818,NA,NA,53.36253,MS,NA,0.016729528,NA,NA,623,23043.18618,NA,0.987798724,0.016729528,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.96984657,NA,NA,NA,NA,NA,130.29406,1,0.160609841,206.593855,NA,NA,NA,NA,NA,NA,5621.34442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001824117,NA,NA,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1364,roots,1184.127532,1.91971,NA,78.21212098,5.35182,NA,0.39515,0.00644,8.42349,50.10464,1,0.035786281,203.6617626,606.86536,NA,0.10215,0.23523,NA,31.97787317,1252.51984,NA,NA,1.30792,NA,1.69885,0.5125,NA,16.38866,2.889802987,NA,MS,0.51924,0.01563758,1.94803,23.58912,623,NA,0.25301,NA,NA,0.18427,17.04812,510.0328,0.33239,3.40962,0.00187,NA,8.12336
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1199.27534,NA,NA,934.66098,0,NA,1885669.192,NA,NA,4.33529,NA,NA,75.21815,MS,NA,0.016789855,NA,NA,624,23152.30294,NA,0.991359926,0.016789855,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.59249507,NA,NA,NA,NA,NA,129.2154,1,0.156823371,201.7375212,NA,NA,NA,NA,NA,NA,5488.81799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001809016,NA,NA,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.22715,roots,1185.178261,2.70449,NA,80.16902838,7.32121,NA,0.63239,0.00643,11.84408,51.34225,1,0.034696299,197.5202746,607.21423,NA,0.06445,0.33063,NA,34.06312215,1214.37045,NA,NA,1.79761,NA,2.37852,0.51234,NA,17.4519,3.875944917,NA,MS,0.71365,0.015649791,2.74351,33.15582,624,NA,0.1635,NA,NA,0.12375,26.86277,510.62436,0.33348,5.37255,0.00118,NA,11.41784
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1203.406,NA,NA,882.6441,0,NA,1888509.63,NA,NA,4.15515,NA,NA,71.03202,MS,NA,0.016847684,NA,NA,625,23255.32788,NA,0.994728711,0.016847684,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.33056706,NA,NA,NA,NA,NA,128.47306,1,0.153628502,197.6276432,NA,NA,NA,NA,NA,NA,5376.99758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001798623,NA,NA,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04979,roots,1185.805168,2.56013,NA,82.1433267,6.95461,NA,0.13675,0.00643,11.18069,52.60664,1,0.03455099,196.6930586,607.53542,NA,0.06449,0.33063,NA,36.06603037,1209.28466,NA,NA,1.69161,NA,2.24954,0.51234,NA,18.47807,3.695092013,NA,MS,0.67157,0.015671989,2.59707,33.15582,625,NA,0.16752,NA,NA,0.13102,5.72322,511.88876,0.33348,1.14464,0.00118,NA,11.41784
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1207.39331,NA,NA,839.6574,0,NA,1891188.671,NA,NA,4.00942,NA,NA,67.57261,MS,NA,0.016903506,NA,NA,626,23353.34323,NA,0.997939608,0.016903506,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,45.0069841,NA,NA,NA,NA,NA,127.54698,1,0.150366517,193.4450775,NA,NA,NA,NA,NA,NA,5262.82809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001785658,NA,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15119,roots,1186.737534,2.43309,NA,83.86134562,6.58294,NA,0.39986,0.00642,10.61415,53.69013,1,0.033478981,190.6498253,607.82323,NA,0.03731,0.28624,NA,37.98069038,1171.76433,NA,NA,1.56871,NA,2.12254,0.51218,NA,19.45295,3.502096643,NA,MS,0.62278,0.015681187,2.46743,28.7039,626,NA,0.09888,NA,NA,0.07977,16.49878,512.39788,0.33444,3.29976,0.00068,NA,9.88474
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1211.52041,NA,NA,856.91795,0,NA,1893947.65,NA,NA,4.14968,NA,NA,68.96167,MS,NA,0.016961286,NA,NA,627,23453.37252,NA,1.001222436,0.016961286,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,44.70284189,NA,NA,NA,NA,NA,126.68506,1,0.147268712,189.4597814,NA,NA,NA,NA,NA,NA,5154.40492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001773591,NA,NA,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00384,roots,1187.298762,2.48859,NA,85.79190128,6.72185,NA,0.01,0.00642,10.83323,54.92612,1,0.03325773,189.3898857,608.11068,NA,0.03733,0.28624,NA,39.99131165,1164.02054,NA,NA,1.5931,NA,2.16742,0.51218,NA,20.48275,3.57427499,NA,MS,0.63246,0.015702515,2.52371,28.7039,627,NA,0.10116,NA,NA,0.084,0.4068,513.63387,0.33444,0.08136,0.00068,NA,9.88474
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1215.69219,NA,NA,853.968,0,NA,1896706.629,NA,NA,4.19396,NA,NA,68.72427,MS,NA,0.017019691,NA,NA,628,23553.07445,NA,1.004500511,0.017019691,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,44.3127805,NA,NA,NA,NA,NA,125.56968,1,0.143933731,185.1840629,NA,NA,NA,NA,NA,NA,5037.68058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001757976,NA,NA,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1269,roots,1188.173867,2.47695,NA,87.44607813,6.63969,NA,0.31765,0.00641,10.77919,55.96549,1,0.032114792,182.9455924,608.34502,NA,0.04471,0.28836,NA,41.86591797,1124.01772,NA,NA,1.54409,NA,2.13746,0.512,NA,21.43535,3.524764032,NA,MS,0.61301,0.015710347,2.51102,28.91629,628,NA,0.1234,NA,NA,0.10524,12.74355,514.07643,0.33543,2.54871,0.00082,NA,9.95788
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1220.3558,NA,NA,941.07945,0,NA,1899828.883,NA,NA,4.68799,NA,NA,75.73469,MS,NA,0.017084981,NA,NA,629,23662.96321,NA,1.008120267,0.017084981,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,43.87000798,NA,NA,NA,NA,NA,124.31499,1,0.140483161,180.744586,NA,NA,NA,NA,NA,NA,4916.91065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00174041,NA,NA,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,roots,1188.669297,2.73638,NA,89.49814063,7.28743,NA,0,0.00641,11.89121,57.27881,1,0.031821944,181.2773486,608.59868,NA,0.04473,0.28836,NA,44.01535156,1113.76803,NA,NA,1.69154,NA,2.35516,0.512,NA,22.53586,3.851666807,NA,MS,0.67154,0.015732285,2.77403,28.91629,629,NA,0.1263,NA,NA,0.11065,-3.07445,515.38975,0.33543,0,0.00082,NA,9.95788
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1225.71815,NA,NA,1067.18085,0,NA,1903459.492,NA,NA,5.38135,NA,NA,85.88288,MS,NA,0.017160054,NA,NA,630,23787.6085,NA,1.012233568,0.017160054,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,43.17467684,NA,NA,NA,NA,NA,122.33005,1,0.136565353,175.7248919,NA,NA,NA,NA,NA,NA,4779.78735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001712621,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.17307,roots,1189.003068,3.0963,NA,89.92423348,8.10892,NA,0.409,0.0064,13.51287,57.52116,1,0.030351263,172.9906722,608.44854,NA,0.42082,0.36923,NA,44.511637,1062.2942,NA,NA,1.85444,NA,2.62576,0.51173,NA,22.77794,4.240493616,NA,MS,0.73621,0.015723576,3.13726,37.02669,630,NA,1.1935,NA,NA,1.05236,15.98094,514.83803,0.33673,3.19619,0.00768,NA,12.75085
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1231.36227,NA,NA,1112.90382,0,NA,1907274.982,NA,NA,5.65351,NA,NA,89.5625,MS,NA,0.017239072,NA,NA,631,23917.53624,NA,1.016526801,0.017239072,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,42.55701063,NA,NA,NA,NA,NA,120.57997,1,0.133621255,171.9365862,NA,NA,NA,NA,NA,NA,4676.74392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00168812,NA,NA,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04026,roots,1188.724347,3.23572,NA,90.7451195,8.44549,NA,0.09406,0.0064,14.15994,58.04625,1,0.030056234,171.3091213,608.30591,NA,0.42072,0.36923,NA,45.18136517,1051.9682,NA,NA,1.92864,NA,2.73469,0.51173,NA,23.12066,4.405797614,NA,MS,0.76567,0.01572893,3.27852,37.02669,631,NA,1.2044,NA,NA,1.06819,3.64814,515.36312,0.33673,0.72963,0.00768,NA,12.75085
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1237.96951,NA,NA,1297.34649,0,NA,1911732.186,NA,NA,6.59188,NA,NA,104.40578,MS,NA,0.017331573,NA,NA,632,24068.98382,NA,1.021534032,0.017331573,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,41.6424616,NA,NA,NA,NA,NA,117.96945,1,0.13070037,168.2056063,NA,NA,NA,NA,NA,NA,4574.51294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001651572,NA,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.40467,roots,1188.0757,3.75528,NA,89.18423029,9.62215,NA,0.91167,0.00639,16.6067,57.00656,1,0.028457525,162.3144458,607.53439,NA,1.01055,0.43643,NA,43.27464018,996.01338,NA,NA,2.169,NA,3.10875,0.51136,NA,22.12892,4.95304191,NA,MS,0.86109,0.015693573,3.80219,43.7648,632,NA,2.84468,NA,NA,2.45881,35.35195,513.33418,0.33833,7.07039,0.01848,NA,15.07125
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1244.6786,NA,NA,1324.37662,0,NA,1916277.223,NA,NA,6.67431,NA,NA,106.58107,MS,NA,0.0174255,NA,NA,633,24223.43851,NA,1.026637665,0.0174255,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,40.92920272,NA,NA,NA,NA,NA,115.94885,1,0.129518696,166.684844,NA,NA,NA,NA,NA,NA,4533.15435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001623284,NA,NA,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.33555,roots,1186.609786,3.83728,NA,88.19025344,9.8188,NA,0.75563,0.00639,17.10457,56.37121,1,0.028359589,161.7558423,606.78478,NA,1.0093,0.43643,NA,41.72897763,992.58561,NA,NA,2.228,NA,3.1719,0.51136,NA,21.33853,5.042817878,NA,MS,0.88452,0.015674184,3.88521,43.7648,633,NA,2.81298,NA,NA,2.37098,29.54218,512.69883,0.33833,5.90844,0.01848,NA,15.07125
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1251.56273,NA,NA,1371.32651,0,NA,1920964.54,NA,NA,6.84969,NA,NA,110.35942,MS,NA,0.017521878,NA,NA,634,24383.41904,NA,1.031917197,0.017521878,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,40.11579431,NA,NA,NA,NA,NA,113.62197,1,0.128053973,164.83254,NA,NA,NA,NA,NA,NA,4481.88907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001590708,NA,NA,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.73596,roots,1186.220156,3.95217,NA,87.52229551,9.97771,NA,1.58038,0.00637,17.7627,55.89502,1,0.027054398,154.4472836,606.05174,NA,0.92732,0.44016,NA,40.61343485,946.90394,NA,NA,2.23105,NA,3.19945,0.51091,NA,20.74981,5.093582552,NA,MS,0.88573,0.015637255,3.99806,44.13905,634,NA,2.56575,NA,NA,2.12085,62.33896,511.16676,0.34,12.46779,0.017,NA,15.20012
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1258.64013,NA,NA,1419.37164,0,NA,1925787.78,NA,NA,7.05491,NA,NA,114.22592,MS,NA,0.017620962,NA,NA,635,24549.01805,NA,1.037377153,0.017620962,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,39.43825445,NA,NA,NA,NA,NA,111.70294,1,0.126511538,162.8470995,NA,NA,NA,NA,NA,NA,4427.90383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001563841,NA,NA,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.53793,roots,1184.860817,4.10223,NA,87.37086375,10.36393,NA,1.15716,0.00637,18.54809,55.79831,1,0.027188611,155.2134704,605.35724,NA,0.92626,0.44016,NA,39.82807148,951.60137,NA,NA,2.33883,NA,3.32865,0.51091,NA,20.34856,5.284574111,NA,MS,0.92852,0.015626178,4.14986,44.13905,635,NA,2.56131,NA,NA,2.07984,45.86972,511.07005,0.34,9.17394,0.017,NA,15.20012
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1265.98799,NA,NA,1477.78247,0,NA,1930763.675,NA,NA,7.33121,NA,NA,118.92662,MS,NA,0.017723832,NA,NA,636,24721.52031,NA,1.043062187,0.017723832,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,38.64649042,NA,NA,NA,NA,NA,109.43575,1,0.124180919,159.8830868,NA,NA,NA,NA,NA,NA,4346.33218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001532101,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.84605,roots,1184.313323,4.25296,NA,86.5254232,10.6075,NA,1.75211,0.00636,19.40311,55.20322,1,0.025945211,148.2631923,604.47352,NA,1.04914,0.45225,NA,38.54580721,908.0824,NA,NA,2.3593,NA,3.37168,0.5104,NA,19.67378,5.371332543,NA,MS,0.93664,0.015595474,4.29803,45.35172,636,NA,2.87436,NA,NA,2.28097,69.58665,509.34274,0.34178,13.91733,0.01928,NA,15.61773
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1272.60178,NA,NA,1331.95078,0,NA,1935366.295,NA,NA,6.60902,NA,NA,107.19061,MS,NA,0.017816425,NA,NA,637,24876.90889,NA,1.048182692,0.017816425,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,38.22332599,NA,NA,NA,NA,NA,108.23747,1,0.12279743,158.1018421,NA,NA,NA,NA,NA,NA,4297.91004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001515325,NA,NA,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
