N_exudation,organ,Conc_Nitrates,S_Amino_Acids,RGR_Structure,Conc_Amino_Acids,sum_respi,synthetized_mstruct,Unloading_Amino_Acids,Nstruct,HATS_LATS,amino_acids,plant,WSC_g,Conc_Sucrose,nitrates,structure,Export_Nitrates,AA_consumption_mstruct,proteins,Conc_cytokinins,sucrose,S_grain_starch,S_grain_structure,Uptake_Nitrates,age_from_flowering,S_cytokinins,mstruct,S_Proteins,cytokinins,R_residual,R_grain_growth_starch,axis,R_Nnit_upt,N_tot,R_Nnit_red,sucrose_consumption_mstruct,t,starch,Export_Amino_Acids,Dry_Mass,Proteins_N_Mass,Export_cytokinins,Unloading_Sucrose,Total_Organic_Nitrogen,senesced_mstruct,C_exudation,regul_transpiration,R_grain_growth_struct,Respi_growth
0.03816,roots,1061.284506,0.44066,NA,30.95112587,0.52692,NA,0.06189,0.00457,8.42837,14.44992,1,0.001129839,8.823167956,396.37915,NA,0.02727,0,NA,0.045355967,39.54438,NA,NA,0.07535,NA,0.00112,0.37349,NA,0.01694,0.171209207,NA,MS,0.02991,0.010321607,0.32587,0,916,NA,0.02982,NA,NA,0.00008,0.95412,341.10053,0.49315,0.19082,0.00076,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2689.93097,NA,NA,206.20868,0,NA,2912394.739,NA,NA,2.80727,NA,NA,16.59493,MS,NA,0.037659034,NA,NA,917,46050.01677,NA,1.799030166,0.037659034,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.261644166,NA,NA,NA,NA,NA,13.15819,1,0.005441014,10.94751232,NA,NA,NA,NA,NA,NA,190.43548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000184215,NA,NA,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02424,roots,1060.914777,0.54022,NA,31.34100511,0.63851,NA,0.04187,0.00457,10.56783,14.63194,1,0.001098883,8.581423421,396.24106,NA,0.02726,0,NA,0.046480495,38.46091,NA,NA,0.09192,NA,0.00129,0.37349,NA,0.01736,0.20262452,NA,MS,0.03649,0.010322222,0.3995,0,917,NA,0.0302,NA,NA,0.00008,0.60604,341.28255,0.49315,0.12121,0.00076,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2693.14194,NA,NA,219.01283,0,NA,2914995.406,NA,NA,3.1504,NA,NA,17.62536,MS,NA,0.037703987,NA,NA,918,46076.60754,NA,1.800120443,0.037703987,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.89138679,NA,NA,NA,NA,NA,12.37047,1,0.004841181,9.832603902,NA,NA,NA,NA,NA,NA,169.44133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000173187,NA,NA,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01478,roots,1061.996432,0.60676,NA,31.44456426,0.7104,NA,0.02698,0.00456,12.1204,14.65356,1,0.001060708,8.298416083,395.92289,NA,0.1924,0,NA,0.046404335,37.12479,NA,NA,0.102,NA,0.00135,0.37281,NA,0.0173,0.222032601,NA,MS,0.04049,0.01030807,0.44789,0,918,NA,0.21363,NA,NA,0.00056,0.36955,340.71,0.49383,0.07391,0.0054,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2696.8379,NA,NA,250.45953,0,NA,2918323.267,NA,NA,3.53478,NA,NA,20.15608,MS,NA,0.037755731,NA,NA,919,46106.65208,NA,1.801359325,0.037755731,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.200792452,NA,NA,NA,NA,NA,11.13081,1,0.004439796,9.017378109,NA,NA,NA,NA,NA,NA,155.39287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000155831,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01031,roots,1061.079075,0.71624,NA,31.57659934,0.83084,NA,0.01846,0.00456,14.86914,14.71509,1,0.001013324,7.927708931,395.58089,NA,0.19224,0,NA,0.046431158,35.46635,NA,NA,0.11962,NA,0.00144,0.37281,NA,0.01731,0.254688064,NA,MS,0.04749,0.010304144,0.52871,0,919,NA,0.21453,NA,NA,0.00056,0.25771,340.77153,0.49383,0.05154,0.0054,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2700.37062,NA,NA,256.97735,0,NA,2921740.996,NA,NA,3.41847,NA,NA,20.68061,MS,NA,0.037805189,NA,NA,920,46136.51041,NA,1.802576082,0.037805189,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.864843942,NA,NA,NA,NA,NA,10.43583,1,0.004416219,9.048505689,NA,NA,NA,NA,NA,NA,154.56766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000146102,NA,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01402,roots,1062.404361,0.70744,NA,31.51122822,0.81584,NA,0.02367,0.00455,15.11758,14.64957,1,0.000966668,7.580792464,395.12943,NA,0.30215,0,NA,0.045466767,33.83338,NA,NA,0.11636,NA,0.00129,0.37192,NA,0.01691,0.248630097,NA,MS,0.0462,0.010286906,0.52096,0,920,NA,0.33607,NA,NA,0.00086,0.35051,339.92658,0.49472,0.0701,0.0085,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2704.30116,NA,NA,317.56245,0,NA,2925957.456,NA,NA,3.71218,NA,NA,25.55628,MS,NA,0.037860216,NA,NA,921,46173.10455,NA,1.804026244,0.037860216,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.25513414,NA,NA,NA,NA,NA,9.35092,1,0.004503139,9.226598923,NA,NA,NA,NA,NA,NA,157.60987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000130913,NA,NA,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02154,roots,1061.12172,0.82272,NA,31.4703162,0.94127,NA,0.03194,0.00455,18.46902,14.63055,1,0.000913196,7.161457213,394.65239,NA,0.30179,0,NA,0.044606367,31.96187,NA,NA,0.13439,NA,0.00132,0.37192,NA,0.01659,0.282050446,NA,MS,0.05335,0.010279961,0.60585,0,921,NA,0.33563,NA,NA,0.00085,0.53839,339.90757,0.49472,0.10768,0.0085,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2708.5478,NA,NA,401.50405,0,NA,2930754.089,NA,NA,4.10474,NA,NA,32.3116,MS,NA,0.037919669,NA,NA,922,46217.78887,NA,1.805740092,0.037919669,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.144002913,NA,NA,NA,NA,NA,9.00477,1,0.004958359,10.3267425,NA,NA,NA,NA,NA,NA,173.54256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000126067,NA,NA,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04397,roots,1062.274854,0.90822,NA,30.66594005,1.02942,NA,0.05704,0.00454,21.25702,14.20868,1,0.000857031,6.743666873,393.75342,NA,0.70266,0,NA,0.040925891,29.9961,NA,NA,0.14576,NA,0.00128,0.37067,NA,0.01517,0.304601207,NA,MS,0.05787,0.010251469,0.66657,0,922,NA,0.76067,NA,NA,0.00181,1.09935,338.39443,0.49597,0.21987,0.01983,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2712.71891,NA,NA,486.03246,0,NA,2935777.925,NA,NA,3.96586,NA,NA,39.11414,MS,NA,0.037978065,NA,NA,923,46270.91731,NA,1.807687427,0.037978065,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,4.858347793,NA,NA,NA,NA,NA,8.50472,1,0.005867442,12.22008478,NA,NA,NA,NA,NA,NA,205.36048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000119066,NA,NA,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0873,roots,1059.84466,0.92278,NA,29.81096933,1.04193,NA,0.09039,0.00454,22.85422,13.81254,1,0.000806876,6.349014397,392.85262,NA,0.70105,0,NA,0.037499663,28.24067,NA,NA,0.14764,NA,0.00114,0.37067,NA,0.0139,0.305704662,NA,MS,0.05861,0.010233312,0.67726,0,923,NA,0.73946,NA,NA,0.00166,2.18252,337.99828,0.49597,0.4365,0.01983,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2716.30935,NA,NA,482.18602,0,NA,2940380.545,NA,NA,3.59441,NA,NA,38.8046,MS,NA,0.038028331,NA,NA,924,46324.83129,NA,1.80959743,0.038028331,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.163515419,NA,NA,NA,NA,NA,8.92675,1,0.006741257,14.21640517,NA,NA,NA,NA,NA,NA,235.94399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000124975,NA,NA,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.13389,roots,1061.844349,0.79769,NA,29.75340479,0.89711,NA,0.12664,0.00452,20.15595,13.74161,1,0.000776171,6.127072733,392.33025,NA,0.35065,0,NA,0.036240121,27.16597,NA,NA,0.1257,NA,0.00091,0.36948,NA,0.01339,0.263579992,NA,MS,0.0499,0.010205006,0.58357,0,924,NA,0.36845,NA,NA,0.0008,3.34733,336.88374,0.49716,0.66947,0.00993,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2720.27181,NA,NA,551.90654,0,NA,2945404.381,NA,NA,3.87888,NA,NA,44.41545,MS,NA,0.038083805,NA,NA,925,46388.74952,NA,1.811831566,0.038083805,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.000253064,NA,NA,NA,NA,NA,8.6445,1,0.006924038,14.60186544,NA,NA,NA,NA,NA,NA,242.34132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000121023,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15415,roots,1060.389629,0.8694,NA,29.65289596,0.9747,NA,0.13747,0.00452,22.74227,13.69519,1,0.00074833,5.907299899,391.79276,NA,0.35017,0,NA,0.035103389,26.19155,NA,NA,0.1368,NA,0.00092,0.36948,NA,0.01297,0.284322214,NA,MS,0.05431,0.010196831,0.63603,0,925,NA,0.3672,NA,NA,0.00077,3.85374,336.83732,0.49716,0.77075,0.00993,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2724.29693,NA,NA,579.95588,0,NA,2950497.041,NA,NA,4.00864,NA,NA,46.67276,MS,NA,0.038140157,NA,NA,926,46455.49098,NA,1.814152815,0.038140157,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.121121285,NA,NA,NA,NA,NA,8.75987,1,0.007134386,15.20620346,NA,NA,NA,NA,NA,NA,249.7035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000122638,NA,NA,926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.17574,roots,1061.986637,0.86729,NA,29.06292202,0.96714,NA,0.15413,0.00451,23.04244,13.37512,1,0.000724523,5.739719423,390.99162,NA,0.61337,0,NA,0.032457832,25.35831,NA,NA,0.13471,NA,0.00086,0.36817,NA,0.01195,0.281154109,NA,MS,0.05348,0.010171134,0.63223,0,926,NA,0.62947,NA,NA,0.00125,4.3936,335.36624,0.49848,0.87872,0.01743,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2727.97773,NA,NA,567.0864,0,NA,2955346.574,NA,NA,3.61657,NA,NA,45.63707,MS,NA,0.038191688,NA,NA,927,46519.95985,NA,1.816373689,0.038191688,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.084226449,NA,NA,NA,NA,NA,8.69676,1,0.007676622,16.36192327,NA,NA,NA,NA,NA,NA,268.68176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000121755,NA,NA,927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.20879,roots,1059.860445,0.79424,NA,28.32876117,0.88573,NA,0.16895,0.00451,21.57521,13.03725,1,0.00071095,5.632194367,390.20882,NA,0.61214,0,NA,0.029958986,24.88326,NA,NA,0.12379,NA,0.00076,0.36817,NA,0.01103,0.257343396,NA,MS,0.04915,0.010155445,0.57897,0,927,NA,0.61357,NA,NA,0.00116,5.21964,335.02837,0.49848,1.04393,0.01743,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2731.45762,NA,NA,553.6999,0,NA,2959977.662,NA,NA,3.50649,NA,NA,44.55978,MS,NA,0.038240407,NA,NA,928,46583.86917,NA,1.818557893,0.038240407,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.317679615,NA,NA,NA,NA,NA,9.03168,1,0.008028436,17.23381343,NA,NA,NA,NA,NA,NA,280.99526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000126444,NA,NA,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23244,roots,1062.044118,0.74862,NA,28.30770908,0.83232,NA,0.18677,0.00449,20.15369,12.9851,1,0.000708021,5.627328755,389.73833,NA,0.31072,0,NA,0.029103196,24.78073,NA,NA,0.11554,NA,0.00071,0.36697,NA,0.01068,0.242464393,NA,MS,0.04587,0.010128128,0.54395,0,928,NA,0.31057,NA,NA,0.00057,5.81093,333.93326,0.49967,1.16219,0.00886,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2734.49864,NA,NA,481.70154,0,NA,2964009.69,NA,NA,3.04709,NA,NA,38.76561,MS,NA,0.038282981,NA,NA,929,46639.86402,NA,1.820470792,0.038282981,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.385901644,NA,NA,NA,NA,NA,9.14755,1,0.008140646,17.47468243,NA,NA,NA,NA,NA,NA,284.9226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000128066,NA,NA,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.22764,roots,1060.823664,0.64856,NA,28.11517018,0.72344,NA,0.18271,0.00449,17.43747,12.89678,1,0.00071221,5.660621668,389.29046,NA,0.31036,0,NA,0.02820394,24.92734,NA,NA,0.10055,NA,0.00062,0.36697,NA,0.01035,0.212221356,NA,MS,0.03992,0.010120621,0.47125,0,929,NA,0.30846,NA,NA,0.00055,5.69093,333.84494,0.49967,1.13819,0.00886,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2737.4229,NA,NA,446.54113,0,NA,2967763.395,NA,NA,2.96936,NA,NA,35.93602,MS,NA,0.038323921,NA,NA,930,46692.37848,NA,1.822272232,0.038323921,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.593520829,NA,NA,NA,NA,NA,9.44459,1,0.007995459,17.26403746,NA,NA,NA,NA,NA,NA,279.84107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000132224,NA,NA,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.21421,roots,1062.93716,0.61155,NA,28.39360673,0.68152,NA,0.18074,0.00448,16.14752,12.99043,1,0.000718079,5.722243472,389.04563,NA,0.11534,0,NA,0.028223273,25.13278,NA,NA,0.09412,NA,0.0006,0.36601,NA,0.01033,0.201019602,NA,MS,0.03736,0.010108505,0.44319,0,930,NA,0.11554,NA,NA,0.0002,5.35519,333.09596,0.50064,1.07104,0.00329,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2740.05921,NA,NA,383.27651,0,NA,2971002.39,NA,NA,2.65335,NA,NA,30.84471,MS,NA,0.038360829,NA,NA,931,46737.61759,NA,1.823836163,0.038360829,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.624074801,NA,NA,NA,NA,NA,9.49618,1,0.007721969,16.67350958,NA,NA,NA,NA,NA,NA,270.26892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000132947,NA,NA,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.18703,roots,1062.310101,0.54039,NA,28.54975547,0.60465,NA,0.16428,0.00448,14.20993,13.06187,1,0.000723254,5.763476408,388.81612,NA,0.11528,0,NA,0.028223273,25.31388,NA,NA,0.08341,NA,0.00054,0.36601,NA,0.01033,0.179949671,NA,MS,0.03312,0.010106292,0.39162,0,931,NA,0.11618,NA,NA,0.0002,4.67565,333.1674,0.50064,0.93513,0.00329,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2742.83898,NA,NA,373.78496,0,NA,2974330.251,NA,NA,2.81352,NA,NA,30.08087,MS,NA,0.038399746,NA,NA,932,46782.50405,NA,1.825404786,0.038399746,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.694005269,NA,NA,NA,NA,NA,9.53753,1,0.00713294,15.525562,NA,NA,NA,NA,NA,NA,249.6529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000133525,NA,NA,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15663,roots,1064.356775,0.55391,NA,28.96332567,0.61782,NA,0.14959,0.00447,14.41729,13.22031,1,0.000723019,5.775014149,388.66052,NA,0.038,0,NA,0.028590207,25.30565,NA,NA,0.0848,NA,0.00056,0.36516,NA,0.01044,0.183759818,NA,MS,0.03367,0.010096332,0.40048,0,932,NA,0.03877,NA,NA,0.00007,3.91563,332.58077,0.50149,0.78313,0.00109,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2745.53895,NA,NA,330.68032,0,NA,2977481.493,NA,NA,2.70286,NA,NA,26.61196,MS,NA,0.038437545,NA,NA,933,46822.63435,NA,1.826829304,0.038437545,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.538597473,NA,NA,NA,NA,NA,9.27722,1,0.00638945,13.90728054,NA,NA,NA,NA,NA,NA,223.63074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000129881,NA,NA,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.11597,roots,1063.946571,0.52473,NA,29.29893745,0.58593,NA,0.12027,0.00447,13.78429,13.3735,1,0.000716135,5.720033684,388.51073,NA,0.03798,0,NA,0.02891883,25.06473,NA,NA,0.08031,NA,0.00052,0.36516,NA,0.01056,0.174742699,NA,MS,0.03188,0.010096379,0.37938,0,933,NA,0.03922,NA,NA,0.00007,2.89914,332.73395,0.50149,0.57983,0.00109,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2748.08518,NA,NA,282.11683,0,NA,2980349.413,NA,NA,2.56932,NA,NA,22.70375,MS,NA,0.038473193,NA,NA,934,46856.99354,NA,1.828073107,0.038473193,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.509116527,NA,NA,NA,NA,NA,9.18838,1,0.005679502,12.41509653,NA,NA,NA,NA,NA,NA,198.78258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000128637,NA,NA,934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.08336,roots,1065.748731,0.47983,NA,29.71270203,0.53559,NA,0.09633,0.00446,12.66167,13.53525,1,0.000704503,5.638394205,388.39081,NA,0.01708,0,NA,0.02930604,24.6576,NA,NA,0.07273,NA,0.00046,0.36443,NA,0.01068,0.160572885,NA,MS,0.02887,0.010086965,0.34622,0,934,NA,0.01786,NA,NA,0.00003,2.08393,332.2551,0.50222,0.41679,0.00049,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2750.72592,NA,NA,261.59213,0,NA,2983328.859,NA,NA,2.6216,NA,NA,21.05199,MS,NA,0.038510163,NA,NA,935,46889.20603,NA,1.829265305,0.038510163,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.251593369,NA,NA,NA,NA,NA,8.75887,1,0.004920021,10.75491026,NA,NA,NA,NA,NA,NA,172.20074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000122624,NA,NA,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.05664,roots,1065.415471,0.48434,NA,30.07684329,0.53958,NA,0.07203,0.00446,13.07419,13.70113,1,0.000686533,5.494571431,388.26936,NA,0.01708,0,NA,0.029662761,24.02864,NA,NA,0.0732,NA,0.00044,0.36443,NA,0.01081,0.161116541,NA,MS,0.02906,0.010087587,0.34948,0,935,NA,0.01808,NA,NA,0.00003,1.41609,332.42098,0.50222,0.28322,0.00049,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2752.77443,NA,NA,184.53853,0,NA,2985404.684,NA,NA,2.09534,NA,NA,14.851,MS,NA,0.038538842,NA,NA,936,46911.54234,NA,1.830114362,0.038538842,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.459130316,NA,NA,NA,NA,NA,9.01241,1,0.004468219,9.867650733,NA,NA,NA,NA,NA,NA,156.38766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000126174,NA,NA,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04024,roots,1066.620445,0.35886,NA,30.30968948,0.40292,NA,0.05797,0.00446,9.79973,13.78712,1,0.000672086,5.386784373,388.14318,NA,0.04874,0,NA,0.029733443,23.52301,NA,NA,0.0538,NA,0.00031,0.3639,NA,0.01082,0.123025832,NA,MS,0.02136,0.010087024,0.25856,0,936,NA,0.05193,NA,NA,0.00009,1.00601,332.04422,0.50275,0.2012,0.0014,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2754.93862,NA,NA,173.27616,0,NA,2987546.826,NA,NA,2.17496,NA,NA,13.94464,MS,NA,0.038569141,NA,NA,937,46932.65575,NA,1.830940386,0.038569141,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.399701676,NA,NA,NA,NA,NA,8.9143,1,0.003997927,8.8290547,NA,NA,NA,NA,NA,NA,139.92745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.0001248,NA,NA,937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02898,roots,1066.27252,0.35966,NA,30.50022534,0.40304,NA,0.04616,0.00446,10.04747,13.87379,1,0.000655084,5.250510671,388.01657,NA,0.04872,0,NA,0.029788403,22.92793,NA,NA,0.05378,NA,0.00029,0.3639,NA,0.01084,0.122580711,NA,MS,0.02135,0.010086465,0.25914,0,937,NA,0.05226,NA,NA,0.00009,0.72454,332.1309,0.50275,0.14491,0.0014,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2757.15022,NA,NA,158.57176,0,NA,2989688.969,NA,NA,2.22727,NA,NA,12.76129,MS,NA,0.038600103,NA,NA,938,46952.04903,NA,1.831722144,0.038600103,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.407979502,NA,NA,NA,NA,NA,8.86476,1,0.003552888,7.902169631,NA,NA,NA,NA,NA,NA,124.35107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000124107,NA,NA,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02022,roots,1067.508215,0.35147,NA,30.70014036,0.39278,NA,0.03603,0.00445,9.99489,13.94362,1,0.000636594,5.11003853,387.87911,NA,0.06096,0,NA,0.029778451,22.28079,NA,NA,0.05208,NA,0.00027,0.36335,NA,0.01082,0.119271006,NA,MS,0.02067,0.010075518,0.25286,0,938,NA,0.06574,NA,NA,0.00011,0.50548,331.7239,0.50329,0.1011,0.00175,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2759.3382,NA,NA,141.48557,0,NA,2991786.716,NA,NA,2.17869,NA,NA,11.38625,MS,NA,0.038630735,NA,NA,939,46969.38477,NA,1.832442685,0.038630735,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.258534651,NA,NA,NA,NA,NA,8.61979,1,0.003151183,7.008717413,NA,NA,NA,NA,NA,NA,110.29142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000120677,NA,NA,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.01312,roots,1067.138049,0.33698,NA,30.83959818,0.37639,NA,0.02563,0.00445,9.84804,14.00696,1,0.000617348,4.955545617,387.74461,NA,0.06094,0,NA,0.029723407,21.60717,NA,NA,0.04977,NA,0.00024,0.36335,NA,0.0108,0.114216747,NA,MS,0.01976,0.010074522,0.24243,0,939,NA,0.06604,NA,NA,0.00011,0.32795,331.78723,0.50329,0.06559,0.00175,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2761.56352,NA,NA,129.44106,0,NA,2993906.568,NA,NA,2.23135,NA,NA,10.41695,MS,NA,0.038661889,NA,NA,940,46985.29137,NA,1.833126236,0.038661889,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,5.24107423,NA,NA,NA,NA,NA,8.51858,1,0.002781847,6.239979081,NA,NA,NA,NA,NA,NA,97.36464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00011926,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00819,roots,1068.371958,0.33065,NA,31.02867065,0.36815,NA,0.01792,0.00444,9.87467,14.07189,1,0.000597366,4.802288618,387.61603,NA,0.05604,0,NA,0.029657396,20.90782,NA,NA,0.04838,NA,0.00022,0.36281,NA,0.01076,0.111436344,NA,MS,0.01921,0.010063631,0.23753,0,940,NA,0.06103,NA,NA,0.0001,0.20479,331.38099,0.50383,0.04096,0.00161,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2763.86307,NA,NA,120.07798,0,NA,2996139.72,NA,NA,2.27198,NA,NA,9.66344,MS,NA,0.038694083,NA,NA,941,47000.12791,NA,1.833786855,0.038694083,NA,NA,NA,0,NA,NA,0,NA
