sum_dry_mass_laminae,Cont_WSC_DM_shoot,Cont_WSC_DM,C_exudated,Tillers_Photosynthesis_An,senesced_mstruct,dry_mass_phloem,axis,C_N_ratio,sum_dry_mass,N_content_shoot,NS_roots,Cont_WSC_DM_laminae,t,sum_NSC_g,sum_respi_roots,mstruct_shoot,mstruct_laminae,sum_dry_mass_shoot,mstruct_stem,N_content,sum_C_g,C_respired_roots,Total_Transpiration,N_content_mstruct_shoot,C_respired_shoot,N_content_total_DM_shoot,NS_stem,C_N_ratio_shoot,N_content_roots,sum_dry_mass_stem,Cont_WSC_DM_stem,N_content_mstruct,shoot_roots_ratio,Total_Photosynthesis,N_content_mstruct_roots,plant,Tillers_Photosynthesis,NS_laminae,NS,mstruct,sum_respi_shoot,NNI,sum_N_g_shoot,sum_dry_mass_roots,Cont_WSC_DM_roots,NS_shoot,sum_N_g,shoot_roots_mstruct_ratio
0.10641571,10.099905399053362,10.855270666985026,31.72734471,213.04605976,0.00000000,0.17500552,MS,10.43035498,0.85954905,8.15943391,30.08941940,9.967098423008343,972.00000000,0.12659245,5.07783595,0.05331507,0.03305065,0.17427203,0.02026442,4.02488136,0.36084678,18.13762418,0.00641324,26.67090179,16.97016231,7.44838875,70.13628003,4.93163061,2.97342798,0.06785632,10.308180001312333,6.49813583,0.25430887,214.71125404,4.25318736,1,214.71125404,68.94194200,38.06098447,0.53239622,15.67818443,1.85441680,0.01421961,0.68527703,11.047366754105026,69.40698155,0.03459583,0.11128610
0.10144764,8.968927545030605,10.576840964670021,26.74265336,0.00000000,0.00000000,0.16911270,MS,10.39402428,0.85838350,8.18359110,30.33638386,8.094324228616488,973.00000000,0.12546110,5.13742152,0.05342351,0.03305302,0.16912876,0.02037049,4.03760781,0.36023775,18.44043691,0.00018717,25.90770683,5.24371961,7.45065481,69.90225395,4.91849384,3.02026983,0.06768112,10.279875818690256,6.49536076,0.24537918,0.04542030,4.33550538,1,0.04542030,67.41864323,37.83859031,0.53358328,3.94918859,1.85990707,0.01384081,0.68925473,10.971389444414607,68.41252238,0.03465816,0.11126194
0.09962503,8.342665951984365,10.309885917555322,22.95284579,0.00000000,0.00000000,0.16287763,MS,10.36009623,0.85731793,8.21026858,30.27759062,7.083700717782753,974.00000000,0.12436878,5.45294762,0.05353217,0.03305564,0.16708375,0.02047652,4.04949571,0.35967201,18.87321415,0.00018774,25.62575907,4.99763752,7.46646842,69.64584235,4.90234953,3.04230489,0.06745872,10.201943157915759,6.49183743,0.24206820,0.04542030,4.36345347,1,0.04542030,66.81994213,37.62173267,0.53478007,3.70046464,1.86597013,0.01371802,0.69023418,10.78608732036446,67.96087655,0.03471705,0.11123616
0.09850016,7.9351301374849665,10.052031521412054,19.10522767,0.00000000,0.00000000,0.15800690,MS,10.32740729,0.85635584,8.22620660,30.14917658,6.450358187911729,975.00000000,0.12332088,5.64057667,0.05364105,0.03305853,0.16583085,0.02058252,4.06099064,0.35915140,19.07762944,0.00018831,25.43124937,4.87513514,7.47567618,69.43070312,4.89266470,3.06070635,0.06733069,10.107249072406557,6.48841969,0.24015184,0.04542030,4.38177562,1,0.04542030,66.43809697,37.41171444,0.53597844,3.57534024,1.86959241,0.01364159,0.69052499,10.560409288926719,67.65315583,0.03477653,0.11121063
0.09769801,7.6354199127023525,9.800154720975286,15.95879831,0.00000000,0.00000000,0.15403821,MS,10.29507520,0.85548079,8.23698708,29.99119050,6.004270321300269,976.00000000,0.12231325,5.73705140,0.05375014,0.03306167,0.16496460,0.02068847,4.07243475,0.35866906,19.11588579,0.00018888,25.28014348,4.78278289,7.48177592,69.24406312,4.88604006,3.07752149,0.06726659,10.004502067444708,6.48560929,0.23890041,0.04542030,4.39590604,1,0.04542030,66.15931986,37.20813943,0.53717230,3.48039755,1.87204252,0.01358811,0.69051619,10.31731075357423,67.41716641,0.03483890,0.11118675
0.09708356,7.398769118178943,9.552739267901018,13.89715539,0.00000000,0.00000000,0.15062612,MS,10.26319530,0.85466241,8.24494338,29.81688256,5.6663053873202545,977.00000000,0.12133565,5.78043151,0.05385945,0.03306508,0.16432783,0.02079437,4.08379781,0.35821307,19.05314438,0.00018945,25.15572786,4.70589125,7.48625998,69.07636848,4.88106101,3.09327516,0.06724427,9.900004321432904,6.48317647,0.23804086,0.04542030,4.40743482,1,0.04542030,65.94162875,37.00930671,0.53835778,3.40094446,1.87385077,0.01354874,0.69033458,10.065472164106968,67.22438952,0.03490268,0.11116540
0.09658572,7.204438917104741,9.309065657179048,12.59521670,0.00000000,0.00000000,0.14756751,MS,10.23195039,0.85387926,8.25093623,29.63253729,5.395313980068471,978.00000000,0.12038086,5.79129639,0.05396897,0.03306875,0.16383988,0.02090022,4.09501146,0.35777502,18.92476288,0.00019001,25.04832517,4.63937399,7.48958708,68.92352429,4.87721783,3.10824720,0.06725416,9.802577698740468,6.48088380,0.23743554,0.04542030,4.41716538,1,0.04542030,65.76227733,36.81399658,0.53953218,3.33189279,1.87521278,0.01351832,0.69003938,9.808778852778806,67.05992845,0.03496645,0.11114716
0.09616916,7.035947789912335,9.068952954939531,11.64127224,0.00000000,0.00000000,0.14477997,MS,10.20142380,0.85312195,8.25599287,29.44239612,5.169486058587081,979.00000000,0.11944610,5.78165800,0.05407870,0.03307269,0.16345177,0.02100602,4.10604177,0.35735122,18.75078436,0.00019058,24.95356822,4.57922325,7.49248171,68.77942911,4.87388648,3.12250374,0.06728261,9.703740264545688,6.47863277,0.23699991,0.04542030,4.42546738,1,0.04542030,65.60987961,36.62178555,0.54069346,3.26923340,1.87636202,0.01349457,0.68967018,9.550774989076887,66.91457992,0.03502954,0.11113248
0.09580339,6.881728401730408,8.83196276715604,11.14563177,0.00000000,0.00000000,0.14213685,MS,10.17169975,0.85237775,8.26056414,29.24983815,4.973064697216851,980.00000000,0.11852705,5.75622973,0.05418864,0.03307689,0.16311967,0.02111175,4.11685364,0.35693658,18.53906576,0.00019115,24.86610523,4.52593384,7.49516901,68.63797622,4.87080639,3.13620396,0.06731629,9.598105862489144,6.47629452,0.23665980,0.04542030,4.43278698,1,0.04542030,65.47419114,36.43195776,0.54183985,3.21346067,1.87740094,0.01347461,0.68925807,9.293504832646304,66.77982314,0.03509114,0.11112173
0.09547590,6.740553501388032,8.598211174861252,10.72294926,0.00000000,0.00000000,0.13961447,MS,10.14278510,0.85164522,8.26464229,29.05563115,4.797255885229,981.00000000,0.11762368,5.72243437,0.05429879,0.03308137,0.16283615,0.02121742,4.12743974,0.35653049,18.30296336,0.00019171,24.78476169,4.47593960,7.49761416,68.50157234,4.86798580,3.14939489,0.06736025,9.494968527431105,6.47386431,0.23640246,0.04542030,4.43924577,1,0.04542030,65.35107932,36.24457448,0.54297003,3.16100765,1.87832779,0.01345783,0.68880907,9.037366011526842,66.65434030,0.03515114,0.11111517
0.09517899,6.608458191936155,8.367846649622246,10.34838402,0.00000000,0.00000000,0.13720224,MS,10.11467978,0.85092370,8.26850670,28.86091629,4.636651716745686,982.00000000,0.11673620,5.68169765,0.05440914,0.03308612,0.16259092,0.02132302,4.13779524,0.35613262,18.04444467,0.00019227,24.70879229,4.42832750,7.50002507,68.36906669,4.86525528,3.16208085,0.06741193,9.392454235123674,6.47134632,0.23620977,0.04542030,4.44492772,1,0.04542030,65.23800447,36.05974659,0.54408277,3.11096119,1.87920607,0.01344384,0.68833278,8.783431383890546,66.53617628,0.03520948,0.11111307
0.09490663,6.482868045044329,8.141000314821078,10.02764458,0.00000000,0.00000000,0.13488524,MS,10.08738228,0.85021233,8.27230569,28.66657991,4.487449325696992,983.00000000,0.11586475,5.63498158,0.05451969,0.03309114,0.16237607,0.02142855,4.14791583,0.35574255,17.76486601,0.00019284,24.63741884,4.38265038,7.50250209,68.23961467,4.86252680,3.17427974,0.06746944,9.289745691238739,6.46874379,0.23606791,0.04542030,4.44991946,1,0.04542030,65.13295441,35.87756816,0.54517682,3.06287412,1.88006948,0.01343224,0.68783627,8.532432131213557,66.42381353,0.03526609,0.11111566
0.09465453,6.361450353555058,7.917829604132781,9.73774391,0.00000000,0.00000000,0.13265601,MS,10.06088427,0.84951097,8.27619104,28.47342214,4.346913511180957,984.00000000,0.11500968,5.58350742,0.05463044,0.03309643,0.16218520,0.02153401,4.15779976,0.35536014,17.46624006,0.00019340,24.57010471,4.33845038,7.50515439,68.11225106,4.85970984,3.18600130,0.06753067,9.185131145725475,6.46606820,0.23596555,0.04542030,4.45429013,1,0.04542030,65.03449737,35.69817654,0.54625104,3.01628853,1.88095251,0.01342276,0.68732576,8.285081487068524,66.31601231,0.03532096,0.11112318
0.10301299,7.57820934135426,8.11561901005491,11.93769044,217.97230679,0.00000000,0.15279128,MS,10.10202036,0.85347252,8.34727418,27.68659420,6.643982728600112,985.00000000,0.11650493,5.55792863,0.05474139,0.03310201,0.17232231,0.02163939,4.14436618,0.35731883,17.17985811,0.00655743,26.27667077,25.56614009,7.60948461,68.77853526,4.81700575,3.08108412,0.06930932,8.966730722373374,6.46277142,0.25298723,218.90235035,4.26073711,1,218.90235035,67.86618039,35.87323587,0.54730431,24.24161692,1.89710777,0.01438422,0.68115021,8.251576794936444,68.23313634,0.03537103,0.11113584
0.10416660,8.368648228880259,8.370573409793842,15.48344754,218.34357723,0.00000000,0.16301362,MS,10.14370360,0.85773379,8.28696277,27.75758141,7.966056801457544,986.00000000,0.11802785,4.64181096,0.05485252,0.03310786,0.17463426,0.02174466,4.12957293,0.35929751,16.04650380,0.00656544,26.38324920,21.99020514,7.56413499,69.14235966,4.85329490,3.06673704,0.07046766,8.963766383884565,6.45962969,0.25564980,219.22013132,4.24506419,1,219.22013132,68.21643468,36.07105783,0.54834014,20.66359803,1.88340063,0.01447188,0.68309953,8.371065581912166,68.59005990,0.03542074,0.11115277
0.10474282,8.736119478302571,8.62394172324732,20.13443464,218.71619122,0.00000000,0.16691732,MS,10.18400114,0.86195578,8.25695901,27.94206639,8.520170295180913,987.00000000,0.11951522,4.39634410,0.05496382,0.03311399,0.17583290,0.02184982,4.11519018,0.36123792,15.72256967,0.00657347,26.41456005,21.20822122,7.54161999,69.26459834,4.87161506,3.05377789,0.07109009,9.054295007214574,6.45669285,0.25627029,219.53943462,4.23794819,1,219.53943462,68.38542678,36.26473688,0.54936978,19.87948267,1.87658159,0.01451845,0.68612287,8.595193897897794,68.74088006,0.03547112,0.11117143
0.10518391,8.9580489114474,8.875853373154015,24.67270717,219.83157781,0.00000000,0.16870960,MS,10.22377961,0.86613789,8.23918395,28.15213980,8.81907975014749,988.00000000,0.12096395,4.41909744,0.05507530,0.03312041,0.17671952,0.02195489,4.10090340,0.36314332,15.84450922,0.00661974,26.43697982,20.56289941,7.52887627,69.30914869,4.88251971,3.04013250,0.07153561,9.162385169374845,6.45330389,0.25633132,220.60197893,4.23134731,1,220.60197893,68.51190093,36.45265322,0.55040765,19.23200779,1.87254181,0.01456025,0.68941837,8.854784082567713,68.83462480,0.03551948,0.11118858
0.10554180,9.122417304877594,9.125589223033096,27.99813959,220.21024518,0.00000000,0.17007154,MS,10.26300144,0.87028698,8.22641169,28.36611869,9.023098808471445,989.00000000,0.12237240,4.53019500,0.05518696,0.03312712,0.17749043,0.02205985,4.08672774,0.36501657,16.18160266,0.00662792,26.45750468,19.93447006,7.52017028,69.33944717,4.89037116,3.02616488,0.07194863,9.268108103418513,6.44942516,0.25619416,220.92705935,4.22448823,1,220.92705935,68.61232623,36.63423278,0.55146402,18.60143568,1.86963902,0.01460109,0.69279655,9.126401849940283,68.90707651,0.03556626,0.11120192
0.10584040,9.261461906721815,9.373514006755215,30.09196776,220.59041543,0.00000000,0.17148724,MS,10.30151153,0.87442990,8.21577724,28.57938090,9.188351974152582,990.00000000,0.12375082,4.65998950,0.05529880,0.03313411,0.17820890,0.02216470,4.07273868,0.36687025,16.60221780,0.00663611,26.47660596,19.39912497,7.51316897,69.37245518,4.89692110,3.01226169,0.07236850,9.368386660106031,6.44532110,0.25596599,221.25383909,4.21763593,1,221.25383909,68.69427126,36.81092659,0.55254415,18.06397099,1.86722210,0.01464125,0.69622100,9.402195534024186,68.96967364,0.03561324,0.11121030
0.10609928,9.387244619327147,9.619598873925163,31.31825636,220.97208205,0.00000000,0.17302228,MS,10.33910271,0.87858514,8.20621712,28.79105279,9.33421487044407,991.00000000,0.12510748,4.78715129,0.05541082,0.03314139,0.17889901,0.02226943,4.05903022,0.36871346,17.04373242,0.00664432,26.49454024,18.94605967,7.50700805,69.41001188,4.90282170,2.99865812,0.07279973,9.464530868233371,6.44126075,0.25568467,221.58231629,4.21106930,1,221.58231629,68.76379542,36.98391690,0.55364994,17.60881301,1.86504935,0.01468084,0.69968612,9.679008294479207,69.02676157,0.03566204,0.11121330
0.10632524,9.50326474722829,9.863193135355267,32.02330521,221.19809103,0.00000000,0.17464461,MS,10.37557730,0.88275801,8.19736385,29.00121817,9.465164269384966,992.00000000,0.12644579,4.90720164,0.05552301,0.03314896,0.17956493,0.02237404,4.04568885,0.37054966,17.47975860,0.00664554,26.51079523,18.55331287,7.50137525,69.45092964,4.90829962,2.98553163,0.07323969,9.558576864557905,6.43742458,0.25535651,221.73851149,4.20504627,1,221.73851149,68.82305420,37.15361157,0.55478153,17.21400100,1.86303724,0.01471959,0.70319308,9.95510319156258,69.07914766,0.03571364,0.11121093
0.10653912,9.614425722677034,10.10432116691264,32.42300697,221.58359303,0.00000000,0.17631116,MS,10.41090986,0.88695633,8.18891437,29.20917550,9.589505481488201,993.00000000,0.12777097,5.02054166,0.05563537,0.03315683,0.18022232,0.02247854,4.03273632,0.37238378,17.90040624,0.00665382,26.52674555,18.24291051,7.49605501,69.49299985,4.91353751,2.97288062,0.07368321,9.650458091001298,6.43391843,0.25500729,222.07109614,4.19952818,1,222.07109614,68.87825789,37.32068008,0.55593820,16.90156069,1.86111690,0.01475825,0.70673401,10.229248075897944,69.12959279,0.03576861,0.11120338
0.10674138,9.721410589009764,10.342626860898854,32.65061830,221.97055832,0.00000000,0.17799979,MS,10.44506671,0.89118058,8.18075537,29.41523635,9.707770480711735,994.00000000,0.12908506,5.12817223,0.05574789,0.03316499,0.18087007,0.02258290,4.02019398,0.37421737,18.30215296,0.00666211,26.54187934,17.99296312,7.49094271,69.53555107,4.91860657,2.96076850,0.07412870,9.741051617725216,6.43079764,0.25463522,222.40535773,4.19462834,1,222.40535773,68.92958089,37.48529799,0.55711889,16.64960227,1.85926258,0.01479654,0.71031051,10.500810404951682,69.17793475,0.03582719,0.11119090
0.10693474,9.824687466874718,10.577786244762683,32.77832613,222.35898271,0.00000000,0.17969565,MS,10.47804198,0.89542963,8.17285946,29.61931225,9.820550042456007,995.00000000,0.13038937,5.23103503,0.05586059,0.03317345,0.18150962,0.02268713,4.00807109,0.37605123,18.68441415,0.00667042,26.55633859,17.79638472,7.48601986,69.57805141,4.92352251,2.94920012,0.07457488,9.830620221130406,6.42808820,0.25424364,222.74129619,4.19035422,1,222.74129619,68.97785177,37.64754055,0.55832239,16.45103959,1.85746806,0.01483453,0.71392000,10.769256821532892,69.22444925,0.03588946,0.11117379
0.10711475,9.923372658605214,10.809278697003437,32.84188137,222.65910443,0.00000000,0.18139276,MS,10.50981024,0.89969912,8.16525902,29.82155167,9.925801298572859,996.00000000,0.13168368,5.32996186,0.05597344,0.03318222,0.18213685,0.02279123,3.99638216,0.37788459,19.04788574,0.00667574,26.56964496,17.63991347,7.48130273,69.62065101,4.92826553,2.93820769,0.07502210,9.91990510490574,6.42580196,0.25382723,222.97319520,4.18676640,1,222.97319520,69.02180203,37.80726228,0.55954752,16.29261068,1.85574069,0.01487195,0.71756228,11.0341457725311,69.26846770,0.03595542,0.11115235
0.10214630,8.820105474519353,10.531018147057722,27.48952262,0.00000000,0.00000000,0.17528831,MS,10.47282318,0.89849513,8.18921384,30.05344748,8.040804527119205,997.00000000,0.13050390,5.38894914,0.05608646,0.03319128,0.17693474,0.02289518,4.00915674,0.37725286,19.35703200,0.00020061,25.83433435,5.45292028,7.48475777,69.38674082,4.91519497,2.98415962,0.07478844,9.884477410308182,6.42341700,0.24521127,0.04542030,4.26634268,1,0.04542030,67.50613252,37.58529558,0.56079308,4.10368642,1.86118496,0.01448956,0.72156039,10.95055321647703,68.30104568,0.03602208,0.11112686
0.10037049,8.21003178073411,10.264411791986678,23.41870585,0.00000000,0.00000000,0.16893147,MS,10.43823805,0.89739901,8.21568195,29.98792582,7.0297131325158535,998.00000000,0.12936656,5.70845627,0.05619965,0.03320066,0.17488276,0.02299900,4.02110777,0.37666780,19.79309708,0.00020116,25.56565770,5.20212880,7.50109191,69.13394572,4.89915292,3.00582447,0.07451226,9.799960131661797,6.42033492,0.24204681,0.04542030,4.29329441,1,0.04542030,66.92189417,37.36918995,0.56204827,3.85084675,1.86720044,0.01436781,0.72251626,10.76166792239835,67.86438259,0.03608538,0.11109975
0.09927529,7.809505887590825,10.006707760831295,19.55744082,0.00000000,0.00000000,0.16396446,MS,10.40493047,0.89640647,8.23175144,29.85632889,6.392847759042063,999.00000000,0.12827422,5.89344340,0.05631301,0.03321034,0.17361645,0.02310268,4.03266094,0.37612818,19.98839496,0.00020170,25.37899142,5.07733897,7.51082775,68.92343864,4.88936219,3.02402609,0.07434116,9.701313218581792,6.41731707,0.24020317,0.04542030,4.31118879,1,0.04542030,66.54722809,37.15970553,0.56330447,3.72402872,1.87085260,0.01429167,0.72279002,10.534482620072868,67.56470221,0.03614903,0.11107291
0.09850419,7.514624958540256,9.755005290139332,16.48914133,0.00000000,0.00000000,0.15991778,MS,10.37213580,0.89549831,8.24280307,29.69529790,5.945143648932621,1000.00000000,0.12722169,5.98718909,0.05642654,0.03322033,0.17274592,0.02320621,4.04410843,0.37562609,20.01589034,0.00020225,25.23476622,4.98145154,7.51747649,68.74235783,4.88254152,3.04057337,0.07424173,9.59701847954035,6.41476797,0.23901120,0.04542030,4.32485065,1,0.04542030,66.27521347,36.95627887,0.56455546,3.62614735,1.87336434,0.01423911,0.72275239,10.290481290071124,67.33552828,0.03621492,0.11104769
0.09791890,7.280526309625862,9.507717265255447,14.41650326,0.00000000,0.00000000,0.15643211,MS,10.33982171,0.89464711,8.25112282,29.51868627,5.606247680958631,1001.00000000,0.12619991,6.02660756,0.05654023,0.03323063,0.17210528,0.02330960,4.05546750,0.37515068,19.93936321,0.00020279,25.11595228,4.90170510,7.52251116,68.57967635,4.87730958,3.05608670,0.07418638,9.49041333060637,6.41256661,0.23819421,0.04542030,4.33602402,1,0.04542030,66.06310666,36.75749905,0.56579721,3.54443782,1.87525519,0.01420062,0.72254183,10.038221257435778,67.14787987,0.03628212,0.11102496
0.09745023,7.085238925657861,9.2641738372138,13.09816021,0.00000000,0.00000000,0.15330984,MS,10.30816317,0.89383165,8.25775446,29.33279353,5.335228682089312,1002.00000000,0.12520175,6.03373675,0.05665409,0.03324125,0.17161140,0.02341284,4.06667321,0.37469361,19.79657028,0.00020333,25.01363686,4.83237127,7.52657254,68.42978955,4.87304247,3.07080346,0.07416116,9.384810482576368,6.41049095,0.23761643,0.04542030,4.34544340,1,0.04542030,65.88899664,36.56221893,0.56702697,3.47316896,1.87676238,0.01417125,0.72222026,9.781924567219487,66.98698992,0.03634921,0.11100529
0.09705944,6.914962524538202,9.0240524838718,12.22706802,0.00000000,0.00000000,0.15043252,MS,10.27725764,0.89303963,8.26339688,29.14146568,5.108806508417303,1003.00000000,0.12422328,6.01970238,0.05676810,0.03325219,0.17121475,0.02351591,4.07768687,0.37425003,19.60664448,0.00020387,24.92271919,4.77015922,7.53010803,68.28829972,4.86932248,3.08484867,0.07415532,9.278980212634515,6.40841744,0.23719708,0.04542030,4.35353158,1,0.04542030,65.74038429,36.36983064,0.56824263,3.40904840,1.87804475,0.01414815,0.72182487,9.524322470915246,66.84391933,0.03641536,0.11098911
0.09672298,6.762280184258499,8.78726127430436,11.60630230,0.00000000,0.00000000,0.14773236,MS,10.24715273,0.89226447,8.26838382,28.94700313,4.912741676474488,1004.00000000,0.12326263,5.99150657,0.05688227,0.03326345,0.17088717,0.02361883,4.08848687,0.37381732,19.38136232,0.00020441,24.84008874,4.71315929,7.53331403,68.15333041,4.86595306,3.09831047,0.07416419,9.17439934408789,6.40628651,0.23689014,0.04542030,4.36056269,1,0.04542030,65.60957012,36.18008094,0.56944246,3.35016547,1.87917814,0.01412961,0.72137730,9.266959337751501,66.71354960,0.03648012,0.11097677
0.09642549,6.621320570439165,8.553783118786445,11.15942450,0.00000000,0.00000000,0.14516233,MS,10.21787298,0.89150185,8.27301109,28.75117469,4.737796931551498,1005.00000000,0.12231870,5.95316520,0.05699660,0.03327503,0.17060804,0.02372157,4.09905951,0.37339369,19.12740616,0.00020495,24.76362105,4.66037787,7.53637929,68.02270796,4.86275930,3.11124452,0.07418255,9.069600969759987,6.40406454,0.23666182,0.04542030,4.36673097,1,0.04542030,65.49145924,35.99284507,0.57062497,3.29552607,1.88022979,0.01411442,0.72089381,9.011123230052101,66.59207847,0.03654319,0.11096856
0.09615770,6.489191598772304,8.323712300566104,10.79697001,0.00000000,0.00000000,0.14269815,MS,10.18942286,0.89075006,8.27741882,28.55499922,4.577962814543323,1006.00000000,0.12139131,5.90756942,0.05711108,0.03328694,0.17036692,0.02382415,4.10939824,0.37297839,18.84978814,0.00020548,24.69220108,4.61041050,7.53939085,67.89597628,4.85965918,3.12368275,0.07420922,8.965694737715285,6.40174585,0.23649487,0.04542030,4.37215021,1,0.04542030,65.38297238,35.80816330,0.57178882,3.24372531,1.88123155,0.01410198,0.72038314,8.757567037094919,66.47759837,0.03660447,0.11096474
0.09591303,6.364278899292905,8.097163369813714,10.49595621,0.00000000,0.00000000,0.14032030,MS,10.16180028,0.89000803,8.28166036,28.35920340,4.429084090813358,1007.00000000,0.12048051,5.85617185,0.05722571,0.03329917,0.17015694,0.02392654,4.11949889,0.37257093,18.55105241,0.00020602,24.62497835,4.56260037,7.54237129,67.77305982,4.85662346,3.13565560,0.07424391,8.864287136242622,6.39933214,0.23637797,0.04542030,4.37691336,1,0.04542030,65.28190773,35.62611232,0.57293277,3.19410619,1.88219554,0.01409182,0.71985109,8.506779087232664,66.36886239,0.03666387,0.11096555
0.09569060,6.243293634312959,7.8744307501117925,10.13921282,0.00000000,0.00000000,0.13805181,MS,10.13498241,0.88927821,8.28608209,28.16458846,4.289497827682716,1008.00000000,0.11958770,5.80075276,0.05734050,0.03331174,0.16997397,0.02402876,4.12936493,0.37217219,18.23403526,0.00020655,24.56236597,4.51539398,7.54561544,67.65257527,4.85343913,3.14711891,0.07428337,8.760141126529437,6.39686101,0.23630331,0.04542030,4.38101327,1,0.04542030,65.18807536,35.44701185,0.57405565,3.14511502,1.88320048,0.01408418,0.71930424,8.259873845782886,66.26513056,0.03672154,0.11097119
0.10399995,7.426465687260542,8.063881400832395,12.53387600,228.35392992,0.00000000,0.15861341,MS,10.17578472,0.89336166,8.35228231,27.40861114,6.590991736252256,1009.00000000,0.12113644,5.77138290,0.05745543,0.03332464,0.18019057,0.02413078,4.11637164,0.37420518,17.92769925,0.00683987,26.19426181,27.13633613,7.64298996,68.32840441,4.81424587,3.04612196,0.07619061,8.566885031455922,6.39375603,0.25266106,228.06903703,4.19625799,1,228.06903703,67.95705920,35.61888156,0.57515623,25.76429674,1.89824598,0.01505002,0.71317110,8.224931531591977,68.11407641,0.03677409,0.11098191
0.10518214,8.196166656910304,8.313732115808001,16.24436379,228.74666711,0.00000000,0.16890070,MS,10.21713881,0.89778002,8.29450685,27.47895119,7.912356459694882,1010.00000000,0.12271757,4.84728351,0.05757047,0.03333788,0.18258357,0.02423259,4.10196254,0.37626249,16.77561435,0.00684825,26.30585696,23.10155730,7.59929737,68.69231942,4.84892472,3.03164164,0.07740143,8.581841224196571,6.39086141,0.25529149,228.41618652,4.18036100,1,228.41618652,68.30461690,35.81518543,0.57623844,21.72809656,1.88511519,0.01514441,0.71519645,8.343745577526738,68.46897303,0.03682660,0.11099678
0.10578821,8.556487565187673,8.562971705898578,21.13135451,229.14120165,0.00000000,0.17283911,MS,10.25713148,0.90216226,8.26553320,27.66167755,8.46433307861986,1011.00000000,0.12426191,4.60731460,0.05768565,0.03335146,0.18383106,0.02433419,4.08792651,0.37828024,16.45687325,0.00685666,26.34037696,22.21883640,7.57742172,68.81945083,4.86656748,3.01881820,0.07804284,8.681404315760513,6.38815365,0.25591407,228.76536046,4.17319354,1,228.76536046,68.47336829,36.00769902,0.57731439,20.84388444,1.87853027,0.01519462,0.71833120,8.564631088717114,68.62029268,0.03687973,0.11101320
0.10624755,8.772563314736189,8.810004895488852,25.79055687,229.44786915,0.00000000,0.17467805,MS,10.29639628,0.90649008,8.24844418,27.86943854,8.756649599567828,1012.00000000,0.12575807,4.63442881,0.05780095,0.03336538,0.18474570,0.02443557,4.07403893,0.38025373,16.59199491,0.00686244,26.36400646,21.41721641,7.56507609,68.87115725,4.87702190,3.00551183,0.07849816,8.794102587837967,6.38499454,0.25597110,229.02886088,4.16676617,1,229.02886088,68.59656210,36.19354090,0.57839922,20.04073917,1.87464641,0.01523865,0.72174438,8.819588858039868,68.71323714,0.03693076,0.11102793
0.10663021,8.934161399946415,9.055462966780528,29.16665335,229.84680729,0.00000000,0.17609087,MS,10.33512242,0.91078855,8.23613310,28.08077854,8.957345351488863,1013.00000000,0.12721372,4.74931994,0.05791638,0.03337965,0.18554830,0.02453673,4.06024390,0.38219527,16.94536214,0.00687092,26.38632693,20.73578301,7.55663131,68.90861286,4.88456412,2.99186809,0.07891809,8.90283639322924,6.38136530,0.25584391,229.38281131,4.16003960,1,229.38281131,68.69587941,36.37342934,0.57950352,19.35778666,1.87184843,0.01528200,0.72524025,9.086497233517616,68.78635999,0.03698024,0.11103874
0.10695365,9.071720421304342,9.299611304847016,31.28302681,230.25055113,0.00000000,0.17756008,MS,10.37314116,0.91508485,8.22583716,28.29165114,9.12060194497499,1014.00000000,0.12863934,4.88330967,0.05803193,0.03339427,0.18629845,0.02463767,4.04662226,0.38411770,17.38375293,0.00687968,26.40719765,20.15600004,7.54980444,68.94860547,4.89088258,2.97829655,0.07934480,9.005830059187984,6.37753126,0.25562833,229.74202198,4.15334699,1,229.74202198,68.77688079,36.54876628,0.58063262,18.77650663,1.86950844,0.01532461,0.72878640,9.357866670472392,68.85001860,0.03703003,0.11104450
0.10723789,9.196583059832573,9.542297026159552,32.52837126,230.65319365,0.00000000,0.17914865,MS,10.41024697,0.91939674,8.21658121,28.50107938,9.26486371529899,1015.00000000,0.13004309,5.01444910,0.05814761,0.03340923,0.18702087,0.02473838,4.03326793,0.38603001,17.84302768,0.00688820,26.42709051,19.66708708,7.54380184,68.99291532,4.89657306,2.96500928,0.07978298,9.104805670254509,6.37374867,0.25536186,230.10018791,4.14692872,1,230.10018791,68.84568101,36.72063114,0.58178846,18.28612328,1.86740482,0.01536672,0.73237588,9.630579187311616,68.90849107,0.03708173,0.11104483
0.10750350,9.31633998237146,9.784123637349222,33.26178271,231.55535026,0.00000000,0.18082813,MS,10.44645035,0.92374449,8.20769560,28.70944188,9.402764848160295,1016.00000000,0.13143575,5.13840277,0.05826341,0.03342456,0.18773154,0.02483885,4.02019736,0.38794305,18.29667041,0.00692432,26.44615976,19.30764399,7.53807346,69.03969261,4.90204808,2.95211083,0.08022805,9.20053291126091,6.37018694,0.25506555,230.98131548,4.14095626,1,230.98131548,68.90840031,36.89043348,0.58297114,17.92523700,1.86538536,0.01540843,0.73601294,9.903439131863303,68.96450875,0.03713635,0.11103973
