Proteins_N_Mass,sucrose,cytokinins,R_Nnit_red,R_grain_growth_struct,Uptake_Nitrates,Unloading_Sucrose,N_tot,regul_transpiration,Export_Nitrates,structure,nitrates,S_grain_structure,Total_Organic_Nitrogen,amino_acids,sum_respi,S_Amino_Acids,S_grain_starch,senesced_mstruct,Nstruct,proteins,axis,starch,C_exudation,mstruct,Conc_cytokinins,sucrose_consumption_mstruct,AA_consumption_mstruct,RGR_Structure,S_cytokinins,R_Nnit_upt,S_Proteins,Conc_Nitrates,age_from_flowering,N_exudation,organ,Unloading_Amino_Acids,WSC_g,Respi_growth,Conc_Amino_Acids,synthetized_mstruct,R_grain_growth_starch,plant,Conc_Sucrose,Dry_Mass,R_residual,t,Export_Amino_Acids,Export_cytokinins,HATS_LATS
0.01679841716,NA,NA,NA,0.0000000000,NA,NA,0.0167984172,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,649.7703200000,0.0000000000,NA,1199.8869400000,MS,15844.1220400000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.9264700000,NA,1745697.1278299999,NA,grains,NA,NA,NA,NA,NA,51.5300000000,1,NA,0.7796131026638655,NA,582.0000000000,NA,NA,NA
NA,2286.3747900000,NA,NA,NA,NA,NA,0.0012499446,NA,NA,NA,NA,NA,NA,89.2817600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.065324994,NA,28.794181935457864,NA,NA,1,76.81007538650702,NA,NA,582.0000000000,NA,NA,NA
NA,799.3297700000,12.2586700000,3.3397900000,NA,1.9071900000,3.7961000000,0.0257419307,0.0117700000,0.9703600000,NA,915.9659900000,NA,922.8838600000,74.1719200000,7.7603100000,1.9159200000,NA,0.0000000000,0.0118800000,NA,MS,NA,0.7592200000,0.8803900000,13.924135894319564,16.7589700000,0.1671200000,NA,0.6909000000,0.7571500000,NA,1040.4093526732472,NA,0.0704500000,roots,0.1482400000,0.022837993428571433,5.7712700000,67.39914810481719,NA,NA,1,75.66057561610954,NA,3.6611034234,582.0000000000,2.3573000000,0.8675100000,27.6857200000
0.0168754859,NA,NA,NA,0.0000000000,NA,NA,0.0168754859,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,720.3391000000,0.0000000000,NA,1205.3918500000,MS,15927.0947500000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,5.5077300000,NA,1748565.0482399999,NA,grains,NA,NA,NA,NA,NA,57.1264600000,1,NA,0.7825504334327731,NA,583.0000000000,NA,NA,NA
NA,2238.9105200000,NA,NA,NA,NA,NA,0.0012343537,NA,NA,NA,NA,NA,NA,88.1681200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.063968872,NA,28.435022877990768,NA,NA,1,75.21552747038626,NA,NA,583.0000000000,NA,NA,NA
NA,786.5826900000,12.0653900000,3.7095300000,NA,2.1014500000,2.5549900000,0.0257257910,0.0117700000,0.9695800000,NA,915.2330700000,NA,922.4639400000,73.7520000000,8.5360700000,2.1280200000,NA,0.0000000000,0.0118800000,NA,MS,NA,0.5110000000,0.8803900000,13.70459682640648,16.7589700000,0.1671200000,NA,0.7451300000,0.8342700000,NA,1039.5768579833937,NA,0.0479100000,roots,0.1006200000,0.022473791142857143,5.7712700000,67.0175717579709,NA,NA,1,74.4540004997785,NA,3.9904606035,583.0000000000,2.3439500000,0.8538300000,30.9432400000
0.01696234666,NA,NA,NA,0.0000000000,NA,NA,0.0169623467,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,813.3409100000,0.0000000000,NA,1211.5961900000,MS,16020.5260700000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.1619300000,NA,1751892.9092999999,NA,grains,NA,NA,NA,NA,NA,64.5019600000,1,NA,0.7858585817773108,NA,584.0000000000,NA,NA,NA
NA,2223.9215100000,NA,NA,NA,NA,NA,0.0012148739,NA,NA,NA,NA,NA,NA,86.7767100000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.06354061457142857,NA,27.97985103501644,NA,NA,1,74.69481222189978,NA,NA,584.0000000000,NA,NA,NA
NA,751.1656300000,11.0373000000,4.1442900000,NA,2.2980300000,12.6470900000,0.0256624665,0.0246100000,2.0232700000,NA,913.4148400000,NA,919.9601500000,71.0470500000,9.3803900000,2.3759100000,NA,0.0000000000,0.0118800000,NA,MS,NA,2.5294200000,0.8809600000,12.52871867054123,20.1722500000,0.2011600000,NA,0.7619000000,0.9123200000,NA,1036.840310570287,NA,0.2392400000,roots,0.4934900000,0.02146187514285714,6.9467000000,64.51784416999637,NA,NA,1,71.05559370837874,NA,4.3120346733,584.0000000000,4.7212100000,1.6331500000,35.2729300000
0.017051606739999996,NA,NA,NA,0.0000000000,NA,NA,0.0170516067,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,856.9699900000,0.0000000000,NA,1217.9719100000,MS,16118.5829300000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.2900000000,NA,1755401.3869300000,NA,grains,NA,NA,NA,NA,NA,67.9619600000,1,NA,0.7893165304663866,NA,585.0000000000,NA,NA,NA
NA,2270.6130900000,NA,NA,NA,NA,NA,0.0012016978,NA,NA,NA,NA,NA,NA,85.8355600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.0648746597142857,NA,27.676391307151604,NA,NA,1,76.26304148932738,NA,NA,585.0000000000,NA,NA,NA
NA,745.6277100000,10.1661600000,4.3295100000,NA,2.4017800000,20.6587600000,0.0256067110,0.0246100000,2.0192700000,NA,911.6075600000,NA,917.7849000000,68.8718000000,9.7561800000,2.4821000000,NA,0.0000000000,0.0118800000,NA,MS,NA,4.1317500000,0.8809600000,11.539865601162369,20.1722500000,0.2011600000,NA,0.7846400000,0.9535100000,NA,1034.78882128587,NA,0.3816400000,roots,0.7809600000,0.021303648857142855,6.9467000000,62.54249909189974,NA,NA,1,70.53174094169997,NA,4.4625781726,585.0000000000,4.5766600000,1.5042500000,37.1093800000
0.017147683559999998,NA,NA,NA,0.0000000000,NA,NA,0.0171476836,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,963.5931200000,0.0000000000,NA,1224.8345400000,MS,16228.5851500000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.7306900000,NA,1759340.6468799999,NA,grains,NA,NA,NA,NA,NA,76.4177000000,1,NA,0.7931658982436974,NA,586.0000000000,NA,NA,NA
NA,2357.4785900000,NA,NA,NA,NA,NA,0.0011873562,NA,NA,NA,NA,NA,NA,84.8111600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.06735653114285714,NA,27.339477459181534,NA,NA,1,79.16144817572759,NA,NA,586.0000000000,NA,NA,NA
NA,723.7094200000,8.9346700000,4.7739300000,NA,2.6237800000,41.7448100000,0.0255335176,0.0339100000,2.7741000000,NA,909.0243200000,NA,914.6404400000,65.5126500000,10.6338300000,2.7350200000,NA,0.0000000000,0.0118900000,NA,MS,NA,8.3489600000,0.8815600000,10.135067380552657,21.5289400000,0.2146900000,NA,0.8144900000,1.0416400000,NA,1031.154226598303,NA,0.7557800000,roots,1.5017800000,0.020677412,7.4139000000,59.4515631380734,NA,NA,1,68.41181352753452,NA,4.8017421140,586.0000000000,5.9978000000,1.8213800000,41.6602800000
0.017246328679999996,NA,NA,NA,0.0000000000,NA,NA,0.0172463287,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1046.2474000000,0.0000000000,NA,1231.8806200000,MS,16347.8523700000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.8985200000,NA,1763557.1067400000,NA,grains,NA,NA,NA,NA,NA,82.9726000000,1,NA,0.7972988648655461,NA,587.0000000000,NA,NA,NA
NA,2481.2166400000,NA,NA,NA,NA,NA,0.0011796506,NA,NA,NA,NA,NA,NA,84.2607600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.070891904,NA,27.162052125139017,NA,NA,1,83.31643107737106,NA,NA,587.0000000000,NA,NA,NA
NA,738.6595500000,7.9977400000,5.1378700000,NA,2.8778100000,56.4596600000,0.0254628089,0.0339100000,2.7664200000,NA,906.5077800000,NA,912.1063600000,62.9785700000,11.4615000000,2.9435200000,NA,0.0000000000,0.0118900000,NA,MS,NA,11.2919300000,0.8815600000,9.072258269431464,21.5289400000,0.2146900000,NA,0.9122900000,1.1424900000,NA,1028.2995825581922,NA,0.9627600000,roots,1.9173400000,0.021104558571428574,7.4139000000,57.15193066836063,NA,NA,1,69.8250402695222,NA,5.1667801498,587.0000000000,5.7658000000,1.6303800000,44.8659500000
0.0173403146,NA,NA,NA,0.0000000000,NA,NA,0.0173403146,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1052.7300600000,0.0000000000,NA,1238.5939000000,MS,16467.9548600000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.5916600000,NA,1767742.9879900001,NA,grains,NA,NA,NA,NA,NA,83.4867100000,1,NA,0.8014214375210085,NA,588.0000000000,NA,NA,NA
NA,2605.3187000000,NA,NA,NA,NA,NA,0.0011762681,NA,NA,NA,NA,NA,NA,84.0191500000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07443767714285714,NA,27.077402773189807,NA,NA,1,87.46178672811405,NA,NA,588.0000000000,NA,NA,NA
NA,740.1339700000,7.2592000000,5.1051900000,NA,2.8853400000,76.9190500000,0.0253995204,0.0328000000,2.6686500000,NA,904.0940300000,NA,910.2232700000,60.8717100000,11.3861600000,2.9227200000,NA,0.0000000000,0.0118900000,NA,MS,NA,15.3838100000,0.8821800000,8.228706159740643,22.4393800000,0.2237700000,NA,0.9079700000,1.1454800000,NA,1024.8407694574803,NA,1.2652300000,roots,2.4805700000,0.021146684857142856,7.7274300000,55.20116982928654,NA,NA,1,69.91524499913093,NA,5.1249001979,588.0000000000,5.3903200000,1.4313400000,44.9318400000
0.01744096018,NA,NA,NA,0.0000000000,NA,NA,0.0174409602,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1180.7560500000,0.0000000000,NA,1245.7828700000,MS,16602.8673500000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,7.0862000000,NA,1772345.6085500000,NA,grains,NA,NA,NA,NA,NA,93.6398000000,1,NA,0.8060161211218488,NA,589.0000000000,NA,NA,NA
NA,2713.8277100000,NA,NA,NA,NA,NA,0.0011743652,NA,NA,NA,NA,NA,NA,83.8832300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07753793457142857,NA,27.033598942932876,NA,NA,1,91.10448575403315,NA,NA,589.0000000000,NA,NA,NA
NA,775.9372900000,6.8144300000,5.7408100000,NA,3.3571600000,84.3549400000,0.0253494643,0.0328000000,2.6619600000,NA,901.8297700000,NA,908.9121000000,59.5605400000,12.8996700000,3.2866100000,NA,0.0000000000,0.0118900000,NA,MS,NA,16.8709900000,0.8821800000,7.724534675463057,22.4393800000,0.2237700000,NA,1.1170500000,1.3327900000,NA,1022.2741050579248,NA,1.2950100000,roots,2.6073700000,0.022169636857142856,7.7274300000,54.012142646625406,NA,NA,1,73.29733255495854,NA,5.8176951354,589.0000000000,5.2742100000,1.3436400000,50.1251300000
0.01754258492,NA,NA,NA,0.0000000000,NA,NA,0.0175425849,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1234.1511500000,0.0000000000,NA,1253.0417800000,MS,16744.0899800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,7.1835100000,NA,1777088.1387400001,NA,grains,NA,NA,NA,NA,NA,97.8743000000,1,NA,0.8107982941428572,NA,590.0000000000,NA,NA,NA
NA,2793.7349700000,NA,NA,NA,NA,NA,0.0011725221,NA,NA,NA,NA,NA,NA,83.7515800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07982099914285715,NA,26.982584077353987,NA,NA,1,93.75717239935082,NA,NA,590.0000000000,NA,NA,NA
NA,785.6730400000,6.4237300000,5.9797500000,NA,3.5501700000,96.9008500000,0.0252962585,0.0346200000,2.8022800000,NA,899.4766000000,NA,907.7437200000,58.1132900000,13.4577800000,3.4203800000,NA,0.0000000000,0.0118900000,NA,MS,NA,19.3801700000,0.8829700000,7.2751395857163885,27.9654400000,0.2788700000,NA,1.1876300000,1.4094200000,NA,1018.6944063784725,NA,1.4334800000,roots,2.9049300000,0.022447801142857146,9.6304300000,52.6525612421713,NA,NA,1,74.1505977930545,NA,6.0607959077,590.0000000000,5.4314800000,1.3368600000,52.4645400000
0.01764098714,NA,NA,NA,0.0000000000,NA,NA,0.0176409871,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1224.6225300000,0.0000000000,NA,1260.0705100000,MS,16884.2827300000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.9876800000,NA,1781775.4563000000,NA,grains,NA,NA,NA,NA,NA,97.1186300000,1,NA,0.8155273470210083,NA,591.0000000000,NA,NA,NA
NA,2868.6202700000,NA,NA,NA,NA,NA,0.0011802416,NA,NA,NA,NA,NA,NA,84.3029700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.08196057914285713,NA,27.160227615952444,NA,NA,1,96.27030770304681,NA,NA,591.0000000000,NA,NA,NA
NA,828.4591500000,6.2082300000,5.9801000000,NA,3.6860500000,91.2791200000,0.0252499833,0.0346200000,2.7954200000,NA,897.2747400000,NA,906.6402100000,57.0097800000,13.6292500000,3.4205800000,NA,0.0000000000,0.0118900000,NA,MS,NA,18.2558200000,0.8829700000,7.031076933531151,27.9654400000,0.2788700000,NA,1.3067800000,1.4633600000,NA,1016.2007089708596,NA,1.2562600000,roots,2.6825100000,0.02367026142857143,9.6304300000,51.652744713863434,NA,NA,1,78.18868421350669,NA,6.1782531723,591.0000000000,5.3283500000,1.2920100000,51.9766900000
0.01773510116,NA,NA,NA,0.0000000000,NA,NA,0.0177351012,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1182.9116700000,0.0000000000,NA,1266.7929400000,MS,17020.0639800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.7282700000,NA,1786320.4929100000,NA,grains,NA,NA,NA,NA,NA,93.8107500000,1,NA,0.8200988261596638,NA,592.0000000000,NA,NA,NA
NA,2892.6769100000,NA,NA,NA,NA,NA,0.0011863660,NA,NA,NA,NA,NA,NA,84.7404300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.08264791171428573,NA,27.29193347745746,NA,NA,1,97.04481502057862,NA,NA,592.0000000000,NA,NA,NA
NA,836.5284000000,6.4685600000,5.7837000000,NA,3.6005000000,91.3151700000,0.0252538371,0.0212700000,1.7156200000,NA,896.1679500000,NA,907.6094000000,57.6775600000,13.2143500000,3.3050800000,NA,0.0000000000,0.0119000000,NA,MS,NA,18.2630300000,0.8838100000,7.318948642807843,30.2259000000,0.3014200000,NA,1.2819900000,1.4294000000,NA,1013.9825867550718,NA,1.2592100000,roots,2.6750600000,0.02390081142857143,10.4088700000,52.20810807752798,NA,NA,1,78.87521073533905,NA,6.0076588253,592.0000000000,3.3125400000,0.8272100000,50.3808000000
0.017826316339999995,NA,NA,NA,0.0000000000,NA,NA,0.0178263163,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1138.9613400000,0.0000000000,NA,1273.3083100000,MS,17150.9627600000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.5535500000,NA,1790718.2969599999,NA,grains,NA,NA,NA,NA,NA,90.3252700000,1,NA,0.8245094911554621,NA,593.0000000000,NA,NA,NA
NA,2882.0893800000,NA,NA,NA,NA,NA,0.0011957560,NA,NA,NA,NA,NA,NA,85.4111400000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.08234541085714286,NA,27.507945748137058,NA,NA,1,96.68961984242966,NA,NA,593.0000000000,NA,NA,NA
NA,871.3534800000,6.7636000000,5.6348200000,NA,3.6032200000,71.8119600000,0.0252486136,0.0212700000,1.7137000000,NA,895.1625200000,NA,908.2417200000,58.3098800000,13.0202200000,3.2200000000,NA,0.0000000000,0.0119000000,NA,MS,NA,14.3623900000,0.8838100000,7.652776049150836,30.2259000000,0.3014200000,NA,1.3389000000,1.4304800000,NA,1012.8449779930075,NA,0.9611100000,roots,2.1281600000,0.024895813714285717,10.4088700000,52.78046638983491,NA,NA,1,82.15882372908204,NA,5.9590685495,593.0000000000,3.3488500000,0.8649400000,48.6439000000
0.01791151768,NA,NA,NA,0.0000000000,NA,NA,0.0179115177,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,1045.1116000000,0.0000000000,NA,1279.3941200000,MS,17271.2676400000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,6.1423700000,NA,1794781.1941300000,NA,grains,NA,NA,NA,NA,NA,82.8825200000,1,NA,0.8285732538823527,NA,594.0000000000,NA,NA,NA
NA,2838.2317900000,NA,NA,NA,NA,NA,0.0012027862,NA,NA,NA,NA,NA,NA,85.9133000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.08109233685714284,NA,27.660542742042594,NA,NA,1,95.18684308667265,NA,NA,594.0000000000,NA,NA,NA
NA,865.0881800000,7.2586900000,5.1851500000,NA,3.3073600000,64.7720600000,0.0252620913,0.0128600000,1.0359200000,NA,894.7757000000,NA,909.8853200000,59.6593900000,11.9915100000,2.9602800000,NA,0.0000000000,0.0119000000,NA,MS,NA,12.9544100000,0.8846300000,8.20534008568554,29.4911200000,0.2940900000,NA,1.2141400000,1.3130200000,NA,1011.4688626883556,NA,0.8933800000,roots,1.9606500000,0.024716805142857137,10.1558300000,53.95194827215899,NA,NA,1,81.49246766067922,NA,5.5032985525,594.0000000000,2.0721100000,0.5613700000,44.9698700000
0.017981820359999998,NA,NA,NA,0.0000000000,NA,NA,0.0179818204,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,841.9187200000,0.0000000000,NA,1284.4157400000,MS,17368.1435000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,5.0794000000,NA,1797990.8095199999,NA,grains,NA,NA,NA,NA,NA,66.7683200000,1,NA,0.8318580670672266,NA,595.0000000000,NA,NA,NA
NA,2800.6606200000,NA,NA,NA,NA,NA,0.0012183437,NA,NA,NA,NA,NA,NA,87.0245500000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.08001887485714287,NA,28.018319455567678,NA,NA,1,93.92680467967112,NA,NA,595.0000000000,NA,NA,NA
NA,885.4953500000,7.5747200000,4.2171800000,NA,2.7301700000,45.5867800000,0.0252672729,0.0128600000,1.0354000000,NA,894.3200300000,NA,910.7111100000,60.4851800000,9.9003700000,2.4076500000,NA,0.0000000000,0.0119000000,NA,MS,NA,9.1173600000,0.8846300000,8.562585487718028,29.4911200000,0.2940900000,NA,1.0264600000,1.0838800000,NA,1010.9537659812577,NA,0.6227800000,roots,1.4165100000,0.025299867142857146,10.1558300000,54.69873732520941,NA,NA,1,83.41485046478942,NA,4.6034917592,595.0000000000,2.1007900000,0.5858100000,36.3711800000
0.01805158614,NA,NA,NA,0.0000000000,NA,NA,0.0180515861,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,811.4719300000,0.0000000000,NA,1289.3990100000,MS,17461.6368400000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,5.0437100000,NA,1801084.2141799999,NA,grains,NA,NA,NA,NA,NA,64.3537400000,1,NA,0.8350422890294117,NA,596.0000000000,NA,NA,NA
NA,2738.5183400000,NA,NA,NA,NA,NA,0.0012273244,NA,NA,NA,NA,NA,NA,87.6660300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07824338114285716,NA,28.21746813441483,NA,NA,1,91.81869675657697,NA,NA,596.0000000000,NA,NA,NA
NA,872.8420100000,8.1398700000,4.0760000000,NA,2.6165900000,40.5267100000,0.0253008782,0.0058300000,0.4691100000,NA,894.3937000000,NA,912.5534900000,62.0976000000,9.5501300000,2.3253600000,NA,0.0000000000,0.0119100000,NA,MS,NA,8.1053400000,0.8852800000,9.194684167720947,23.0594200000,0.2299500000,NA,0.9668700000,1.0387900000,NA,1010.2947090186155,NA,0.5766500000,roots,1.2973500000,0.02493834314285714,7.9409500000,56.11566961865173,NA,NA,1,82.16251826164226,NA,4.4443130848,596.0000000000,0.9771100000,0.2851900000,35.3227300000
0.018118268699999995,NA,NA,NA,0.0000000000,NA,NA,0.0181182687,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,751.7549800000,0.0000000000,NA,1294.1620500000,MS,17548.2763000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.8229800000,NA,1803924.6517700001,NA,grains,NA,NA,NA,NA,NA,59.6178900000,1,NA,0.8380080151134455,NA,597.0000000000,NA,NA,NA
NA,2671.4688100000,NA,NA,NA,NA,NA,0.0012358230,NA,NA,NA,NA,NA,NA,88.2730700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07632768028571428,NA,28.41285889017639,NA,NA,1,89.57061962201193,NA,NA,597.0000000000,NA,NA,NA
NA,880.7871300000,8.6522000000,3.8102900000,NA,2.4575800000,26.6317000000,0.0253221823,0.0058300000,0.4691400000,NA,894.4527100000,NA,914.0161900000,63.5603100000,8.9853100000,2.1737700000,NA,0.0000000000,0.0119100000,NA,MS,NA,5.3263400000,0.8852800000,9.773405024399061,23.0594200000,0.2299500000,NA,0.9175300000,0.9756600000,NA,1010.361365895536,NA,0.3843700000,roots,0.8799900000,0.025165346571428573,7.9409500000,57.43747514910537,NA,NA,1,82.91040970088561,NA,4.2060824038,597.0000000000,1.0001200000,0.3031400000,32.9138400000
0.018182974459999997,NA,NA,NA,0.0000000000,NA,NA,0.0181829745,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,706.2542900000,0.0000000000,NA,1298.7838900000,MS,17629.7113800000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,4.6774700000,NA,1806577.3929399999,NA,grains,NA,NA,NA,NA,NA,56.0094600000,1,NA,0.8408105093319327,NA,598.0000000000,NA,NA,NA
NA,2597.0921200000,NA,NA,NA,NA,NA,0.0012402366,NA,NA,NA,NA,NA,NA,88.5883300000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07420263199999999,NA,28.508139244885317,NA,NA,1,87.05795836383773,NA,NA,598.0000000000,NA,NA,NA
NA,860.7915500000,9.1304900000,3.5876300000,NA,2.2821300000,23.2074100000,0.0253413042,0.0047300000,0.3806600000,NA,894.5388700000,NA,915.4912200000,64.8400000000,8.4414900000,2.0454800000,NA,0.0000000000,0.0119100000,NA,MS,NA,4.6414800000,0.8858200000,10.307387505362263,19.5879200000,0.1953300000,NA,0.8299700000,0.9060100000,NA,1009.8427107087218,NA,0.3496200000,roots,0.7916200000,0.024594044285714288,6.7454700000,58.55817208913774,NA,NA,1,80.97878707487601,NA,3.9542323861,598.0000000000,0.8277700000,0.2595500000,31.2027000000
0.01823356934,NA,NA,NA,0.0000000000,NA,NA,0.0182335693,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,536.3685200000,0.0000000000,NA,1302.3978100000,MS,17691.4842900000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,3.6560700000,NA,1808444.0515800000,NA,grains,NA,NA,NA,NA,NA,42.5366800000,1,NA,0.8429474707941176,NA,599.0000000000,NA,NA,NA
NA,2547.5000600000,NA,NA,NA,NA,NA,0.0012520805,NA,NA,NA,NA,NA,NA,89.4343200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.072785716,NA,28.78038278666763,NA,NA,1,85.39556700643877,NA,NA,599.0000000000,NA,NA,NA
NA,862.2829700000,9.4294100000,2.7405900000,NA,1.7443900000,14.6473800000,0.0253530233,0.0047300000,0.3806600000,NA,894.5182800000,NA,916.3488800000,65.6976700000,6.5605300000,1.5625400000,NA,0.0000000000,0.0119100000,NA,MS,NA,2.9294800000,0.8858200000,10.644837551647061,19.5879200000,0.1953300000,NA,0.6358700000,0.6925200000,NA,1009.8194667088121,NA,0.2232000000,roots,0.5142200000,0.024636656285714285,6.7454700000,59.332749317017004,NA,NA,1,81.11909210298555,NA,3.1303563111,599.0000000000,0.8387200000,0.2680400000,23.8141900000
0.01827444374,NA,NA,NA,0.0000000000,NA,NA,0.0182744437,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,421.9497000000,0.0000000000,NA,1305.3174100000,MS,17740.0502000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,2.9503800000,NA,1809802.1423800001,NA,grains,NA,NA,NA,NA,NA,33.4627000000,1,NA,0.8446356152815128,NA,600.0000000000,NA,NA,NA
NA,2509.9348700000,NA,NA,NA,NA,NA,0.0012654559,NA,NA,NA,NA,NA,NA,90.3897100000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07171242485714287,NA,29.084672900955255,NA,NA,1,84.12719524048936,NA,NA,600.0000000000,NA,NA,NA
NA,851.1238600000,9.8164900000,2.1580900000,NA,1.3621600000,12.7680300000,0.0253716007,0.0007900000,0.0637300000,NA,894.7266700000,NA,917.5638500000,66.8162400000,5.2376600000,1.2300600000,NA,0.0000000000,0.0119100000,NA,MS,NA,2.5536100000,0.8860900000,11.07843447053911,9.6666200000,0.0964000000,NA,0.4893300000,0.5407800000,NA,1009.7469444413096,NA,0.2004700000,roots,0.4598100000,0.02431782457142857,3.3288900000,60.32456296764436,NA,NA,1,80.044903264153,NA,2.5421669505,600.0000000000,0.1427800000,0.0467100000,18.8150600000
0.01831349506,NA,NA,NA,0.0000000000,NA,NA,0.0183134951,NA,NA,7119.2144900000,NA,0.0000000000,NA,NA,NA,NA,393.4518100000,0.0000000000,NA,1308.1067900000,MS,17785.3316700000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,2.8161300000,NA,1811043.4183199999,NA,grains,NA,NA,NA,NA,NA,31.2026800000,1,NA,0.8462165136260503,NA,601.0000000000,NA,NA,NA
NA,2474.9297100000,NA,NA,NA,NA,NA,0.0012772949,NA,NA,NA,NA,NA,NA,91.2353500000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.07071227742857142,NA,29.356774258421318,NA,NA,1,82.95390346907993,NA,NA,601.0000000000,NA,NA,NA
