Proteins_N_Mass,sucrose,cytokinins,R_Nnit_red,R_grain_growth_struct,Uptake_Nitrates,Unloading_Sucrose,N_tot,regul_transpiration,Export_Nitrates,structure,nitrates,S_grain_structure,Total_Organic_Nitrogen,amino_acids,sum_respi,S_Amino_Acids,S_grain_starch,senesced_mstruct,Nstruct,proteins,axis,starch,C_exudation,mstruct,Conc_cytokinins,sucrose_consumption_mstruct,AA_consumption_mstruct,RGR_Structure,S_cytokinins,R_Nnit_upt,S_Proteins,Conc_Nitrates,age_from_flowering,N_exudation,organ,Unloading_Amino_Acids,WSC_g,Respi_growth,Conc_Amino_Acids,synthetized_mstruct,R_grain_growth_starch,plant,Conc_Sucrose,Dry_Mass,R_residual,t,Export_Amino_Acids,Export_cytokinins,HATS_LATS
NA,1094.1230300000,10.2344000000,1.9182200000,NA,4.6493800000,116.1139900000,0.0156810301,0.0093100000,0.2770800000,NA,330.5734700000,NA,789.6769200000,73.0715400000,8.0249700000,1.8977600000,NA,0.0000000000,0.0100300000,NA,MS,NA,23.2228000000,0.5105000000,20.04779627815867,24.7254400000,0.2465600000,NA,1.5763500000,1.8458000000,NA,647.5484231145936,NA,1.5509500000,roots,3.6728200000,0.031260658000000004,8.5146800000,114.50975905974535,NA,NA,1,178.60317172706496,NA,4.2625913483,19.0000000000,1.8374000000,0.5730200000,33.0575300000
0.0016068435599999999,NA,NA,NA,2.1643700000,NA,NA,0.0016068436,NA,NA,2560.8196400000,NA,5.2989900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,114.7745400000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1675600000,NA,57895.1584800000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08498130160504203,NA,20.0000000000,NA,NA,NA
NA,4776.1467700000,NA,NA,NA,NA,NA,0.0021143864,NA,NA,NA,NA,NA,NA,151.0276000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13646133628571427,NA,60.81332011254448,NA,NA,1,200.33130701255473,NA,NA,20.0000000000,NA,NA,NA
NA,1110.5691800000,10.7695500000,1.6105500000,NA,3.9100400000,102.2612800000,0.0157409944,0.0022000000,0.0659200000,NA,333.5733700000,NA,791.1161800000,74.3548000000,6.8450800000,1.5920100000,NA,0.0000000000,0.0100300000,NA,MS,NA,20.4522600000,0.5109300000,21.078327755269804,15.6433000000,0.1560000000,NA,1.3287100000,1.5522900000,NA,652.874894799679,NA,1.3693200000,roots,3.2336300000,0.031730548000000004,5.3870700000,116.42268021059637,NA,NA,1,181.1352468374663,NA,3.6889677800,20.0000000000,0.4407800000,0.1421600000,27.5034800000
0.001609328,NA,NA,NA,2.2899700000,NA,NA,0.0016093280,NA,NA,2564.1336500000,NA,5.6064700000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,114.9520000000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1779800000,NA,59534.3264700000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.0850942555462185,NA,21.0000000000,NA,NA,NA
NA,4786.7916500000,NA,NA,NA,NA,NA,0.0021274553,NA,NA,NA,NA,NA,NA,151.9610900000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13676547571428574,NA,61.18643085068903,NA,NA,1,200.7687024584856,NA,NA,21.0000000000,NA,NA,NA
NA,1138.3258800000,11.3348200000,1.6831100000,NA,4.1148100000,81.7282600000,0.0158032835,0.0022000000,0.0665400000,NA,336.7539100000,NA,792.3848500000,75.6234800000,7.1766400000,1.6637400000,NA,0.0000000000,0.0100300000,NA,MS,NA,16.3456500000,0.5109300000,22.184682833264834,15.6433000000,0.1560000000,NA,1.3991300000,1.6335800000,NA,659.0998962675906,NA,1.0859100000,roots,2.5945400000,0.03252359657142858,5.3870700000,118.40914410976063,NA,NA,1,185.66239993736914,NA,3.8661428808,21.0000000000,0.4483000000,0.1496200000,28.4053500000
0.0016118015199999998,NA,NA,NA,2.2675900000,NA,NA,0.0016118015,NA,NA,2567.4158600000,NA,5.5516900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,115.1286800000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1773700000,NA,61155.6563900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08520622062184874,NA,22.0000000000,NA,NA,NA
NA,4781.3496300000,NA,NA,NA,NA,NA,0.0021385654,NA,NA,NA,NA,NA,NA,152.7546700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13660998942857142,NA,61.48863149208522,NA,NA,1,200.48394526572136,NA,NA,22.0000000000,NA,NA,NA
NA,1142.3217200000,11.8308600000,1.6716900000,NA,4.0629300000,77.3218500000,0.0158692830,0.0030400000,0.0928500000,NA,339.8640400000,NA,793.4418600000,76.5133200000,7.1283600000,1.6509300000,NA,0.0000000000,0.0100400000,NA,MS,NA,15.4643700000,0.5114000000,23.13425889714509,16.7632600000,0.1671600000,NA,1.3900800000,1.6129800000,NA,664.5757528353539,NA,1.0358100000,roots,2.4702800000,0.03263776342857143,5.7727500000,119.69232694563942,NA,NA,1,186.1428953200365,NA,3.8488156148,22.0000000000,0.6271100000,0.2159100000,27.9922100000
0.0016139136999999998,NA,NA,NA,1.9226100000,NA,NA,0.0016139137,NA,NA,2570.1990100000,NA,4.7070700000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,115.2795500000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1515100000,NA,62529.0186100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08530126992857141,NA,23.0000000000,NA,NA,NA
NA,4775.7809900000,NA,NA,NA,NA,NA,0.0021520484,NA,NA,NA,NA,NA,NA,153.7177400000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13645088542857145,NA,61.87380729559748,NA,NA,1,200.24238951781973,NA,NA,23.0000000000,NA,NA,NA
NA,1160.3273000000,12.2423600000,1.4821700000,NA,3.6106400000,57.8122900000,0.0159184041,0.0030400000,0.0936100000,NA,342.6267000000,NA,794.1878500000,77.2593100000,6.4075200000,1.4637700000,NA,0.0000000000,0.0100400000,NA,MS,NA,11.5624600000,0.5114000000,23.938912788423934,16.7632600000,0.1671600000,NA,1.2381700000,1.4334200000,NA,669.9779037935081,NA,0.7698800000,roots,1.8608000000,0.033152208571428574,5.7727500000,120.85930387172469,NA,NA,1,189.07692934428368,NA,3.4952108438,23.0000000000,0.6332200000,0.2234200000,24.5834200000
0.0016160202799999999,NA,NA,NA,1.9026600000,NA,NA,0.0016160203,NA,NA,2572.9535000000,NA,4.6582300000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,115.4300200000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1511500000,NA,63887.1094100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08539545920168068,NA,24.0000000000,NA,NA,NA
NA,4763.1537300000,NA,NA,NA,NA,NA,0.0021637241,NA,NA,NA,NA,NA,NA,154.5517200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13609010657142856,NA,62.19478965980372,NA,NA,1,199.66572810454886,NA,NA,24.0000000000,NA,NA,NA
NA,1158.9982800000,12.7531800000,1.4708600000,NA,3.5547100000,56.4227800000,0.0159696619,0.0015400000,0.0478000000,NA,345.3852200000,NA,795.2323000000,78.1620600000,6.3503200000,1.4514700000,NA,0.0000000000,0.0100400000,NA,MS,NA,11.2845600000,0.5118000000,24.918288393903868,14.2094900000,0.1417000000,NA,1.2277400000,1.4112200000,NA,674.8441187964048,NA,0.7610200000,roots,1.8307700000,0.03311423657142857,4.8933100000,122.17594372801874,NA,NA,1,188.71275889019148,NA,3.4727911932,24.0000000000,0.3245500000,0.1179100000,24.2377800000
0.0016179850399999998,NA,NA,NA,1.7600700000,NA,NA,0.0016179850,NA,NA,2575.5015900000,NA,4.3091300000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,115.5703600000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1409600000,NA,65142.4767900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08548270853781512,NA,25.0000000000,NA,NA,NA
NA,4753.2456700000,NA,NA,NA,NA,NA,0.0021768736,NA,NA,NA,NA,NA,NA,155.4909700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13580701914285714,NA,62.57055994849198,NA,NA,1,199.24337831901437,NA,NA,25.0000000000,NA,NA,NA
NA,1170.7533900000,13.2275900000,1.3903600000,NA,3.3573800000,43.4915200000,0.0160181408,0.0015400000,0.0481700000,NA,347.9926500000,NA,796.0876500000,79.0174100000,6.0457200000,1.3720300000,NA,0.0000000000,0.0100400000,NA,MS,NA,8.6983000000,0.5118000000,25.84523251270027,14.2094900000,0.1417000000,NA,1.1640500000,1.3328800000,NA,679.9387456037515,NA,0.5870700000,roots,1.4227200000,0.033450096857142855,4.8933100000,123.51295037123874,NA,NA,1,190.6267731535756,NA,3.3260458554,25.0000000000,0.3281000000,0.1223000000,22.7186200000
0.0016204903399999998,NA,NA,NA,2.2256100000,NA,NA,0.0016204903,NA,NA,2578.7235400000,NA,5.4489100000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,115.7493100000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1798100000,NA,66728.6337100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08559318557563025,NA,26.0000000000,NA,NA,NA
NA,4735.0733700000,NA,NA,NA,NA,NA,0.0021875798,NA,NA,NA,NA,NA,NA,156.2557000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13528781057142858,NA,62.86090144273078,NA,NA,1,198.42674834933294,NA,NA,26.0000000000,NA,NA,NA
NA,1162.0836300000,13.7394800000,1.6511700000,NA,3.9371100000,49.8766200000,0.0160706376,0.0023800000,0.0751200000,NA,351.0213600000,NA,796.9751400000,79.7384700000,7.0478600000,1.6279200000,NA,0.0000000000,0.0100400000,NA,MS,NA,9.9753200000,0.5122600000,26.821301682739232,16.6888200000,0.1664200000,NA,1.3789600000,1.5630300000,NA,685.2406199976574,NA,0.6844700000,roots,1.6459100000,0.033202389428571434,5.7471100000,124.52812243782455,NA,NA,1,189.04521629641195,NA,3.8379377578,26.0000000000,0.5119300000,0.1964100000,26.8097600000
0.0016224469799999998,NA,NA,NA,1.7232600000,NA,NA,0.0016224470,NA,NA,2581.2184500000,NA,4.2190100000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,115.8890700000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1403900000,NA,67955.9606800000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08567885577731092,NA,27.0000000000,NA,NA,NA
NA,4722.3502100000,NA,NA,NA,NA,NA,0.0021999425,NA,NA,NA,NA,NA,NA,157.1387500000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.1349242917142857,NA,63.2139229430873,NA,NA,1,197.88660915725495,NA,NA,27.0000000000,NA,NA,NA
NA,1170.9324200000,14.1263100000,1.3687600000,NA,3.2566500000,36.9474800000,0.0161138170,0.0023800000,0.0756500000,NA,353.5140600000,NA,797.5666700000,80.3300100000,5.9445200000,1.3494900000,NA,0.0000000000,0.0100400000,NA,MS,NA,7.3895000000,0.5122600000,27.576445554991604,16.6888200000,0.1664200000,NA,1.1457900000,1.2928900000,NA,690.1067036270642,NA,0.5069400000,roots,1.2294500000,0.033455212000000005,5.7471100000,125.45193456447898,NA,NA,1,190.48471804682518,NA,3.2853155841,27.0000000000,0.5157300000,0.2019400000,22.0495600000
0.0016243551799999998,NA,NA,NA,1.6666300000,NA,NA,0.0016243552,NA,NA,2583.6314400000,NA,4.0803700000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,116.0253700000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.1368700000,NA,69142.2844900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08576182923109243,NA,28.0000000000,NA,NA,NA
NA,4707.8694600000,NA,NA,NA,NA,NA,0.0022109272,NA,NA,NA,NA,NA,NA,157.9233700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.134510556,NA,63.51646548386935,NA,NA,1,197.23913939680352,NA,NA,28.0000000000,NA,NA,NA
NA,1164.3612100000,14.5975600000,1.3350100000,NA,3.1446400000,39.2659900000,0.0161583072,0.0011500000,0.0369200000,NA,355.9489700000,NA,798.4341600000,81.0729700000,5.7925500000,1.3153100000,NA,0.0000000000,0.0100400000,NA,MS,NA,7.8532000000,0.5126100000,28.476931780495892,12.4877700000,0.1245300000,NA,1.1154600000,1.2484200000,NA,694.3855367628411,NA,0.5468100000,roots,1.3171600000,0.03326746314285715,4.3004000000,126.52577202941806,NA,NA,1,189.28639869166292,NA,3.2126185358,28.0000000000,0.2522700000,0.1011400000,21.3927400000
0.00162751694,NA,NA,NA,2.7403300000,NA,NA,0.0016275169,NA,NA,2587.5976500000,NA,6.7090700000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,116.2512100000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.2269000000,NA,71090.4306500000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08589839775210084,NA,29.0000000000,NA,NA,NA
NA,4696.3789500000,NA,NA,NA,NA,NA,0.0022236264,NA,NA,NA,NA,NA,NA,158.8304600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13418225571428571,NA,63.877762696186366,NA,NA,1,196.7468567449904,NA,NA,29.0000000000,NA,NA,NA
NA,1169.4693900000,15.3201500000,1.9278600000,NA,4.5089000000,36.7766200000,0.0162232425,0.0011500000,0.0372800000,NA,359.4627900000,NA,799.5585900000,82.1973900000,8.1145900000,1.8994300000,NA,0.0000000000,0.0100400000,NA,MS,NA,7.3553200000,0.5126100000,29.886560933263105,12.4877700000,0.1245300000,NA,1.6135700000,1.7900300000,NA,701.2402996430034,NA,0.5169800000,roots,1.2437800000,0.03341341114285715,4.3004000000,128.2805875812021,NA,NA,1,190.11681882912936,NA,4.4028951391,29.0000000000,0.2557700000,0.1061500000,30.5725500000
0.0016311338399999998,NA,NA,NA,3.1138600000,NA,NA,0.0016311338,NA,NA,2592.1032600000,NA,7.6235900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,116.5095600000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.2590800000,NA,73300.5528700000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08605372431932773,NA,30.0000000000,NA,NA,NA
NA,4693.0629300000,NA,NA,NA,NA,NA,0.0022328107,NA,NA,NA,NA,NA,NA,159.4864800000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.1340875122857143,NA,64.11677881353803,NA,NA,1,196.53186135330031,NA,NA,30.0000000000,NA,NA,NA
NA,1150.6872400000,15.2108100000,2.1193600000,NA,4.8619200000,55.5197200000,0.0162676029,0.0110400000,0.3604900000,NA,362.9011500000,NA,798.8064200000,81.2133400000,8.7989700000,2.0854600000,NA,0.0000000000,0.0100500000,NA,MS,NA,11.1039400000,0.5132600000,29.6356817207653,23.2541700000,0.2318900000,NA,1.7646100000,1.9301800000,NA,707.0512995362973,NA,0.7837000000,roots,1.8867500000,0.03287677828571429,8.0080200000,126.58432763122005,NA,NA,1,186.82656613282415,NA,4.7449610646,30.0000000000,2.4202400000,1.0093400000,33.4040600000
0.0016352392,NA,NA,NA,3.5301400000,NA,NA,0.0016352392,NA,NA,2597.2085900000,NA,8.6427600000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,116.8028000000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.2933500000,NA,75799.2068100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08622977736134455,NA,31.0000000000,NA,NA,NA
NA,4726.9747000000,NA,NA,NA,NA,NA,0.0022462126,NA,NA,NA,NA,NA,NA,160.4437600000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13505641999999998,NA,64.49708706641408,NA,NA,1,197.9380622651907,NA,NA,31.0000000000,NA,NA,NA
NA,1160.3121100000,15.1996900000,2.3329300000,NA,5.3216800000,56.7871800000,0.0163115482,0.0110400000,0.3642600000,NA,366.6947500000,NA,798.1517700000,80.5586900000,9.6204700000,2.2956100000,NA,0.0000000000,0.0100500000,NA,MS,NA,11.3574400000,0.5132600000,29.614016288041146,23.2541700000,0.2318900000,NA,1.9478900000,2.1127100000,NA,714.4424852901063,NA,0.7885300000,roots,1.9274800000,0.03315177457142857,8.0080200000,125.5639480964813,NA,NA,1,188.38926827209082,NA,5.1705986299,31.0000000000,2.4007300000,1.0086100000,36.3331300000
0.0016403126599999999,NA,NA,NA,4.3873600000,NA,NA,0.0016403127,NA,NA,2603.5494500000,NA,10.7414800000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,117.1651900000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3611300000,NA,78892.6114700000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08644824964285715,NA,32.0000000000,NA,NA,NA
NA,4790.5796200000,NA,NA,NA,NA,NA,0.0022548302,NA,NA,NA,NA,NA,NA,161.0593000000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.13687370342857144,NA,64.70941205421938,NA,NA,1,200.4926592572876,NA,NA,32.0000000000,NA,NA,NA
NA,1142.1900300000,14.5088000000,2.7678100000,NA,6.1834700000,98.1884400000,0.0163353367,0.0209100000,0.6978300000,NA,370.7731700000,NA,796.0957600000,78.1794500000,11.2001700000,2.7187400000,NA,0.0000000000,0.0100500000,NA,MS,NA,19.6376900000,0.5141700000,28.217904584086977,32.4131800000,0.3232300000,NA,2.2975800000,2.4548400000,NA,721.1100803236284,NA,1.3441400000,roots,3.3011000000,0.03263400085714285,11.1621000000,121.63984674329501,NA,NA,1,185.1187399109244,NA,5.9621040280,32.0000000000,4.4142200000,1.8241000000,42.7803600000
0.00164591392,NA,NA,NA,4.9167000000,NA,NA,0.0016459139,NA,NA,2610.6507800000,NA,12.0374500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,117.5652800000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.3974700000,NA,82340.4987100000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08669233052100841,NA,33.0000000000,NA,NA,NA
NA,4910.2631300000,NA,NA,NA,NA,NA,0.0022698833,NA,NA,NA,NA,NA,NA,162.1345200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.1402932322857143,NA,65.1348649422257,NA,NA,1,205.48094737124023,NA,NA,33.0000000000,NA,NA,NA
NA,1167.9275600000,14.0183900000,3.0443800000,NA,6.8051900000,109.3856100000,0.0163745515,0.0209100000,0.7064000000,NA,375.3281000000,NA,794.3418900000,76.4255800000,12.2871500000,2.9904100000,NA,0.0000000000,0.0100500000,NA,MS,NA,21.8771200000,0.5141700000,27.264114981426374,32.4131800000,0.3232300000,NA,2.5438400000,2.7016600000,NA,729.9688818873135,NA,1.4315700000,roots,3.6118600000,0.03336935885714286,11.1621000000,118.91099052842443,NA,NA,1,189.29011157139988,NA,6.5266755240,33.0000000000,4.3151900000,1.7624400000,46.2941900000
0.0016518178600000001,NA,NA,NA,5.2961500000,NA,NA,0.0016518179,NA,NA,2618.2983400000,NA,12.9664500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,117.9869900000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4178400000,NA,86032.5594700000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08695424355882352,NA,34.0000000000,NA,NA,NA
NA,5052.7177400000,NA,NA,NA,NA,NA,0.0022795083,NA,NA,NA,NA,NA,NA,162.8220200000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.144363364,NA,65.36871116999389,NA,NA,1,211.30539663899845,NA,NA,34.0000000000,NA,NA,NA
NA,1165.4599400000,13.0362900000,3.2406700000,NA,7.1467500000,162.0421600000,0.0164054860,0.0291100000,0.9949500000,NA,379.7874900000,NA,791.7653800000,73.4615100000,12.9644200000,3.1765200000,NA,0.0000000000,0.0100600000,NA,MS,NA,32.4084300000,0.5152500000,25.30090247452693,38.8645300000,0.3875600000,NA,2.7008300000,2.8372600000,NA,737.0936244541484,NA,2.0427700000,roots,5.2217500000,0.03329885542857143,13.3837400000,114.05959825327513,NA,NA,1,188.49424874656316,NA,6.8641573287,34.0000000000,5.7735100000,2.2813400000,48.7730600000
0.0016580907,NA,NA,NA,5.7793300000,NA,NA,0.0016580907,NA,NA,2626.6398000000,NA,14.1493900000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,118.4350500000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4434700000,NA,90033.6860600000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08723869481092436,NA,35.0000000000,NA,NA,NA
NA,5237.8246400000,NA,NA,NA,NA,NA,0.0022982938,NA,NA,NA,NA,NA,NA,164.1638400000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.14965213257142856,NA,65.89980982392404,NA,NA,1,219.0213141049765,NA,NA,35.0000000000,NA,NA,NA
NA,1214.7914000000,12.3325900000,3.5140100000,NA,7.8333600000,170.4666700000,0.0164444620,0.0291100000,1.0080500000,NA,384.7875900000,NA,789.5492800000,71.2454100000,14.1097900000,3.4444500000,NA,0.0000000000,0.0100600000,NA,MS,NA,34.0933300000,0.5152500000,23.93515769044153,38.8645300000,0.3875600000,NA,2.9599200000,3.1098400000,NA,746.797845705968,NA,1.9995200000,roots,5.3427600000,0.03470832571428571,13.3837400000,110.61878311499274,NA,NA,1,196.47281255054182,NA,7.4649847080,35.0000000000,5.5993400000,2.1581900000,51.8181100000
0.0016647499399999998,NA,NA,NA,6.3078700000,NA,NA,0.0016647499,NA,NA,2635.7443100000,NA,15.4434100000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,118.9107100000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4708900000,NA,94371.5122300000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08754778866806721,NA,36.0000000000,NA,NA,NA
NA,5413.4938100000,NA,NA,NA,NA,NA,0.0023108956,NA,NA,NA,NA,NA,NA,165.0639700000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.1546712517142857,NA,66.20965082930547,NA,NA,1,226.19105321126062,NA,NA,36.0000000000,NA,NA,NA
NA,1229.0789000000,11.6033700000,3.8291400000,NA,8.4729600000,224.6391700000,0.0164844596,0.0330700000,1.1610300000,NA,390.0533600000,NA,787.6066800000,68.8366100000,15.2799100000,3.7438500000,NA,0.0000000000,0.0100600000,NA,MS,NA,44.9278300000,0.5165600000,22.46277295957875,46.7501500000,0.4662000000,NA,3.2256900000,3.3637700000,NA,755.0978782716431,NA,2.5162600000,roots,6.8495200000,0.03511654,16.0993100000,106.60772804708067,NA,NA,1,198.27946737390945,NA,8.0670775883,36.0000000000,6.1469600000,2.3071700000,55.6667000000
0.0016715505799999998,NA,NA,NA,6.6135100000,NA,NA,0.0016715506,NA,NA,2645.2890800000,NA,16.1917000000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,119.3964700000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4816900000,NA,98887.4545900000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.0878705010882353,NA,37.0000000000,NA,NA,NA
NA,5608.9024600000,NA,NA,NA,NA,NA,0.0023360219,NA,NA,NA,NA,NA,NA,166.8587100000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.16025435600000001,NA,66.92082418408783,NA,NA,1,234.32523102889326,NA,NA,37.0000000000,NA,NA,NA
NA,1296.9590400000,11.1064500000,4.0302000000,NA,9.0561100000,212.5978600000,0.0165393875,0.0330700000,1.1781900000,NA,395.8172400000,NA,785.7662100000,66.9961500000,16.2206800000,3.9404400000,NA,0.0000000000,0.0100600000,NA,MS,NA,42.5195700000,0.5165600000,21.50079371225027,46.7501500000,0.4662000000,NA,3.4332700000,3.5952700000,NA,766.256078674307,NA,2.1964100000,roots,6.3245500000,0.03705597257142857,16.0993100000,103.75739507511227,NA,NA,1,209.23013783490785,NA,8.5750919061,37.0000000000,5.9826100000,2.2083700000,57.1738800000
0.0016783332999999998,NA,NA,NA,6.7395400000,NA,NA,0.0016783333,NA,NA,2655.0197200000,NA,16.5002500000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,119.8809500000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4817800000,NA,103461.3876200000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08819839231512605,NA,38.0000000000,NA,NA,NA
NA,5759.5844600000,NA,NA,NA,NA,NA,0.0023543617,NA,NA,NA,NA,NA,NA,168.1686900000,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,0.164559556,NA,67.38911334959602,NA,NA,1,240.41663786467907,NA,NA,38.0000000000,NA,NA,NA
NA,1319.4310100000,10.7667000000,4.1086800000,NA,9.1779600000,246.3754000000,0.0166095540,0.0324900000,1.1742700000,NA,401.6206700000,NA,784.7700000000,65.4903300000,16.4971500000,4.0060900000,NA,0.0000000000,0.0100700000,NA,MS,NA,49.2750800000,0.5179800000,20.785937680991545,51.1038300000,0.5096100000,NA,3.5013000000,3.6436500000,NA,775.3594154214449,NA,2.4457800000,roots,7.1936800000,0.03769802885714286,17.5985800000,101.14727209544769,NA,NA,1,212.27187182259289,NA,8.7337632283,38.0000000000,5.7444600000,2.1028600000,57.3326200000
0.00168488236,NA,NA,NA,6.6069700000,NA,NA,0.0016848824,NA,NA,2664.5600300000,NA,16.1756800000,NA,NA,NA,NA,0.0000000000,0.0000000000,NA,120.3487400000,MS,0.0000000000,NA,NA,NA,NA,NA,0.0000000000,NA,NA,0.4664300000,NA,107918.5916600000,NA,grains,NA,NA,NA,NA,NA,0.0000000000,1,NA,0.08851912745378152,NA,39.0000000000,NA,NA,NA
