t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
813,1,MS,10,1,7170.77915615,7170.77915615,0.00333894
814,1,MS,10,1,7170.78249509,7170.78249509,0.00333894
815,1,MS,10,1,7170.78583403,7170.78583403,0.00333894
816,1,MS,10,1,7170.78917297,7170.78917297,0.00333894
817,1,MS,10,1,7170.79251191,7170.79251191,0.00333894
818,1,MS,10,1,7170.79585084,7170.79585084,0.00333894
819,1,MS,10,1,7170.79918978,7170.79918978,0.00333894
820,1,MS,10,1,7170.80252872,7170.80252872,0.00333894
821,1,MS,10,1,7170.80586766,7170.80586766,0.00333894
822,1,MS,10,1,7170.80920660,7170.80920660,0.00333894
823,1,MS,10,1,7170.81254554,7170.81254554,0.00333894
824,1,MS,10,1,7170.81588448,7170.81588448,0.00333894
825,1,MS,10,1,7170.81922342,7170.81922342,0.00333894
826,1,MS,10,1,7170.82256236,7170.82256236,0.00333894
827,1,MS,10,1,7170.82590130,7170.82590130,0.00333894
828,1,MS,10,1,7170.82924024,7170.82924024,0.00333894
829,1,MS,10,1,7170.83257918,7170.83257918,0.00333894
830,1,MS,10,1,7170.83591812,7170.83591812,0.00333894
831,1,MS,10,1,7170.83925706,7170.83925706,0.00333894
832,1,MS,10,1,7170.84259600,7170.84259600,0.00333894
833,1,MS,10,1,7170.84593494,7170.84593494,0.00333894
834,1,MS,10,1,7170.84927388,7170.84927388,0.00333894
835,1,MS,10,1,7170.85261282,7170.85261282,0.00333894
836,1,MS,10,1,7170.85595176,7170.85595176,0.00333894
837,1,MS,10,1,7170.85929070,7170.85929070,0.00333894
838,1,MS,10,1,7170.86262964,7170.86262964,0.00333894
839,1,MS,10,1,7170.86596858,7170.86596858,0.00333894
840,1,MS,10,1,7170.86930752,7170.86930752,0.00333894
841,1,MS,10,1,7170.87264646,7170.87264646,0.00333894
842,1,MS,10,1,7170.87598540,7170.87598540,0.00333894
843,1,MS,10,1,7170.87932434,7170.87932434,0.00333894
844,1,MS,10,1,7170.88266328,7170.88266328,0.00333894
845,1,MS,10,1,7170.88600222,7170.88600222,0.00333894
846,1,MS,10,1,7170.88934116,7170.88934116,0.00333894
847,1,MS,10,1,7170.89268010,7170.89268010,0.00333894
848,1,MS,10,1,7170.89601904,7170.89601904,0.00333894
849,1,MS,10,1,7170.89935798,7170.89935798,0.00333894
850,1,MS,10,1,7170.90269691,7170.90269691,0.00333894
851,1,MS,10,1,7170.90603585,7170.90603585,0.00333894
852,1,MS,10,1,7170.90937479,7170.90937479,0.00333894
853,1,MS,10,1,7170.91271373,7170.91271373,0.00333894
854,1,MS,10,1,7170.91605267,7170.91605267,0.00333894
