N_tot,S_Proteins,Proteins_N_Mass,mstruct,R_residual,Total_Organic_Nitrogen,S_grain_structure,proteins,Unloading_Amino_Acids,Conc_Amino_Acids,RGR_Structure,Conc_Sucrose,Respi_growth,S_cytokinins,S_grain_starch,synthetized_mstruct,age_from_flowering,Export_Amino_Acids,WSC_g,nitrates,plant,Conc_cytokinins,starch,amino_acids,S_Amino_Acids,organ,N_exudation,senesced_mstruct,regul_transpiration,sucrose,HATS_LATS,AA_consumption_mstruct,axis,Export_Nitrates,t,R_Nnit_upt,Export_cytokinins,R_grain_growth_starch,R_grain_growth_struct,R_Nnit_red,Conc_Nitrates,sum_respi,Uptake_Nitrates,Dry_Mass,sucrose_consumption_mstruct,Unloading_Sucrose,Nstruct,structure,cytokinins,C_exudation
0.00068647,NA,NA,NA,NA,NA,NA,NA,NA,18.23744920063267,NA,37.42163814780099,NA,NA,NA,NA,NA,NA,0.027596609078844234,NA,1,NA,NA,49.03360601,NA,phloem,NA,NA,NA,965.88131776,NA,NA,MS,NA,1635.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00803927,NA,NA,1.60776597,0.88810523,574.23391487,NA,NA,0.05903710,0.008812093479474249,NA,36.89677557578872,2.28797984,0.00000000,NA,NA,NA,0.01770973,0.020338758972235294,0.00000000,1,2.066582089072164e-20,NA,0.01770973,0.00000000,roots,0.00000579,0.00000000,0.01634719,711.85656403,7.88867145,0.06060944,MS,0.00000000,1635.00000000,0.00000000,0.00000000,NA,NA,0.00000000,6.570209832539603e-24,0.88807784,0.00000000,NA,6.66271617,1.16293364,0.00803903,NA,0.00000000,0.23258673
0.00068084,NA,NA,NA,NA,NA,NA,NA,NA,18.090345287731555,NA,37.76074114688472,NA,NA,NA,NA,NA,NA,0.027843034164608316,NA,1,NA,NA,48.63172987,NA,phloem,NA,NA,NA,974.50619576,NA,NA,MS,NA,1636.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00804099,NA,NA,1.60794180,0.88039080,574.35626384,NA,NA,0.14263717,0.03844173972564694,NA,36.48242315622969,2.16847234,0.00000000,NA,NA,NA,0.07726510,0.020112553038752205,0.00000000,1,1.87284206622214e-20,NA,0.07726510,0.00000000,roots,0.00006274,0.00000000,0.01635603,703.93935636,7.88953761,0.01770973,MS,0.00000000,1636.00000000,0.00000000,0.00000000,NA,NA,0.00000000,3.619831227798539e-24,0.88027237,0.00000000,NA,6.44662072,2.85823285,0.00803991,NA,0.00000000,0.57164657
0.00066553,NA,NA,NA,NA,NA,NA,NA,NA,17.681009603353573,NA,38.364653108476375,NA,NA,NA,NA,NA,NA,0.0282924265551223,NA,1,NA,NA,47.53820650,NA,phloem,NA,NA,NA,990.23492943,NA,NA,MS,NA,1637.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00804316,NA,NA,1.60811022,0.87549567,574.51112300,NA,NA,0.23450976,0.08555270002736892,NA,36.21446438079377,2.07723339,0.00000000,NA,NA,NA,0.17197271,0.01996692010690078,0.00000000,1,1.697375467870673e-20,NA,0.17197271,0.00000000,roots,0.00024042,0.00000000,0.01634565,698.84220374,7.89036748,0.06015155,MS,0.00000000,1637.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.99735805150434e-24,0.87525968,0.00000000,NA,6.03199703,4.88490787,0.00804075,NA,0.00000000,0.97698157
0.00064784,NA,NA,NA,NA,NA,NA,NA,NA,17.212996547024968,NA,39.20791218564505,NA,NA,NA,NA,NA,NA,0.02891058657966982,NA,1,NA,NA,46.27394004,NA,phloem,NA,NA,NA,1011.87053029,NA,NA,MS,NA,1638.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00804582,NA,NA,1.60827393,0.87361580,574.70153943,NA,NA,0.32985936,0.15117864666859518,NA,36.10145357706766,2.01910500,0.00000000,NA,NA,NA,0.30392085,0.01990663772438846,0.00000000,1,1.5380504557833582e-20,NA,0.30392085,0.00000000,roots,0.00062928,0.00000000,0.01637896,696.73232035,7.89117422,0.05846829,MS,0.00000000,1638.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.1022102736056404e-24,0.87332635,0.00000000,NA,5.86320027,7.21302243,0.00804157,NA,0.00000000,1.44260449
0.00062878,NA,NA,NA,NA,NA,NA,NA,NA,16.704429633233858,NA,40.2187776220892,NA,NA,NA,NA,NA,NA,0.029660223289018035,NA,1,NA,NA,44.91320135,NA,phloem,NA,NA,NA,1038.10781512,NA,NA,MS,NA,1639.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00804863,NA,NA,1.60843568,0.87484541,574.90184590,NA,NA,0.41934792,0.22205927568134806,NA,36.14959703677958,1.99489528,0.00000000,NA,NA,NA,0.44646008,0.019935189154975816,0.00000000,1,1.3937605503383558e-20,NA,0.44646008,0.00000000,roots,0.00124042,0.00000000,0.01636853,697.73162042,7.89197133,0.05776724,MS,0.00000000,1639.00000000,0.00000000,0.00000000,NA,NA,0.00000000,6.083765319263804e-25,0.87454060,0.00000000,NA,5.79289860,9.69265919,0.00804238,NA,0.00000000,1.93853184
0.00060867,NA,NA,NA,NA,NA,NA,NA,NA,16.16762802207221,NA,41.34624698233968,NA,NA,NA,NA,NA,NA,0.030496133493412427,NA,1,NA,NA,43.47622276,NA,phloem,NA,NA,NA,1067.36467227,NA,NA,MS,NA,1640.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00805135,NA,NA,1.60859829,0.87918071,575.09672627,NA,NA,0.49737518,0.29007445864013437,NA,36.36001304239578,2.00548388,0.00000000,NA,NA,NA,0.58326660,0.020053253039504258,0.00000000,1,1.2600897744568348e-20,NA,0.58326660,0.00000000,roots,0.00202950,0.00000000,0.01675836,701.86385638,7.89277265,0.05807386,MS,0.00000000,1640.00000000,0.00000000,0.00000000,NA,NA,0.00000000,3.3342918226182343e-25,0.87888278,0.00000000,NA,5.82364643,12.21082834,0.00804319,NA,0.00000000,2.44216567
0.00058789,NA,NA,NA,NA,NA,NA,NA,NA,15.613289456464873,NA,42.54723357368577,NA,NA,NA,NA,NA,NA,0.031386614852172645,NA,1,NA,NA,41.99178858,NA,phloem,NA,NA,NA,1098.53151983,NA,NA,MS,NA,1641.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00805388,NA,NA,1.60876461,0.88642914,575.27739686,NA,NA,0.56095557,0.3503485669020412,NA,36.72433836923068,2.05133931,0.00000000,NA,NA,NA,0.70453547,0.020256279759018666,0.00000000,1,1.1393091301357954e-20,NA,0.70453547,0.00000000,roots,0.00291663,0.00000000,0.01674771,708.96979157,7.89359222,0.05940172,MS,0.00000000,1641.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.8259442571300283e-25,0.88615075,0.00000000,NA,5.95680423,14.67494957,0.00804402,NA,0.00000000,2.93498991
0.00056686,NA,NA,NA,NA,NA,NA,NA,NA,15.052591191241572,NA,43.78272916135242,NA,NA,NA,NA,NA,NA,0.03230295514347676,NA,1,NA,NA,40.48997448,NA,phloem,NA,NA,NA,1130.60343002,NA,NA,MS,NA,1642.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00805614,NA,NA,1.60893744,0.89630506,575.43865285,NA,NA,0.60866111,0.39980033396599574,NA,37.22976033523971,2.13154574,0.00000000,NA,NA,NA,0.80406716,0.020537264668472666,0.00000000,1,1.0301800256570518e-20,NA,0.80406716,0.00000000,roots,0.00380233,0.00000000,0.01673720,718.80426340,7.89444370,0.06172430,MS,0.00000000,1642.00000000,0.00000000,0.00000000,NA,NA,0.00000000,9.986375756772664e-26,0.89605389,0.00000000,NA,6.18971255,16.99567233,0.00804488,NA,0.00000000,3.39913447
0.00054553,NA,NA,NA,NA,NA,NA,NA,NA,14.482344362754892,NA,44.67821590025468,NA,NA,NA,NA,NA,NA,0.03297237513302928,NA,1,NA,NA,38.96638266,NA,phloem,NA,NA,NA,1154.03312966,NA,NA,MS,NA,1643.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00805767,NA,NA,1.60911944,0.90708631,575.54810171,NA,NA,0.61560186,0.42185298679426814,NA,37.790073432057724,2.24470853,0.00000000,NA,NA,NA,0.84851480,0.02084871151688062,0.00000000,1,9.315539660307381e-21,NA,0.84851480,0.00000000,roots,0.00424004,0.00000000,0.01672770,729.70490309,7.89534020,0.06500121,MS,0.00000000,1643.00000000,0.00000000,0.00000000,NA,NA,0.00000000,5.451287883118707e-26,0.90691382,0.00000000,NA,6.51832156,18.23173969,0.00804579,NA,0.00000000,3.64634794
0.00052508,NA,NA,NA,NA,NA,NA,NA,NA,13.93707577272306,NA,45.62358401455302,NA,NA,NA,NA,NA,NA,0.03367599283452231,NA,1,NA,NA,37.50589057,NA,phloem,NA,NA,NA,1178.65974921,NA,NA,MS,NA,1644.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00805897,NA,NA,1.60931183,0.91885244,575.64043501,NA,NA,0.62066055,0.4335460675912732,NA,38.407710142633654,2.37277115,0.00000000,NA,NA,NA,0.87213852,0.021191993932286973,0.00000000,1,8.422900620089386e-21,NA,0.87213852,0.00000000,roots,0.00458689,0.00000000,0.01674125,741.71978763,7.89628764,0.06870959,MS,0.00000000,1644.00000000,0.00000000,0.00000000,NA,NA,0.00000000,2.968613907604394e-26,0.91870505,0.00000000,NA,6.89019761,19.50487244,0.00804676,NA,0.00000000,3.90097449
0.00051205,NA,NA,NA,NA,NA,NA,NA,NA,13.590886288164048,NA,46.42345067405613,NA,NA,NA,NA,NA,NA,0.03426699165375391,NA,1,NA,NA,36.57490025,NA,phloem,NA,NA,NA,1199.34470788,NA,NA,MS,NA,1645.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00806772,NA,NA,1.60951592,0.93008241,576.26606067,NA,NA,0.53526905,0.7082262046177414,NA,38.954491220199195,2.51704809,0.00000000,NA,NA,NA,0.25891642,0.021496413800813702,0.00000000,1,8.365235302709387e-21,NA,1.42487668,0.00000000,roots,0.00664823,0.00000000,0.00112168,752.37448303,7.89729249,0.07288749,MS,0.00000000,1645.00000000,0.00000000,0.00000000,NA,NA,0.00000000,2.1383591022201727e-26,0.92907266,0.00000000,NA,7.30915778,17.55225847,0.00804778,NA,0.00000000,3.51045169
0.00049961,NA,NA,NA,NA,NA,NA,NA,NA,13.258526475350576,NA,46.75349250233111,NA,NA,NA,NA,NA,NA,0.03451646154141094,NA,1,NA,NA,35.68652668,NA,phloem,NA,NA,NA,1208.07615395,NA,NA,MS,NA,1646.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00807494,NA,NA,1.60973058,0.94093574,576.78129533,NA,NA,0.50765935,0.9260910032906345,NA,39.49286322628976,2.64750113,0.00000000,NA,NA,NA,0.33851728,0.021796412408504422,0.00000000,1,8.307926417916326e-21,NA,1.86344626,0.00000000,roots,0.00839569,0.00000000,0.00112137,762.87443430,7.89834923,0.07666509,MS,0.00000000,1646.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.5377323779621138e-26,0.94009521,0.00000000,NA,7.68797528,17.18550974,0.00804885,NA,0.00000000,3.43710195
0.00048829,NA,NA,NA,NA,NA,NA,NA,NA,12.95624747935234,NA,46.830190712606445,NA,NA,NA,NA,NA,NA,0.034578231949464376,NA,1,NA,NA,34.87810679,NA,phloem,NA,NA,NA,1210.23811823,NA,NA,MS,NA,1647.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808050,NA,NA,1.60995585,0.95040179,577.17826459,NA,NA,0.46883968,1.083239986992729,NA,39.96896439153555,2.77837334,0.00000000,NA,NA,NA,0.39584771,0.02206226334085735,0.00000000,1,8.250980678457483e-21,NA,2.17996069,0.00000000,roots,0.00918550,0.00000000,0.00112089,772.17921693,7.89945804,0.08045483,MS,0.00000000,1647.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.1043655863007573e-26,0.94974813,0.00000000,NA,8.06800999,16.26830418,0.00804998,NA,0.00000000,3.25366084
0.00047810,NA,NA,NA,NA,NA,NA,NA,NA,12.683864836557545,NA,46.6706286607419,NA,NA,NA,NA,NA,NA,0.034465747421453835,NA,1,NA,NA,34.15013830,NA,phloem,NA,NA,NA,1206.30115975,NA,NA,MS,NA,1648.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808442,NA,NA,1.61019067,0.95779515,577.45889589,NA,NA,0.42321017,1.1808427961865595,NA,40.344778810933754,2.89611783,0.00000000,NA,NA,NA,0.43139011,0.022272955363383345,0.00000000,1,8.194409573025962e-21,NA,2.37672757,0.00000000,roots,0.00911555,0.00000000,0.00112041,779.55343772,7.90061370,0.08386442,MS,0.00000000,1648.00000000,0.00000000,0.00000000,NA,NA,0.00000000,7.939202701790256e-27,0.95732968,0.00000000,NA,8.40992362,14.94924878,0.00805115,NA,0.00000000,2.98984976
0.00046908,NA,NA,NA,NA,NA,NA,NA,NA,12.442500038885816,NA,46.362896209088866,NA,NA,NA,NA,NA,NA,0.03424394561267145,NA,1,NA,NA,33.50562341,NA,phloem,NA,NA,NA,1198.53809644,NA,NA,MS,NA,1649.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808699,NA,NA,1.61043314,0.96296871,577.64225641,NA,NA,0.37761477,1.228734013012126,NA,40.609661068845845,2.99043548,0.00000000,NA,NA,NA,0.44875643,0.02242256364000185,0.00000000,1,8.138210848828116e-21,NA,2.47349247,0.00000000,roots,0.00851472,0.00000000,0.00111992,784.78972740,7.90180688,0.08659562,MS,0.00000000,1649.00000000,0.00000000,0.00000000,NA,NA,0.00000000,5.699640002871877e-27,0.96266304,0.00000000,NA,8.68380896,13.50775317,0.00805236,NA,0.00000000,2.70155063
0.00046119,NA,NA,NA,NA,NA,NA,NA,NA,12.231218356895866,NA,45.96385715986564,NA,NA,NA,NA,NA,NA,0.033954659206801276,NA,1,NA,NA,32.94196037,NA,phloem,NA,NA,NA,1188.41307224,NA,NA,MS,NA,1650.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808847,NA,NA,1.61068106,0.96603899,577.74814278,NA,NA,0.33531245,1.2371584819885728,NA,40.767413968707345,3.05772528,0.00000000,NA,NA,NA,0.45170204,0.022513131995879506,0.00000000,1,8.082393939908153e-21,NA,2.49083467,0.00000000,roots,0.00764784,0.00000000,0.00111942,787.95961986,7.90302683,0.08854417,MS,0.00000000,1650.00000000,0.00000000,0.00000000,NA,NA,0.00000000,4.088392393932335e-27,0.96586194,0.00000000,NA,8.87920919,12.09672070,0.00805360,NA,0.00000000,2.41934414
0.00045432,NA,NA,NA,NA,NA,NA,NA,NA,12.047219508917868,NA,45.50459826995979,NA,NA,NA,NA,NA,NA,0.03362078678361455,NA,1,NA,NA,32.45160811,NA,phloem,NA,NA,NA,1176.72753743,NA,NA,MS,NA,1651.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808913,NA,NA,1.61093227,0.96722282,577.79515164,NA,NA,0.29727648,1.2157559088959033,NA,40.82773357165191,3.09826147,0.00000000,NA,NA,NA,0.44375727,0.02254995896492082,0.00000000,1,8.026967602136396e-21,NA,2.44812554,0.00000000,roots,0.00668729,0.00000000,0.00111891,789.24856377,7.90426290,0.08971800,MS,0.00000000,1651.00000000,0.00000000,0.00000000,NA,NA,0.00000000,2.9312966368780367e-27,0.96714412,0.00000000,NA,8.99692067,10.77954046,0.00805486,NA,0.00000000,2.15590809
0.00044836,NA,NA,NA,NA,NA,NA,NA,NA,11.887165372129104,NA,45.00630132730063,NA,NA,NA,NA,NA,NA,0.03325792712962062,NA,1,NA,NA,32.02557749,NA,phloem,NA,NA,NA,1164.02744954,NA,NA,MS,NA,1652.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808919,NA,NA,1.61118477,0.96677918,577.79955708,NA,NA,0.26364609,1.1729772593019863,NA,40.80311410941016,3.11411630,0.00000000,NA,NA,NA,0.42801493,0.022539893479232343,0.00000000,1,7.971935923007748e-21,NA,2.36235387,0.00000000,roots,0.00573908,0.00000000,0.00111840,788.89627177,7.90550529,0.09017711,MS,0.00000000,1652.00000000,0.00000000,0.00000000,NA,NA,0.00000000,2.099315033131744e-27,0.96677181,0.00000000,NA,9.04296088,9.58269337,0.00805612,NA,0.00000000,1.91653867
0.00044320,NA,NA,NA,NA,NA,NA,NA,NA,11.74843646859278,NA,44.48295946790076,NA,NA,NA,NA,NA,NA,0.03287638194154751,NA,1,NA,NA,31.65681571,NA,phloem,NA,NA,NA,1150.67336795,NA,NA,MS,NA,1653.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808882,NA,NA,1.61143680,0.96495281,577.77275683,NA,NA,0.23417490,1.114803471199804,NA,40.70592729589156,3.10832620,0.00000000,NA,NA,NA,0.40815576,0.02248972424149513,0.00000000,1,7.917110430389983e-21,NA,2.24554417,0.00000000,roots,0.00485651,0.00000000,0.00112199,787.14034845,7.90674538,0.09000945,MS,0.00000000,1653.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.5027964412459669e-27,0.96499757,0.00000000,NA,9.02614723,8.51187381,0.00805738,NA,0.00000000,1.70237476
0.00043871,NA,NA,NA,NA,NA,NA,NA,NA,11.627827672104372,NA,43.940532032686065,NA,NA,NA,NA,NA,NA,0.03248052665660412,NA,1,NA,NA,31.33669203,NA,phloem,NA,NA,NA,1136.81843298,NA,NA,MS,NA,1654.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808816,NA,NA,1.61168686,0.96194915,577.72601219,NA,NA,0.20828765,1.047097950113702,NA,40.54654312764758,3.08406940,0.00000000,NA,NA,NA,0.38326587,0.02240514191314593,0.00000000,1,7.862700674990025e-21,NA,2.10949250,0.00000000,roots,0.00406531,0.00000000,0.00112152,784.17996696,7.90797581,0.08930703,MS,0.00000000,1654.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.0780370439000328e-27,0.96202699,0.00000000,NA,8.95570886,7.55616571,0.00805863,NA,0.00000000,1.51123314
0.00043479,NA,NA,NA,NA,NA,NA,NA,NA,11.522210829701242,NA,43.38920750393318,NA,NA,NA,NA,NA,NA,0.032077870707330584,NA,1,NA,NA,31.05678128,NA,phloem,NA,NA,NA,1122.72547476,NA,NA,MS,NA,1655.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808735,NA,NA,1.61193368,0.95800127,577.66776383,NA,NA,0.18562064,0.9742802895219621,NA,40.33715782872605,3.04411792,0.00000000,NA,NA,NA,0.35651597,0.022292853626872517,0.00000000,1,7.808691686988785e-21,NA,1.96309401,0.00000000,roots,0.00337661,0.00000000,0.00112104,780.24987694,7.90919035,0.08815013,MS,0.00000000,1655.00000000,0.00000000,0.00000000,NA,NA,0.00000000,7.713826033286991e-28,0.95809786,0.00000000,NA,8.83969532,6.71032255,0.00805987,NA,0.00000000,1.34206451
0.00043136,NA,NA,NA,NA,NA,NA,NA,NA,11.429527789835499,NA,42.83167768011323,NA,NA,NA,NA,NA,NA,0.03167039025649291,NA,1,NA,NA,30.81154164,NA,phloem,NA,NA,NA,1108.46365898,NA,NA,MS,NA,1656.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00808645,NA,NA,1.61217625,0.95325978,577.60327039,NA,NA,0.16567413,0.8991407556330645,NA,40.08578231518576,2.99175565,0.00000000,NA,NA,NA,0.32892869,0.022157261562109044,0.00000000,1,7.755098528425849e-21,NA,1.81196671,0.00000000,roots,0.00278522,0.00000000,0.00112056,775.50415467,7.91038407,0.08663385,MS,0.00000000,1656.00000000,0.00000000,0.00000000,NA,NA,0.00000000,5.5251171539294965e-28,0.95336622,0.00000000,NA,8.68764256,5.96022586,0.00806108,NA,0.00000000,1.19204517
0.00042415,NA,NA,NA,NA,NA,NA,NA,NA,11.234982744241858,NA,42.073018372209255,NA,NA,NA,NA,NA,NA,0.031119239982500702,NA,1,NA,NA,30.29664463,NA,phloem,NA,NA,NA,1089.17339939,NA,NA,MS,NA,1657.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00807318,NA,NA,1.61241375,0.94613590,576.65594474,NA,NA,0.15887485,0.38690722384430476,NA,39.78461986685963,2.92921749,0.00000000,NA,NA,NA,0.77981816,0.021994034841360442,0.00000000,1,7.013305256627277e-21,NA,0.77981816,0.00000000,roots,0.00115720,0.00000000,0.01669918,769.79121945,7.91155290,0.08482290,MS,0.00000000,1657.00000000,0.00000000,0.00000000,NA,NA,0.00000000,2.9867239762647718e-28,0.94769021,0.00000000,NA,8.50604043,5.71159802,0.00806227,NA,0.00000000,1.14231960
0.00041782,NA,NA,NA,NA,NA,NA,NA,NA,11.065647976016868,NA,41.77557614811406,NA,NA,NA,NA,NA,NA,0.030903742826854392,NA,1,NA,NA,29.84436167,NA,phloem,NA,NA,NA,1081.63099894,NA,NA,MS,NA,1658.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00806891,NA,NA,1.61264523,0.93966665,576.35089488,NA,NA,0.15819678,0.19451261702854958,NA,39.46229647307626,2.85481898,0.00000000,NA,NA,NA,0.39209980,0.021818977379302384,0.00000000,1,6.343126737166178e-21,NA,0.39209980,0.00000000,roots,0.00058876,0.00000000,0.01668861,763.66420828,7.91269213,0.08266850,MS,0.00000000,1658.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.6201932009916276e-28,0.94016399,0.00000000,NA,8.28999752,5.73342928,0.00806342,NA,0.00000000,1.14668586
0.00041131,NA,NA,NA,NA,NA,NA,NA,NA,10.891325787180916,NA,41.76005134126411,NA,NA,NA,NA,NA,NA,0.030897336489921295,NA,1,NA,NA,29.37903855,NA,phloem,NA,NA,NA,1081.40677715,NA,NA,MS,NA,1659.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00806816,NA,NA,1.61287030,0.93421640,576.29707992,NA,NA,0.17410281,0.12792156387282624,NA,39.17367340978583,2.77591803,0.00000000,NA,NA,NA,0.25790111,0.021662418654919233,0.00000000,1,5.737282437712708e-21,NA,0.25790111,0.00000000,roots,0.00043598,0.00000000,0.01667781,758.18465292,7.91379998,0.08038373,MS,0.00000000,1659.00000000,0.00000000,0.00000000,NA,NA,0.00000000,8.791735506658718e-29,0.93430364,0.00000000,NA,8.06088012,6.40851324,0.00806455,NA,0.00000000,1.28170265
0.00040435,NA,NA,NA,NA,NA,NA,NA,NA,10.705414950537671,NA,42.09579562250429,NA,NA,NA,NA,NA,NA,0.031150688957148627,NA,1,NA,NA,28.88213217,NA,phloem,NA,NA,NA,1090.27411350,NA,NA,MS,NA,1660.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00806896,NA,NA,1.61308970,0.93049528,576.35441360,NA,NA,0.20690854,0.11747708774520343,NA,38.96897844487261,2.70597812,0.00000000,NA,NA,NA,0.23687635,0.02155215699975285,0.00000000,1,5.189179422580785e-21,NA,0.23687635,0.00000000,roots,0.00049054,0.00000000,0.01668248,754.32549499,7.91488000,0.07835844,MS,0.00000000,1660.00000000,0.00000000,0.00000000,NA,NA,0.00000000,4.7784256561777915e-29,0.93040272,0.00000000,NA,7.85778433,7.81060851,0.00806565,NA,0.00000000,1.56212170
0.00039669,NA,NA,NA,NA,NA,NA,NA,NA,10.501104547495851,NA,42.692263432105776,NA,NA,NA,NA,NA,NA,0.0315969651127271,NA,1,NA,NA,28.33531100,NA,phloem,NA,NA,NA,1105.89377895,NA,NA,MS,NA,1661.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00807048,NA,NA,1.61330513,0.92903764,576.46287249,NA,NA,0.24737552,0.13309268742191158,NA,38.88151179224297,2.65686858,0.00000000,NA,NA,NA,0.26839889,0.02150665449718572,0.00000000,1,4.6937391443330274e-21,NA,0.26839889,0.00000000,roots,0.00068851,0.00000000,0.01667183,752.73290740,7.91594049,0.07693635,MS,0.00000000,1661.00000000,0.00000000,0.00000000,NA,NA,0.00000000,2.598753220415972e-29,0.92886285,0.00000000,NA,7.71517705,9.65477479,0.00806672,NA,0.00000000,1.93095496
0.00038832,NA,NA,NA,NA,NA,NA,NA,NA,10.277737159313785,NA,43.47199810485848,NA,NA,NA,NA,NA,NA,0.032178962516557594,NA,1,NA,NA,27.73682548,NA,phloem,NA,NA,NA,1126.26368808,NA,NA,MS,NA,1662.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00807230,NA,NA,1.61351887,0.93008977,576.59318915,NA,NA,0.28881424,0.1598385949528365,NA,38.92660283290509,2.63618228,0.00000000,NA,NA,NA,0.32237824,0.021534448538783422,0.00000000,1,4.245841681910433e-21,NA,0.32237824,0.00000000,roots,0.00100322,0.00000000,0.01666055,753.70569886,7.91699275,0.07633732,MS,0.00000000,1662.00000000,0.00000000,0.00000000,NA,NA,0.00000000,1.4118711772143685e-29,0.92987956,0.00000000,NA,7.65510693,11.72740536,0.00806779,NA,0.00000000,2.34548107
0.00037931,NA,NA,NA,NA,NA,NA,NA,NA,10.03795380639212,NA,44.37361572465062,NA,NA,NA,NA,NA,NA,0.03285134247724106,NA,1,NA,NA,27.09382416,NA,phloem,NA,NA,NA,1149.79698670,NA,NA,MS,NA,1663.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00807422,NA,NA,1.61373352,0.93368548,576.73012871,NA,NA,0.32683148,0.18969993297043608,NA,39.107495998146476,2.64737237,0.00000000,NA,NA,NA,0.38265643,0.021637397920715343,0.00000000,1,3.8400309229226614e-21,NA,0.38265643,0.00000000,roots,0.00140165,0.00000000,0.01668850,757.30892723,7.91804946,0.07666136,MS,0.00000000,1663.00000000,0.00000000,0.00000000,NA,NA,0.00000000,7.657199393744208e-30,0.93346379,0.00000000,NA,7.68760140,13.86994504,0.00806886,NA,0.00000000,2.77398901
0.00036984,NA,NA,NA,NA,NA,NA,NA,NA,9.785818861696399,NA,45.350382103331995,NA,NA,NA,NA,NA,NA,0.033579581861655966,NA,1,NA,NA,26.41729325,NA,phloem,NA,NA,NA,1175.28536516,NA,NA,MS,NA,1664.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00807613,NA,NA,1.61395174,0.93974550,576.86627008,NA,NA,0.35876642,0.21852543418514644,NA,39.421299456565876,2.69138692,0.00000000,NA,NA,NA,0.44086188,0.02181396856015718,0.00000000,1,3.471206717428594e-21,NA,0.44086188,0.00000000,roots,0.00184330,0.00000000,0.01678036,763.48889961,7.91912368,0.07793591,MS,0.00000000,1664.00000000,0.00000000,0.00000000,NA,NA,0.00000000,4.153696304709478e-30,0.93952371,0.00000000,NA,7.81541352,15.96124624,0.00806996,NA,0.00000000,3.19224925
