R_residual,sucrose,Conc_Sucrose,Export_Amino_Acids,RGR_Structure,WSC_g,plant,axis,cytokinins,senesced_mstruct,amino_acids,structure,Export_Nitrates,nitrates,HATS_LATS,N_exudation,sum_respi,Export_cytokinins,Uptake_Nitrates,Respi_growth,N_tot,AA_consumption_mstruct,S_Amino_Acids,R_Nnit_red,S_grain_starch,sucrose_consumption_mstruct,S_grain_structure,Unloading_Sucrose,age_from_flowering,synthetized_mstruct,Conc_cytokinins,Proteins_N_Mass,organ,proteins,S_Proteins,t,C_exudation,R_grain_growth_starch,R_grain_growth_struct,Conc_Amino_Acids,Dry_Mass,Conc_Nitrates,Nstruct,Unloading_Amino_Acids,S_cytokinins,Total_Organic_Nitrogen,starch,R_Nnit_upt,regul_transpiration,mstruct
NA,5482.1654000000,187.07678311350256,NA,NA,0.15663329714285715,1,MS,NA,NA,76.7285800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010742001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,674.0000000000,NA,NA,NA,25.135999148249613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.8102595891,884.5281000000,153.41368867983434,4.0984400000,NA,0.025272231428571428,1,MS,4.2678900000,0.3945700000,18.9193200000,NA,3.7704900000,522.1630500000,23.5191000000,0.9123800000,13.4446000000,2.0586500000,2.9384600000,13.7236900000,0.0133951532,0.3974000000,3.6128900000,3.4370300000,NA,39.8516900000,NA,213.2799700000,NA,NA,8.882739817262264,NA,roots,NA,NA,674.0000000000,42.6559900000,NA,NA,31.501354923304262,NA,1086.7755531042521,0.0058200000,2.9850700000,2.9052000000,434.3618800000,NA,1.1665700000,0.0802300000,0.4804700000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0125869204,NA,NA,NA,1233.2150400000,NA,0.0000000000,NA,2398123.0924399998,NA,NA,0.01258692036,grains,899.0657400000,2.9425800000,675.0000000000,NA,89.6273300000,0.0000000000,NA,1.3556784684285716,NA,NA,NA,NA,NA,37685.1727200000,NA,NA,NA
NA,5738.5789000000,195.8267950571178,NA,NA,0.16395939714285715,1,MS,NA,NA,76.9539900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010773559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,675.0000000000,NA,NA,NA,25.209842630925912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.6949707044,946.0268600000,164.08011252870455,3.8172900000,NA,0.02702933885714286,1,MS,3.7290600000,0.3945700000,17.6214800000,NA,3.7523800000,519.6556100000,22.8785100000,0.7721100000,13.2387300000,1.7987400000,3.0135400000,13.7236900000,0.0133418793,0.3974000000,3.4912300000,3.3212900000,NA,39.8516900000,NA,207.2566200000,NA,NA,7.761275417820051,NA,roots,NA,NA,675.0000000000,41.4513200000,NA,NA,29.34040418756634,NA,1081.5568297708494,0.0058200000,2.7793000000,2.8922200000,433.0640400000,NA,1.1963700000,0.0802300000,0.4804700000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0126257928,NA,NA,NA,1184.3100600000,NA,0.0000000000,NA,2402093.2936700000,NA,NA,0.012625792759999999,grains,901.8423400000,2.7478900000,676.0000000000,NA,86.0730300000,0.0000000000,NA,1.359518619470588,NA,NA,NA,NA,NA,37809.5740800000,NA,NA,NA
NA,5920.2450900000,202.0624910406743,NA,NA,0.16914985971428573,1,MS,NA,NA,77.1990700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010807870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,676.0000000000,NA,NA,NA,25.294687478241638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.3880206323,963.9091100000,167.33487316764925,2.7080200000,NA,0.027540260285714283,1,MS,3.7248900000,0.3962700000,17.2035200000,NA,2.7188700000,518.1736000000,21.9995200000,0.8215300000,12.7372300000,1.3055800000,2.9424100000,15.5384900000,0.0132952797,0.4499600000,3.3475400000,3.1817000000,NA,45.1216100000,NA,230.1507900000,NA,NA,7.759702518592587,NA,roots,NA,NA,676.0000000000,46.0301600000,NA,NA,28.670741411995085,NA,1079.4608670291439,0.0058000000,3.0011300000,2.7943200000,431.6296200000,NA,1.1681400000,0.0583000000,0.4800300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0126617922,NA,NA,NA,1118.4496500000,NA,0.0000000000,NA,2405816.1556299999,NA,NA,0.012661792219999999,grains,904.4137300000,2.5588800000,677.0000000000,NA,81.2864400000,0.0000000000,NA,1.3631418039537817,NA,NA,NA,NA,NA,37927.1209700000,NA,NA,NA
NA,6055.1059600000,206.6653956369961,NA,NA,0.1730030274285714,1,MS,NA,NA,77.8561400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010899860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,677.0000000000,NA,NA,NA,25.50997997206738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.1558896171,1026.1213300000,178.13493080293594,2.6722400000,NA,0.02931775228571428,1,MS,3.7069900000,0.3962700000,16.9762000000,NA,2.7116300000,516.7929300000,20.9004200000,0.6265900000,12.3473000000,1.2993000000,2.9336200000,15.5384900000,0.0132727678,0.4499600000,3.1800000000,3.0224600000,NA,45.1216100000,NA,189.3709000000,NA,NA,7.722413182509426,NA,roots,NA,NA,677.0000000000,37.8741800000,NA,NA,28.291898423015226,NA,1076.584650959315,0.0058000000,2.4349200000,2.7119000000,431.4023000000,NA,1.1646500000,0.0583000000,0.4800300000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0126939677,NA,NA,NA,1006.1525400000,NA,0.0000000000,NA,2409114.2777399998,NA,NA,0.012693967720000001,grains,906.7119800000,2.3024400000,678.0000000000,NA,73.1249300000,0.0000000000,NA,1.3664033405126053,NA,NA,NA,NA,NA,38032.9942900000,NA,NA,NA
NA,6096.3676700000,208.10693067617018,NA,NA,0.1741819334285714,1,MS,NA,NA,78.4032900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010976461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,678.0000000000,NA,NA,NA,25.693360642307063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.3995648413,1027.4754000000,178.51503210741387,1.3620100000,NA,0.02935644,1,MS,4.1642000000,0.3981000000,17.5169700000,NA,1.3390700000,516.6559600000,18.7299700000,0.6497200000,11.1418700000,0.7209600000,2.6332700000,17.6980600000,0.0132684210,0.5124900000,2.8588300000,2.7149900000,NA,51.3926900000,NA,190.5484100000,NA,NA,8.68192811275123,NA,roots,NA,NA,678.0000000000,38.1096800000,NA,NA,29.216862646985238,NA,1077.1744641814696,0.0057900000,2.4505800000,2.4396600000,430.8794000000,NA,1.0454100000,0.0288000000,0.4796400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0127239664,NA,NA,NA,931.2822300000,NA,0.0000000000,NA,2412121.9915399998,NA,NA,0.012723966359999998,grains,908.8547400000,2.1561300000,679.0000000000,NA,67.6835300000,0.0000000000,NA,1.3694251313193275,NA,NA,NA,NA,NA,38131.0367300000,NA,NA,NA
NA,6086.1827300000,207.75925535255888,NA,NA,0.17389093514285717,1,MS,NA,NA,79.1912800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011086779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,679.0000000000,NA,NA,NA,25.951591020809442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.0460319556,1073.4618000000,186.50477441414395,1.4093900000,NA,0.030670337142857145,1,MS,4.5073600000,0.3981000000,18.1263200000,NA,1.3387300000,516.5269000000,17.3526700000,0.4494800000,10.5662200000,0.7803700000,2.5223700000,17.6980600000,0.0132751451,0.5124900000,2.6627200000,2.5287500000,NA,51.3926900000,NA,133.0949900000,NA,NA,9.397381369360353,NA,roots,NA,NA,679.0000000000,26.6190000000,NA,NA,30.23320823951297,NA,1076.9053873738635,0.0057900000,1.7317900000,2.3009600000,431.4887500000,NA,1.0013800000,0.0288000000,0.4796400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0127525528,NA,NA,NA,873.7831900000,NA,0.0000000000,NA,2414907.9564100001,NA,NA,0.012752552819999999,grains,910.8966300000,2.0590700000,680.0000000000,NA,63.5046200000,0.0000000000,NA,1.3722653130210085,NA,NA,NA,NA,NA,38223.0862800000,NA,NA,NA
NA,6016.7287100000,205.41865061481568,NA,NA,0.17190653457142857,1,MS,NA,NA,79.6830500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011155627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,680.0000000000,NA,NA,NA,26.11659920355287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.6097100673,1052.3302400000,182.97067823958162,0.4955700000,NA,0.030066578285714286,1,MS,5.2270100000,0.3999500000,19.0800700000,NA,0.4477500000,517.1708800000,16.1803600000,0.4933200000,9.8755300000,0.3023000000,2.3180200000,18.5072100000,0.0132775133,0.5359200000,2.4957500000,2.3684300000,NA,53.7423500000,NA,136.0404600000,NA,NA,10.905963111333667,NA,roots,NA,NA,680.0000000000,27.2080900000,NA,NA,31.84788849941579,NA,1079.057920213654,0.0057700000,1.8016600000,2.1455500000,431.3795300000,NA,0.9202500000,0.0096200000,0.4792800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0127798864,NA,NA,NA,819.2764200000,NA,0.0000000000,NA,2417482.8514299998,NA,NA,0.012779886419999999,grains,912.8490300000,1.9713000000,681.0000000000,NA,59.5431900000,0.0000000000,NA,1.3749324785168069,NA,NA,NA,NA,NA,38309.4026900000,NA,NA,NA
NA,5938.4127700000,202.74484637802286,NA,NA,0.16966893628571428,1,MS,NA,NA,80.3026400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011242370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,681.0000000000,NA,NA,NA,26.31967355500565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.3417646981,1080.8775000000,187.9342451176765,0.5246700000,NA,0.03088221428571429,1,MS,5.8776100000,0.3999500000,20.2003300000,NA,0.4482900000,517.7941200000,15.1328600000,0.3242500000,9.4365300000,0.3399300000,2.2124300000,18.5072100000,0.0133019223,0.5359200000,2.3529200000,2.2328900000,NA,53.7423500000,NA,86.7510000000,NA,NA,12.263415957269237,NA,roots,NA,NA,681.0000000000,17.3502000000,NA,NA,33.717793356701726,NA,1080.358287431147,0.0057700000,1.1731000000,2.0375900000,432.4997900000,NA,0.8783400000,0.0096200000,0.4792800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0128064656,NA,NA,NA,779.5142500000,NA,0.0000000000,NA,2419906.8931000000,NA,NA,0.012806465559999999,grains,914.7475400000,1.9168000000,682.0000000000,NA,56.6533700000,0.0000000000,NA,1.3774751833697478,NA,NA,NA,NA,NA,38391.5571400000,NA,NA,NA
NA,5831.9481700000,199.13775080243119,NA,NA,0.16662709057142855,1,MS,NA,NA,80.5945000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011283230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,682.0000000000,NA,NA,NA,26.41901249743905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.9925036611,1045.0193700000,181.82851192216143,0.4704400000,NA,0.02985769628571429,1,MS,6.4581900000,0.4017800000,20.8635200000,NA,0.3896100000,518.3601900000,14.3313400000,0.3912100000,8.9060400000,0.3242500000,2.0433600000,18.2972800000,0.0133091319,0.5298400000,2.2343900000,2.1188800000,NA,53.1327500000,NA,97.9751500000,NA,NA,13.48434041842402,NA,roots,NA,NA,682.0000000000,19.5950300000,NA,NA,34.84949262955694,NA,1082.3071574727524,0.0057600000,1.3539700000,1.9176600000,432.1222000000,NA,0.8112100000,0.0083500000,0.4789400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0128325107,NA,NA,NA,747.5514100000,NA,0.0000000000,NA,2422210.2449200000,NA,NA,0.012832510739999999,grains,916.6079100000,1.8782500000,683.0000000000,NA,54.3303800000,0.0000000000,NA,1.37991749947479,NA,NA,NA,NA,NA,38470.3354000000,NA,NA,NA
NA,5737.2374300000,195.90375708529672,NA,NA,0.16392106942857143,1,MS,NA,NA,81.0128500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011341799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,683.0000000000,NA,NA,NA,26.556148330260193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.8426866845,1062.6505500000,184.89625527205916,0.4911200000,NA,0.030361444285714287,1,MS,7.0064700000,0.4017800000,21.7803800000,NA,0.3900300000,518.9147300000,13.7222900000,0.2479900000,8.6584900000,0.3517800000,1.9815900000,18.2972800000,0.0133297315,0.5298400000,2.1527900000,2.0415000000,NA,53.1327500000,NA,60.4966200000,NA,NA,14.629118469954484,NA,roots,NA,NA,683.0000000000,12.0993200000,NA,NA,36.38097465235729,NA,1083.4650060550382,0.0057600000,0.8542400000,1.8564300000,433.0390600000,NA,0.7866900000,0.0083500000,0.4789400000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0128564349,NA,NA,NA,672.3215000000,NA,0.0000000000,NA,2424221.4081299999,NA,NA,0.01285643492,grains,918.3167800000,1.7239700000,684.0000000000,NA,48.8628300000,0.0000000000,NA,1.3821179634201681,NA,NA,NA,NA,NA,38541.1946800000,NA,NA,NA
NA,5634.4467900000,192.42067425906498,NA,NA,0.160984194,1,MS,NA,NA,81.1972600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011367616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,684.0000000000,NA,NA,NA,26.6203068651236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.2485250179,1021.8080600000,177.91243740554242,0.0789200000,NA,0.029194516,1,MS,7.7078700000,0.4035000000,22.5866300000,NA,0.0605200000,519.6414200000,12.2708800000,0.3344000000,7.7457000000,0.0599700000,1.7207300000,17.1460100000,0.0133311927,0.4965100000,1.9309200000,1.8298200000,NA,49.7896200000,NA,75.6398700000,NA,NA,16.104699024257748,NA,roots,NA,NA,684.0000000000,15.1279700000,NA,NA,37.75371179039301,NA,1085.7303859091955,0.0057400000,1.0900400000,1.6466300000,432.8582800000,NA,0.6831300000,0.0012900000,0.4786100000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0128802006,NA,NA,NA,654.8008400000,NA,0.0000000000,NA,2426169.5543000000,NA,NA,0.012880200619999999,grains,920.0143300000,1.7119600000,685.0000000000,NA,47.5894700000,0.0000000000,NA,1.3842642663571425,NA,NA,NA,NA,NA,38610.1991100000,NA,NA,NA
NA,5544.6938700000,189.35554328404695,NA,NA,0.15841982485714287,1,MS,NA,NA,81.4703400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011405848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,685.0000000000,NA,NA,NA,26.709835420628153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.1811352227,1034.2780600000,180.08365544667546,0.0828000000,NA,0.029550801714285712,1,MS,8.4169000000,0.4035000000,23.6986600000,NA,0.0606100000,520.3621400000,11.9185600000,0.2162700000,7.6270200000,0.0654800000,1.6869100000,17.1460100000,0.0133568512,0.4965100000,1.8883100000,1.7894400000,NA,49.7896200000,NA,47.1926800000,NA,NA,17.58613484883308,NA,roots,NA,NA,685.0000000000,9.4385400000,NA,NA,39.612477800296695,NA,1087.2362466308684,0.0057400000,0.6934200000,1.6163600000,433.9703100000,NA,0.6697000000,0.0012900000,0.4786100000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0129037832,NA,NA,NA,637.4421000000,NA,0.0000000000,NA,2428056.3149400000,NA,NA,0.0129037832,grains,921.6988000000,1.6975700000,686.0000000000,NA,46.3278800000,0.0000000000,NA,1.386357341394958,NA,NA,NA,NA,NA,38677.3876900000,NA,NA,NA
NA,5442.1648900000,185.88076154837194,NA,NA,0.15549042542857144,1,MS,NA,NA,81.4512400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011403174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,686.0000000000,NA,NA,NA,26.70740426508621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.9803331562,991.5823900000,172.77964627983968,0.0333700000,NA,0.028330925428571428,1,MS,9.0975400000,0.4051900000,24.4596300000,NA,0.0236900000,521.0372800000,11.5397200000,0.3203600000,7.3296100000,0.0276300000,1.5821600000,16.4184800000,0.0133669567,0.4754400000,1.8326000000,1.7353700000,NA,47.6770000000,NA,64.9364700000,NA,NA,19.022561421850497,NA,roots,NA,NA,686.0000000000,12.9872900000,NA,NA,40.91522007318348,NA,1089.4663460533193,0.0057300000,0.9718800000,1.5481100000,433.7651100000,NA,0.6281200000,0.0005100000,0.4782500000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0129275376,NA,NA,NA,630.7240900000,NA,0.0000000000,NA,2429922.9735800000,NA,NA,0.012927537559999999,grains,923.3955400000,1.7094200000,687.0000000000,NA,45.8396300000,0.0000000000,NA,1.3884312249495798,NA,NA,NA,NA,NA,38743.8603600000,NA,NA,NA
NA,5352.0078000000,182.80138617351352,NA,NA,0.15291450857142858,1,MS,NA,NA,81.5198100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011412773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,687.0000000000,NA,NA,NA,26.72988798308065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.9797796929,1001.2551700000,174.46509322181566,0.0348500000,NA,0.02860729057142857,1,MS,9.8052700000,0.4051900000,25.5459200000,NA,0.0237200000,521.7157900000,11.3916200000,0.2068200000,7.3159200000,0.0297800000,1.5735800000,16.4184800000,0.0133916639,0.4754400000,1.8204800000,1.7238900000,NA,47.6770000000,NA,40.5308500000,NA,NA,20.502394145321485,NA,roots,NA,NA,687.0000000000,8.1061700000,NA,NA,42.732328280188185,NA,1090.8850810245688,0.0057300000,0.6173500000,1.5429900000,434.8513900000,NA,0.6247100000,0.0005100000,0.4782500000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0129512509,NA,NA,NA,618.8283200000,NA,0.0000000000,NA,2431749.9640299999,NA,NA,0.012951250899999999,grains,925.0893500000,1.7053800000,688.0000000000,NA,44.9750700000,0.0000000000,NA,1.3904693503151262,NA,NA,NA,NA,NA,38809.0920500000,NA,NA,NA
NA,5250.6489200000,179.3666073634386,NA,NA,0.15001854057142855,1,MS,NA,NA,81.3209900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011384939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,688.0000000000,NA,NA,NA,26.668740366641526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.8132404582,957.8998800000,167.03982171256382,0.0551600000,NA,0.027368568,1,MS,10.4306600000,0.4068400000,26.2353600000,NA,0.0366000000,522.3081100000,11.1209400000,0.3202400000,7.0745400000,0.0488300000,1.4853700000,15.8393700000,0.0133996086,0.4586700000,1.7801000000,1.6843400000,NA,45.9953300000,NA,58.4623600000,NA,NA,21.826944002678495,NA,roots,NA,NA,688.0000000000,11.6924700000,NA,NA,43.91957813677074,NA,1092.9691763622668,0.0057200000,0.9054500000,1.4856800000,434.5820400000,NA,0.5896900000,0.0007800000,0.4778800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0129752860,NA,NA,NA,617.1445500000,NA,0.0000000000,NA,2433576.9544799998,NA,NA,0.01297528596,grains,926.8061400000,1.7281200000,689.0000000000,NA,44.8527000000,0.0000000000,NA,1.3925045601260502,NA,NA,NA,NA,NA,38874.1389000000,NA,NA,NA
NA,5160.8022300000,176.29736845341557,NA,NA,0.14745149228571428,1,MS,NA,NA,81.2159500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011370233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,689.0000000000,NA,NA,NA,26.634293116452962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.8427939081,965.9100100000,168.4366385564019,0.0573000000,NA,0.02759742885714286,1,MS,11.0920700000,0.4068400000,27.2557200000,NA,0.0366400000,522.9078400000,11.0723800000,0.2068000000,7.1087900000,0.0519200000,1.4884800000,15.8393700000,0.0134222898,0.4586700000,1.7823000000,1.6864300000,NA,45.9953300000,NA,36.6445600000,NA,NA,23.210994391897547,NA,roots,NA,NA,689.0000000000,7.3289100000,NA,NA,45.62772244078011,NA,1094.2241566920563,0.0057200000,0.5766800000,1.4922600000,435.6024000000,NA,0.5909300000,0.0007800000,0.4778800000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0130025220,NA,NA,NA,687.9946700000,NA,0.0000000000,NA,2435696.8068900001,NA,NA,0.01300252198,grains,928.7515700000,1.9573000000,690.0000000000,NA,50.0019300000,0.0000000000,NA,1.3947773626932773,NA,NA,NA,NA,NA,38946.6777200000,NA,NA,NA
NA,5050.1427700000,172.54685522600607,NA,NA,0.14428979342857143,1,MS,NA,NA,80.7448000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011304272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,690.0000000000,NA,NA,NA,26.484342071815725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.2127274705,918.9867400000,160.39506625336853,0.2263500000,NA,0.026256764000000002,1,MS,11.6182400000,0.4086000000,27.8465900000,NA,0.1418200000,523.4051900000,12.2883400000,0.3483000000,7.7022600000,0.2102800000,1.5901000000,16.3998100000,0.0134175249,0.4749000000,1.9791500000,1.8710100000,NA,47.6227600000,NA,57.4724000000,NA,NA,24.33343107276002,NA,roots,NA,NA,690.0000000000,11.4944800000,NA,NA,46.6578812884849,NA,1096.2283542076823,0.0057000000,0.9189000000,1.6250200000,435.1670400000,NA,0.6312700000,0.0030100000,0.4774600000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0130348007,NA,NA,NA,802.9574300000,NA,0.0000000000,NA,2438297.4736400000,NA,NA,0.01303480066,grains,931.0571900000,2.3182700000,691.0000000000,NA,58.3571600000,0.0000000000,NA,1.3974336873571427,NA,NA,NA,NA,NA,39031.3420700000,NA,NA,NA
NA,4941.4963800000,168.83476355257437,NA,NA,0.14118561085714285,1,MS,NA,NA,80.1803000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011225242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,691.0000000000,NA,NA,NA,26.299185738534327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.0197950023,924.5327900000,161.36304437369972,0.2353100000,NA,0.02641522257142857,1,MS,12.3124400000,0.4086000000,28.9488700000,NA,0.1419800000,524.0195700000,14.3272700000,0.2281900000,8.9375600000,0.2228500000,1.8627000000,16.3998100000,0.0134415582,0.4749000000,2.3202300000,2.1934600000,NA,47.6227600000,NA,36.4382000000,NA,NA,25.7873748586269,NA,roots,NA,NA,691.0000000000,7.2876400000,NA,NA,48.504787835630204,NA,1097.5151216855863,0.0057000000,0.5912400000,1.9100700000,436.2693300000,NA,0.7394900000,0.0030100000,0.4774600000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0130711181,NA,NA,NA,892.6723200000,NA,0.0000000000,NA,2441276.9193199999,NA,NA,0.01307111806,grains,933.6512900000,2.5982900000,692.0000000000,NA,64.8774400000,0.0000000000,NA,1.4003890233487395,NA,NA,NA,NA,NA,39125.4324400000,NA,NA,NA
NA,4845.7521300000,165.5974433262799,NA,NA,0.13845006085714287,1,MS,NA,NA,79.2673800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011097433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,692.0000000000,NA,NA,NA,26.00507849023178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.4331279800,874.9276400000,152.86530666443028,2.2490700000,NA,0.02499793257142857,1,MS,11.1357600000,0.4104400000,27.7686800000,NA,1.4129400000,523.3568700000,15.9754500000,0.4008700000,9.6568300000,2.0082800000,1.9902800000,16.6839100000,0.0134057577,0.4831200000,2.5659400000,2.4232500000,NA,48.4477400000,NA,63.1523800000,NA,NA,23.347366655484734,NA,roots,NA,NA,692.0000000000,12.6304800000,NA,NA,46.57611539751761,NA,1097.2762286145587,0.0056900000,1.0330500000,2.0604800000,433.9993800000,NA,0.7901400000,0.0300000000,0.4769600000
NA,NA,NA,NA,0.0000000000,NA,1,MS,NA,0.0000000000,NA,6524.2927000000,NA,NA,NA,NA,NA,NA,NA,NA,0.0131118630,NA,NA,NA,1001.0283200000,NA,0.0000000000,NA,2444694.6484900001,NA,NA,0.01311186296,grains,936.5616400000,2.8996400000,693.0000000000,NA,72.7525200000,0.0000000000,NA,1.4036997982016806,NA,NA,NA,NA,NA,39230.8237400000,NA,NA,NA
NA,4819.1158600000,164.68718252601303,NA,NA,0.13768902457142856,1,MS,NA,NA,78.4519300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010983270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phloem,NA,NA,693.0000000000,NA,NA,NA,25.73755556649115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.1556723489,881.9223300000,154.0874025075478,2.2029000000,NA,0.025197780857142856,1,MS,10.3105900000,0.4104400000,27.1986500000,NA,1.4114800000,522.8160400000,17.9991500000,0.3354600000,10.7842800000,1.8594600000,2.2565900000,16.6839100000,0.0133902057,0.4831200000,2.8837300000,2.7233700000,NA,48.4477400000,NA,54.3865900000,NA,NA,21.61730543441798,NA,roots,NA,NA,693.0000000000,10.8773200000,NA,NA,45.620010063737,NA,1096.1423180140894,0.0056900000,0.8853800000,2.3246300000,433.4293400000,NA,0.8958600000,0.0300000000,0.4769600000
