N_content_total_DM_shoot,N_content_mstruct_roots,sum_dry_mass_shoot,C_N_ratio,N_content_mstruct_shoot,NS,plant,axis,shoot_roots_ratio,senesced_mstruct,Cont_WSC_DM_laminae,sum_dry_mass_stem,dry_mass_phloem,sum_dry_mass,NS_shoot,Tillers_Photosynthesis_An,sum_NSC_g,N_content_mstruct,sum_dry_mass_laminae,Total_Transpiration,sum_dry_mass_roots,mstruct_laminae,Cont_WSC_DM_shoot,C_exudated,shoot_roots_mstruct_ratio,NS_laminae,sum_N_g_shoot,N_content,NS_stem,Cont_WSC_DM_roots,sum_C_g,sum_N_g,sum_respi_roots,t,Tillers_Photosynthesis,C_N_ratio_shoot,Total_Photosynthesis,NS_roots,C_respired_roots,mstruct_stem,N_content_roots,NNI,mstruct_shoot,Cont_WSC_DM_stem,sum_respi_shoot,N_content_shoot,Cont_WSC_DM,C_respired_shoot,mstruct
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3876400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0058400000,NA,NA,NA,7.7127100000,NA,NA,NA,NA,NA,NA,NA,NA,8.0101500000,666.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3440700000,NA,NA,NA,2.4441000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3876400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0058400000,NA,NA,NA,4.9658200000,NA,NA,NA,NA,NA,NA,NA,NA,9.2461500000,667.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2003300000,NA,NA,NA,2.4441000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3895000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269400000,NA,NA,NA,7.8949000000,NA,NA,NA,NA,NA,NA,NA,NA,9.6001300000,668.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.7670300000,NA,NA,NA,2.4435900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3895000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269400000,NA,NA,NA,5.8986200000,NA,NA,NA,NA,NA,NA,NA,NA,10.6645700000,669.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.5592600000,NA,NA,NA,2.4435900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3912800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0458100000,NA,NA,NA,10.0766800000,NA,NA,NA,NA,NA,NA,NA,NA,11.1618700000,670.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.1479700000,NA,NA,NA,2.4430500000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3912800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0458100000,NA,NA,NA,9.5717900000,NA,NA,NA,NA,NA,NA,NA,NA,11.7562100000,671.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.0816100000,NA,NA,NA,2.4430500000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3929800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0675700000,NA,NA,NA,14.9598100000,NA,NA,NA,NA,NA,NA,NA,NA,11.9625400000,672.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.3428200000,NA,NA,NA,2.4425100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3929800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0675700000,NA,NA,NA,16.1689400000,NA,NA,NA,NA,NA,NA,NA,NA,13.0962700000,673.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.7174000000,NA,NA,NA,2.4425100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3945700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0802300000,NA,NA,NA,22.3161100000,NA,NA,NA,NA,NA,NA,NA,NA,13.2359200000,674.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.4803200000,NA,NA,NA,2.4420300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3945700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0802300000,NA,NA,NA,21.3453900000,NA,NA,NA,NA,NA,NA,NA,NA,13.0695300000,675.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.5492700000,NA,NA,NA,2.4420300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3962700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0583000000,NA,NA,NA,25.5801400000,NA,NA,NA,NA,NA,NA,NA,NA,12.5227600000,676.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.8031500000,NA,NA,NA,2.4415900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3962700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0583000000,NA,NA,NA,20.9977000000,NA,NA,NA,NA,NA,NA,NA,NA,12.1965000000,677.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.8963800000,NA,NA,NA,2.4415900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3981000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0288000000,NA,NA,NA,22.7147400000,NA,NA,NA,NA,NA,NA,NA,NA,10.9972900000,678.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.9898300000,NA,NA,NA,2.4412000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3981000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0288000000,NA,NA,NA,16.0292000000,NA,NA,NA,NA,NA,NA,NA,NA,10.4843000000,679.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.9050000000,NA,NA,NA,2.4412000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3999500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0096200000,NA,NA,NA,17.1765300000,NA,NA,NA,NA,NA,NA,NA,NA,9.7915700000,680.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.8783600000,NA,NA,NA,2.4408400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.3999500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0096200000,NA,NA,NA,11.0557700000,NA,NA,NA,NA,NA,NA,NA,NA,9.3953100000,681.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.1931600000,NA,NA,NA,2.4408400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4017800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083500000,NA,NA,NA,12.7766300000,NA,NA,NA,NA,NA,NA,NA,NA,8.8540000000,682.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1725900000,NA,NA,NA,2.4405000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4017800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083500000,NA,NA,NA,7.9191600000,NA,NA,NA,NA,NA,NA,NA,NA,8.6360500000,683.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.3205100000,NA,NA,NA,2.4405000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4035000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012900000,NA,NA,NA,9.8808100000,NA,NA,NA,NA,NA,NA,NA,NA,7.7124600000,684.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.0737700000,NA,NA,NA,2.4401600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4035000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012900000,NA,NA,NA,6.2005600000,NA,NA,NA,NA,NA,NA,NA,NA,7.6137000000,685.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4040200000,NA,NA,NA,2.4401600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4051900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005100000,NA,NA,NA,8.5382300000,NA,NA,NA,NA,NA,NA,NA,NA,7.3031000000,686.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6607900000,NA,NA,NA,2.4398100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4051900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005100000,NA,NA,NA,5.3796000000,NA,NA,NA,NA,NA,NA,NA,NA,7.3061600000,687.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8355200000,NA,NA,NA,2.4398100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4068400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007800000,NA,NA,NA,7.7229700000,NA,NA,NA,NA,NA,NA,NA,NA,7.0514700000,688.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1378900000,NA,NA,NA,2.4394400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4068400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007800000,NA,NA,NA,4.8972100000,NA,NA,NA,NA,NA,NA,NA,NA,7.1008100000,689.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.7091300000,NA,NA,NA,2.4394400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4086000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030100000,NA,NA,NA,7.6713900000,NA,NA,NA,NA,NA,NA,NA,NA,7.6782700000,690.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4501300000,NA,NA,NA,2.4390200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4086000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030100000,NA,NA,NA,5.0017200000,NA,NA,NA,NA,NA,NA,NA,NA,8.9320500000,691.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9926100000,NA,NA,NA,2.4390200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4104400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000,NA,NA,NA,8.0884900000,NA,NA,NA,NA,NA,NA,NA,NA,9.6242300000,692.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.1522800000,NA,NA,NA,2.4385200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4104400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000,NA,NA,NA,6.1610200000,NA,NA,NA,NA,NA,NA,NA,NA,10.7674300000,693.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.0717200000,NA,NA,NA,2.4385200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4122000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0713200000,NA,NA,NA,10.7490500000,NA,NA,NA,NA,NA,NA,NA,NA,11.1227800000,694.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.7835200000,NA,NA,NA,2.4380100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4122000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0713200000,NA,NA,NA,11.4848600000,NA,NA,NA,NA,NA,NA,NA,NA,11.7177800000,695.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.5132600000,NA,NA,NA,2.4380100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4138700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0732000000,NA,NA,NA,18.3619800000,NA,NA,NA,NA,NA,NA,NA,NA,11.9799900000,696.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.7561300000,NA,NA,NA,2.4375100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4138700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0732000000,NA,NA,NA,18.3386600000,NA,NA,NA,NA,NA,NA,NA,NA,11.6822800000,697.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.4910900000,NA,NA,NA,2.4375100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4155500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0632900000,NA,NA,NA,23.8779200000,NA,NA,NA,NA,NA,NA,NA,NA,12.1658900000,698.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.9603800000,NA,NA,NA,2.4370600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4155500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0632900000,NA,NA,NA,21.2333000000,NA,NA,NA,NA,NA,NA,NA,NA,12.1859400000,699.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.0306900000,NA,NA,NA,2.4370600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4173100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517400000,NA,NA,NA,24.6626500000,NA,NA,NA,NA,NA,NA,NA,NA,11.5055800000,700.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.3986500000,NA,NA,NA,2.4366600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4173100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517400000,NA,NA,NA,20.1935400000,NA,NA,NA,NA,NA,NA,NA,NA,11.0949100000,701.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.4963500000,NA,NA,NA,2.4366600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4191400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183800000,NA,NA,NA,22.9216200000,NA,NA,NA,NA,NA,NA,NA,NA,10.3581200000,702.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.2576400000,NA,NA,NA,2.4363100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4191400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183800000,NA,NA,NA,16.4009000000,NA,NA,NA,NA,NA,NA,NA,NA,10.2325000000,703.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.9377700000,NA,NA,NA,2.4363100000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4209800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093700000,NA,NA,NA,17.6863600000,NA,NA,NA,NA,NA,NA,NA,NA,9.8484200000,704.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.2805000000,NA,NA,NA,2.4360000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4209800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093700000,NA,NA,NA,11.1697900000,NA,NA,NA,NA,NA,NA,NA,NA,9.5826200000,705.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.4795400000,NA,NA,NA,2.4360000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4228000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065400000,NA,NA,NA,13.0667600000,NA,NA,NA,NA,NA,NA,NA,NA,9.1652300000,706.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9168400000,NA,NA,NA,2.4357000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4228000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065400000,NA,NA,NA,7.9050500000,NA,NA,NA,NA,NA,NA,NA,NA,9.1313100000,707.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3108700000,NA,NA,NA,2.4357000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4246000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048100000,NA,NA,NA,10.4521100000,NA,NA,NA,NA,NA,NA,NA,NA,8.7005100000,708.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5919000000,NA,NA,NA,2.4353900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4246000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048100000,NA,NA,NA,6.2140500000,NA,NA,NA,NA,NA,NA,NA,NA,8.5838100000,709.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6815700000,NA,NA,NA,2.4353900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4264000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033800000,NA,NA,NA,9.1167700000,NA,NA,NA,NA,NA,NA,NA,NA,8.4614200000,710.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.3945600000,NA,NA,NA,2.4350600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4264000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033800000,NA,NA,NA,5.4022900000,NA,NA,NA,NA,NA,NA,NA,NA,8.3990400000,711.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9693600000,NA,NA,NA,2.4350600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4281700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024200000,NA,NA,NA,8.2598900000,NA,NA,NA,NA,NA,NA,NA,NA,8.1485900000,712.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4729000000,NA,NA,NA,2.4346900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4281700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024200000,NA,NA,NA,4.9500800000,NA,NA,NA,NA,NA,NA,NA,NA,8.1428400000,713.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5132100000,NA,NA,NA,2.4346900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4299500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034900000,NA,NA,NA,7.7449100000,NA,NA,NA,NA,NA,NA,NA,NA,8.0060700000,714.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8721100000,NA,NA,NA,2.4342900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4299500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034900000,NA,NA,NA,4.8423500000,NA,NA,NA,NA,NA,NA,NA,NA,8.9134400000,715.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7685700000,NA,NA,NA,2.4342900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4317800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183900000,NA,NA,NA,7.8570600000,NA,NA,NA,NA,NA,NA,NA,NA,9.0016300000,716.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.0794800000,NA,NA,NA,2.4338300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4317800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183900000,NA,NA,NA,5.7293200000,NA,NA,NA,NA,NA,NA,NA,NA,10.4467000000,717.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.8350400000,NA,NA,NA,2.4338300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4335200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0641100000,NA,NA,NA,9.9453700000,NA,NA,NA,NA,NA,NA,NA,NA,11.0287300000,718.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.7609400000,NA,NA,NA,2.4333500000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4335200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0641100000,NA,NA,NA,9.1597800000,NA,NA,NA,NA,NA,NA,NA,NA,8.4466400000,719.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.1460000000,NA,NA,NA,2.4333500000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4353000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380900000,NA,NA,NA,16.6260500000,NA,NA,NA,NA,NA,NA,NA,NA,10.2122400000,720.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.7750300000,NA,NA,NA,2.4328300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4353000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380900000,NA,NA,NA,16.6824600000,NA,NA,NA,NA,NA,NA,NA,NA,10.8312400000,721.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.3538300000,NA,NA,NA,2.4328300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4370400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393300000,NA,NA,NA,21.6375300000,NA,NA,NA,NA,NA,NA,NA,NA,11.0107300000,722.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.6558500000,NA,NA,NA,2.4323700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4370400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393300000,NA,NA,NA,18.9267800000,NA,NA,NA,NA,NA,NA,NA,NA,11.3969000000,723.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.6592200000,NA,NA,NA,2.4323700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4387200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442500000,NA,NA,NA,22.3393300000,NA,NA,NA,NA,NA,NA,NA,NA,11.9494700000,724.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.2360200000,NA,NA,NA,2.4319700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4387200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442500000,NA,NA,NA,16.9807400000,NA,NA,NA,NA,NA,NA,NA,NA,10.9911800000,725.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.1188400000,NA,NA,NA,2.4319700000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4405400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0181900000,NA,NA,NA,19.0224100000,NA,NA,NA,NA,NA,NA,NA,NA,9.8439800000,726.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.0251100000,NA,NA,NA,2.4316000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4405400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0181900000,NA,NA,NA,13.4131500000,NA,NA,NA,NA,NA,NA,NA,NA,9.3420700000,727.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3596200000,NA,NA,NA,2.4316000000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4423500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0072800000,NA,NA,NA,15.1948300000,NA,NA,NA,NA,NA,NA,NA,NA,8.8278800000,728.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.0113500000,NA,NA,NA,2.4312400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4423500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0072800000,NA,NA,NA,10.0221200000,NA,NA,NA,NA,NA,NA,NA,NA,8.8311700000,729.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3017300000,NA,NA,NA,2.4312400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4441500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0053400000,NA,NA,NA,12.0973200000,NA,NA,NA,NA,NA,NA,NA,NA,8.7429500000,730.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9209900000,NA,NA,NA,2.4308900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4441500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0053400000,NA,NA,NA,7.4846400000,NA,NA,NA,NA,NA,NA,NA,NA,8.5855900000,731.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3989500000,NA,NA,NA,2.4308900000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4459200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025300000,NA,NA,NA,9.7713000000,NA,NA,NA,NA,NA,NA,NA,NA,8.1123400000,732.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6742200000,NA,NA,NA,2.4305300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4459200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025300000,NA,NA,NA,6.0309600000,NA,NA,NA,NA,NA,NA,NA,NA,8.1231500000,733.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6427800000,NA,NA,NA,2.4305300000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4476800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018700000,NA,NA,NA,8.5328500000,NA,NA,NA,NA,NA,NA,NA,NA,7.8290300000,734.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5058600000,NA,NA,NA,2.4301400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4476800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018700000,NA,NA,NA,5.2642100000,NA,NA,NA,NA,NA,NA,NA,NA,7.8872800000,735.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9426700000,NA,NA,NA,2.4301400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4494200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017300000,NA,NA,NA,7.7201600000,NA,NA,NA,NA,NA,NA,NA,NA,7.5361600000,736.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3942600000,NA,NA,NA,2.4297200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4494200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017300000,NA,NA,NA,4.8040600000,NA,NA,NA,NA,NA,NA,NA,NA,7.5872800000,737.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.8586800000,NA,NA,NA,2.4297200000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4511800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031400000,NA,NA,NA,7.3168900000,NA,NA,NA,NA,NA,NA,NA,NA,7.6153600000,738.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3064100000,NA,NA,NA,2.4292600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4511800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031400000,NA,NA,NA,4.6804000000,NA,NA,NA,NA,NA,NA,NA,NA,8.2382500000,739.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5963800000,NA,NA,NA,2.4292600000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4529800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161100000,NA,NA,NA,7.3272300000,NA,NA,NA,NA,NA,NA,NA,NA,8.3103400000,740.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4330600000,NA,NA,NA,2.4287400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4529800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161100000,NA,NA,NA,5.2986900000,NA,NA,NA,NA,NA,NA,NA,NA,9.1738300000,741.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.1288400000,NA,NA,NA,2.4287400000
NA,NA,NA,NA,NA,NA,1,MS,NA,0.4547500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442000000,NA,NA,NA,8.8091700000,NA,NA,NA,NA,NA,NA,NA,NA,9.8023800000,742.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.8265600000,NA,NA,NA,2.4281800000
