t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
293,1,MS,17.6000000000,1,895150.9959700000,895150.9959700000,0.0061400000
294,1,MS,19.3000000000,1,895151.0029700000,895151.0029700000,0.0070000000
295,1,MS,19.2000000000,1,895151.0099100000,895151.0099100000,0.0069400000
296,1,MS,21.7000000000,1,895151.0183000000,895151.0183000000,0.0083900000
297,1,MS,21.9000000000,1,895151.0268200000,895151.0268200000,0.0085200000
298,1,MS,22.3000000000,1,895151.0355900000,895151.0355900000,0.0087700000
299,1,MS,23.9000000000,1,895151.0454600001,895151.0454600001,0.0098700000
300,1,MS,23.4000000000,1,895151.0549800000,895151.0549800000,0.0095200000
301,1,MS,22.4000000000,1,895151.0638200000,895151.0638200000,0.0088400000
302,1,MS,19.7000000000,1,895151.0710300000,895151.0710300000,0.0072100000
303,1,MS,17.4000000000,1,895151.0770700000,895151.0770700000,0.0060400000
304,1,MS,17.2000000000,1,895151.0830200000,895151.0830200000,0.0059500000
305,1,MS,18.1000000000,1,895151.0894000001,895151.0894000001,0.0063800000
306,1,MS,17.6000000000,1,895151.0955400000,895151.0955400000,0.0061400000
307,1,MS,16.1000000000,1,895151.1009899999,895151.1009899999,0.0054600000
308,1,MS,16.0000000000,1,895151.1064100000,895151.1064100000,0.0054100000
309,1,MS,15.5000000000,1,895151.1116100000,895151.1116100000,0.0052100000
310,1,MS,15.2000000000,1,895151.1167000000,895151.1167000000,0.0050800000
311,1,MS,18.6000000000,1,895151.1233300000,895151.1233300000,0.0066300000
312,1,MS,12.5000000000,1,895151.1274200000,895151.1274200000,0.0040900000
313,1,MS,12.5000000000,1,895151.1315200001,895151.1315200001,0.0040900000
314,1,MS,12.6000000000,1,895151.1356500000,895151.1356500000,0.0041300000
315,1,MS,11.6000000000,1,895151.1394500000,895151.1394500000,0.0038100000
316,1,MS,12.7000000000,1,895151.1436100000,895151.1436100000,0.0041600000
317,1,MS,13.3000000000,1,895151.1479800000,895151.1479800000,0.0043700000
318,1,MS,14.2000000000,1,895151.1526800001,895151.1526800001,0.0046900000
319,1,MS,14.3000000000,1,895151.1574100000,895151.1574100000,0.0047300000
320,1,MS,13.7000000000,1,895151.1619200000,895151.1619200000,0.0045100000
321,1,MS,15.6000000000,1,895151.1671600000,895151.1671600000,0.0052500000
322,1,MS,16.3000000000,1,895151.1727100000,895151.1727100000,0.0055400000
323,1,MS,16.8000000000,1,895151.1784700000,895151.1784700000,0.0057700000
324,1,MS,17.4000000000,1,895151.1845200000,895151.1845200000,0.0060400000
325,1,MS,17.8000000000,1,895151.1907500000,895151.1907500000,0.0062300000
326,1,MS,18.3000000000,1,895151.1972300000,895151.1972300000,0.0064800000
327,1,MS,16.5000000000,1,895151.2028600000,895151.2028600000,0.0056300000
328,1,MS,18.0000000000,1,895151.2091900000,895151.2091900000,0.0063300000
329,1,MS,15.0000000000,1,895151.2141900000,895151.2141900000,0.0050000000
330,1,MS,14.5000000000,1,895151.2190000000,895151.2190000000,0.0048100000
331,1,MS,14.1000000000,1,895151.2236600000,895151.2236600000,0.0046600000
332,1,MS,13.4000000000,1,895151.2280600000,895151.2280600000,0.0044000000
333,1,MS,13.1000000000,1,895151.2323600000,895151.2323600000,0.0043000000
334,1,MS,13.6000000000,1,895151.2368300000,895151.2368300000,0.0044700000
335,1,MS,13.6000000000,1,895151.2413100000,895151.2413100000,0.0044700000
336,1,MS,14.6000000000,1,895151.2461500000,895151.2461500000,0.0048500000
337,1,MS,14.8000000000,1,895151.2510800000,895151.2510800000,0.0049200000
338,1,MS,13.8000000000,1,895151.2556200000,895151.2556200000,0.0045500000
339,1,MS,13.7000000000,1,895151.2601300000,895151.2601300000,0.0045100000
340,1,MS,14.6000000000,1,895151.2649800000,895151.2649800000,0.0048500000
341,1,MS,17.3000000000,1,895151.2709800000,895151.2709800000,0.0059900000
342,1,MS,19.1000000000,1,895151.2778700000,895151.2778700000,0.0068900000
343,1,MS,21.1000000000,1,895151.2858900001,895151.2858900001,0.0080200000
344,1,MS,23.0000000000,1,895151.2951300000,895151.2951300000,0.0092400000
345,1,MS,25.1000000000,1,895151.3058900000,895151.3058900000,0.0107700000
346,1,MS,25.1000000000,1,895151.3166600000,895151.3166600000,0.0107700000
347,1,MS,26.7000000000,1,895151.3287200000,895151.3287200000,0.0120600000
348,1,MS,26.2000000000,1,895151.3403600000,895151.3403600000,0.0116400000
349,1,MS,27.3000000000,1,895151.3529300001,895151.3529300001,0.0125700000
350,1,MS,27.8000000000,1,895151.3659500000,895151.3659500000,0.0130100000
351,1,MS,24.3000000000,1,895151.3761100000,895151.3761100000,0.0101600000
352,1,MS,24.1000000000,1,895151.3861200000,895151.3861200000,0.0100200000
353,1,MS,23.6000000000,1,895151.3957800000,895151.3957800000,0.0096600000
354,1,MS,20.2000000000,1,895151.4032700000,895151.4032700000,0.0074900000
355,1,MS,18.6000000000,1,895151.4099000000,895151.4099000000,0.0066300000
356,1,MS,18.1000000000,1,895151.4162800000,895151.4162800000,0.0063800000
357,1,MS,18.2000000000,1,895151.4227100000,895151.4227100000,0.0064300000
358,1,MS,17.7000000000,1,895151.4289000001,895151.4289000001,0.0061800000
359,1,MS,15.0000000000,1,895151.4338999999,895151.4338999999,0.0050000000
360,1,MS,12.2000000000,1,895151.4379000000,895151.4379000000,0.0040000000
361,1,MS,12.0000000000,1,895151.4418300000,895151.4418300000,0.0039300000
362,1,MS,11.9000000000,1,895151.4457300000,895151.4457300000,0.0039000000
363,1,MS,11.5000000000,1,895151.4495000000,895151.4495000000,0.0037800000
364,1,MS,11.0000000000,1,895151.4531300000,895151.4531300000,0.0036200000
365,1,MS,12.6000000000,1,895151.4572600001,895151.4572600001,0.0041300000
366,1,MS,12.9000000000,1,895151.4614900000,895151.4614900000,0.0042300000
367,1,MS,14.3000000000,1,895151.4662199999,895151.4662199999,0.0047300000
368,1,MS,15.9000000000,1,895151.4715900000,895151.4715900000,0.0053700000
369,1,MS,17.4000000000,1,895151.4776300000,895151.4776300000,0.0060400000
370,1,MS,18.2000000000,1,895151.4840600000,895151.4840600000,0.0064300000
371,1,MS,19.9000000000,1,895151.4913800000,895151.4913800000,0.0073200000
372,1,MS,20.9000000000,1,895151.4992899999,895151.4992899999,0.0079000000
373,1,MS,21.1000000000,1,895151.5073100000,895151.5073100000,0.0080200000
374,1,MS,21.6000000000,1,895151.5156300000,895151.5156300000,0.0083300000
375,1,MS,22.7000000000,1,895151.5246700000,895151.5246700000,0.0090400000
376,1,MS,21.9000000000,1,895151.5331900000,895151.5331900000,0.0085200000
377,1,MS,21.7000000000,1,895151.5415800000,895151.5415800000,0.0083900000
378,1,MS,20.6000000000,1,895151.5493000000,895151.5493000000,0.0077200000
379,1,MS,18.2000000000,1,895151.5557300000,895151.5557300000,0.0064300000
380,1,MS,16.2000000000,1,895151.5612300000,895151.5612300000,0.0055000000
381,1,MS,15.9000000000,1,895151.5666000000,895151.5666000000,0.0053700000
382,1,MS,15.6000000000,1,895151.5718499999,895151.5718499999,0.0052500000
383,1,MS,15.3000000000,1,895151.5769700001,895151.5769700001,0.0051200000
384,1,MS,19.2000000000,1,895151.5839100000,895151.5839100000,0.0069400000
385,1,MS,19.0000000000,1,895151.5907500000,895151.5907500000,0.0068400000
386,1,MS,18.3000000000,1,895151.5972300000,895151.5972300000,0.0064800000
387,1,MS,17.9000000000,1,895151.6035100000,895151.6035100000,0.0062800000
388,1,MS,17.5000000000,1,895151.6096000000,895151.6096000000,0.0060900000
389,1,MS,18.5000000000,1,895151.6161800000,895151.6161800000,0.0065800000
390,1,MS,19.8000000000,1,895151.6234500000,895151.6234500000,0.0072700000
391,1,MS,22.5000000000,1,895151.6323500000,895151.6323500000,0.0089000000
392,1,MS,25.2000000000,1,895151.6431900000,895151.6431900000,0.0108400000
393,1,MS,27.4000000000,1,895151.6558600001,895151.6558600001,0.0126600000
394,1,MS,28.5000000000,1,895151.6695100000,895151.6695100000,0.0136500000
395,1,MS,29.5000000000,1,895151.6841000000,895151.6841000000,0.0145900000
396,1,MS,30.1000000000,1,895151.6992799999,895151.6992799999,0.0151800000
397,1,MS,30.8000000000,1,894863.9630600000,894863.9630600000,0.0158800000
398,1,MS,31.0000000000,1,893762.8583300000,893762.8583300000,0.0160800000
399,1,MS,31.1000000000,1,892693.1889500000,892693.1889500000,0.0161900000
400,1,MS,29.9000000000,1,891772.1965700000,891772.1965700000,0.0149800000
401,1,MS,28.5000000000,1,891231.6735000000,891231.6735000000,0.0136500000
402,1,MS,26.2000000000,1,890481.4536300000,890481.4536300000,0.0116400000
403,1,MS,25.5000000000,1,888832.3605599999,888832.3605599999,0.0110800000
404,1,MS,24.2000000000,1,888832.3706500001,888832.3706500001,0.0100900000
405,1,MS,20.0000000000,1,888832.3780300000,888832.3780300000,0.0073800000
406,1,MS,21.2000000000,1,888832.3861100000,888832.3861100000,0.0080800000
407,1,MS,22.0000000000,1,886939.8475400000,886939.8475400000,0.0085800000
408,1,MS,16.6000000000,1,886939.8532200000,886939.8532200000,0.0056800000
409,1,MS,16.5000000000,1,886939.8588500000,886939.8588500000,0.0056300000
410,1,MS,16.2000000000,1,886939.8643500000,886939.8643500000,0.0055000000
411,1,MS,16.7000000000,1,886939.8700699999,886939.8700699999,0.0057200000
412,1,MS,16.9000000000,1,886939.8758799999,886939.8758799999,0.0058100000
413,1,MS,18.0000000000,1,886939.8822100000,886939.8822100000,0.0063300000
414,1,MS,19.9000000000,1,886939.8895300000,886939.8895300000,0.0073200000
415,1,MS,21.2000000000,1,886673.2213300000,886673.2213300000,0.0080800000
416,1,MS,23.8000000000,1,1068270.8198200001,1068270.8198200001,0.0098000000
417,1,MS,25.6000000000,1,1054387.0231100000,1054387.0231100000,0.0111600000
418,1,MS,27.6000000000,1,1039579.5490500000,1039579.5490500000,0.0128400000
419,1,MS,29.8000000000,1,1023702.6520000000,1023702.6520000000,0.0148900000
420,1,MS,29.1000000000,1,1009833.7711900000,1009833.7711900000,0.0142100000
421,1,MS,28.9000000000,1,997198.3659700000,997198.3659700000,0.0140200000
422,1,MS,27.9000000000,1,986329.5108400000,986329.5108400000,0.0131000000
423,1,MS,27.3000000000,1,976631.0798600001,976631.0798600001,0.0125700000
424,1,MS,22.0000000000,1,970430.0753600000,970430.0753600000,0.0085800000
425,1,MS,19.8000000000,1,965408.5487800000,965408.5487800000,0.0072700000
426,1,MS,19.2000000000,1,960824.3843200000,960824.3843200000,0.0069400000
427,1,MS,18.2000000000,1,956749.5124100000,956749.5124100000,0.0064300000
428,1,MS,17.6000000000,1,953020.4169700000,953020.4169700000,0.0061400000
429,1,MS,17.3000000000,1,949512.6753800000,949512.6753800000,0.0059900000
430,1,MS,17.2000000000,1,946170.2629400000,946170.2629400000,0.0059500000
431,1,MS,17.0000000000,1,942998.7865000000,942998.7865000000,0.0058600000
432,1,MS,17.1000000000,1,939927.7728900000,939927.7728900000,0.0059000000
433,1,MS,16.9000000000,1,937014.0570600000,937014.0570600000,0.0058100000
434,1,MS,15.4000000000,1,934519.7129900000,934519.7129900000,0.0051600000
435,1,MS,13.9000000000,1,932373.3289700000,932373.3289700000,0.0045800000
436,1,MS,14.8000000000,1,930141.2608600000,930141.2608600000,0.0049200000
437,1,MS,17.9000000000,1,927396.5381700000,927396.5381700000,0.0062800000
438,1,MS,20.4000000000,1,924225.3672300000,924225.3672300000,0.0076100000
439,1,MS,21.4000000000,1,920962.7861400000,920962.7861400000,0.0082000000
