t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,height_canopy,minerals_plant,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
673,1,MS,0.00064,True,0,14.44167,0.00048,1,9356.47450,9356.47450,0.70000,0.10703,2.57571,12,1.40855,reproductive,555.77142,0.00329,7.96997,4001554.20093
674,1,MS,0.00051,True,0,14.20833,0.00060,1,9129.80364,9129.80364,0.70000,0.10703,2.57343,12,1.41084,reproductive,557.03945,0.00329,7.35209,4010684.00456
675,1,MS,0.00041,True,0,14.20833,0.00060,1,9129.80364,9129.80364,0.70000,0.10703,2.57343,12,1.41084,reproductive,557.03945,0.00318,6.60548,4010684.00456
676,1,MS,0.00033,True,0,14.30833,0.00086,1,9226.40351,9226.40351,0.70000,0.10703,2.57112,12,1.41314,reproductive,558.32089,0.00317,6.14551,4019910.40807
677,1,MS,0.00026,True,0,14.30833,0.00086,1,9226.40351,9226.40351,0.70000,0.10703,2.57112,12,1.41314,reproductive,558.32089,0.00315,5.68820,4019910.40807
678,1,MS,0.00026,True,0,15.61667,0.00271,1,10565.79187,10565.79187,0.70000,0.10703,2.56848,12,1.41578,reproductive,559.78836,0.00323,6.39960,4030476.19994
679,1,MS,0.00038,True,0,15.61667,0.00271,1,10565.79187,10565.79187,0.70000,0.10703,2.56848,12,1.41578,reproductive,559.78836,0.00360,8.50114,4030476.19994
680,1,MS,0.00075,True,0,18.42500,0.00697,1,13897.42709,13897.42709,0.70000,0.10703,2.56207,12,1.42219,reproductive,561.71856,0.00354,11.83729,4044373.62703
681,1,MS,0.00183,True,0,18.42500,0.00697,1,13897.42709,13897.42709,0.70000,0.10703,2.56207,12,1.42219,reproductive,561.71856,0.00336,16.69661,4044373.62703
682,1,MS,0.00367,True,0,18.95833,0.00988,1,14591.42045,14591.42045,0.70000,0.10703,2.55112,12,1.43314,reproductive,563.74515,0.00359,24.56120,4058965.04748
683,1,MS,0.00654,True,0,18.95833,0.00988,1,14591.42045,14591.42045,0.70000,0.10703,2.55112,12,1.43314,reproductive,563.74515,0.00396,33.65393,4058965.04748
684,1,MS,0.01024,True,0,19.60000,0.01075,1,15445.71294,15445.71294,0.70000,0.10703,2.53586,12,1.44840,reproductive,565.89038,0.00422,40.61483,4074410.76042
685,1,MS,0.01435,True,0,19.60000,0.01075,1,15445.71294,15445.71294,0.70000,0.10703,2.53586,12,1.44840,reproductive,565.89038,0.00471,46.64321,4074410.76042
686,1,MS,0.01847,True,0,19.05000,0.01140,1,14712.26609,14712.26609,0.70000,0.10703,2.52911,12,1.45516,reproductive,567.93375,0.00540,51.22449,4089123.02651
687,1,MS,0.02362,True,0,19.05000,0.01140,1,14712.26609,14712.26609,0.70000,0.10703,2.52911,12,1.45516,reproductive,567.93375,0.00596,53.67824,4089123.02651
688,1,MS,0.02691,True,0,17.02500,0.00667,1,12162.68202,12162.68202,0.70000,0.10703,2.52609,12,1.45817,reproductive,569.62302,0.00670,53.17567,4101285.70854
689,1,MS,0.02703,True,0,17.02500,0.00667,1,12162.68202,12162.68202,0.70000,0.10703,2.52609,12,1.45817,reproductive,569.62302,0.00706,48.57670,4101285.70854
690,1,MS,0.02569,True,0,13.35833,0.00222,1,8341.43237,8341.43237,0.70000,0.10703,2.52403,12,1.46023,reproductive,570.78155,0.00696,40.46018,4109627.14090
691,1,MS,0.01898,True,0,13.35833,0.00222,1,8341.43237,8341.43237,0.70000,0.10703,2.52403,12,1.46023,reproductive,570.78155,0.00698,32.40737,4109627.14090
692,1,MS,0.01301,True,0,11.92500,0.00189,1,7141.07847,7141.07847,0.70000,0.10703,2.52227,12,1.46200,reproductive,571.77336,0.00728,26.85490,4116768.21937
693,1,MS,0.00870,True,0,11.92500,0.00189,1,7141.07847,7141.07847,0.70000,0.10703,2.52227,12,1.46200,reproductive,571.77336,0.00723,21.78882,4116768.21937
694,1,MS,0.00616,True,0,10.82500,0.00136,1,6323.93288,6323.93288,0.70000,0.10703,2.52070,12,1.46356,reproductive,572.65169,0.00697,17.80378,4123092.15225
695,1,MS,0.00453,True,0,10.82500,0.00136,1,6323.93288,6323.93288,0.70000,0.10703,2.52070,12,1.46356,reproductive,572.65169,0.00681,15.19177,4123092.15225
696,1,MS,0.00348,True,0,9.54167,0.00098,1,5476.04584,5476.04584,0.70000,0.10703,2.51935,12,1.46491,reproductive,573.41225,0.00635,12.62411,4128568.19809
697,1,MS,0.00287,True,0,9.54167,0.00098,1,5476.04584,5476.04584,0.70000,0.10703,2.51935,12,1.46491,reproductive,573.41225,0.00582,10.74724,4128568.19809
698,1,MS,0.00235,True,0,8.59167,0.00081,1,4916.25365,4916.25365,0.70000,0.10703,2.51814,12,1.46612,reproductive,574.09506,0.00587,9.91129,4133484.45174
699,1,MS,0.00172,True,0,8.59167,0.00081,1,4916.25365,4916.25365,0.70000,0.10703,2.51814,12,1.46612,reproductive,574.09506,0.00629,9.35057,4133484.45174
700,1,MS,0.00122,True,0,10.67500,0.00138,1,6219.13781,6219.13781,0.70000,0.10703,2.51152,12,1.47274,reproductive,574.95883,0.00654,8.67405,4139703.58955
701,1,MS,0.00091,True,0,10.67500,0.00138,1,6219.13781,6219.13781,0.70000,0.10703,2.51152,12,1.47274,reproductive,574.95883,0.00648,7.75686,4139703.58955
702,1,MS,0.00076,True,0,11.45833,0.00201,1,6783.77461,6783.77461,0.70000,0.10703,2.50430,12,1.47996,reproductive,575.90102,0.00661,7.67304,4146487.36416
703,1,MS,0.00074,True,0,11.45833,0.00201,1,6783.77461,6783.77461,0.70000,0.10703,2.50430,12,1.47996,reproductive,575.90102,0.00721,8.31364,4146487.36416
704,1,MS,0.00098,True,0,14.55000,0.00624,1,9463.22880,9463.22880,0.70000,0.10703,2.50198,12,1.48229,reproductive,577.21536,0.00770,10.73215,4155950.59296
705,1,MS,0.00197,True,0,14.55000,0.00624,1,9463.22880,9463.22880,0.70000,0.10703,2.50198,12,1.48229,reproductive,577.21536,0.00850,15.99804,4155950.59296
706,1,MS,0.00413,True,0,16.75833,0.01165,1,11848.32587,11848.32587,0.70000,0.10703,2.49656,12,1.48770,reproductive,578.86096,0.00845,23.12322,4167798.91883
707,1,MS,0.00862,True,0,16.75833,0.01165,1,11848.32587,11848.32587,0.70000,0.10703,2.49656,12,1.48770,reproductive,578.86096,0.00865,32.76630,4167798.91883
708,1,MS,0.01424,True,0,17.65000,0.01294,1,12920.26886,12920.26886,0.70000,0.10703,2.49067,12,1.49359,reproductive,580.65544,0.00913,42.54673,4180719.18769
709,1,MS,0.02007,True,0,17.65000,0.01294,1,12920.26886,12920.26886,0.70000,0.10703,2.49067,12,1.49359,reproductive,580.65544,0.00982,50.65793,4180719.18769
710,1,MS,0.02471,True,0,17.98333,0.01145,1,13335.68328,13335.68328,0.70000,0.10703,2.48459,12,1.49968,reproductive,582.50762,0.01061,55.55291,4194054.87097
711,1,MS,0.02713,True,0,17.98333,0.01145,1,13335.68328,13335.68328,0.70000,0.10703,2.48459,12,1.49968,reproductive,582.50762,0.01138,57.52877,4194054.87097
712,1,MS,0.02741,True,0,17.45833,0.00785,1,12684.91751,12684.91751,0.70000,0.10703,2.48097,12,1.50329,reproductive,584.26942,0.01201,56.06326,4206739.78848
713,1,MS,0.02573,True,0,17.45833,0.00785,1,12684.91751,12684.91751,0.70000,0.10703,2.48097,12,1.50329,reproductive,584.26942,0.01160,49.80797,4206739.78848
714,1,MS,0.02470,True,0,13.20000,0.00245,1,8200.98072,8200.98072,0.70000,0.10703,2.47192,12,1.51234,reproductive,585.40844,0.01016,39.96668,4214940.76920
715,1,MS,0.02064,True,0,13.20000,0.00245,1,8200.98072,8200.98072,0.70000,0.10703,2.47192,12,1.51234,reproductive,585.40844,0.00857,29.95487,4214940.76920
716,1,MS,0.01723,True,0,8.21667,0.00070,1,4701.67420,4701.67420,0.70000,0.10703,2.47059,12,1.51368,reproductive,586.06145,0.00788,23.99996,4219642.44340
717,1,MS,0.01316,True,0,8.21667,0.00070,1,4701.67420,4701.67420,0.70000,0.10703,2.47059,12,1.51368,reproductive,586.06145,0.00793,20.78517,4219642.44340
718,1,MS,0.00997,True,0,6.45833,0.00044,1,3695.53499,3695.53499,0.70000,0.10703,2.46954,12,1.51473,reproductive,586.57472,0.00729,16.54193,4223337.97840
719,1,MS,0.00817,True,0,6.45833,0.00044,1,3695.53499,3695.53499,0.70000,0.10703,2.46954,12,1.51473,reproductive,586.57472,0.00677,13.93283,4223337.97840
720,1,MS,0.00678,True,0,4.64167,0.00024,1,2656.01676,2656.01676,0.70000,0.10703,2.46878,12,1.51548,reproductive,586.94361,0.00654,12.20078,4225993.99516
721,1,MS,0.00553,True,0,4.64167,0.00024,1,2656.01676,2656.01676,0.70000,0.10703,2.46878,12,1.51548,reproductive,586.94361,0.00638,10.83886,4225993.99516
722,1,MS,0.00448,True,0,4.07500,0.00017,1,2331.76337,2331.76337,0.70000,0.10703,2.46812,12,1.51614,reproductive,587.26747,0.00631,9.73576,4228325.75853
723,1,MS,0.00365,True,0,4.07500,0.00017,1,2331.76337,2331.76337,0.70000,0.10703,2.46812,12,1.51614,reproductive,587.26747,0.00616,8.70416,4228325.75853
724,1,MS,0.00298,True,0,3.84167,0.00015,1,2198.24727,2198.24727,0.70000,0.10703,2.46749,12,1.51677,reproductive,587.57278,0.00617,8.00271,4230524.00580
725,1,MS,0.00234,True,0,3.84167,0.00015,1,2198.24727,2198.24727,0.70000,0.10703,2.46749,12,1.51677,reproductive,587.57278,0.00655,7.68572,4230524.00580
726,1,MS,0.00168,True,0,9.50833,0.00173,1,5455.45019,5455.45019,0.70000,0.10703,2.46436,12,1.51990,reproductive,588.33048,0.00897,10.02584,4235979.45599
727,1,MS,0.00151,True,0,9.50833,0.00173,1,5455.45019,5455.45019,0.70000,0.10703,2.46436,12,1.51990,reproductive,588.33048,0.01204,12.59221,4235979.45599
728,1,MS,0.00203,True,0,16.60833,0.00858,1,11673.91090,11673.91090,0.70000,0.10703,2.45488,12,1.52938,reproductive,589.95186,0.01399,17.55232,4247653.36688
729,1,MS,0.00381,True,0,16.60833,0.00858,1,11673.91090,11673.91090,0.70000,0.10703,2.45488,12,1.52938,reproductive,589.95186,0.01486,24.61395,4247653.36688
730,1,MS,0.00644,True,0,19.35833,0.01220,1,15121.77236,15121.77236,0.70000,0.10703,2.44302,12,1.54125,reproductive,592.05210,0.01585,34.29758,4262775.13925
731,1,MS,0.01016,True,0,19.35833,0.01220,1,15121.77236,15121.77236,0.70000,0.10703,2.44302,12,1.54125,reproductive,592.05210,0.01642,43.96505,4262775.13925
732,1,MS,0.01381,True,0,20.85833,0.01313,1,17161.31958,17161.31958,0.70000,0.10703,2.43345,12,1.55081,reproductive,594.43562,0.01695,52.55080,4279936.45882
733,1,MS,0.01675,True,0,20.85833,0.01313,1,17161.31958,17161.31958,0.70000,0.10703,2.43345,12,1.55081,reproductive,594.43562,0.01762,59.22145,4279936.45882
734,1,MS,0.01861,True,0,21.50833,0.01121,1,18053.92502,18053.92502,0.70000,0.10703,2.42721,12,1.55705,reproductive,596.94311,0.01783,62.24059,4297990.38384
735,1,MS,0.01903,True,0,21.50833,0.01121,1,18053.92502,18053.92502,0.70000,0.10703,2.42721,12,1.55705,reproductive,596.94311,0.01786,62.45275,4297990.38384
736,1,MS,0.01845,True,0,20.65000,0.00684,1,16875.18408,16875.18408,0.70000,0.10703,2.42139,12,1.56287,reproductive,599.28688,0.01717,58.39261,4314865.56792
737,1,MS,0.01593,True,0,20.65000,0.00684,1,16875.18408,16875.18408,0.70000,0.10703,2.42139,12,1.56287,reproductive,599.28688,0.01635,52.10618,4314865.56792
738,1,MS,0.01391,True,0,17.50000,0.00156,1,12735.85763,12735.85763,0.70000,0.10703,2.41700,12,1.56726,reproductive,601.05575,0.01395,41.63063,4327601.42555
739,1,MS,0.01010,True,0,17.50000,0.00156,1,12735.85763,12735.85763,0.70000,0.10703,2.41700,12,1.56726,reproductive,601.05575,0.01202,31.59852,4327601.42555
740,1,MS,0.00774,True,0,13.21667,0.00036,1,8215.67150,8215.67150,0.70000,0.10703,2.41418,12,1.57009,reproductive,602.19682,0.01031,23.98256,4335817.09705
741,1,MS,0.00580,True,0,13.21667,0.00036,1,8215.67150,8215.67150,0.70000,0.10703,2.41418,12,1.57009,reproductive,602.19682,0.00949,19.64891,4335817.09705
742,1,MS,0.00434,True,0,11.45000,0.00020,1,6777.53851,6777.53851,0.70000,0.10703,2.41185,12,1.57242,reproductive,603.13814,0.00897,16.40673,4342594.63556
743,1,MS,0.00312,True,0,11.45000,0.00020,1,6777.53851,6777.53851,0.70000,0.10703,2.41185,12,1.57242,reproductive,603.13814,0.00905,14.47381,4342594.63556
744,1,MS,0.00222,True,0,11.93333,0.00021,1,7147.60463,7147.60463,0.70000,0.10703,2.40562,12,1.57865,reproductive,604.13087,0.00897,12.65599,4349742.24020
745,1,MS,0.00155,True,0,11.93333,0.00021,1,7147.60463,7147.60463,0.70000,0.10703,2.40562,12,1.57865,reproductive,604.13087,0.00932,11.44295,4349742.24020
746,1,MS,0.00112,True,0,12.84167,0.00025,1,7890.41959,7890.41959,0.70000,0.10703,2.40124,12,1.58302,reproductive,605.22676,0.00911,10.11031,4357632.65978
747,1,MS,0.00090,True,0,12.84167,0.00025,1,7890.41959,7890.41959,0.70000,0.10703,2.40124,12,1.58302,reproductive,605.22676,0.00830,8.69270,4357632.65978
748,1,MS,0.00070,True,0,12.69167,0.00014,1,7763.39679,7763.39679,0.70000,0.10703,2.39694,12,1.58733,reproductive,606.30501,0.00856,8.21842,4365396.05658
749,1,MS,0.00052,True,0,12.69167,0.00014,1,7763.39679,7763.39679,0.70000,0.10703,2.39694,12,1.58733,reproductive,606.30501,0.00861,7.50134,4365396.05658
750,1,MS,0.00043,True,0,15.07500,0.00145,1,9994.22178,9994.22178,0.70000,0.10703,2.38612,12,1.59814,reproductive,607.69309,0.00950,8.17332,4375390.27836
751,1,MS,0.00050,True,0,15.07500,0.00145,1,9994.22178,9994.22178,0.70000,0.10703,2.38612,12,1.59814,reproductive,607.69309,0.01004,9.31720,4375390.27836
752,1,MS,0.00083,True,0,18.25000,0.00645,1,13673.36431,13673.36431,0.70000,0.10703,2.37855,12,1.60571,reproductive,609.59217,0.01092,13.26755,4389063.64267
753,1,MS,0.00191,True,0,18.25000,0.00645,1,13673.36431,13673.36431,0.70000,0.10703,2.37855,12,1.60571,reproductive,609.59217,0.01131,19.82689,4389063.64267
754,1,MS,0.00363,True,0,20.59167,0.01008,1,16795.14046,16795.14046,0.70000,0.10703,2.37170,12,1.61257,reproductive,611.92483,0.01177,28.61522,4405858.78313
755,1,MS,0.00602,True,0,20.59167,0.01008,1,16795.14046,16795.14046,0.70000,0.10703,2.37170,12,1.61257,reproductive,611.92483,0.01202,37.29312,4405858.78313
756,1,MS,0.00851,True,0,22.25000,0.01217,1,19062.18482,19062.18482,0.70000,0.10703,2.35840,12,1.62586,reproductive,614.57236,0.01247,46.17931,4424920.96796
757,1,MS,0.01112,True,0,22.25000,0.01217,1,19062.18482,19062.18482,0.70000,0.10703,2.35840,12,1.62586,reproductive,614.57236,0.01249,52.43267,4424920.96796
758,1,MS,0.01362,True,0,21.74167,0.00950,1,18372.97626,18372.97626,0.70000,0.10703,2.35092,12,1.63334,reproductive,617.12416,0.01207,55.01703,4443293.94421
759,1,MS,0.01496,True,0,21.74167,0.00950,1,18372.97626,18372.97626,0.70000,0.10703,2.35092,12,1.63334,reproductive,617.12416,0.01204,56.23246,4443293.94421
760,1,MS,0.01524,True,0,20.44167,0.00523,1,16589.52995,16589.52995,0.70000,0.10703,2.34309,12,1.64117,reproductive,619.42826,0.01161,53.14604,4459883.47417
761,1,MS,0.01391,True,0,20.44167,0.00523,1,16589.52995,16589.52995,0.70000,0.10703,2.34309,12,1.64117,reproductive,619.42826,0.01094,47.35069,4459883.47417
762,1,MS,0.01152,True,0,18.07500,0.00140,1,13451.23840,13451.23840,0.70000,0.10703,2.33675,12,1.64752,reproductive,621.29649,0.01035,39.88275,4473334.71257
763,1,MS,0.00716,True,0,18.07500,0.00140,1,13451.23840,13451.23840,0.70000,0.10703,2.33675,12,1.64752,reproductive,621.29649,0.00997,31.02282,4473334.71257
764,1,MS,0.00452,True,0,17.18333,0.00114,1,12351.88438,12351.88438,0.70000,0.10703,2.32832,12,1.65595,reproductive,623.01203,0.00962,24.63374,4485686.59695
765,1,MS,0.00305,True,0,17.18333,0.00114,1,12351.88438,12351.88438,0.70000,0.10703,2.32832,12,1.65595,reproductive,623.01203,0.00874,19.38089,4485686.59695
766,1,MS,0.00225,True,0,15.00833,0.00053,1,9925.53886,9925.53886,0.70000,0.10703,2.31631,12,1.66796,reproductive,624.39057,0.00794,15.65184,4495612.13581
767,1,MS,0.00175,True,0,15.00833,0.00053,1,9925.53886,9925.53886,0.70000,0.10703,2.31631,12,1.66796,reproductive,624.39057,0.00718,13.06082,4495612.13581
768,1,MS,0.00136,True,0,13.36667,0.00023,1,8348.87973,8348.87973,0.70000,0.10703,2.31293,12,1.67134,reproductive,625.55014,0.00679,11.22222,4503961.01554
769,1,MS,0.00104,True,0,13.36667,0.00023,1,8348.87973,8348.87973,0.70000,0.10703,2.31293,12,1.67134,reproductive,625.55014,0.00662,9.98348,4503961.01554
770,1,MS,0.00080,True,0,13.31667,0.00012,1,8304.27844,8304.27844,0.70000,0.10703,2.30957,12,1.67470,reproductive,626.70351,0.00645,8.91176,4512265.29398
771,1,MS,0.00061,True,0,13.31667,0.00012,1,8304.27844,8304.27844,0.70000,0.10703,2.30957,12,1.67470,reproductive,626.70351,0.00639,8.07373,4512265.29398
772,1,MS,0.00042,True,0,15.46667,0.00018,1,10405.10399,10405.10399,0.70000,0.10703,2.30536,12,1.67890,reproductive,628.14867,0.00701,7.92685,4522670.39797
773,1,MS,0.00030,True,0,15.46667,0.00018,1,10405.10399,10405.10399,0.70000,0.10703,2.30536,12,1.67890,reproductive,628.14867,0.00710,7.17494,4522670.39797
774,1,MS,0.00022,True,0,17.28333,0.00043,1,12472.34452,12472.34452,0.70000,0.10703,2.29950,12,1.68476,reproductive,629.88094,0.00734,7.02044,4535142.74249
775,1,MS,0.00018,True,0,17.28333,0.00043,1,12472.34452,12472.34452,0.70000,0.10703,2.29950,12,1.68476,reproductive,629.88094,0.00745,6.76864,4535142.74249
776,1,MS,0.00021,True,0,19.49167,0.00276,1,15300.19706,15300.19706,0.70000,0.10703,2.28909,12,1.69517,reproductive,632.00596,0.00776,8.04953,4550442.93955
777,1,MS,0.00039,True,0,19.49167,0.00276,1,15300.19706,15300.19706,0.70000,0.10703,2.28909,12,1.69517,reproductive,632.00596,0.00799,10.81897,4550442.93955
778,1,MS,0.00071,True,0,20.49167,0.00427,1,16658.02828,16658.02828,0.70000,0.10703,2.26896,12,1.71530,reproductive,634.31958,0.00748,13.79043,4567100.96783
779,1,MS,0.00119,True,0,20.49167,0.00427,1,16658.02828,16658.02828,0.70000,0.10703,2.26896,12,1.71530,reproductive,634.31958,0.00726,17.28677,4567100.96783
780,1,MS,0.00171,True,0,20.58333,0.00379,1,16783.70909,16783.70909,0.70000,0.10703,2.25623,12,1.72803,reproductive,636.65065,0.00690,20.07196,4583884.67693
781,1,MS,0.00223,True,0,20.58333,0.00379,1,16783.70909,16783.70909,0.70000,0.10703,2.25623,12,1.72803,reproductive,636.65065,0.00633,21.46181,4583884.67693
782,1,MS,0.00257,True,0,19.54167,0.00248,1,15367.29938,15367.29938,0.70000,0.10703,2.25106,12,1.73320,reproductive,638.78500,0.00609,22.37000,4599251.97630
783,1,MS,0.00247,True,0,19.54167,0.00248,1,15367.29938,15367.29938,0.70000,0.10703,2.25106,12,1.73320,reproductive,638.78500,0.00615,22.67567,4599251.97630
784,1,MS,0.00231,True,0,19.25000,0.00155,1,14977.38070,14977.38070,0.70000,0.10703,2.24603,12,1.73823,reproductive,640.86519,0.00570,20.79995,4614229.35700
785,1,MS,0.00187,True,0,19.25000,0.00155,1,14977.38070,14977.38070,0.70000,0.10703,2.24603,12,1.73823,reproductive,640.86519,0.00539,18.31743,4614229.35700
786,1,MS,0.00146,True,0,18.28333,0.00073,1,13715.89583,13715.89583,0.70000,0.10703,2.24143,12,1.74283,reproductive,642.77017,0.00512,15.85245,4627945.25283
787,1,MS,0.00104,True,0,18.28333,0.00073,1,13715.89583,13715.89583,0.70000,0.10703,2.24143,12,1.74283,reproductive,642.77017,0.00488,13.41453,4627945.25283
788,1,MS,0.00075,True,0,17.82500,0.00044,1,13137.41222,13137.41222,0.70000,0.10703,2.23703,12,1.74723,reproductive,644.59481,0.00469,11.51572,4641082.66504
789,1,MS,0.00055,True,0,17.82500,0.00044,1,13137.41222,13137.41222,0.70000,0.10703,2.23703,12,1.74723,reproductive,644.59481,0.00446,9.89520,4641082.66504
790,1,MS,0.00041,True,0,17.59167,0.00024,1,12848.36355,12848.36355,0.70000,0.10703,2.23104,12,1.75322,reproductive,646.37931,0.00434,8.75458,4653931.02859
791,1,MS,0.00031,True,0,17.59167,0.00024,1,12848.36355,12848.36355,0.70000,0.10703,2.23104,12,1.75322,reproductive,646.37931,0.00422,7.77552,4653931.02859
792,1,MS,0.00024,True,0,17.66667,0.00018,1,12940.85728,12940.85728,0.70000,0.10703,2.22501,12,1.75925,reproductive,648.17665,0.00407,6.98072,4666871.88587
793,1,MS,0.00018,True,0,17.66667,0.00018,1,12940.85728,12940.85728,0.70000,0.10703,2.22501,12,1.75925,reproductive,648.17665,0.00393,6.29425,4666871.88587
794,1,MS,0.00015,True,0,17.83333,0.00014,1,13147.80513,13147.80513,0.70000,0.10703,2.21611,12,1.76815,reproductive,650.00273,0.00383,5.77711,4680019.69101
795,1,MS,0.00012,True,0,17.83333,0.00014,1,13147.80513,13147.80513,0.70000,0.10703,2.21611,12,1.76815,reproductive,650.00273,0.00371,5.28001,4680019.69101
796,1,MS,0.00009,True,0,17.95833,0.00008,1,13304.26505,13304.26505,0.70000,0.10703,2.20712,12,1.77715,reproductive,651.85055,0.00359,4.87303,4693323.95606
797,1,MS,0.00008,True,0,17.95833,0.00008,1,13304.26505,13304.26505,0.70000,0.10703,2.20712,12,1.77715,reproductive,651.85055,0.00339,4.43953,4693323.95606
798,1,MS,0.00007,True,0,17.55833,0.00028,1,12807.38298,12807.38298,0.70000,0.10703,2.19846,12,1.78580,reproductive,653.62935,0.00328,4.36075,4706131.33904
799,1,MS,0.00008,True,0,17.55833,0.00028,1,12807.38298,12807.38298,0.70000,0.10703,2.19846,12,1.78580,reproductive,653.62935,0.00313,4.44831,4706131.33904
800,1,MS,0.00010,True,0,16.79167,0.00052,1,11887.32188,11887.32188,0.70000,0.10703,2.19294,12,1.79132,reproductive,655.28037,0.00296,4.69863,4718018.66092
801,1,MS,0.00014,True,0,16.79167,0.00052,1,11887.32188,11887.32188,0.70000,0.10703,2.19294,12,1.79132,reproductive,655.28037,0.00280,5.17761,4718018.66092
802,1,MS,0.00020,True,0,15.88333,0.00072,1,10855.98931,10855.98931,0.70000,0.10703,2.18547,12,1.79880,reproductive,656.78815,0.00268,5.78201,4728874.65023
803,1,MS,0.00029,True,0,15.88333,0.00072,1,10855.98931,10855.98931,0.70000,0.10703,2.18547,12,1.79880,reproductive,656.78815,0.00256,6.63065,4728874.65023
804,1,MS,0.00043,True,0,15.14167,0.00081,1,10063.26990,10063.26990,0.70000,0.10703,2.17681,12,1.80745,reproductive,658.18582,0.00248,7.56350,4738937.92013
805,1,MS,0.00059,True,0,15.14167,0.00081,1,10063.26990,10063.26990,0.70000,0.10703,2.17681,12,1.80745,reproductive,658.18582,0.00242,8.59884,4738937.92013
806,1,MS,0.00073,True,0,14.19167,0.00039,1,9113.78300,9113.78300,0.70000,0.10703,2.16778,12,1.81649,reproductive,659.45163,0.00232,8.85453,4748051.70313
807,1,MS,0.00071,True,0,14.19167,0.00039,1,9113.78300,9113.78300,0.70000,0.10703,2.16778,12,1.81649,reproductive,659.45163,0.00230,8.74524,4748051.70313
808,1,MS,0.00068,True,0,13.80833,0.00036,1,8751.54153,8751.54153,0.70000,0.10703,2.16430,12,1.81996,reproductive,660.66712,0.00224,8.36504,4756803.24466
809,1,MS,0.00064,True,0,13.80833,0.00036,1,8751.54153,8751.54153,0.70000,0.10703,2.16430,12,1.81996,reproductive,660.66712,0.00223,8.19985,4756803.24466
810,1,MS,0.00061,True,0,13.22500,0.00030,1,8223.02513,8223.02513,0.70000,0.10703,2.16049,12,1.82377,reproductive,661.80920,0.00214,7.61584,4765026.26979
811,1,MS,0.00061,True,0,13.22500,0.00030,1,8223.02513,8223.02513,0.70000,0.10703,2.16049,12,1.82377,reproductive,661.80920,0.00198,6.80839,4765026.26979
812,1,MS,0.00061,True,0,9.93333,0.00013,1,5723.33625,5723.33625,0.70000,0.10703,2.15762,12,1.82664,reproductive,662.60411,0.00186,5.97779,4770749.60604
813,1,MS,0.00052,True,0,9.93333,0.00013,1,5723.33625,5723.33625,0.70000,0.10703,2.15762,12,1.82664,reproductive,662.60411,0.00186,5.58311,4770749.60604
814,1,MS,0.00043,True,0,9.53333,0.00010,1,5470.89037,5470.89037,0.70000,0.10703,2.15488,12,1.82939,reproductive,663.36396,0.00182,4.98648,4776220.49641
815,1,MS,0.00038,True,0,9.53333,0.00010,1,5470.89037,5470.89037,0.70000,0.10703,2.15488,12,1.82939,reproductive,663.36396,0.00174,4.37805,4776220.49641
816,1,MS,0.00033,True,0,8.50000,0.00008,1,4863.80090,4863.80090,0.70000,0.10703,2.15141,12,1.83285,reproductive,664.03949,0.00174,4.10175,4781084.29730
817,1,MS,0.00027,True,0,8.50000,0.00008,1,4863.80090,4863.80090,0.70000,0.10703,2.15141,12,1.83285,reproductive,664.03949,0.00173,3.79444,4781084.29730
818,1,MS,0.00023,True,0,8.40833,0.00010,1,4811.34814,4811.34814,0.70000,0.10703,2.14659,12,1.83767,reproductive,664.70773,0.00171,3.50401,4785895.64544
819,1,MS,0.00020,True,0,8.40833,0.00010,1,4811.34814,4811.34814,0.70000,0.10703,2.14659,12,1.83767,reproductive,664.70773,0.00170,3.25945,4785895.64544
820,1,MS,0.00017,True,0,8.17500,0.00007,1,4677.83204,4677.83204,0.70000,0.10703,2.14326,12,1.84101,reproductive,665.35743,0.00168,3.02716,4790573.47748
821,1,MS,0.00014,True,0,8.17500,0.00007,1,4677.83204,4677.83204,0.70000,0.10703,2.14326,12,1.84101,reproductive,665.35743,0.00172,2.95524,4790573.47748
822,1,MS,0.00012,True,0,11.78333,0.00058,1,7030.92110,7030.92110,0.70000,0.10703,2.13825,12,1.84601,reproductive,666.33394,0.00186,3.55011,4797604.39858
823,1,MS,0.00017,True,0,11.78333,0.00058,1,7030.92110,7030.92110,0.70000,0.10703,2.13825,12,1.84601,reproductive,666.33394,0.00192,4.32331,4797604.39858
824,1,MS,0.00030,True,0,14.56667,0.00204,1,9479.73791,9479.73791,0.70000,0.10703,2.12875,12,1.85551,reproductive,667.65057,0.00201,6.32311,4807084.13650
825,1,MS,0.00058,True,0,14.56667,0.00204,1,9479.73791,9479.73791,0.70000,0.10703,2.12875,12,1.85551,reproductive,667.65057,0.00220,9.67151,4807084.13650
826,1,MS,0.00115,True,0,19.46667,0.00869,1,15266.68466,15266.68466,0.70000,0.10703,2.11788,12,1.86638,reproductive,669.77095,0.00241,16.13459,4822350.82116
827,1,MS,0.00228,True,0,19.46667,0.00869,1,15266.68466,15266.68466,0.70000,0.10703,2.11788,12,1.86638,reproductive,669.77095,0.00265,24.51667,4822350.82116
