t,air_temperature,humidity,ambient_CO2,Wind,PARi,air_temperature(original)
1156,18.2,0.84,421,2.8,22.44444444,18.2
1157,20.3,0.78,421,2.8,202,20.3
1158,22.7,0.67,421,2.8,505,22.7
1159,25.3,0.55,421,2.8,819.2222222,25.3
1160,27.7,0.48,421,2.8,1139.055556,27.7
1161,29.3,0.45,421,2.8,1397.166667,29.3
1162,30.6,0.43,421,2.8,1576.722222,30.6
1163,31.6,0.41,421,2.8,1677.722222,31.6
1164,32.8,0.31,421,2.8,1666.5,32.8
1165,33.5,0.33,421,2.8,1559.888889,33.5
1166,33.8,0.29,421,2.8,1363.5,33.8
1167,33.9,0.3,421,2.8,1133.444444,33.9
1168,33.8,0.33,421,2.8,824.8333333,33.8
1169,33.2,0.32,421,2.8,505,33.2
1170,30.8,0.42,421,2.8,218.8333333,30.8
1171,29.5,0.44,421,2.8,28.05555556,29.5
1172,27.6,0.51,421,2.8,0,27.6
1173,24.1,0.64,421,2.8,0,24.1
1174,24.8,0.66,421,2.8,0,24.8
1175,23.7,0.74,421,2.8,0,23.7
1176,12.8,0.82,421,2.6,0,12.8
1177,13.4,0.71,421,2.6,0,13.4
1178,12.8,0.71,421,2.8,0,12.8
1179,11.4,0.75,421,2.8,0,11.4
1180,11.9,0.78,421,2.8,16.83333333,11.9
1181,13.6,0.71,421,2.8,129.0555556,13.6
1182,14.1,0.73,421,2.8,258.1111111,14.1
1183,16.1,0.6,421,2.8,774.3333333,16.1
1184,16.3,0.63,421,2.8,808,16.3
1185,17,0.58,421,2.8,1077.333333,17
1186,18.4,0.53,421,2.8,1430.833333,18.4
1187,17.9,0.52,421,2.8,763.1111111,17.9
1188,18.5,0.52,421,2.8,757.5,18.5
1189,19.4,0.5,421,2.8,869.7222222,19.4
1190,19.7,0.52,421,2.8,892.1666667,19.7
1191,19.2,0.53,421,2.8,577.9444444,19.2
1192,18.4,0.51,421,2.8,331.0555556,18.4
1193,17.3,0.6,421,2.8,179.5555556,17.3
1194,17,0.59,421,2.8,157.1111111,17
1195,16.5,0.64,421,2.8,0,16.5
1196,15.9,0.67,421,2.8,0,15.9
1197,15.3,0.69,421,2.8,0,15.3
1198,13.5,0.78,421,2.8,0,13.5
1199,14.1,0.78,421,2.8,0,14.1
1200,14.5,0.78,421,2.6,0,14.5
1201,14.4,0.8,421,2.6,0,14.4
1202,13.8,0.86,421,2.8,0,13.8
1203,13.5,0.89,421,2.8,0,13.5
1204,13.4,0.9,421,2.8,0,13.4
1205,13.8,0.89,421,2.8,67.33333333,13.8
1206,16,0.68,421,2.8,437.6666667,16
1207,15.8,0.63,421,2.8,476.9444444,15.8
1208,16.2,0.6,421,2.8,1307.388889,16.2
1209,14.2,0.75,421,2.8,673.3333333,14.2
1210,14.6,0.69,421,2.8,684.5555556,14.6
1211,15.4,0.6,421,2.8,931.4444444,15.4
1212,15.1,0.62,421,2.8,505,15.1
1213,15.2,0.6,421,2.8,516.2222222,15.2
1214,17.2,0.54,421,2.8,937.0555556,17.2
1215,16.8,0.56,421,2.8,533.0555556,16.8
1216,17.5,0.54,421,2.8,510.6111111,17.5
1217,16.4,0.62,421,2.8,420.8333333,16.4
1218,14.8,0.74,421,2.8,72.94444444,14.8
1219,15.2,0.71,421,2.8,16.83333333,15.2
1220,15.6,0.69,421,2.8,0,15.6
1221,14.7,0.77,421,2.8,0,14.7
1222,15.3,0.72,421,2.8,0,15.3
1223,14.7,0.74,421,2.8,0,14.7
